,announcements,as_path_max,dups,imp_wd,nlri_ann,origin_0,origin_1,timestamp,timestamp2,wd_dups,withdrawals
0,1322,15,28,592,469,423,4,2001-09-22 00:10:36,1001117436,33,189
1,1137,15,28,761,406,365,3,2001-09-22 00:15:36,1001117736,5,171
2,906,14,59,298,249,366,0,2001-09-22 00:20:36,1001118036,9,100
3,1396,12,167,786,311,349,0,2001-09-22 00:25:36,1001118336,7,299
4,1696,19,33,1096,348,470,0,2001-09-22 00:30:36,1001118636,29,251
5,988,16,99,632,379,390,0,2001-09-22 00:35:36,1001118936,29,162
6,650,17,48,337,180,272,0,2001-09-22 00:40:36,1001119236,24,121
7,675,16,22,350,192,301,0,2001-09-22 00:45:36,1001119536,7,171
8,704,15,19,447,179,284,0,2001-09-22 00:50:36,1001119836,12,135
9,592,16,31,322,185,249,0,2001-09-22 00:55:36,1001120136,4,67
10,701,16,50,419,167,276,2,2001-09-22 01:00:36,1001120436,20,228
11,713,19,38,403,165,337,0,2001-09-22 01:05:36,1001120736,37,176
12,610,14,42,394,144,276,0,2001-09-22 01:10:36,1001121036,14,178
13,1708,14,49,1283,408,389,0,2001-09-22 01:15:36,1001121336,22,120
14,954,14,31,502,416,266,0,2001-09-22 01:20:36,1001121636,22,115
15,1074,12,50,516,361,361,6,2001-09-22 01:25:36,1001121936,12,362
16,1174,15,72,660,294,312,3,2001-09-22 01:30:36,1001122236,74,379
17,623,16,35,361,201,258,0,2001-09-22 01:35:36,1001122536,16,232
18,1378,16,85,838,326,445,0,2001-09-22 01:40:36,1001122836,58,356
19,761,12,31,411,175,311,0,2001-09-22 01:45:36,1001123136,18,234
20,948,19,44,564,255,325,0,2001-09-22 01:50:36,1001123436,43,144
21,925,15,87,569,234,270,0,2001-09-22 01:55:36,1001123736,25,106
22,947,13,51,606,230,399,0,2001-09-22 02:00:36,1001124036,8,162
23,708,16,87,481,319,238,0,2001-09-22 02:05:36,1001124336,8,95
24,823,16,42,634,387,256,0,2001-09-22 02:10:36,1001124636,3,100
25,1022,13,82,668,252,358,0,2001-09-22 02:15:36,1001124936,23,287
26,564,10,38,328,146,261,0,2001-09-22 02:20:36,1001125236,3,90
27,529,14,21,401,139,295,0,2001-09-22 02:25:36,1001125536,5,97
28,549,14,43,338,182,251,0,2001-09-22 02:30:36,1001125836,25,103
29,1105,13,154,614,289,372,0,2001-09-22 02:35:36,1001126136,31,157
30,523,12,38,325,132,265,0,2001-09-22 02:40:36,1001126436,6,102
31,812,14,111,571,218,318,0,2001-09-22 02:45:36,1001126736,26,121
32,491,10,28,377,150,235,5,2001-09-22 02:50:36,1001127036,10,60
33,1486,14,42,735,673,396,0,2001-09-22 02:55:36,1001127336,33,128
34,453,13,12,290,147,213,0,2001-09-22 03:00:36,1001127636,14,85
35,802,12,110,560,212,283,0,2001-09-22 03:05:36,1001127936,19,122
36,1902,19,55,1186,454,512,0,2001-09-22 03:10:36,1001128236,85,304
37,994,18,95,609,220,458,0,2001-09-22 03:15:36,1001128536,16,173
38,786,13,40,459,216,313,0,2001-09-22 03:20:36,1001128836,38,318
39,929,13,31,533,177,388,0,2001-09-22 03:25:36,1001129136,42,155
40,1464,12,54,1130,255,412,0,2001-09-22 03:30:36,1001129436,14,269
41,1580,14,51,1286,419,566,11,2001-09-22 03:35:36,1001129736,35,361
42,2045,15,41,1229,779,680,7,2001-09-22 03:40:36,1001130036,28,152
43,1528,16,28,755,377,543,0,2001-09-22 03:45:36,1001130336,71,276
44,1055,12,70,718,359,408,0,2001-09-22 03:50:36,1001130636,134,370
45,1079,14,84,466,300,388,0,2001-09-22 03:55:36,1001130936,324,805
46,1293,11,92,789,294,366,0,2001-09-22 04:00:36,1001131236,152,570
47,547,10,20,380,238,243,0,2001-09-22 04:05:36,1001131536,19,104
48,562,12,22,379,149,317,0,2001-09-22 04:10:36,1001131836,24,105
49,586,15,34,351,220,266,0,2001-09-22 04:15:36,1001132136,20,99
50,1169,15,34,719,267,383,0,2001-09-22 04:20:36,1001132436,30,211
51,942,13,33,762,289,310,0,2001-09-22 04:25:36,1001132736,61,229
52,634,13,25,410,168,297,0,2001-09-22 04:30:36,1001133036,31,227
53,1072,11,73,698,214,366,0,2001-09-22 04:35:36,1001133336,75,305
54,820,13,54,479,272,286,0,2001-09-22 04:40:36,1001133636,23,145
55,770,13,36,334,248,250,0,2001-09-22 04:45:36,1001133936,20,118
56,325,14,25,208,98,171,0,2001-09-22 04:50:36,1001134236,27,110
57,375,14,17,244,97,263,0,2001-09-22 04:55:36,1001134536,13,74
58,615,10,26,279,203,301,0,2001-09-22 05:00:36,1001134836,118,292
59,1032,14,65,655,287,502,0,2001-09-22 05:05:36,1001135136,59,174
60,909,14,46,631,293,342,0,2001-09-22 05:10:36,1001135436,27,198
61,1400,14,115,817,275,435,0,2001-09-22 05:15:36,1001135736,53,340
62,1260,12,39,753,382,467,0,2001-09-22 05:20:36,1001136036,44,302
63,546,14,21,390,160,275,0,2001-09-22 05:25:36,1001136336,29,115
64,1310,16,57,780,285,426,0,2001-09-22 05:30:36,1001136636,27,162
65,602,13,77,358,205,217,0,2001-09-22 05:35:36,1001136936,25,111
66,869,12,92,514,254,351,0,2001-09-22 05:40:36,1001137236,27,123
67,865,12,25,611,217,350,0,2001-09-22 05:45:36,1001137536,34,172
68,852,12,29,543,243,294,0,2001-09-22 05:50:36,1001137836,38,222
69,1821,14,58,1337,412,421,0,2001-09-22 05:55:36,1001138136,29,354
70,1716,17,78,1073,296,375,0,2001-09-22 06:00:36,1001138436,23,473
71,810,12,48,440,251,270,0,2001-09-22 06:05:36,1001138736,16,97
72,820,10,71,575,212,361,0,2001-09-22 06:10:36,1001139036,22,130
73,653,12,66,438,190,283,0,2001-09-22 06:15:36,1001139336,41,253
74,1258,13,138,781,317,547,0,2001-09-22 06:20:36,1001139636,56,258
75,953,14,35,650,236,369,0,2001-09-22 06:25:36,1001139936,46,192
76,1147,13,35,694,438,412,0,2001-09-22 06:30:36,1001140236,85,360
77,1035,12,51,623,307,434,0,2001-09-22 06:35:36,1001140536,37,245
78,1102,13,48,765,262,460,0,2001-09-22 06:40:36,1001140836,33,232
79,1101,12,67,766,279,424,0,2001-09-22 06:45:36,1001141136,30,201
80,593,15,49,394,150,278,0,2001-09-22 06:50:36,1001141436,23,148
81,851,14,12,493,227,261,0,2001-09-22 06:55:36,1001141736,21,199
82,1562,14,29,1095,320,325,0,2001-09-22 07:00:36,1001142036,89,412
83,526,12,23,355,154,283,0,2001-09-22 07:05:36,1001142336,25,146
84,541,13,42,321,160,271,0,2001-09-22 07:10:36,1001142636,20,141
85,2252,11,105,1253,780,668,0,2001-09-22 07:15:36,1001142936,101,337
86,776,15,18,441,297,276,0,2001-09-22 07:20:36,1001143236,197,594
87,642,13,20,448,177,325,0,2001-09-22 07:25:36,1001143536,237,699
88,696,16,42,451,169,324,0,2001-09-22 07:30:36,1001143836,72,287
89,732,10,22,381,173,204,0,2001-09-22 07:35:36,1001144136,14,110
90,1262,16,113,404,829,374,0,2001-09-22 07:40:36,1001144436,30,166
91,1991,12,20,1586,885,333,0,2001-09-22 07:45:36,1001144736,19,90
92,1218,15,208,806,341,367,0,2001-09-22 07:50:36,1001145036,92,374
93,675,15,66,429,189,356,0,2001-09-22 07:55:36,1001145336,31,124
94,749,15,39,542,208,376,0,2001-09-22 08:00:36,1001145636,23,147
95,689,11,26,416,164,289,0,2001-09-22 08:05:36,1001145936,23,212
96,658,12,39,408,166,322,9,2001-09-22 08:10:36,1001146236,43,197
97,2224,12,67,1495,779,629,0,2001-09-22 08:15:36,1001146536,38,312
98,1494,12,19,773,381,266,1,2001-09-22 08:20:36,1001146836,125,669
99,1249,13,30,716,357,512,2,2001-09-22 08:25:36,1001147136,239,580
100,862,15,44,530,196,482,0,2001-09-22 08:30:36,1001147436,52,206
101,808,15,94,587,215,298,0,2001-09-22 08:35:36,1001147736,49,175
102,799,16,50,495,225,433,0,2001-09-22 08:40:36,1001148036,159,444
103,1402,17,64,842,284,332,0,2001-09-22 08:45:36,1001148336,174,577
104,857,12,21,388,238,340,0,2001-09-22 08:50:36,1001148636,93,341
105,1751,11,117,1366,435,486,0,2001-09-22 08:55:36,1001148936,129,672
106,678,14,33,460,208,335,0,2001-09-22 09:00:36,1001149236,26,168
107,1629,14,106,969,360,688,0,2001-09-22 09:05:36,1001149536,122,364
108,589,14,48,390,149,290,0,2001-09-22 09:10:36,1001149836,22,291
109,468,14,13,324,145,229,0,2001-09-22 09:15:36,1001150136,26,143
110,1186,16,160,658,264,341,0,2001-09-22 09:20:36,1001150436,32,230
111,719,15,54,480,202,366,0,2001-09-22 09:25:36,1001150736,19,149
112,675,12,51,428,203,305,0,2001-09-22 09:30:36,1001151036,20,122
113,960,15,103,544,178,341,0,2001-09-22 09:35:36,1001151336,38,272
114,656,15,48,451,121,228,0,2001-09-22 09:40:36,1001151636,24,183
115,1022,12,76,709,255,441,0,2001-09-22 09:45:36,1001151936,45,233
116,742,15,49,425,235,387,0,2001-09-22 09:50:36,1001152236,20,224
117,472,12,29,260,190,230,0,2001-09-22 09:55:36,1001152536,25,107
118,1422,15,24,951,374,368,0,2001-09-22 10:00:36,1001152836,20,307
119,832,11,32,546,190,424,0,2001-09-22 10:05:36,1001153136,31,151
120,1178,14,60,735,316,507,0,2001-09-22 10:10:36,1001153436,33,258
121,1221,13,99,679,294,434,0,2001-09-22 10:15:36,1001153736,21,168
122,781,11,80,532,213,318,0,2001-09-22 10:20:36,1001154036,20,173
123,1734,13,182,1005,361,407,0,2001-09-22 10:25:36,1001154336,23,277
124,617,11,17,455,229,249,0,2001-09-22 10:30:36,1001154636,18,367
125,693,15,28,450,162,271,0,2001-09-22 10:35:36,1001154936,31,156
126,995,12,47,493,328,338,0,2001-09-22 10:40:36,1001155236,20,160
127,996,15,38,661,267,441,0,2001-09-22 10:45:36,1001155536,22,249
128,1041,9,102,785,189,323,0,2001-09-22 10:50:36,1001155836,20,159
129,939,12,80,541,261,438,0,2001-09-22 10:55:36,1001156136,25,204
130,828,12,44,567,223,351,0,2001-09-22 11:00:36,1001156436,23,199
131,791,14,65,608,158,328,0,2001-09-22 11:05:36,1001156736,29,145
132,804,12,31,501,194,288,0,2001-09-22 11:10:36,1001157036,24,221
133,1448,14,107,869,583,591,12,2001-09-22 11:15:36,1001157336,23,513
134,1368,14,88,779,568,370,6,2001-09-22 11:20:36,1001157636,34,204
135,880,16,46,603,213,346,0,2001-09-22 11:25:36,1001157936,33,189
136,1494,14,42,937,394,427,0,2001-09-22 11:30:36,1001158236,19,175
137,1001,13,41,798,511,281,0,2001-09-22 11:35:36,1001158536,277,377
138,976,16,20,834,224,300,0,2001-09-22 11:40:36,1001158836,105,347
139,1303,12,16,699,589,397,0,2001-09-22 11:45:36,1001159136,54,148
140,534,13,19,391,167,244,2,2001-09-22 11:50:36,1001159436,372,799
141,1390,13,26,789,479,267,0,2001-09-22 11:55:36,1001159736,108,341
142,641,11,38,377,174,244,0,2001-09-22 12:00:36,1001160036,22,157
143,1009,12,73,675,303,343,0,2001-09-22 12:05:36,1001160336,50,196
144,1160,12,21,788,412,392,0,2001-09-22 12:10:36,1001160636,186,543
145,881,12,57,560,260,368,0,2001-09-22 12:15:36,1001160936,38,261
146,962,19,115,636,286,398,0,2001-09-22 12:20:36,1001161236,51,308
147,555,12,36,349,141,291,0,2001-09-22 12:25:36,1001161536,19,83
148,589,10,38,347,181,255,0,2001-09-22 12:30:36,1001161836,25,157
149,1679,13,43,705,715,432,0,2001-09-22 12:35:36,1001162136,20,248
150,893,11,86,665,182,217,0,2001-09-22 12:40:36,1001162436,27,276
151,474,11,30,285,140,223,0,2001-09-22 12:45:36,1001162736,15,192
152,878,13,60,453,253,335,0,2001-09-22 12:50:36,1001163036,25,183
153,893,12,34,704,453,235,0,2001-09-22 12:55:36,1001163336,21,392
154,756,12,92,546,160,197,0,2001-09-22 13:00:36,1001163636,22,347
155,827,11,54,552,201,369,0,2001-09-22 13:05:36,1001163936,28,197
156,1438,11,31,785,504,310,0,2001-09-22 13:10:36,1001164236,28,161
157,851,11,75,396,259,348,0,2001-09-22 13:15:36,1001164536,13,191
158,773,16,20,597,232,222,4,2001-09-22 13:20:36,1001164836,29,147
159,562,13,38,385,165,242,0,2001-09-22 13:25:36,1001165136,28,128
160,1800,12,66,1340,362,493,0,2001-09-22 13:30:36,1001165436,32,270
161,1014,14,50,730,237,343,0,2001-09-22 13:35:36,1001165736,20,196
162,659,13,13,283,229,216,0,2001-09-22 13:40:36,1001166036,17,176
163,1380,14,41,731,344,346,0,2001-09-22 13:45:36,1001166336,28,250
164,1161,14,186,795,208,349,0,2001-09-22 13:50:36,1001166636,26,191
165,570,14,24,309,173,252,0,2001-09-22 13:55:36,1001166936,39,189
166,687,13,50,372,257,317,0,2001-09-22 14:00:36,1001167236,32,170
167,1104,12,22,894,661,390,0,2001-09-22 14:05:36,1001167536,38,201
168,649,15,44,405,156,277,0,2001-09-22 14:10:36,1001167836,49,266
169,726,11,38,519,191,340,0,2001-09-22 14:15:36,1001168136,20,175
170,749,13,20,397,203,265,0,2001-09-22 14:20:36,1001168436,23,180
171,779,13,32,401,251,235,0,2001-09-22 14:25:36,1001168736,26,376
172,909,13,56,510,275,351,0,2001-09-22 14:30:36,1001169036,23,230
173,1313,10,96,793,352,357,0,2001-09-22 14:35:36,1001169336,18,229
174,939,13,117,555,250,293,0,2001-09-22 14:40:36,1001169636,27,111
175,687,14,41,497,177,339,0,2001-09-22 14:45:36,1001169936,18,126
176,1099,14,72,717,230,316,0,2001-09-22 14:50:36,1001170236,26,177
177,959,13,65,659,184,377,0,2001-09-22 14:55:36,1001170536,33,176
178,1133,14,79,817,229,476,0,2001-09-22 15:00:36,1001170836,24,191
179,694,12,34,481,146,303,0,2001-09-22 15:05:36,1001171136,26,175
180,884,10,65,568,252,342,0,2001-09-22 15:10:36,1001171436,28,229
181,659,11,53,448,154,266,0,2001-09-22 15:15:36,1001171736,27,177
182,624,10,18,376,177,243,0,2001-09-22 15:20:36,1001172036,11,179
183,931,12,76,504,410,264,0,2001-09-22 15:25:36,1001172336,55,199
184,432,11,35,264,124,196,0,2001-09-22 15:30:36,1001172636,33,149
185,998,12,44,740,695,335,0,2001-09-22 15:35:36,1001172936,11,162
186,2458,11,99,1407,827,655,0,2001-09-22 15:40:36,1001173236,29,291
187,1710,13,262,957,414,407,0,2001-09-22 15:45:36,1001173536,60,269
188,476,13,25,287,146,237,0,2001-09-22 15:50:36,1001173836,61,186
189,560,11,36,407,152,273,0,2001-09-22 15:55:36,1001174136,261,670
190,662,17,28,418,223,303,0,2001-09-22 16:00:36,1001174436,164,381
191,1080,15,28,852,244,263,0,2001-09-22 16:05:36,1001174736,80,293
192,792,16,43,566,188,316,3,2001-09-22 16:10:36,1001175036,27,365
193,2286,17,76,1096,532,384,4,2001-09-22 16:15:36,1001175336,92,597
194,1327,14,44,916,343,318,0,2001-09-22 16:20:36,1001175636,21,425
195,710,14,51,460,208,332,0,2001-09-22 16:25:36,1001175936,26,159
196,1258,13,217,740,368,431,0,2001-09-22 16:30:36,1001176236,35,248
197,1290,16,52,902,746,438,0,2001-09-22 16:35:36,1001176536,26,157
198,687,11,25,443,220,282,0,2001-09-22 16:40:36,1001176836,16,143
199,597,16,40,434,143,207,0,2001-09-22 16:45:36,1001177136,21,123
200,544,14,26,379,178,236,0,2001-09-22 16:50:36,1001177436,15,88
201,483,16,21,337,130,246,0,2001-09-22 16:55:36,1001177736,30,124
202,1245,15,41,839,291,410,0,2001-09-22 17:00:36,1001178036,29,282
203,792,12,23,571,218,400,0,2001-09-22 17:05:36,1001178336,15,185
204,533,12,33,384,144,241,0,2001-09-22 17:10:36,1001178636,26,133
205,569,14,22,399,152,234,0,2001-09-22 17:15:36,1001178936,14,90
206,1089,14,38,725,333,236,0,2001-09-22 17:20:36,1001179236,33,341
