,announcements,as_path_max,dups,imp_wd,nlri_ann,origin_0,origin_1,timestamp,timestamp2,wd_dups,withdrawals
0,1334,15,63,423,443,592,0,2001-09-19 00:09:58,1000858198,17,223
1,1852,18,71,732,538,694,2,2001-09-19 00:14:58,1000858498,58,432
2,5165,16,322,2354,1558,984,0,2001-09-19 00:19:58,1000858798,68,587
3,3846,16,291,2096,952,965,0,2001-09-19 00:24:58,1000859098,206,702
4,3809,16,175,1936,1043,1060,0,2001-09-19 00:29:58,1000859398,160,1106
5,3633,14,255,2114,1077,1025,0,2001-09-19 00:34:58,1000859698,126,747
6,2729,13,315,1164,911,823,0,2001-09-19 00:39:58,1000859998,73,769
7,2331,14,109,1346,697,747,0,2001-09-19 00:44:58,1000860298,31,675
8,5335,18,116,1989,1430,905,0,2001-09-19 00:49:58,1000860598,62,686
9,1995,17,142,1127,635,689,0,2001-09-19 00:54:58,1000860898,28,272
10,2379,14,71,1501,668,765,0,2001-09-19 00:59:58,1000861198,158,825
11,2648,13,211,1315,726,881,0,2001-09-19 01:04:58,1000861498,78,643
12,3421,15,318,1915,861,865,1,2001-09-19 01:09:58,1000861798,119,786
13,3065,16,161,1910,800,715,13,2001-09-19 01:14:58,1000862098,171,1081
14,4945,19,147,3713,1258,1105,14,2001-09-19 01:19:58,1000862398,54,707
15,2836,21,215,1547,941,926,0,2001-09-19 01:24:58,1000862698,72,545
16,2210,13,181,1214,759,731,0,2001-09-19 01:29:58,1000862998,45,697
17,3475,16,177,1999,1365,896,0,2001-09-19 01:34:58,1000863298,51,740
18,2696,15,156,1619,732,869,1,2001-09-19 01:39:58,1000863598,60,752
19,2944,16,271,1757,842,869,0,2001-09-19 01:44:58,1000863898,119,726
20,23206,17,139,1401,22045,7607,7,2001-09-19 01:49:58,1000864198,50,617
21,52774,17,224,2150,51730,16384,15,2001-09-19 01:54:58,1000864498,66,477
22,2679,15,211,1896,1040,714,0,2001-09-19 01:59:58,1000864798,37,562
23,9608,18,278,3174,6319,2921,0,2001-09-19 02:04:58,1000865098,53,804
24,24517,16,195,22948,22344,6557,8,2001-09-19 02:09:58,1000865398,104,657
25,20483,16,336,18967,16718,6055,3,2001-09-19 02:14:58,1000865698,137,755
26,2737,15,115,1805,856,962,0,2001-09-19 02:19:58,1000865998,67,722
27,2238,16,109,1460,759,681,0,2001-09-19 02:24:58,1000866298,58,557
28,2545,19,160,1653,780,758,0,2001-09-19 02:29:58,1000866598,142,796
