,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
0,376,573,2685,6,17,0,177,1.6792339916217833,387,503,1,488,107,69,32,52,18,4,10,10,387,503,1,488,107,69,32,52,18,4,10,131,1148,1079,69,215,820,1014,279,1404,0,22,19,0.16538233550681683,4,2005-05-26 00:00:09,1117065609,6,11,20,588
1,992,1089,4972,4,29,0,644,1.8408175014392631,935,765,11,713,711,100,112,69,20,9,4,23,935,765,11,713,711,100,112,69,20,9,4,166,2348,2233,115,316,1404,1725,443,1859,8,23,34,0.08909895414320193,5,2005-05-26 02:00:09,1117072809,4,10,9,657
2,1321,1072,5263,6,22,0,381,2.500139470013947,684,808,34,683,479,515,103,66,83,37,11,19,684,808,34,683,479,515,103,66,83,37,11,208,2682,2599,83,314,1556,2197,430,2143,4,17,24,0.0817024510735322,4,2005-05-26 04:00:09,1117080009,6,10,22,698
3,796,901,4710,11,21,0,444,2.070453824182799,731,791,4,761,365,107,94,129,108,22,6,15,731,791,4,761,365,107,94,129,108,22,6,243,2137,2100,37,327,1397,2110,375,2114,0,16,33,0.07961783439490445,3,2005-05-26 06:00:09,1117087209,7,11,12,967
4,1844,1965,8469,4,20,0,917,1.9652081434214523,1747,1545,18,1359,957,270,210,127,238,34,51,15,1747,1545,18,1359,957,270,210,127,238,34,51,723,4361,4280,81,581,1674,2757,409,3267,0,21,31,0.0482823751623185,3,2005-05-26 08:00:09,1117094409,3,11,31,1763
5,1886,1944,10598,5,29,0,1905,1.9315281322827655,2382,3066,49,1352,700,404,367,180,209,91,95,23,2382,3066,49,1352,700,404,367,180,209,91,95,343,5985,5864,121,778,1440,2661,357,3169,0,53,923,0.03368560105680317,4,2005-05-26 10:00:09,1117101609,5,12,22,1339
6,2311,1933,7591,5,29,0,899,2.1907224572950947,1419,1984,12,1142,565,305,324,210,177,82,36,23,1419,1984,12,1142,565,305,324,210,177,82,36,437,4626,4555,71,419,968,2452,318,2762,1,61,52,0.04189171387169016,5,2005-05-26 12:00:09,1117108809,5,11,63,1152
7,1653,1554,6035,7,29,0,622,2.243419750643182,1098,1444,9,1134,315,213,332,222,121,47,44,22,1098,1444,9,1134,315,213,332,222,121,47,44,365,3550,3451,99,516,784,1977,252,2202,0,41,71,0.041728763040238454,3,2005-05-26 14:00:09,1117116009,6,12,16,1006
8,1156,1346,5606,5,29,0,633,1.9493474894934748,1209,1038,25,799,828,253,197,35,73,15,23,23,1209,1038,25,799,828,253,197,35,73,15,23,391,3015,2848,167,482,936,1883,359,2714,4,42,49,0.0640271089709292,4,2005-05-26 16:00:09,1117123209,5,10,27,1015
9,1481,1405,6034,5,23,0,550,2.3149705634987385,949,884,24,1108,1068,238,169,66,76,50,29,18,949,884,24,1108,1068,238,169,66,76,50,29,294,3555,3466,89,357,1010,2170,217,2316,6,49,181,0.03596287703016241,3,2005-05-26 18:00:09,1117130409,5,12,18,851
10,2364,3006,10477,5,29,0,1359,1.985214899713467,2444,1131,0,2564,1196,869,221,81,53,2,16,22,2444,1131,0,2564,1196,869,221,81,53,2,16,499,6533,5968,565,334,1705,2987,156,2784,3,22,26,0.01488833746898263,3,2005-05-26 20:00:09,1117137609,4,10,161,1038
11,1321,1696,6001,7,29,0,1246,1.8747532747173874,1957,1060,16,680,268,1320,144,53,18,18,10,22,1957,1060,16,680,268,1320,144,53,18,18,10,523,3200,3024,176,604,337,2377,97,1602,4,34,64,0.016161279573475507,3,2005-05-26 22:00:09,1117144809,6,10,14,1186
