dataset_nimda_513_5_rrc04.csv_recall,dataset_nimda_513_5_rrc04.csv_f1,dataset_nimda_513_5_rrc04.csv_precision,all_files_precision,all_files_recall,all_files_f1
"[0.8330733229329174, 0.890795631825273, 0.9095163806552262, 0.9095163806552262, 0.9110764430577223, 0.9048361934477379, 0.9048361934477379, 0.9048361934477379, 0.9048361934477379, 0.9032761310452418]","[0.8550840672538031, 0.866464339908953, 0.8747186796699175, 0.882664647993944, 0.8868640850417616, 0.8916218293620293, 0.8957528957528957, 0.8964451313755796, 0.9020217729393468, 0.9025720966484801]","[0.8782894736842105, 0.843426883308715, 0.8424855491329479, 0.8573529411764705, 0.863905325443787, 0.8787878787878788, 0.8868501529051988, 0.888208269525268, 0.8992248062015504, 0.9018691588785047]",0.9692832764505119,0.4011299435028249,0.5674325674325671
"[0.8863636363636364, 0.8863636363636364, 0.8863636363636364, 0.8863636363636364, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091]","[0.7572815533980584, 0.7799999999999999, 0.7878787878787878, 0.7878787878787878, 0.8, 0.8, 0.8, 0.8080808080808082, 0.8080808080808082, 0.8080808080808082]","[0.6610169491525424, 0.6964285714285714, 0.7090909090909091, 0.7090909090909091, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273]",0.9745762711864406,0.3248587570621469,0.4872881355932199
"[0.9392523364485982, 0.9392523364485982, 0.9392523364485982, 0.942367601246106, 0.9470404984423676, 0.9470404984423676, 0.9439252336448598, 0.9439252336448598, 0.9454828660436138, 0.9454828660436138]","[0.7755627009646301, 0.7908196721311476, 0.8077695914266577, 0.8170155300472653, 0.8374655647382919, 0.8539325842696629, 0.8681948424068768, 0.8725701943844492, 0.8841951930080116, 0.8913362701908958]","[0.660460021905805, 0.6828992072480181, 0.7085781433607521, 0.7210965435041716, 0.7506172839506173, 0.7774936061381074, 0.8037135278514589, 0.8112449799196787, 0.8303693570451436, 0.8430555555555556]",0.9895104895104895,0.3997175141242938,0.5694164989939633
"[0.9283819628647215, 0.969053934571176, 0.9876215738284704, 0.9902740937223696, 0.9902740937223696, 0.9938107869142352, 0.9911582670203359, 0.9946949602122016, 0.9902740937223696, 0.995579133510168]","[0.9446693657219973, 0.9699115044247787, 0.9772528433945757, 0.9803063457330417, 0.9824561403508772, 0.9829470922606034, 0.9841966637401229, 0.984251968503937, 0.984182776801406, 0.983406113537118]","[0.9615384615384616, 0.970770593445527, 0.9670995670995671, 0.9705372616984402, 0.9747606614447345, 0.972318339100346, 0.977332170880558, 0.974025974025974, 0.9781659388646288, 0.9715271786022434]",0.9297385620915033,0.8036723163841808,0.8621212121212115
"[0.8307692307692308, 0.8615384615384616, 0.8692307692307693, 0.8769230769230769, 0.8846153846153846, 0.8923076923076924, 0.8923076923076924, 0.9, 0.9, 0.9]","[0.7372013651877134, 0.7832167832167831, 0.795774647887324, 0.8172043010752689, 0.8303249097472925, 0.8405797101449275, 0.8592592592592593, 0.8666666666666667, 0.8634686346863468, 0.8666666666666667]","[0.6625766871165644, 0.717948717948718, 0.7337662337662337, 0.7651006711409396, 0.782312925170068, 0.7945205479452054, 0.8285714285714286, 0.8357142857142857, 0.8297872340425532, 0.8357142857142857]",0.9902912621359223,0.4322033898305085,0.6017699115044244
"[0.9691629955947136, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384]","[0.9670329670329672, 0.963123644251627, 0.958963282937365, 0.958963282937365, 0.961038961038961, 0.958963282937365, 0.958963282937365, 0.963123644251627, 0.9652173913043478, 0.963123644251627]","[0.9649122807017544, 0.9487179487179487, 0.940677966101695, 0.940677966101695, 0.9446808510638298, 0.940677966101695, 0.940677966101695, 0.9487179487179487, 0.9527896995708155, 0.9487179487179487]",0.9803439803439803,0.5635593220338984,0.7156950672645735
"[0.8682170542635659, 0.875968992248062, 0.875968992248062, 0.8837209302325582, 0.8914728682170543, 0.8914728682170543, 0.8992248062015504, 0.9069767441860465, 0.9147286821705426, 0.9147286821705426]","[0.797153024911032, 0.8339483394833949, 0.8401486988847584, 0.8444444444444444, 0.8487084870848709, 0.8487084870848709, 0.8529411764705883, 0.8540145985401459, 0.8613138686131386, 0.8613138686131386]","[0.7368421052631579, 0.795774647887324, 0.8071428571428572, 0.8085106382978723, 0.8098591549295775, 0.8098591549295775, 0.8111888111888111, 0.8068965517241379, 0.8137931034482758, 0.8137931034482758]",0.978494623655914,0.3855932203389831,0.5531914893617017
"[0.960352422907489, 0.9691629955947136, 0.9691629955947136, 0.9647577092511013, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136]","[0.9140461215932915, 0.9147609147609147, 0.918580375782881, 0.9201680672268906, 0.9224318658280923, 0.9205020920502092, 0.9224318658280923, 0.9224318658280923, 0.9224318658280923, 0.9243697478991597]","[0.872, 0.8661417322834646, 0.873015873015873, 0.8795180722891566, 0.88, 0.8764940239043825, 0.88, 0.88, 0.88, 0.8835341365461847]",0.98,0.4152542372881356,0.5833333333333329
"[0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349]","[0.898876404494382, 0.898876404494382, 0.898876404494382, 0.9090909090909092, 0.9090909090909092, 0.9090909090909092, 0.9090909090909092, 0.9090909090909092, 0.9090909090909092, 0.9090909090909092]","[0.8695652173913043, 0.8695652173913043, 0.8695652173913043, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",0.9917695473251029,0.3403954802259887,0.5068349106203991
"[0.9213085764809903, 0.9531388152077808, 0.9787798408488063, 0.9849690539345711, 0.9911582670203359, 0.9929266136162688, 0.9929266136162688, 0.9938107869142352, 0.9938107869142352, 0.9938107869142352]","[0.8886993603411514, 0.9285099052540913, 0.9638659120592077, 0.9763365468886942, 0.9811816192560174, 0.9837932544897066, 0.9846558526961858, 0.9851007887817703, 0.9863975427819218, 0.9868305531167691]","[0.8583196046128501, 0.9051217464315701, 0.9493996569468267, 0.9678540399652477, 0.9714038128249567, 0.9748263888888888, 0.9765217391304348, 0.9765421372719374, 0.9790940766550522, 0.979947689625109]",0.9212827988338192,0.8926553672316384,0.906743185078909
"[0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.9142857142857143, 0.9142857142857143, 0.9142857142857143, 0.9142857142857143]","[0.7209302325581395, 0.7654320987654321, 0.7948717948717948, 0.8157894736842105, 0.8157894736842105, 0.8157894736842105, 0.8648648648648648, 0.8648648648648648, 0.8648648648648648, 0.888888888888889]","[0.6078431372549019, 0.6739130434782609, 0.7209302325581395, 0.7560975609756098, 0.7560975609756098, 0.7560975609756098, 0.8205128205128205, 0.8205128205128205, 0.8205128205128205, 0.8648648648648649]",0.9861878453038674,0.5042372881355932,0.6672897196261678
"[0.9473684210526315, 0.9415204678362573, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9532163742690059, 0.9590643274853801, 0.9590643274853801, 0.9590643274853801]","[0.8733153638814016, 0.8773841961852862, 0.8901098901098902, 0.9025069637883008, 0.9050279329608939, 0.9101123595505618, 0.9157303370786517, 0.9213483146067416, 0.9265536723163842, 0.9265536723163842]","[0.81, 0.8214285714285714, 0.8393782383419689, 0.8617021276595744, 0.8663101604278075, 0.8756756756756757, 0.8810810810810811, 0.8864864864864865, 0.8961748633879781, 0.8961748633879781]",1.0,0.2768361581920904,0.4336283185840704
"[0.9, 0.9153846153846154, 0.9153846153846154, 0.9153846153846154, 0.9230769230769231, 0.9307692307692308, 0.9307692307692308, 0.9307692307692308, 0.9307692307692308, 0.9307692307692308]","[0.8634686346863468, 0.8235294117647058, 0.8321678321678322, 0.8409893992932863, 0.8633093525179857, 0.8642857142857142, 0.8705035971223021, 0.8705035971223021, 0.867383512544803, 0.867383512544803]","[0.8297872340425532, 0.7484276729559748, 0.7628205128205128, 0.7777777777777778, 0.8108108108108109, 0.8066666666666666, 0.8175675675675675, 0.8175675675675675, 0.8120805369127517, 0.8120805369127517]",0.9799196787148594,0.3446327683615819,0.5099268547544406
"[0.9549071618037135, 0.9902740937223696, 0.9787798408488063, 0.9893899204244032, 0.9796640141467727, 0.9893899204244032, 0.9761273209549072, 0.9902740937223696, 0.9628647214854111, 0.9964633068081344]","[0.9544851966416261, 0.9467455621301776, 0.9613547546678245, 0.9560017086715079, 0.965998256320837, 0.9609274366680979, 0.9692712906057945, 0.9572649572649573, 0.9701559020044545, 0.9502529510961214]","[0.9540636042402827, 0.9068825910931174, 0.9445392491467577, 0.9247933884297521, 0.9527085124677558, 0.9340567612687813, 0.962510897994769, 0.9263854425144747, 0.9775583482944344, 0.9081385979049154]",0.9825870646766169,0.557909604519774,0.7117117117117112
"[0.9605263157894737, 0.9473684210526315, 0.9342105263157895, 0.9342105263157895, 0.9342105263157895, 0.9342105263157895, 0.9342105263157895, 0.9342105263157895, 0.9342105263157895, 0.9342105263157895]","[0.8248587570621468, 0.8421052631578948, 0.8452380952380952, 0.8452380952380952, 0.8502994011976048, 0.8554216867469879, 0.8554216867469879, 0.8606060606060606, 0.8658536585365854, 0.8711656441717791]","[0.7227722772277227, 0.7578947368421053, 0.7717391304347826, 0.7717391304347826, 0.7802197802197802, 0.7888888888888889, 0.7888888888888889, 0.797752808988764, 0.8068181818181818, 0.8160919540229885]",1.0,0.4519774011299435,0.6225680933852135
"[0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9318181818181818, 0.9318181818181818, 0.9318181818181818, 0.9318181818181818, 0.9318181818181818, 0.9318181818181818]","[0.7476635514018691, 0.7766990291262135, 0.7766990291262135, 0.792079207920792, 0.8118811881188119, 0.8118811881188119, 0.82, 0.82, 0.82, 0.82]","[0.6349206349206349, 0.6779661016949152, 0.6779661016949152, 0.7017543859649122, 0.7192982456140351, 0.7192982456140351, 0.7321428571428571, 0.7321428571428571, 0.7321428571428571, 0.7321428571428571]",1.0,0.3700564971751412,0.5402061855670098
"[0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737]","[0.9668874172185431, 0.9542483660130718, 0.948051948051948, 0.9419354838709677, 0.935897435897436, 0.9240506329113923, 0.9240506329113923, 0.9240506329113923, 0.9240506329113923, 0.9240506329113923]","[0.9733333333333334, 0.948051948051948, 0.9358974358974359, 0.9240506329113924, 0.9125, 0.8902439024390244, 0.8902439024390244, 0.8902439024390244, 0.8902439024390244, 0.8902439024390244]",0.9853801169590644,0.4759887005649718,0.6419047619047614
"[0.9767441860465116, 0.9534883720930233, 0.9534883720930233, 0.9534883720930233, 0.9534883720930233, 0.9534883720930233, 0.9534883720930233, 0.9534883720930233, 0.9767441860465116, 0.9767441860465116]","[0.8571428571428571, 0.8631578947368421, 0.8723404255319148, 0.8723404255319148, 0.8817204301075269, 0.9010989010989011, 0.9010989010989011, 0.9111111111111112, 0.923076923076923, 0.923076923076923]","[0.7636363636363637, 0.7884615384615384, 0.803921568627451, 0.803921568627451, 0.82, 0.8541666666666666, 0.8541666666666666, 0.8723404255319149, 0.875, 0.875]",0.9962264150943396,0.3728813559322034,0.5426515930113048
"[0.9691629955947136, 0.9691629955947136, 0.973568281938326, 0.973568281938326, 0.973568281938326, 0.973568281938326, 0.973568281938326, 0.973568281938326, 0.973568281938326, 0.9779735682819384]","[0.9586056644880174, 0.9565217391304348, 0.9546436285097192, 0.9546436285097192, 0.9546436285097192, 0.9546436285097192, 0.9546436285097192, 0.9546436285097192, 0.9546436285097192, 0.9568965517241379]","[0.9482758620689655, 0.944206008583691, 0.9364406779661016, 0.9364406779661016, 0.9364406779661016, 0.9364406779661016, 0.9364406779661016, 0.9364406779661016, 0.9364406779661016, 0.9367088607594937]",0.9969418960244648,0.4604519774011299,0.6299516908212556
"[0.973568281938326, 0.9823788546255506, 0.986784140969163, 0.9911894273127754, 0.9911894273127754, 0.9911894273127754, 0.9911894273127754, 0.9911894273127754, 0.9911894273127754, 0.9911894273127754]","[0.9714285714285714, 0.9737991266375545, 0.9718004338394794, 0.9740259740259741, 0.9761388286334056, 0.9719222462203024, 0.9761388286334056, 0.9761388286334056, 0.9782608695652174, 0.9782608695652174]","[0.9692982456140351, 0.9653679653679653, 0.9572649572649573, 0.9574468085106383, 0.9615384615384616, 0.9533898305084746, 0.9615384615384616, 0.9615384615384616, 0.9656652360515021, 0.9656652360515021]",0.9900744416873449,0.5635593220338984,0.7182718271827179
"[0.9548286604361371, 0.9548286604361371, 0.9517133956386293, 0.9532710280373832, 0.9532710280373832, 0.9532710280373832, 0.9532710280373832, 0.9517133956386293, 0.9517133956386293, 0.9517133956386293]","[0.8289384719405002, 0.8537604456824512, 0.8716119828815978, 0.886314265025344, 0.8980190755685986, 0.9053254437869822, 0.9107142857142857, 0.9133034379671151, 0.9194883370955607, 0.9229607250755287]","[0.7323775388291517, 0.7720403022670025, 0.8039473684210526, 0.8281461434370772, 0.8488210818307905, 0.8619718309859155, 0.8717948717948718, 0.8778735632183908, 0.8893740902474527, 0.8958944281524927]",0.9630541871921182,0.5522598870056498,0.7019748653500892
"[0.875968992248062, 0.8837209302325582, 0.8914728682170543, 0.9069767441860465, 0.9147286821705426, 0.9224806201550387, 0.9224806201550387, 0.9224806201550387, 0.9224806201550387, 0.9224806201550387]","[0.8071428571428572, 0.8351648351648352, 0.8455882352941176, 0.8602941176470588, 0.8644688644688644, 0.8686131386861314, 0.8717948717948718, 0.878228782287823, 0.875, 0.8814814814814815]","[0.7483443708609272, 0.7916666666666666, 0.8041958041958042, 0.8181818181818182, 0.8194444444444444, 0.8206896551724138, 0.8263888888888888, 0.8380281690140845, 0.8321678321678322, 0.8439716312056738]",0.9891696750902527,0.3870056497175141,0.5563451776649742
"[0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737]","[0.9012345679012346, 0.9012345679012346, 0.9012345679012346, 0.8957055214723926, 0.8957055214723926, 0.8957055214723926, 0.8957055214723926, 0.8957055214723926, 0.9012345679012346, 0.9012345679012346]","[0.8488372093023255, 0.8488372093023255, 0.8488372093023255, 0.8390804597701149, 0.8390804597701149, 0.8390804597701149, 0.8390804597701149, 0.8390804597701149, 0.8488372093023255, 0.8488372093023255]",0.990506329113924,0.442090395480226,0.6113281249999996
"[0.9469578783151326, 0.9453978159126365, 0.9422776911076443, 0.9360374414976599, 0.9360374414976599, 0.9344773790951638, 0.9344773790951638, 0.9344773790951638, 0.9344773790951638, 0.9313572542901716]","[0.8972653362897266, 0.9112781954887218, 0.9214340198321892, 0.9295120061967468, 0.9316770186335404, 0.9366692728694291, 0.9337490257209665, 0.9359375, 0.9410840534171249, 0.939417781274587]","[0.8525280898876404, 0.8795355587808418, 0.9014925373134328, 0.9230769230769231, 0.9273570324574961, 0.9388714733542319, 0.9330218068535826, 0.9374021909233177, 0.9477848101265823, 0.9476190476190476]",0.9801136363636364,0.4872881355932203,0.6509433962264146
"[0.8245614035087719, 0.8187134502923976, 0.8421052631578947, 0.8654970760233918, 0.8830409356725146, 0.8888888888888888, 0.8947368421052632, 0.9005847953216374, 0.9064327485380117, 0.9064327485380117]","[0.6380090497737556, 0.6796116504854369, 0.7346938775510204, 0.7570332480818415, 0.7763496143958869, 0.7896103896103894, 0.7989556135770235, 0.8083989501312335, 0.8157894736842105, 0.8201058201058201]","[0.5202952029520295, 0.5809128630705395, 0.6515837104072398, 0.6727272727272727, 0.6926605504587156, 0.7102803738317757, 0.7216981132075472, 0.7333333333333333, 0.7416267942583732, 0.748792270531401]",0.9827586206896551,0.08050847457627118,0.1488250652741513
"[0.9251101321585903, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136]","[0.9251101321585903, 0.9147609147609147, 0.9109730848861284, 0.9128630705394192, 0.918580375782881, 0.9205020920502092, 0.9205020920502092, 0.9243697478991597, 0.9243697478991597, 0.9282700421940928]","[0.9251101321585903, 0.8661417322834646, 0.859375, 0.8627450980392157, 0.873015873015873, 0.8764940239043825, 0.8764940239043825, 0.8835341365461847, 0.8835341365461847, 0.8906882591093117]",0.9452554744525548,0.365819209039548,0.527494908350305
"[0.9142857142857143, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857]","[0.5333333333333334, 0.5740740740740741, 0.6262626262626262, 0.6458333333333334, 0.673913043478261, 0.7045454545454545, 0.7045454545454545, 0.7209302325581395, 0.7560975609756098, 0.7848101265822784]","[0.3764705882352941, 0.4246575342465753, 0.484375, 0.5081967213114754, 0.543859649122807, 0.5849056603773585, 0.5849056603773585, 0.6078431372549019, 0.6595744680851063, 0.7045454545454546]",0.9841269841269841,0.08757062146892655,0.16083009079118013
"[0.9761273209549072, 0.9973474801061007, 0.9920424403183024, 0.9973474801061007, 0.9893899204244032, 0.9964633068081344, 0.9876215738284704, 0.9964633068081344, 0.9832007073386384, 0.9964633068081344]","[0.9468267581475129, 0.9204406364749081, 0.9680759275237272, 0.9555273189326556, 0.9743143230300392, 0.9632478632478634, 0.9798245614035088, 0.9632478632478634, 0.9801674746584399, 0.9542760372565623]","[0.9192339716902581, 0.8545454545454545, 0.945240101095198, 0.9170731707317074, 0.9596912521440824, 0.9321753515301903, 0.9721496953872933, 0.9321753515301903, 0.9771528998242531, 0.9155158407798538]",0.9553072625698324,0.7245762711864406,0.824096385542168
"[0.9, 0.9230769230769231, 0.9384615384615385, 0.9384615384615385, 0.9461538461538461, 0.9461538461538461, 0.9461538461538461, 0.9461538461538461, 0.9461538461538461, 0.9461538461538461]","[0.8181818181818182, 0.8510638297872342, 0.8776978417266187, 0.8840579710144928, 0.8945454545454546, 0.8880866425992779, 0.8880866425992779, 0.891304347826087, 0.8880866425992779, 0.8978102189781021]","[0.75, 0.7894736842105263, 0.8243243243243243, 0.8356164383561644, 0.8482758620689655, 0.8367346938775511, 0.8367346938775511, 0.8424657534246576, 0.8367346938775511, 0.8541666666666666]",0.9604221635883905,0.5141242937853108,0.6697332106715727
"[0.9823788546255506, 0.9823788546255506, 0.9691629955947136, 0.9691629955947136, 0.973568281938326, 0.973568281938326, 0.9691629955947136, 0.973568281938326, 0.9691629955947136, 0.973568281938326]","[0.9233954451345756, 0.9272349272349272, 0.9243697478991597, 0.9263157894736842, 0.9305263157894736, 0.9305263157894736, 0.9341825902335457, 0.9364406779661018, 0.9361702127659576, 0.9384288747346071]","[0.87109375, 0.8779527559055118, 0.8835341365461847, 0.8870967741935484, 0.8911290322580645, 0.8911290322580645, 0.9016393442622951, 0.9020408163265307, 0.9053497942386831, 0.9057377049180327]",0.9717868338557993,0.4378531073446328,0.603700097370983
"[0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857]","[0.5081967213114754, 0.5535714285714286, 0.6138613861386139, 0.6526315789473685, 0.6813186813186813, 0.7126436781609196, 0.7294117647058823, 0.7469879518072288, 0.775, 0.7848101265822784]","[0.3563218390804598, 0.4025974025974026, 0.4696969696969697, 0.5166666666666667, 0.5535714285714286, 0.5961538461538461, 0.62, 0.6458333333333334, 0.6888888888888889, 0.7045454545454546]",1.0,0.1497175141242938,0.2604422604422602
"[0.8294573643410853, 0.9069767441860465, 0.9224806201550387, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349]","[0.884297520661157, 0.9, 0.8913857677902621, 0.8856088560885608, 0.8823529411764707, 0.8823529411764707, 0.8856088560885608, 0.8856088560885608, 0.888888888888889, 0.8921933085501857]","[0.9469026548672567, 0.8931297709923665, 0.8623188405797102, 0.8450704225352113, 0.8391608391608392, 0.8391608391608392, 0.8450704225352113, 0.8450704225352113, 0.851063829787234, 0.8571428571428571]",0.9487179487179487,0.365819209039548,0.5280326197757386
"[0.9767441860465116, 0.9767441860465116, 0.9767441860465116, 0.9767441860465116, 0.9767441860465116, 0.9767441860465116, 0.9767441860465116, 1.0, 1.0, 1.0]","[0.9333333333333332, 0.9438202247191011, 0.9438202247191011, 0.9438202247191011, 0.9438202247191011, 0.9438202247191011, 0.9438202247191011, 0.9555555555555556, 0.9555555555555556, 0.9555555555555556]","[0.8936170212765957, 0.9130434782608695, 0.9130434782608695, 0.9130434782608695, 0.9130434782608695, 0.9130434782608695, 0.9130434782608695, 0.9148936170212766, 0.9148936170212766, 0.9148936170212766]",0.960352422907489,0.307909604519774,0.46631016042780704
