dataset_nimda_513_5_rrc04.csv_recall,dataset_nimda_513_5_rrc04.csv_f1,dataset_nimda_513_5_rrc04.csv_precision,all_files_precision,all_files_recall,all_files_f1
"[0.0, 0.0, 0.20601237842617154, 0.3819628647214854, 0.5278514588859416, 0.6357206012378426, 0.7144120247568524, 0.7975243147656941, 0.9239610963748894, 0.982316534040672, 0.9964633068081344, 0.9964633068081344, 0.995579133510168, 0.995579133510168, 0.995579133510168, 0.9946949602122016, 0.9946949602122016, 0.9946949602122016, 0.9946949602122016, 0.995579133510168, 0.9805481874447391, 0.9964633068081344, 0.9168877099911583, 0.9964633068081344, 0.9920424403183024, 0.995579133510168, 0.9938107869142352, 0.995579133510168, 0.9911582670203359, 0.9964633068081344]","[0.0, 0.0, 0.34064327485380114, 0.5468354430379747, 0.673055242390079, 0.7329255861365952, 0.7746883988494727, 0.8185117967332124, 0.8781512605042017, 0.9003241491085899, 0.8944444444444445, 0.9170056956875509, 0.9603411513859276, 0.9694360740421868, 0.9736273238218763, 0.9757155247181267, 0.9765625000000001, 0.9774109470026064, 0.984251968503937, 0.9778549717759444, 0.9849023090586146, 0.9170056956875509, 0.9557603686635945, 0.8265493215988265, 0.9889819303657997, 0.9757365684575391, 0.9890013198416191, 0.980409229429691, 0.9894086496028243, 0.9736501079913606]","[0.0, 0.0, 0.9831223628691983, 0.9621380846325167, 0.9284603421461898, 0.865222623345367, 0.8460732984293193, 0.8406337371854613, 0.8366693354683747, 0.8309648466716529, 0.8113750899928006, 0.8492840994724944, 0.9275123558484349, 0.9446308724832215, 0.9526226734348562, 0.9574468085106383, 0.959079283887468, 0.9607173356105893, 0.974025974025974, 0.9607508532423208, 0.9892952720785013, 0.8492840994724944, 0.9980750721847931, 0.706140350877193, 0.9859402460456942, 0.9566694987255735, 0.9842381786339754, 0.9656946826758147, 0.9876651982378855, 0.9518581081081081]",0.9860383944153578,0.7980225988700564,0.882123341139734
"[0.9911582670203359, 0.9946949602122016, 0.9938107869142352, 0.9938107869142352, 0.9938107869142352, 0.9938107869142352, 0.9929266136162688, 0.9946949602122016, 0.9911582670203359, 0.9964633068081344, 0.986737400530504, 0.9964633068081344, 0.9796640141467727, 0.9964633068081344, 0.9885057471264368, 0.9964633068081344, 0.9876215738284704, 0.9964633068081344, 0.9885057471264368, 0.9964633068081344, 0.9849690539345711, 0.9964633068081344, 0.9885057471264368, 0.9964633068081344, 0.986737400530504, 0.9946949602122016, 0.9946949602122016, 0.9946949602122016, 0.9938107869142352, 0.9946949602122016]","[0.9655469422911284, 0.9761388286334057, 0.9829470922606034, 0.9859649122807018, 0.9868305531167691, 0.9863975427819218, 0.9894273127753305, 0.9885764499121265, 0.9902826855123675, 0.9868651488616461, 0.9898004434589801, 0.9829917139119058, 0.9875222816399287, 0.9829917139119058, 0.9906956136464333, 0.9855706165282029, 0.9906873614190689, 0.9851398601398602, 0.9898185037627268, 0.9877300613496933, 0.9902222222222222, 0.9890302764370338, 0.9911347517730497, 0.9890302764370338, 0.9902395740905057, 0.9903169014084507, 0.9929390997352163, 0.9929390997352163, 0.9929328621908127, 0.9929390997352163]","[0.9412258606213266, 0.9582623509369677, 0.972318339100346, 0.9782419495213229, 0.979947689625109, 0.9790940766550522, 0.9859525899912204, 0.982532751091703, 0.9894086496028244, 0.9774501300954033, 0.9928825622775801, 0.9698795180722891, 0.995507637017071, 0.9698795180722891, 0.9928952042628775, 0.9749134948096886, 0.9937722419928826, 0.9740708729472775, 0.9911347517730497, 0.9791485664639444, 0.9955317247542449, 0.9817073170731707, 0.9937777777777778, 0.9817073170731707, 0.993766696349065, 0.985977212971078, 0.9911894273127754, 0.9911894273127754, 0.9920564872021183, 0.9911894273127754]",0.9440459110473458,0.9293785310734464,0.9366548042704622
"[0.9392523364485982, 0.9314641744548287, 0.926791277258567, 0.9299065420560748, 0.9283489096573209, 0.9299065420560748, 0.9314641744548287, 0.9330218068535826, 0.9345794392523364, 0.9392523364485982, 0.9376947040498442, 0.9392523364485982, 0.942367601246106, 0.9439252336448598, 0.9439252336448598, 0.9470404984423676, 0.9454828660436138, 0.9501557632398754, 0.9485981308411215, 0.9485981308411215, 0.9485981308411215, 0.9485981308411215, 0.9485981308411215, 0.9470404984423676, 0.9470404984423676, 0.9454828660436138, 0.9439252336448598, 0.9439252336448598, 0.9439252336448598, 0.9439252336448598]","[0.7430683918669131, 0.7978652434956637, 0.797052913596785, 0.8029589778076663, 0.8103331067301156, 0.8291666666666667, 0.835195530726257, 0.8418833450456781, 0.8468595624558928, 0.8522968197879858, 0.8618468146027201, 0.8707581227436824, 0.881281864530226, 0.886613021214338, 0.8931466470154752, 0.9000740192450036, 0.9066467513069455, 0.9084139985107967, 0.9137284321080271, 0.9164785553047403, 0.9206349206349206, 0.9213313161875947, 0.9220287660862984, 0.9247148288973384, 0.9282442748091603, 0.9281345565749235, 0.9301611665387567, 0.9301611665387567, 0.9323076923076923, 0.9380804953560372]","[0.6146788990825688, 0.6977829638273045, 0.699177438307873, 0.7065088757396449, 0.7189384800965019, 0.7481203007518797, 0.7569620253164557, 0.7669654289372599, 0.7741935483870968, 0.7800776196636481, 0.7973509933774835, 0.8115746971736204, 0.8276333789329685, 0.8358620689655173, 0.8475524475524475, 0.8575458392101551, 0.8708751793400287, 0.8701854493580599, 0.8813314037626628, 0.8864628820960698, 0.8942731277533039, 0.8955882352941177, 0.8969072164948454, 0.9034175334323923, 0.9101796407185628, 0.9114114114114115, 0.9167927382753404, 0.9167927382753404, 0.9209726443768997, 0.9323076923076923]",0.982089552238806,0.4646892655367232,0.630872483221476
"[0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091]","[0.7766990291262135, 0.7692307692307692, 0.7692307692307692, 0.7692307692307692, 0.8, 0.8080808080808082, 0.8080808080808082, 0.8163265306122449, 0.8247422680412373, 0.8247422680412373, 0.8247422680412373, 0.8247422680412373, 0.8247422680412373, 0.8421052631578948, 0.8421052631578948, 0.8421052631578948, 0.8421052631578948, 0.8421052631578948, 0.8421052631578948, 0.8421052631578948, 0.8510638297872342, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408, 0.8602150537634408]","[0.6779661016949152, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.7142857142857143, 0.7272727272727273, 0.7272727272727273, 0.7407407407407407, 0.7547169811320755, 0.7547169811320755, 0.7547169811320755, 0.7547169811320755, 0.7547169811320755, 0.7843137254901961, 0.7843137254901961, 0.7843137254901961, 0.7843137254901961, 0.7843137254901961, 0.7843137254901961, 0.7843137254901961, 0.8, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449]",0.9952830188679245,0.2980225988700565,0.4586956521739126
"[0.881578947368421, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737]","[0.9370629370629371, 0.9733333333333333, 0.9668874172185431, 0.9668874172185431, 0.9542483660130718, 0.9419354838709677, 0.9419354838709677, 0.935897435897436, 0.935897435897436, 0.935897435897436, 0.935897435897436, 0.935897435897436, 0.935897435897436, 0.935897435897436, 0.9419354838709677, 0.9419354838709677, 0.9419354838709677, 0.948051948051948, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9542483660130718, 0.9542483660130718, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9542483660130718, 0.9542483660130718, 0.9542483660130718, 0.9542483660130718]","[1.0, 0.9864864864864865, 0.9733333333333334, 0.9733333333333334, 0.948051948051948, 0.9240506329113924, 0.9240506329113924, 0.9125, 0.9125, 0.9125, 0.9125, 0.9125, 0.9125, 0.9125, 0.9240506329113924, 0.9240506329113924, 0.9240506329113924, 0.9358974358974359, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.948051948051948, 0.948051948051948, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.948051948051948, 0.948051948051948, 0.948051948051948, 0.948051948051948]",0.9820359281437125,0.4632768361581921,0.6295585412667941
"[0.9779735682819384, 0.9647577092511013, 0.9647577092511013, 0.9647577092511013, 0.9647577092511013, 0.9647577092511013, 0.9691629955947136, 0.9647577092511013, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.973568281938326, 0.9691629955947136, 0.9691629955947136, 0.973568281938326, 0.9691629955947136, 0.973568281938326, 0.9691629955947136, 0.9691629955947136, 0.973568281938326, 0.9691629955947136, 0.9691629955947136, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9691629955947136, 0.9779735682819384, 0.973568281938326]","[0.9327731092436975, 0.9260042283298097, 0.9260042283298097, 0.9260042283298097, 0.9260042283298097, 0.9260042283298097, 0.9282700421940928, 0.9279661016949152, 0.9322033898305084, 0.9302325581395349, 0.9341825902335457, 0.9322033898305084, 0.9341825902335457, 0.9364406779661018, 0.9361702127659576, 0.9381663113006395, 0.9384288747346071, 0.9381663113006395, 0.9404255319148935, 0.9401709401709402, 0.9401709401709402, 0.9404255319148935, 0.9421841541755889, 0.9421841541755889, 0.9466950959488273, 0.9466950959488273, 0.9466950959488273, 0.946236559139785, 0.9507494646680943, 0.9484978540772532]","[0.891566265060241, 0.8902439024390244, 0.8902439024390244, 0.8902439024390244, 0.8902439024390244, 0.8902439024390244, 0.8906882591093117, 0.8938775510204081, 0.8979591836734694, 0.8943089430894309, 0.9016393442622951, 0.8979591836734694, 0.9016393442622951, 0.9020408163265307, 0.9053497942386831, 0.9090909090909091, 0.9057377049180327, 0.9090909090909091, 0.9094650205761317, 0.9128630705394191, 0.9128630705394191, 0.9094650205761317, 0.9166666666666666, 0.9166666666666666, 0.9173553719008265, 0.9173553719008265, 0.9173553719008265, 0.9243697478991597, 0.925, 0.9246861924686193]",0.9828178694158075,0.403954802259887,0.5725725725725721
"[0.7953216374269005, 0.7953216374269005, 0.7953216374269005, 0.7894736842105263, 0.7953216374269005, 0.8070175438596491, 0.8421052631578947, 0.847953216374269, 0.8830409356725146, 0.8830409356725146, 0.8888888888888888, 0.9005847953216374, 0.9064327485380117, 0.9064327485380117, 0.9122807017543859, 0.9181286549707602, 0.9239766081871345, 0.9298245614035088, 0.935672514619883, 0.935672514619883, 0.935672514619883, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9415204678362573, 0.9415204678362573, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315]","[0.6296296296296295, 0.6956521739130435, 0.7272727272727272, 0.7277628032345014, 0.7351351351351352, 0.7419354838709676, 0.7659574468085106, 0.7733333333333333, 0.8010610079575595, 0.8010610079575595, 0.8042328042328042, 0.8213333333333334, 0.8288770053475937, 0.8378378378378379, 0.8478260869565218, 0.8555858310626703, 0.8633879781420766, 0.8712328767123289, 0.8839779005524862, 0.9116809116809117, 0.9142857142857143, 0.9310344827586206, 0.9337175792507205, 0.9337175792507205, 0.9360465116279071, 0.9387755102040817, 0.941860465116279, 0.9501466275659822, 0.9501466275659822, 0.9529411764705883]","[0.5210727969348659, 0.6181818181818182, 0.6699507389162561, 0.675, 0.6834170854271356, 0.6865671641791045, 0.7024390243902439, 0.7107843137254902, 0.7330097087378641, 0.7330097087378641, 0.7342995169082126, 0.7549019607843137, 0.7635467980295566, 0.7788944723618091, 0.7918781725888325, 0.8010204081632653, 0.8102564102564103, 0.8195876288659794, 0.837696335078534, 0.8888888888888888, 0.8938547486033519, 0.9152542372881356, 0.9204545454545454, 0.9204545454545454, 0.930635838150289, 0.936046511627907, 0.9364161849710982, 0.9529411764705882, 0.9529411764705882, 0.9585798816568047]",0.6086956521739131,0.01977401129943503,0.03830369357045138
"[0.8942731277533039, 0.9295154185022027, 0.9427312775330396, 0.947136563876652, 0.9647577092511013, 0.9691629955947136, 0.973568281938326, 0.973568281938326, 0.973568281938326, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.9691629955947136, 0.973568281938326, 0.973568281938326, 0.9779735682819384, 0.973568281938326, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384, 0.9779735682819384]","[0.8601694915254237, 0.8647540983606558, 0.8752556237218814, 0.8811475409836066, 0.8993839835728953, 0.9072164948453608, 0.9151138716356108, 0.9227557411273486, 0.9285714285714285, 0.9322033898305084, 0.9322033898305084, 0.9263157894736842, 0.9282700421940928, 0.9302325581395349, 0.9322033898305084, 0.9341825902335457, 0.944206008583691, 0.9464668094218416, 0.9464668094218416, 0.9466950959488273, 0.9505376344086022, 0.9507494646680943, 0.9507494646680943, 0.9487179487179488, 0.9527896995708155, 0.9527896995708155, 0.958963282937365, 0.9548387096774194, 0.9568965517241379, 0.958963282937365]","[0.8285714285714286, 0.8084291187739464, 0.816793893129771, 0.8237547892720306, 0.8423076923076923, 0.8527131782945736, 0.86328125, 0.876984126984127, 0.8875502008032129, 0.8979591836734694, 0.8979591836734694, 0.8870967741935484, 0.8906882591093117, 0.8943089430894309, 0.8979591836734694, 0.9016393442622951, 0.9205020920502092, 0.9208333333333333, 0.9208333333333333, 0.9173553719008265, 0.9285714285714286, 0.925, 0.925, 0.921161825726141, 0.9288702928870293, 0.9288702928870293, 0.940677966101695, 0.9327731092436975, 0.9367088607594937, 0.940677966101695]",0.9532163742690059,0.23022598870056496,0.37087599544937394
"[0.8947368421052632, 0.9078947368421053, 0.9342105263157895, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9736842105263158, 0.9736842105263158]","[0.7953216374269005, 0.8023255813953488, 0.8352941176470589, 0.8622754491017963, 0.8622754491017963, 0.8727272727272727, 0.8780487804878049, 0.8780487804878049, 0.8780487804878049, 0.8780487804878049, 0.8780487804878049, 0.8834355828220859, 0.8834355828220859, 0.8834355828220859, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.906832298136646, 0.906832298136646, 0.906832298136646, 0.9135802469135803, 0.9135802469135803]","[0.7157894736842105, 0.71875, 0.7553191489361702, 0.7912087912087912, 0.7912087912087912, 0.8089887640449438, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8275862068965517, 0.8275862068965517, 0.8275862068965517, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8588235294117647, 0.8588235294117647, 0.8588235294117647, 0.8604651162790697, 0.8604651162790697]",0.9244604316546763,0.3629943502824859,0.5212981744421902
"[0.8814352574102964, 0.8970358814352574, 0.906396255850234, 0.9095163806552262, 0.9095163806552262, 0.9110764430577223, 0.9157566302652106, 0.9173166926677067, 0.9173166926677067, 0.9188767550702028, 0.9173166926677067, 0.9188767550702028, 0.9173166926677067, 0.9173166926677067, 0.9188767550702028, 0.9188767550702028, 0.9235569422776911, 0.921996879875195, 0.921996879875195, 0.9235569422776911, 0.9235569422776911, 0.9204368174726989, 0.9251170046801872, 0.921996879875195, 0.9282371294851794, 0.9235569422776911, 0.9266770670826833, 0.9266770670826833, 0.9266770670826833, 0.9282371294851794]","[0.8807482462977396, 0.8805513016845329, 0.8849961919268851, 0.8866920152091256, 0.888042650418888, 0.8929663608562691, 0.8975535168195719, 0.899770466717674, 0.9046153846153846, 0.9054573405073021, 0.9088098918083461, 0.9124709527498063, 0.9151750972762646, 0.9187499999999998, 0.9217527386541472, 0.9231974921630094, 0.9264475743348983, 0.9256068911511355, 0.9270588235294117, 0.927173061863743, 0.9300864100549883, 0.9335443037974683, 0.9331235247836348, 0.936608557844691, 0.9384858044164038, 0.9389373513084853, 0.9436060365369341, 0.9451073985680192, 0.9466135458167331, 0.94896331738437]","[0.8800623052959502, 0.8646616541353384, 0.8645833333333334, 0.8649851632047477, 0.8675595238095238, 0.8755622188905547, 0.8800599700149925, 0.8828828828828829, 0.8922610015174507, 0.8924242424242425, 0.900459418070444, 0.9061538461538462, 0.9130434782608695, 0.92018779342723, 0.9246467817896389, 0.9275590551181102, 0.9293563579277865, 0.9292452830188679, 0.9321766561514195, 0.9308176100628931, 0.9367088607594937, 0.9470304975922953, 0.9412698412698413, 0.9516908212560387, 0.94896331738437, 0.9548387096774194, 0.9611650485436893, 0.9642857142857143, 0.9674267100977199, 0.9706362153344209]",0.9504950495049505,0.4067796610169492,0.5697329376854595
