dataset_slammer_513_5_rrc04.csv_f1,dataset_slammer_513_15_rrc04.csv_f1,dataset_code-red_6893_15_rrc04.csv_precision,dataset_code-red_513_1_rrc04.csv_recall,dataset_code-red_6893_1_rrc04.csv_precision,dataset_slammer_559_5_rrc04.csv_f1,dataset_slammer_6893_1_rrc04.csv_precision,dataset_moscow_blackout_1853_5_rrc05.csv_recall,dataset_moscow_blackout_1853_1_rrc05.csv_f1,dataset_slammer_6893_5_rrc04.csv_recall,dataset_code-red_513_5_rrc04.csv_precision,dataset_slammer_6893_5_rrc04.csv_precision,dataset_moscow_blackout_12793_1_rrc05.csv_precision,dataset_slammer_6893_1_rrc04.csv_recall,dataset_slammer_513_5_rrc04.csv_recall,dataset_slammer_513_1_rrc04.csv_precision,dataset_slammer_559_1_rrc04.csv_precision,dataset_slammer_6893_5_rrc04.csv_f1,dataset_code-red_6893_15_rrc04.csv_f1,dataset_moscow_blackout_12793_5_rrc05.csv_recall,dataset_code-red_6893_5_rrc04.csv_precision,dataset_code-red_6893_15_rrc04.csv_recall,dataset_code-red_513_15_rrc04.csv_recall,dataset_moscow_blackout_1853_5_rrc05.csv_precision,dataset_code-red_6893_5_rrc04.csv_recall,dataset_slammer_559_1_rrc04.csv_f1,dataset_moscow_blackout_12793_5_rrc05.csv_precision,dataset_moscow_blackout_1853_5_rrc05.csv_f1,dataset_code-red_6893_1_rrc04.csv_recall,dataset_code-red_513_1_rrc04.csv_f1,dataset_code-red_513_1_rrc04.csv_precision,dataset_slammer_559_15_rrc04.csv_precision,dataset_slammer_513_1_rrc04.csv_f1,dataset_moscow_blackout_12793_1_rrc05.csv_f1,dataset_slammer_6893_15_rrc04.csv_f1,dataset_slammer_559_1_rrc04.csv_recall,dataset_slammer_6893_15_rrc04.csv_recall,dataset_slammer_6893_1_rrc04.csv_f1,dataset_code-red_6893_5_rrc04.csv_f1,dataset_moscow_blackout_1853_1_rrc05.csv_recall,dataset_moscow_blackout_12793_5_rrc05.csv_f1,dataset_slammer_559_5_rrc04.csv_recall,dataset_code-red_513_15_rrc04.csv_precision,dataset_slammer_559_15_rrc04.csv_recall,dataset_slammer_559_15_rrc04.csv_f1,dataset_code-red_513_5_rrc04.csv_recall,dataset_slammer_559_5_rrc04.csv_precision,dataset_slammer_6893_15_rrc04.csv_precision,dataset_slammer_513_1_rrc04.csv_recall,dataset_slammer_513_15_rrc04.csv_recall,dataset_code-red_513_5_rrc04.csv_f1,dataset_code-red_6893_1_rrc04.csv_f1,dataset_slammer_513_15_rrc04.csv_precision,dataset_moscow_blackout_12793_1_rrc05.csv_recall,dataset_slammer_513_5_rrc04.csv_precision,dataset_moscow_blackout_1853_1_rrc05.csv_precision,dataset_code-red_513_15_rrc04.csv_f1
0.8127208480565371,0.9018822587104526,0.6512605042016807,0.9295154185022027,0.9558823529411765,0.4113475177304965,0.8270676691729323,0.6052631578947368,0.751219512195122,0.9534883720930233,0.6565656565656566,0.803921568627451,0.8661417322834646,0.8527131782945736,0.8846153846153846,0.8264462809917356,0.8348148148148148,0.8723404255319148,0.7579462102689487,0.973568281938326,0.8452380952380952,0.9064327485380117,0.0,1.0,0.9342105263157895,0.9085046352277307,0.8804780876494024,0.7540983606557378,0.8552631578947368,0.9315673289183224,0.9336283185840708,0.6666666666666666,0.8778346744696415,0.9147609147609147,0.8656716417910447,0.9964633068081344,0.8285714285714286,0.8396946564885495,0.8875000000000001,0.9005847953216374,0.9246861924686193,0.8285714285714286,0.0,0.9090909090909091,0.7692307692307692,0.9112149532710281,0.27358490566037735,0.90625,0.9360374414976599,0.995579133510168,0.7632093933463797,0.9027777777777778,0.8243045387994143,0.9691629955947136,0.7516339869281046,0.6443514644351465,0.0
0.8210526315789475,0.959069366652305,0.7123287671232876,0.960352422907489,0.8846153846153846,0.46666666666666673,0.7887323943661971,0.75,0.781725888324873,0.9534883720930233,0.6701030927835051,0.82,0.8661417322834646,0.8682170542635659,0.9,0.8370786516853933,0.9176854115729421,0.8817204301075269,0.8,0.9779735682819384,0.8470588235294118,0.9122807017543859,0.002652519893899204,1.0,0.9473684210526315,0.9550466497031384,0.8774703557312253,0.8571428571428571,0.9078947368421053,0.9478260869565217,0.9356223175965666,0.6666666666666666,0.8810051736881005,0.9147609147609147,0.8985507246376812,0.995579133510168,0.8857142857142857,0.8265682656826567,0.8944099378881987,0.9005847953216374,0.925,0.8,1.0,0.9090909090909091,0.7692307692307692,0.9112149532710281,0.32941176470588235,0.9117647058823529,0.9297971918876755,0.9840848806366048,0.7722772277227724,0.8961038961038961,0.9352941176470588,0.9691629955947136,0.7548387096774194,0.6905829596412556,0.005291005291005291
0.8210526315789475,0.9503184713375796,0.7429906542056075,0.9647577092511013,0.8352941176470589,0.5090909090909091,0.773972602739726,0.8157894736842105,0.7917737789203085,0.9534883720930233,0.6836616454229433,0.8367346938775511,0.8661417322834646,0.875968992248062,0.9,0.8413597733711048,0.9251644736842105,0.8913043478260869,0.825974025974026,0.9779735682819384,0.8372093023255814,0.9298245614035088,0.23076923076923078,0.9538461538461539,0.9473684210526315,0.9586706433745206,0.8774703557312253,0.8794326241134751,0.9342105263157895,0.9521739130434783,0.9399141630901288,0.6666666666666666,0.8819599109131402,0.9147609147609147,0.8985507246376812,0.9946949602122016,0.8857142857142857,0.8218181818181819,0.8888888888888888,0.9005847953216374,0.925,0.8,1.0,0.9090909090909091,0.7692307692307692,0.9190031152647975,0.37333333333333335,0.9117647058823529,0.9266770670826833,0.9893899204244032,0.7840531561461795,0.8819875776397516,0.9142156862745098,0.9691629955947136,0.7548387096774194,0.7064220183486238,0.375
0.8297872340425532,0.9732338745063626,0.7939698492462312,0.9691629955947136,0.8089887640449438,0.5384615384615384,0.782312925170068,0.9342105263157895,0.8031496062992126,0.9534883720930233,0.6941176470588235,0.8723404255319149,0.8661417322834646,0.8914728682170543,0.9,0.8483547925608012,0.9297520661157025,0.9111111111111112,0.8540540540540541,0.973568281938326,0.8372093023255814,0.9239766081871345,0.4235190097259063,0.8875,0.9473684210526315,0.9611277231952158,0.884,0.9102564102564101,0.9473684210526315,0.9523809523809523,0.9361702127659575,0.6779661016949152,0.8850746268656716,0.9147609147609147,0.8985507246376812,0.9946949602122016,0.8857142857142857,0.8333333333333333,0.8888888888888888,0.8947368421052632,0.9266247379454927,0.8,0.9560878243512974,0.9090909090909091,0.7766990291262135,0.9190031152647975,0.4057971014492754,0.9117647058823529,0.9251170046801872,0.9805481874447391,0.7908847184986595,0.8727272727272727,0.9660278745644599,0.9691629955947136,0.7697368421052632,0.7285714285714285,0.5870098039215687
0.8327402135231315,0.9530258146424038,0.8229166666666666,0.9779735682819384,0.8111111111111111,0.5544554455445544,0.782312925170068,0.9736842105263158,0.8157894736842105,0.9534883720930233,0.7118847539015606,0.8723404255319149,0.8661417322834646,0.8914728682170543,0.9,0.8579710144927536,0.9406354515050167,0.9111111111111112,0.8705234159779615,0.9779735682819384,0.8372093023255814,0.9239766081871345,0.5508399646330681,0.8409090909090909,0.9473684210526315,0.9669101847872797,0.888,0.9024390243902439,0.9605263157894737,0.9568965517241379,0.9367088607594937,0.7017543859649122,0.8895567242674681,0.9147609147609147,0.8985507246376812,0.9946949602122016,0.8857142857142857,0.8333333333333333,0.8888888888888888,0.9064327485380117,0.9308176100628931,0.8,0.9270833333333334,0.9090909090909091,0.792079207920792,0.9236760124610592,0.42424242424242425,0.9117647058823529,0.9235569422776911,0.995579133510168,0.8040677966101694,0.8795180722891566,0.913961038961039,0.9691629955947136,0.7748344370860927,0.7416267942583732,0.6910704381586246
0.833922261484099,0.9757847533632287,0.8324607329842932,0.9779735682819384,0.8111111111111111,0.5714285714285714,0.777027027027027,0.9736842105263158,0.8266666666666667,0.9534883720930233,0.7279411764705882,0.8723404255319149,0.873015873015873,0.8914728682170543,0.9076923076923077,0.8631732168850073,0.9461732548359967,0.9111111111111112,0.8784530386740331,0.9779735682819384,0.8390804597701149,0.9298245614035088,0.618921308576481,0.8314606741573034,0.9605263157894737,0.9698275862068966,0.888,0.8969696969696971,0.9605263157894737,0.9568965517241379,0.9367088607594937,0.7272727272727273,0.8930722891566264,0.918580375782881,0.8985507246376812,0.9946949602122016,0.8857142857142857,0.8303249097472923,0.8957055214723926,0.9064327485380117,0.9308176100628931,0.8,0.8849557522123894,0.9090909090909091,0.8080808080808082,0.9252336448598131,0.4444444444444444,0.9117647058823529,0.9251170046801872,0.9619805481874447,0.8148148148148148,0.8795180722891566,0.9899909008189263,0.9691629955947136,0.7712418300653595,0.7598039215686274,0.72840790842872
0.8409893992932863,0.9264282778462803,0.8494623655913979,0.9779735682819384,0.8111111111111111,0.5979381443298969,0.7666666666666667,0.9736842105263158,0.841823056300268,0.9534883720930233,0.7509481668773704,0.8723404255319149,0.873015873015873,0.8914728682170543,0.9153846153846154,0.8733431516936672,0.9453781512605042,0.9111111111111112,0.8851540616246498,0.9779735682819384,0.8390804597701149,0.9239766081871345,0.6808134394341291,0.8131868131868132,0.9605263157894737,0.9694097371822491,0.888,0.8862275449101796,0.9605263157894737,0.9568965517241379,0.9367088607594937,0.7407407407407407,0.8984848484848486,0.918580375782881,0.8985507246376812,0.9946949602122016,0.8857142857142857,0.8243727598566307,0.8957055214723926,0.9181286549707602,0.9308176100628931,0.8285714285714286,0.8527131782945736,0.9090909090909091,0.8163265306122449,0.9252336448598131,0.46774193548387094,0.9117647058823529,0.9251170046801872,0.9964633068081344,0.8290300069783672,0.8795180722891566,0.8655913978494624,0.9691629955947136,0.7777777777777778,0.7772277227722773,0.7571288102261553
0.85,0.9325153374233129,0.8494623655913979,0.9779735682819384,0.8111111111111111,0.6170212765957447,0.7666666666666667,0.9736842105263158,0.8486486486486486,0.9767441860465116,0.7654639175257731,0.875,0.8764940239043825,0.8914728682170543,0.9153846153846154,0.8811292719167905,0.9574468085106383,0.923076923076923,0.8851540616246498,0.9779735682819384,0.8390804597701149,0.9239766081871345,0.7214854111405835,0.8314606741573034,0.9605263157894737,0.9757155247181267,0.888,0.8969696969696971,0.9605263157894737,0.9568965517241379,0.9367088607594937,0.7547169811320755,0.9025875190258753,0.9205020920502092,0.8985507246376812,0.9946949602122016,0.8857142857142857,0.8243727598566307,0.8957055214723926,0.9181286549707602,0.9308176100628931,0.8285714285714286,0.8284263959390863,0.9090909090909091,0.8247422680412373,0.9252336448598131,0.4915254237288136,0.9117647058823529,0.9251170046801872,0.8735632183908046,0.8377997179125528,0.8795180722891566,1.0,0.9691629955947136,0.7933333333333333,0.7889447236180904,0.771266540642722
0.8561151079136691,0.8976503385105535,0.8586956521739131,0.9779735682819384,0.8111111111111111,0.6304347826086958,0.7666666666666667,0.9736842105263158,0.8602739726027396,0.9767441860465116,0.7949061662198391,0.8936170212765957,0.8835341365461847,0.8914728682170543,0.9153846153846154,0.8837555886736215,0.9558198810535259,0.9333333333333332,0.8901408450704225,0.9779735682819384,0.8390804597701149,0.9239766081871345,0.7718832891246684,0.8314606741573034,0.9605263157894737,0.9748700173310225,0.891566265060241,0.8969696969696971,0.9605263157894737,0.9568965517241379,0.9367088607594937,0.7547169811320755,0.9039634146341463,0.9243697478991597,0.8857142857142857,0.9946949602122016,0.8857142857142857,0.8243727598566307,0.8957055214723926,0.9181286549707602,0.9327731092436975,0.8285714285714286,0.833810888252149,0.9090909090909091,0.8247422680412373,0.9236760124610592,0.5087719298245614,0.8857142857142857,0.9251170046801872,0.9964633068081344,0.8544668587896254,0.8795180722891566,0.8166666666666667,0.9691629955947136,0.8040540540540541,0.8092783505154639,0.8016528925619835
0.8592057761732852,0.9715575620767495,0.8633879781420765,0.9779735682819384,0.8111111111111111,0.6666666666666667,0.777027027027027,0.9736842105263158,0.8650137741046832,0.9767441860465116,0.8270571827057183,0.8936170212765957,0.8979591836734694,0.8914728682170543,0.9153846153846154,0.8903903903903904,0.9640102827763496,0.9333333333333332,0.8926553672316384,0.9779735682819384,0.8390804597701149,0.9239766081871345,0.8081343943412909,0.8409090909090909,0.9605263157894737,0.97911227154047,0.8951612903225806,0.9024390243902439,0.9605263157894737,0.961038961038961,0.9446808510638298,0.7547169811320755,0.9074215761285386,0.9322033898305084,0.8857142857142857,0.9946949602122016,0.8857142857142857,0.8303249097472923,0.8957055214723926,0.9181286549707602,0.9347368421052632,0.8285714285714286,0.828649138712602,0.9090909090909091,0.8247422680412373,0.9236760124610592,0.5576923076923077,0.8857142857142857,0.9251170046801872,0.9513704686118479,0.872700515084621,0.8795180722891566,0.992619926199262,0.9691629955947136,0.8095238095238095,0.8177083333333334,0.8182632050134289
