dataset_nimda_513_5_rrc04.csv_recall,dataset_nimda_513_5_rrc04.csv_f1,dataset_nimda_513_5_rrc04.csv_precision,all_files_precision,all_files_recall,all_files_f1
"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
"[0.0, 0.2026431718061674, 0.31277533039647576, 0.3920704845814978, 0.44493392070484583]","[0.0, 0.33699633699633696, 0.47651006711409394, 0.5632911392405063, 0.6158536585365854]","[0.0, 1.0, 1.0, 1.0, 1.0]",0.918918918918919,0.0480225988700565,0.09127516778523481
"[0.4342105263157895, 0.4868421052631579, 0.5131578947368421, 0.5526315789473685, 0.5657894736842105]","[0.5945945945945946, 0.6434782608695652, 0.6666666666666667, 0.7000000000000001, 0.7107438016528925]","[0.9428571428571428, 0.9487179487179487, 0.9512195121951219, 0.9545454545454546, 0.9555555555555556]",0.9344262295081968,0.08050847457627118,0.14824447334200244
"[0.5755968169761273, 0.6781609195402298, 0.7807250221043325, 0.9142351900972591, 0.982316534040672]","[0.7134246575342467, 0.7739656912209889, 0.8271662763466043, 0.8852739726027398, 0.8995951417004049]","[0.9380403458213257, 0.9012925969447708, 0.8794820717131474, 0.8580912863070539, 0.8297236743838685]",0.8656294200848657,0.864406779661017,0.8650176678445224
"[0.8709106984969054, 0.8938992042440318, 0.9160035366931919, 0.9363395225464191, 0.9593280282935456]","[0.8583877995642701, 0.8734341252699784, 0.8942598187311179, 0.9149028077753779, 0.9422492401215805]","[0.8462199312714777, 0.8538851351351351, 0.8735244519392917, 0.8944256756756757, 0.9257679180887372]",0.9266862170087976,0.8926553672316384,0.9093525179856109
"[0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737]","[0.874251497005988, 0.874251497005988, 0.8795180722891566, 0.8848484848484848, 0.8848484848484848]","[0.8021978021978022, 0.8021978021978022, 0.8111111111111111, 0.8202247191011236, 0.8202247191011236]",0.9790940766550522,0.7937853107344632,0.8767550702028075
"[0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737]","[0.839080459770115, 0.8439306358381503, 0.8439306358381503, 0.8439306358381503, 0.8439306358381503]","[0.7448979591836735, 0.7525773195876289, 0.7525773195876289, 0.7525773195876289, 0.7525773195876289]",0.9921722113502935,0.7161016949152542,0.8318293683347001
"[0.9779735682819384, 0.986784140969163, 0.986784140969163, 0.986784140969163, 0.986784140969163]","[0.9652173913043478, 0.9696969696969696, 0.9655172413793103, 0.9655172413793103, 0.9655172413793103]","[0.9527896995708155, 0.9531914893617022, 0.9451476793248945, 0.9451476793248945, 0.9451476793248945]",0.9944852941176471,0.7641242937853108,0.8642172523961658
"[0.9005847953216374, 0.9005847953216374, 0.9064327485380117, 0.9298245614035088, 0.9239766081871345]","[0.6984126984126985, 0.7661691542288557, 0.8051948051948052, 0.8502673796791445, 0.858695652173913]","[0.5703703703703704, 0.6666666666666666, 0.7242990654205608, 0.7832512315270936, 0.8020304568527918]",1.0,0.24717514124293785,0.39637599093997694
"[0.9647577092511013, 0.973568281938326, 0.973568281938326, 0.9823788546255506, 0.9823788546255506]","[0.9626373626373627, 0.9525862068965517, 0.9505376344086022, 0.955032119914347, 0.952991452991453]","[0.9605263157894737, 0.9324894514767933, 0.9285714285714286, 0.9291666666666667, 0.9253112033195021]",0.9975786924939467,0.5819209039548022,0.7350579839429077
"[0.9858532272325375, 0.9840848806366048, 0.9858532272325375, 0.9840848806366048, 0.9876215738284704]","[0.9497444633730834, 0.9619706136560069, 0.9591397849462366, 0.9648894668400521, 0.9629310344827586]","[0.9161873459326212, 0.9408284023668639, 0.9338358458961474, 0.9464285714285714, 0.9394449116904963]",0.9977827050997783,0.635593220338983,0.776531492666091
"[0.9407176287051482, 0.9407176287051482, 0.9438377535101404, 0.9453978159126365, 0.9453978159126365]","[0.9020194465220642, 0.902694610778443, 0.905688622754491, 0.9105935386927122, 0.9140271493212669]","[0.8663793103448276, 0.8676258992805755, 0.8705035971223022, 0.8782608695652174, 0.8846715328467153]",1.0,0.5550847457627118,0.713896457765667
"[0.7714285714285715, 0.7714285714285715, 0.7714285714285715, 0.7714285714285715, 0.7714285714285715]","[0.38571428571428573, 0.432, 0.453781512605042, 0.4695652173913044, 0.4954128440366973]","[0.2571428571428571, 0.3, 0.32142857142857145, 0.3375, 0.36486486486486486]",1.0,0.14124293785310735,0.2475247524752473
"[0.9330218068535826, 0.9361370716510904, 0.9361370716510904, 0.9314641744548287, 0.9314641744548287]","[0.7784275503573749, 0.7876802096985583, 0.7992021276595745, 0.8152692569870484, 0.8271092669432918]","[0.6677814938684504, 0.6798642533936652, 0.697215777262181, 0.7248484848484849, 0.7437810945273632]",0.9915492957746479,0.4971751412429379,0.6622765757290682
"[0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091]","[0.7142857142857143, 0.7476635514018691, 0.7547169811320754, 0.7692307692307692, 0.7766990291262135]","[0.5882352941176471, 0.6349206349206349, 0.6451612903225806, 0.6666666666666666, 0.6779661016949152]",0.9956896551724138,0.326271186440678,0.49148936170212726
"[0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857]","[0.673913043478261, 0.7045454545454545, 0.7380952380952381, 0.7380952380952381, 0.7560975609756098]","[0.543859649122807, 0.5849056603773585, 0.6326530612244898, 0.6326530612244898, 0.6595744680851063]",0.9938271604938271,0.2274011299435028,0.3701149425287353
"[0.8615384615384616, 0.8692307692307693, 0.8846153846153846, 0.8846153846153846, 0.8846153846153846]","[0.8648648648648649, 0.8464419475655431, 0.8424908424908425, 0.8394160583941607, 0.8424908424908425]","[0.8682170542635659, 0.8248175182481752, 0.8041958041958042, 0.7986111111111112, 0.8041958041958042]",0.984,0.3474576271186441,0.5135699373695195
"[0.7953216374269005, 0.7894736842105263, 0.8011695906432749, 0.8187134502923976, 0.8245614035087719]","[0.6460807600950118, 0.690537084398977, 0.7098445595854922, 0.7291666666666667, 0.7362924281984334]","[0.544, 0.6136363636363636, 0.6372093023255814, 0.6572769953051644, 0.6650943396226415]",1.0,0.06779661016949153,0.12698412698412684
"[0.8854625550660793, 0.9691629955947136, 0.973568281938326, 0.9823788546255506, 0.9823788546255506]","[0.9178082191780822, 0.946236559139785, 0.9384288747346071, 0.9369747899159664, 0.9369747899159664]","[0.95260663507109, 0.9243697478991597, 0.9057377049180327, 0.8955823293172691, 0.8955823293172691]",0.9666666666666667,0.4096045197740113,0.5753968253968249
