dataset_nimda_513_5_rrc04.csv_recall,dataset_nimda_513_5_rrc04.csv_f1,dataset_nimda_513_5_rrc04.csv_precision,all_files_precision,all_files_recall,all_files_f1
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.16268788682581786],[0.2798479087452471],[1.0],0.9999999999999998,0.007062146892655367,0.014025245441795217
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.0],[0.0],[0.0],0.0,0.0,0.0
[0.3978779840848806],[0.5565862708719851],[0.9259259259259259],0.9344262295081968,0.08050847457627118,0.14824447334200244
[0.627906976744186],[0.7499999999999999],[0.9310344827586207],0.8888888888888888,0.04519774011299435,0.08602150537634398
[0.5428571428571428],[0.6129032258064516],[0.7037037037037037],0.9999999999999998,0.014124293785310734,0.027855153203342586
[0.34108527131782945],[0.5028571428571429],[0.9565217391304348],0.9999999999999998,0.014124293785310734,0.027855153203342586
[0.3157894736842105],[0.47524752475247517],[0.96],0.9999999999999999,0.015536723163841809,0.030598052851182167
[0.7714285714285715],[0.8059701492537314],[0.84375],0.9999999999999998,0.012711864406779662,0.025104602510460226
[0.6083112290008842],[0.708183221821925],[0.8472906403940886],0.842741935483871,0.2951977401129944,0.437238493723849
[0.6740088105726872],[0.7746835443037975],[0.9107142857142857],0.8688524590163934,0.2994350282485876,0.4453781512605038
[0.7601246105919003],[0.7922077922077922],[0.8271186440677966],0.9714285714285714,0.192090395480226,0.3207547169811318
[0.7312775330396476],[0.8426395939086294],[0.9940119760479041],0.9743589743589743,0.3220338983050847,0.48407643312101867
[0.7894736842105263],[0.8823529411764706],[1.0],0.9759036144578314,0.3432203389830508,0.5078369905956108
[0.8127925117004681],[0.8185388845247448],[0.8243670886075949],0.9811320754716981,0.3672316384180791,0.5344295991778002
[0.7631578947368421],[0.8405797101449276],[0.9354838709677419],0.9818181818181818,0.3813559322033898,0.549338758901322
[0.9090909090909091],[0.792079207920792],[0.7017543859649122],0.9841897233201581,0.3516949152542373,0.5182101977107175
[0.8722466960352423],[0.9209302325581395],[0.9753694581280788],0.9772727272727273,0.4858757062146893,0.6490566037735845
[0.8567639257294429],[0.8605683836589698],[0.864406779661017],0.9381443298969072,0.6426553672316384,0.7627829002514664
[0.933920704845815],[0.9177489177489176],[0.902127659574468],0.9330708661417323,0.6694915254237288,0.7796052631578941
[0.9605263157894737],[0.8902439024390244],[0.8295454545454546],0.948559670781893,0.6511299435028248,0.7721943048576209
[0.7894736842105263],[0.5882352941176471],[0.46875],0.9913793103448276,0.16242937853107345,0.2791262135922327
[0.7906976744186046],[0.8360655737704918],[0.8869565217391304],0.9875776397515528,0.2245762711864407,0.36593785960874536
[0.8285714285714286],[0.6236559139784946],[0.5],0.9870967741935484,0.21610169491525424,0.3545770567786787
[0.9064327485380117],[0.824468085106383],[0.7560975609756098],0.9911504424778761,0.15819209039548024,0.27283800243605333
[0.7209302325581395],[0.8157894736842105],[0.9393939393939394],0.9834710743801653,0.16807909604519775,0.28709288299155583
[0.8634361233480177],[0.9095127610208817],[0.9607843137254902],0.9873417721518988,0.4406779661016949,0.6093749999999996
[0.9158878504672897],[0.7651268705270007],[0.6569832402234637],0.9862637362637363,0.5070621468926554,0.6697761194029846
[0.8187444739168878],[0.8147822261328641],[0.8108581436077058],0.9204081632653062,0.6370056497175142,0.7529215358931547
[0.8571428571428571],[0.3015075376884422],[0.18292682926829268],0.9879518072289156,0.4632768361581921,0.6307692307692302
[0.9342105263157895],[0.9342105263157895],[0.9342105263157895],0.987460815047022,0.4449152542372881,0.6134371957156762
[0.8846153846153846],[0.8070175438596492],[0.7419354838709677],0.9866666666666667,0.4180790960451977,0.5873015873015868
[0.9805481874447391],[0.9012596505485575],[0.8338345864661654],0.9416058394160584,0.7288135593220338,0.8216560509554134
[0.986784140969163],[0.927536231884058],[0.875],0.9618473895582329,0.6765536723163842,0.7943615257048089
[0.9532163742690059],[0.7375565610859728],[0.6014760147601476],0.9937694704049844,0.4505649717514124,0.6200194363459665
[0.9330218068535826],[0.7635436583811345],[0.6461704422869471],0.9895287958115183,0.5338983050847458,0.6935779816513756
[0.9876215738284704],[0.9084993899959333],[0.8411144578313253],0.9503676470588235,0.730225988700565,0.8258785942492007
[0.9964633068081344],[0.8940896469654899],[0.8107913669064748],0.90014064697609,0.903954802259887,0.9020436927413665
[0.968798751950078],[0.8547832071576049],[0.7647783251231527],0.9926650366748166,0.5734463276836158,0.7269471799462842
[0.973568281938326],[0.9002036659877801],[0.8371212121212122],0.9925,0.5607344632768362,0.7166064981949454
[0.8285714285714286],[0.381578947368421],[0.24786324786324787],0.9934640522875817,0.4293785310734463,0.5996055226824453
[0.9342105263157895],[0.8819875776397516],[0.8352941176470589],0.9931506849315068,0.4096045197740113,0.5799999999999995
[0.7894736842105263],[0.5624999999999999],[0.4368932038834951],0.9935064935064936,0.21610169491525424,0.3549883990719254
[0.6976744186046512],[0.7692307692307693],[0.8571428571428571],0.99375,0.2245762711864407,0.366359447004608
[0.8615384615384616],[0.8648648648648649],[0.8682170542635659],0.9950738916256158,0.2853107344632768,0.4434687156970359
[0.9162995594713657],[0.9348314606741573],[0.9541284403669725],0.9938271604938271,0.4548022598870056,0.6240310077519375
[0.8682170542635659],[0.7943262411347518],[0.7320261437908496],0.9936708860759493,0.4435028248587571,0.6132812499999996
[0.9090909090909091],[0.7272727272727273],[0.6060606060606061],0.9929824561403509,0.3997175141242938,0.5699899295065454
[0.8824049513704686],[0.8515358361774744],[0.8227535037098104],0.9081081081081082,0.711864406779661,0.7980997624703083
[0.9142857142857143],[0.4848484848484848],[0.32989690721649484],0.958139534883721,0.5819209039548022,0.724077328646748
[0.9605263157894737],[0.906832298136646],[0.8588235294117647],0.9803439803439803,0.5635593220338984,0.7156950672645735
[0.9605263157894737],[0.9012345679012346],[0.8488372093023255],0.9849624060150376,0.5550847457627118,0.7100271002710021
[0.9142857142857143],[0.5925925925925926],[0.4383561643835616],0.9916201117318436,0.501412429378531,0.6660412757973728
[0.9691629955947136],[0.9205020920502092],[0.8764940239043825],0.9916434540389972,0.5028248587570622,0.6672914714151823
[0.9],[0.7799999999999999],[0.6882352941176471],0.9905362776025236,0.4435028248587571,0.6126829268292678
[0.9902740937223696],[0.903225806451613],[0.8302446256486287],0.9457943925233645,0.7146892655367232,0.8141592920353976
[0.8245614035087719],[0.564],[0.42857142857142855],0.9947089947089947,0.2655367231638418,0.4191750278706797
[0.9078947368421053],[0.8961038961038961],[0.8846153846153846],0.9949494949494949,0.2782485875706215,0.43487858719646766
[0.920704845814978],[0.9414414414414415],[0.9631336405529954],0.996309963099631,0.3813559322033898,0.5515832482124612
[0.9473684210526315],[0.8120300751879698],[0.7105263157894737],0.9957805907172996,0.3333333333333333,0.499470899470899
[0.8527131782945736],[0.8208955223880596],[0.7913669064748201],0.9958333333333333,0.3375706214689266,0.5042194092827
[0.9090909090909091],[0.7692307692307692],[0.6666666666666666],0.9957627118644068,0.3319209039548023,0.497881355932203
[0.9473684210526315],[0.9411764705882352],[0.935064935064935],0.995850622406639,0.3389830508474576,0.5057955742887246
[0.9069767441860465],[0.8387096774193548],[0.78],0.995850622406639,0.3389830508474576,0.5057955742887246
[0.9392523364485982],[0.783625730994152],[0.6722408026755853],0.9915492957746479,0.4971751412429379,0.6622765757290682
[0.8947833775419982],[0.8857768052516412],[0.8769497400346621],0.9096045197740112,0.6822033898305084,0.7796610169491519
[0.8571428571428571],[0.30769230769230765],[0.1875],0.9852507374631269,0.4717514124293785,0.6380133715377263
[0.9473684210526315],[0.9056603773584905],[0.8674698795180723],0.993485342019544,0.4307909604519774,0.6009852216748763
[0.9453978159126365],[0.8595744680851064],[0.788036410923277],0.9940652818991098,0.4731638418079096,0.6411483253588511
[0.9823788546255506],[0.9429175475687103],[0.9065040650406504],0.9942196531791907,0.4858757062146893,0.6527514231499046
[0.9964633068081344],[0.8994413407821229],[0.8196363636363636],0.8968023255813954,0.8714689265536724,0.883954154727793
[0.8245614035087719],[0.5497076023391813],[0.41228070175438597],0.9953051643192489,0.2994350282485876,0.46036916395222555
[0.8449612403100775],[0.8195488721804511],[0.7956204379562044],0.9956140350877193,0.3206214689265537,0.4850427350427346
[0.8857142857142857],[0.6813186813186813],[0.5535714285714286],0.9955156950672646,0.3135593220338983,0.4769065520945216
[0.8837209302325582],[0.8351648351648352],[0.7916666666666666],0.9955357142857143,0.3149717514124294,0.47854077253218846
[0.9090909090909091],[0.7766990291262135],[0.6779661016949152],0.9953271028037384,0.3008474576271186,0.4620390455531449
[0.9964633068081344],[0.8898539281484406],[0.8038516405135521],0.9575289575289575,0.7005649717514124,0.809135399673735
[0.9547581903276131],[0.8749106504646176],[0.8073878627968337],0.994475138121547,0.5084745762711864,0.6728971962616817
[0.9605263157894737],[0.869047619047619],[0.7934782608695652],0.994475138121547,0.5084745762711864,0.6728971962616817
[0.9605263157894737],[0.869047619047619],[0.7934782608695652],0.9943820224719101,0.5,0.665413533834586
[0.973568281938326],[0.9484978540772532],[0.9246861924686193],0.9946091644204852,0.5211864406779662,0.6839666357738643
[0.986784140969163],[0.875],[0.7859649122807018],0.994269340974212,0.4901129943502825,0.6565752128666031
[0.9964633068081344],[0.8965791567223549],[0.8148951554591468],0.8979289940828402,0.8573446327683616,0.8771676300578028
[0.9736842105263158],[0.783068783068783],[0.6548672566371682],0.9215686274509803,0.7966101694915254,0.8545454545454539
[0.9548286604361371],[0.8071099407504937],[0.6989737742303307],0.9946949602122016,0.5296610169491526,0.6912442396313359
[0.9532163742690059],[0.7951219512195121],[0.6820083682008368],0.9965034965034965,0.4025423728813559,0.5734406438631786
[0.8692307692307693],[0.8129496402877696],[0.7635135135135135],0.9963503649635036,0.3855932203389831,0.5560081466395108
[0.9823788546255506],[0.9469214437367303],[0.9139344262295082],0.9964285714285714,0.3940677966101695,0.5647773279352222
[0.8571428571428571],[0.4477611940298507],[0.30303030303030304],0.9959349593495935,0.346045197740113,0.5136268343815509
[0.9248452696728559],[0.8997849462365592],[0.8760469011725294],0.8993174061433447,0.7443502824858758,0.8145285935085002
[0.9375975039001561],[0.8684971098265896],[0.8088829071332436],0.9969512195121951,0.461864406779661,0.6312741312741308
[0.9090909090909091],[0.6837606837606837],[0.547945205479452],0.9967637540453075,0.4350282485875706,0.6057030481809238
[0.9691629955947136],[0.9606986899563319],[0.9523809523809523],0.9968553459119497,0.4477401129943503,0.6179337231968807
[0.9911582670203359],[0.9353358364622444],[0.8854660347551343],0.9973262032085561,0.5268361581920904,0.6894639556377075
[0.9964633068081344],[0.9245283018867925],[0.8622800306044377],0.9646840148698885,0.7330508474576272,0.8330658105939001
[0.9605263157894737],[0.7724867724867724],[0.6460176991150443],0.9706457925636007,0.7005649717514124,0.8137817883511069
[0.9532163742690059],[0.7743467933491687],[0.652],0.9970059880239521,0.4703389830508475,0.6391554702495197
[0.9823788546255506],[0.8693957115009746],[0.7797202797202797],0.9967637540453075,0.4350282485875706,0.6057030481809238
[0.9069767441860465],[0.7572815533980582],[0.65],0.9965156794425087,0.403954802259887,0.574874371859296
[0.8527131782945736],[0.7913669064748201],[0.738255033557047],0.9964028776978417,0.3912429378531073,0.5618661257606486
[0.8857142857142857],[0.6666666666666667],[0.5344827586206896],0.9961832061068703,0.3686440677966102,0.5381443298969069
[0.8692307692307693],[0.8432835820895522],[0.8188405797101449],0.9961389961389961,0.3644067796610169,0.5336091003102373
[0.8571428571428571],[0.4580152671755725],[0.3125],0.9956896551724138,0.326271186440678,0.49148936170212726
[0.9381078691423519],[0.904904051172708],[0.8739703459637562],0.8901830282861897,0.7556497175141242,0.817417876241405
[0.986784140969163],[0.8615384615384617],[0.764505119453925],0.9313929313929314,0.632768361581921,0.7535744322960467
[0.940809968847352],[0.8005301524188204],[0.6966551326412919],0.9968553459119497,0.4477401129943503,0.6179337231968807
[0.9605263157894737],[0.8848484848484848],[0.8202247191011236],0.9907692307692307,0.4548022598870056,0.6234269119070663
[0.8304093567251462],[0.6042553191489362],[0.47491638795986624],0.9942857142857143,0.2457627118644068,0.39411098527746286
[0.8947368421052632],[0.8831168831168831],[0.8717948717948718],0.9945945945945946,0.2598870056497175,0.41209406494960765
[0.8187134502923976],[0.6481481481481481],[0.5363984674329502],1.0,0.1864406779661017,0.314285714285714
[0.9345794392523364],[0.8298755186721992],[0.746268656716418],0.9965753424657534,0.4110169491525424,0.5819999999999995
[0.9532163742690059],[0.8402061855670102],[0.7511520737327189],0.996031746031746,0.3545197740112994,0.5229166666666663
[0.8857142857142857],[0.7209302325581395],[0.6078431372549019],0.9957446808510638,0.3305084745762712,0.4962884411452806
[0.8571428571428571],[0.49586776859504134],[0.3488372093023256],0.9951219512195122,0.288135593220339,0.4468784227820369
[0.8837209302325582],[0.8636363636363636],[0.8444444444444444],0.995049504950495,0.2838983050847458,0.44175824175824147
[0.9422776911076443],[0.8671931083991384],[0.8031914893617021],0.9969325153374233,0.4590395480225989,0.6286266924564793
[0.9964633068081344],[0.9121813031161474],[0.841044776119403],0.9329710144927537,0.7274011299435028,0.817460317460317
[0.9605263157894737],[0.7643979057591622],[0.6347826086956522],0.9476744186046512,0.690677966101695,0.7990196078431367
[0.9717064544650752],[0.9665787159190854],[0.9615048118985127],0.9962962962962963,0.3799435028248588,0.5501022494887522
[0.9823788546255506],[0.9369747899159664],[0.8955823293172691],0.996268656716418,0.3771186440677966,0.5471311475409831
[0.8604651162790697],[0.8043478260869564],[0.7551020408163265],0.9962546816479401,0.3757062146892655,0.5456410256410251
[0.8923076923076924],[0.8560885608856089],[0.8226950354609929],0.9962121212121212,0.3714689265536723,0.5411522633744852
[0.946949602122016],[0.9157759726378795],[0.8865894039735099],0.8949152542372881,0.7457627118644068,0.8135593220338977
[0.986784140969163],[0.910569105691057],[0.8452830188679246],0.9274509803921569,0.6680790960451978,0.7766830870279141
[0.9605263157894737],[0.7978142076502732],[0.6822429906542056],0.934156378600823,0.6412429378531074,0.7604690117252926
[0.986784140969163],[0.8582375478927203],[0.7593220338983051],0.9624413145539906,0.5790960451977402,0.7231040564373893
[0.9605263157894737],[0.8342857142857143],[0.7373737373737373],0.9681372549019608,0.557909604519774,0.7078853046594977
[0.9318181818181818],[0.6507936507936508],[0.5],0.9812332439678284,0.5169491525423728,0.6771507863089726
[0.8571428571428571],[0.40540540540540543],[0.26548672566371684],0.9931740614334471,0.4110169491525424,0.581418581418581
[0.9964633068081344],[0.9181262729124237],[0.8512084592145015],0.9325044404973357,0.7415254237288136,0.8261211644374502
[0.986784140969163],[0.8452830188679246],[0.7392739273927392],0.9569672131147541,0.6596045197740112,0.7809364548494978
[0.9605263157894737],[0.8202247191011237],[0.7156862745098039],0.9635974304068522,0.635593220338983,0.7659574468085101
[0.9779735682819384],[0.9386892177589853],[0.9024390243902439],0.9775784753363229,0.615819209039548,0.7556325823223565
[0.8538011695906432],[0.5805168986083498],[0.4397590361445783],0.9956521739130435,0.3234463276836158,0.48827292110874165
[0.9360374414976599],[0.870195794053662],[0.8130081300813008],0.9971181556195965,0.4887005649717514,0.6559241706161132
[0.9470404984423676],[0.8289025221540559],[0.7369696969696969],0.9971751412429378,0.4985875706214689,0.6647834274952914
[0.9076923076923077],[0.8222996515679443],[0.7515923566878981],0.9968553459119497,0.4477401129943503,0.6179337231968807
[0.9532163742690059],[0.8358974358974359],[0.7442922374429224],0.9962546816479401,0.3757062146892655,0.5456410256410251
[0.9069767441860465],[0.8124999999999999],[0.7358490566037735],0.9962121212121212,0.3714689265536723,0.5411522633744852
[0.9090909090909091],[0.761904761904762],[0.6557377049180327],0.9960629921259843,0.3573446327683616,0.5259875259875255
