,announcements,as_path_max,class,nlri_ann,number_rare_ases,origin_changes,rare_ases_avg,rare_ases_max,ratio_ann,ratio_dups,ratio_exp_wd,ratio_flaps,ratio_imp_wd,ratio_imp_wd2,ratio_imp_wd_dpath,ratio_imp_wd_spath,ratio_longer,ratio_longer2,ratio_nadas,ratio_news,ratio_origin0,ratio_origin1,ratio_origin2,ratio_shorter,ratio_shorter2,ratio_wd,timestamp,timestamp2,unique_as_path_avg,withdrawals
0,527,16,0,349,0,5,0.0,0,0.8993174061433447,0.07969639468690702,0.125531914893617,0.04554079696394687,0.7798861480075902,0.874468085106383,0.9829683698296837,0.0170316301703163,0.2504743833017078,0.5238095238095238,0.04174573055028463,0.05313092979127135,0.8429319371727748,0.0,0.15706806282722513,0.22770398481973433,0.47619047619047616,0.10068259385665529,2001-07-17 00:50:50,995331050,3,59
1,270,14,0,138,0,3,0.0,0,0.8359133126934984,0.05555555555555555,0.20622568093385213,0.09259259259259259,0.7555555555555555,0.7937743190661478,0.9705882352941176,0.029411764705882353,0.24074074074074073,0.52,0.05925925925925926,0.037037037037037035,0.8843537414965986,0.0,0.11564625850340136,0.2222222222222222,0.48,0.16408668730650156,2001-07-17 00:55:50,995331350,9,53
2,613,14,0,251,39,3,0.0948905109489051,3,0.8782234957020058,0.024469820554649267,0.13178294573643412,0.011419249592169658,0.9135399673735726,0.8682170542635659,0.9892857142857143,0.010714285714285714,0.47797716150081565,0.6425438596491229,0.024469820554649267,0.026101141924959218,0.9311926605504587,0.0,0.06880733944954129,0.265905383360522,0.3574561403508772,0.12177650429799428,2001-07-17 01:00:50,995331650,6,85
3,330,13,0,233,32,9,0.09696969696969696,3,0.8943089430894309,0.03333333333333333,0.1387900355871886,0.06060606060606061,0.7333333333333333,0.8612099644128114,0.9504132231404959,0.049586776859504134,0.47878787878787876,0.626984126984127,0.16666666666666666,0.006060606060606061,0.8888888888888888,0.0,0.1111111111111111,0.28484848484848485,0.373015873015873,0.10569105691056911,2001-07-17 01:05:50,995331950,5,39
4,448,13,0,282,20,1,0.04464285714285714,4,0.939203354297694,0.03794642857142857,0.06921241050119331,0.033482142857142856,0.8705357142857143,0.9307875894988067,0.982051282051282,0.017948717948717947,0.2924107142857143,0.4395973154362416,0.044642857142857144,0.013392857142857142,0.8308823529411765,0.0,0.16911764705882354,0.37276785714285715,0.5604026845637584,0.06079664570230608,2001-07-17 01:10:50,995332250,7,29
5,226,14,0,118,21,12,0.09292035398230088,3,0.8308823529411765,0.17256637168141592,0.23115577889447236,0.05309734513274336,0.6769911504424779,0.7688442211055276,0.9215686274509803,0.0784313725490196,0.22123893805309736,0.5747126436781609,0.09734513274336283,0.0,0.849624060150376,0.0,0.15037593984962405,0.16371681415929204,0.42528735632183906,0.16911764705882354,2001-07-17 01:15:50,995332550,4,46
6,354,14,0,210,33,4,0.09322033898305083,4,0.8939393939393939,0.04519774011299435,0.12727272727272726,0.02824858757062147,0.8135593220338984,0.8727272727272727,0.9826388888888888,0.017361111111111112,0.1977401129943503,0.34146341463414637,0.062146892655367235,0.05084745762711865,0.8095238095238095,0.0,0.19047619047619047,0.3813559322033898,0.6585365853658537,0.10606060606060606,2001-07-17 01:20:50,995332850,5,42
7,375,13,0,200,27,3,0.07200000000000001,3,0.8992805755395683,0.029333333333333333,0.11444141689373297,0.018666666666666668,0.8666666666666667,0.885558583106267,0.9815384615384616,0.018461538461538463,0.30666666666666664,0.583756345177665,0.06666666666666667,0.018666666666666668,0.8493150684931506,0.0,0.1506849315068493,0.21866666666666668,0.41624365482233505,0.10071942446043165,2001-07-17 01:25:50,995333150,5,42
8,402,13,0,203,15,16,0.037313432835820885,3,0.9157175398633257,0.02736318407960199,0.09788359788359788,0.009950248756218905,0.8482587064676617,0.9021164021164021,0.9912023460410557,0.008797653958944282,0.34577114427860695,0.5720164609053497,0.11442786069651742,0.0,0.8692307692307693,0.0,0.13076923076923078,0.25870646766169153,0.4279835390946502,0.08428246013667426,2001-07-17 01:30:50,995333450,3,37
9,357,11,0,265,20,1,0.056022408963585436,4,0.941952506596306,0.45098039215686275,0.10891089108910891,0.01680672268907563,0.5042016806722689,0.8910891089108911,0.9888888888888889,0.011111111111111112,0.19887955182072828,0.46710526315789475,0.0196078431372549,0.008403361344537815,0.8691588785046729,0.0,0.1308411214953271,0.226890756302521,0.5328947368421053,0.05804749340369393,2001-07-17 01:35:50,995333750,10,22
