,announcements,as_path_max,class,nlri_ann,number_rare_ases,origin_changes,rare_ases_avg,rare_ases_max,ratio_ann,ratio_dups,ratio_exp_wd,ratio_flaps,ratio_imp_wd,ratio_imp_wd2,ratio_imp_wd_dpath,ratio_imp_wd_spath,ratio_longer,ratio_longer2,ratio_nadas,ratio_news,ratio_origin0,ratio_origin1,ratio_origin2,ratio_shorter,ratio_shorter2,ratio_wd,timestamp,timestamp2,unique_as_path_avg,withdrawals
0,4280,21,0,1152,151,414,0.04602255409935995,4,0.9542920847268673,0.14602803738317757,0.05713489409141583,0.010280373831775701,0.7904205607476635,0.9428651059085842,0.946201596216376,0.053798403783624,0.288785046728972,0.4594795539033457,0.024299065420560748,0.02897196261682243,0.8493537964458805,0.0,0.15064620355411953,0.3397196261682243,0.5405204460966543,0.045707915273132664,2016-04-20 00:05:01,1461110701,5,205
1,4028,17,0,1053,171,209,0.042452830188679236,6,0.943767572633552,0.1484607745779543,0.06972690296339337,0.007447864945382324,0.79493545183714,0.9302730970366067,0.9253591505309182,0.07464084946908182,0.34508440913604765,0.5350269438029254,0.026812313803376366,0.022343594836146972,0.860446247464503,0.0,0.13955375253549696,0.2999006951340616,0.4649730561970747,0.056232427366447985,2016-04-20 00:15:01,1461111301,5,240
2,3959,40,0,1077,242,246,0.061126547107855526,4,0.9179225597032228,0.11290729982318767,0.09980265012686777,0.013892397069967163,0.8065167971710028,0.9001973498731323,0.9599123081741309,0.04008769182586909,0.33089163930285426,0.5173775671406003,0.05026521848951755,0.016418287446324828,0.8858375833660259,0.0,0.11416241663397411,0.3086638039909068,0.4826224328593997,0.08207744029677719,2016-04-20 00:25:01,1461111901,5,354
3,3242,18,0,744,232,113,0.0715607649599013,3,0.9068531468531469,0.14959901295496608,0.12126729788783686,0.02961135101789019,0.7442936458975941,0.8787327021121631,0.9585578118524658,0.04144218814753419,0.31276989512646514,0.5194672131147541,0.06508328192473782,0.011412708204811845,0.9059262329050974,0.0,0.09407376709490262,0.28932757557063543,0.4805327868852459,0.09314685314685314,2016-04-20 00:35:01,1461112501,3,333
4,4698,22,0,880,256,253,0.05449127288207748,3,0.9512046973071472,0.1415495955725841,0.060950935761254425,0.018944231587909748,0.790336313324819,0.9390490642387456,0.9730676003231888,0.026932399676811204,0.3146019582801192,0.5357013410656035,0.040229885057471264,0.008939974457215836,0.9217622483858716,0.0030383592859855677,0.07519939232814281,0.272669220945083,0.46429865893439654,0.0487953026928528,2016-04-20 00:45:01,1461113101,5,241
5,4740,24,0,1226,348,161,0.07341772151898733,4,0.9125914516750097,0.2029535864978903,0.11872384937238493,0.03312236286919831,0.7109704641350211,0.8812761506276151,0.9798219584569733,0.020178041543026708,0.29156118143459914,0.524677296886864,0.05042194092827004,0.002531645569620253,0.904062820075111,0.0,0.09593717992488904,0.2641350210970464,0.4753227031131359,0.08740854832499037,2016-04-20 00:55:01,1461113701,3,454
6,4281,22,0,1440,259,186,0.060499883204858676,3,0.9615902964959568,0.2782060266292922,0.05480769230769231,0.006306937631394534,0.6888577435178697,0.9451923076923077,0.9776195320447609,0.022380467955239063,0.20322354590049055,0.3904847396768402,0.02242466713384723,0.004204625087596356,0.8763823064770933,0.0,0.12361769352290679,0.31721560383088065,0.6095152603231598,0.03840970350404313,2016-04-20 01:05:01,1461114301,3,171
7,2773,21,0,556,155,112,0.055896141363144615,4,0.9277350284376046,0.1712946267580238,0.0939538929969552,0.01875225387666787,0.7511720158672918,0.9060461070030448,0.9625540086413826,0.03744599135861738,0.2989542012261089,0.5178013741411618,0.05553552109628561,0.0032455824017309774,0.9009816474605207,0.0,0.0990183525394793,0.27839884601514603,0.4821986258588382,0.07226497156239545,2016-04-20 01:15:01,1461114901,6,216
8,2246,33,0,539,122,89,0.05431878895814782,3,0.9323370693233707,0.15761353517364202,0.08684070324986681,0.018699910952804988,0.7631344612644702,0.9131592967501332,0.9632438739789965,0.0367561260210035,0.26981300089047194,0.46294881588999237,0.04630454140694568,0.014247551202137132,0.8922883487007544,0.0008382229673093043,0.10687342833193629,0.3130008904719501,0.5370511841100076,0.0676629306766293,2016-04-20 01:25:01,1461115501,5,163
9,2506,16,0,553,192,96,0.07661612130885874,4,0.8471940500338067,0.15762170790103752,0.2059225512528474,0.05466879489225858,0.6955307262569832,0.7940774487471526,0.9632816982214573,0.03671830177854274,0.3619313647246608,0.5736875395319418,0.08898643256185156,0.0031923383878691143,0.8736356003358522,0.0,0.12636439966414778,0.26895450917797287,0.4263124604680582,0.15280594996619337,2016-04-20 01:35:01,1461116101,6,452
10,3822,20,0,783,178,95,0.04657247514390372,3,0.9519302615193026,0.15279958137100993,0.0617797695262484,0.007849293563579277,0.7668759811616954,0.9382202304737516,0.9474582053906516,0.052541794609348345,0.2645211930926217,0.48465963566634707,0.06645735217163788,0.006017791732077446,0.9041845913179507,0.0007821666014861165,0.09503324208056316,0.2812663526949241,0.5153403643336529,0.048069738480697385,2016-04-20 01:45:01,1461116701,5,193
11,4908,28,0,1933,669,120,0.1363080684596577,6,0.948772472453122,0.2911572942135289,0.07539118065433854,0.00876120619396903,0.6621841890790546,0.9246088193456614,0.963076923076923,0.036923076923076927,0.22881010594947027,0.48342660352991823,0.03178484107579462,0.006112469437652812,0.9220266990291263,0.00424757281553398,0.0737257281553398,0.24449877750611246,0.5165733964700818,0.051227527546878024,2016-04-20 01:55:01,1461117301,5,265
