,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
80,1399,1697,27264,6,16,573,0.8879390448,8670,4,6,3,0,0,0,0,0,0,0,9297,2171,656,493,125,23,22,12,42,12,8670,4,6,3,0,0,0,0,0,0,0,9297,2171,656,493,125,23,22,12,42,898,12036,6979,1038,2149,0,6092,7,570,244,0,0,2001-07-22 06:51:57,6,11,0
81,748,815,6060,4,17,609,1.2015652174,2319,6,8,1,1,0,1,0,0,0,0,1831,820,290,261,76,58,34,26,18,15,2319,6,8,1,1,0,1,0,0,0,0,1831,820,290,261,76,58,34,26,18,177,2701,1482,781,289,0,1325,1,174,155,0,0,2001-07-22 06:56:57,4,10,0
82,1310,1533,14627,6,17,1260,0.7873284232,7289,28,3,6,2,4,2,0,0,0,0,2793,824,419,247,64,58,127,71,11,15,7289,28,3,6,2,4,2,0,0,0,0,2793,824,419,247,64,58,127,71,11,2587,3879,3346,876,1082,0,3356,0,263,28,0,0,2001-07-22 07:01:57,5,11,0
83,675,924,5576,8,16,515,1.1704180064,2103,3,6,2,0,0,0,0,0,0,0,1508,646,328,177,116,33,13,26,15,12,2103,3,6,2,0,0,0,0,0,0,0,1508,646,328,177,116,33,13,26,15,322,2532,1198,409,380,0,1767,0,219,81,0,0,2001-07-22 07:06:57,5,10,0
84,766,809,8352,3,17,370,0.9868487607,3692,10,4,0,0,0,0,0,0,0,0,2477,897,421,191,78,21,95,17,5,11,3692,10,4,0,0,0,0,0,0,0,0,2477,897,421,191,78,21,95,17,5,299,3836,2961,442,390,0,2165,0,243,166,0,0,2001-07-22 07:11:57,3,11,0
85,1645,1476,17123,6,15,611,0.7105455431,11229,17,8,2,2,0,0,0,0,0,0,2524,1095,632,341,307,109,83,57,18,13,11229,17,8,2,2,0,0,0,0,0,0,2524,1095,632,341,307,109,83,57,18,2774,3908,7658,1473,527,0,3860,3,418,171,0,0,2001-07-22 07:16:57,5,12,0
86,383,1052,3636,4,13,354,1.4303652968,1449,2,3,0,0,0,0,0,0,0,0,775,510,264,311,66,80,35,8,1,11,1449,2,3,0,0,0,0,0,0,0,0,775,510,264,311,66,80,35,8,1,279,1637,779,455,38,0,1300,0,140,70,0,0,2001-07-22 07:21:57,4,10,0
87,344,789,10171,3,14,278,0.8225086763,4631,0,3,0,0,0,0,0,0,0,0,4091,667,300,200,81,69,32,5,6,11,4631,0,3,0,0,0,0,0,0,0,0,4091,667,300,200,81,69,32,5,6,181,5307,4136,183,75,0,2745,2,236,41,0,0,2001-07-22 07:26:57,3,10,0
88,835,908,8350,3,13,260,0.9027588767,3398,3,4,0,0,0,0,0,0,0,0,2938,1232,357,74,34,23,14,6,0,11,3398,3,4,0,0,0,0,0,0,0,0,2938,1232,357,74,34,23,14,6,0,224,4426,2858,315,255,0,1816,1,190,134,0,0,2001-07-22 07:31:57,3,9,0
89,632,657,4449,4,14,507,1.0619316785,1986,1,4,1,0,0,0,0,0,0,0,988,529,311,96,95,18,19,13,8,12,1986,1,4,1,0,0,0,0,0,0,0,988,529,311,96,95,18,19,13,8,291,1907,1146,218,347,0,1554,1,169,112,0,0,2001-07-22 07:36:57,4,11,0
90,677,731,3491,5,16,265,1.470999089,1436,4,3,4,0,0,0,0,0,0,0,683,374,405,164,107,21,16,36,40,12,1436,4,3,4,0,0,0,0,0,0,0,683,374,405,164,107,21,16,36,40,238,1605,887,298,152,0,1316,0,175,48,0,0,2001-07-22 07:41:57,4,10,0
91,492,474,3517,5,17,410,0.9897404949,1797,8,3,0,0,0,0,0,0,0,0,726,381,215,79,29,12,16,43,5,11,1797,8,3,0,0,0,0,0,0,0,0,726,381,215,79,29,12,16,43,5,263,1336,1098,207,188,0,1009,0,187,42,0,0,2001-07-22 07:46:57,5,12,0
92,524,462,2947,4,18,281,1.2001474383,1352,4,6,1,0,0,0,0,0,0,0,487,337,315,76,106,12,10,7,0,12,1352,4,6,1,0,0,0,0,0,0,0,487,337,315,76,106,12,10,7,0,220,1225,784,203,200,0,1018,0,161,63,0,0,2001-07-22 07:51:57,4,11,0
93,369,559,3111,7,18,293,1.2683729433,1422,6,13,5,3,2,0,0,0,0,0,492,295,247,111,43,42,37,7,10,14,1422,6,13,5,3,2,0,0,0,0,0,492,295,247,111,43,42,37,7,10,207,1051,878,306,358,0,1233,0,187,66,0,0,2001-07-22 07:56:57,7,11,0
94,2508,763,8222,6,15,414,1.9425202653,2361,1,6,6,2,0,0,0,0,0,0,1337,1104,461,361,452,580,20,92,2,13,2361,1,6,6,2,0,0,0,0,0,0,1337,1104,461,361,452,580,20,92,2,335,4161,1554,321,1347,0,1258,1,325,342,0,0,2001-07-22 08:01:57,6,10,0
95,1552,970,5957,4,17,370,1.6055954925,1854,5,3,0,0,1,1,0,0,0,0,1105,822,660,309,244,76,30,32,5,15,1854,5,3,0,0,1,1,0,0,0,0,1105,822,660,309,244,76,30,32,5,403,2643,1045,686,474,0,1583,0,306,339,0,0,2001-07-22 08:06:57,4,12,0
96,593,517,3394,3,19,332,1.4207792208,1533,3,4,2,0,0,0,0,0,0,0,505,392,255,134,73,35,42,99,3,12,1533,3,4,2,0,0,0,0,0,0,0,505,392,255,134,73,35,42,99,3,230,1382,925,211,270,0,1187,0,143,67,0,0,2001-07-22 08:11:57,3,11,0
97,462,646,3256,6,19,320,1.43776,1593,61,4,6,4,2,0,0,0,0,0,589,377,227,67,55,25,22,21,72,14,1593,61,4,6,4,2,0,0,0,0,0,589,377,227,67,55,25,22,21,72,260,1197,957,391,23,0,1143,0,116,61,0,0,2001-07-22 08:16:57,6,11,0
98,633,481,5640,5,13,392,0.9417866215,2521,1,3,0,0,0,0,0,0,0,0,1266,441,197,113,46,40,44,31,21,11,2521,1,3,0,0,0,0,0,0,0,0,1266,441,197,113,46,40,44,31,21,251,2079,1841,161,906,0,1624,0,129,86,0,0,2001-07-22 08:21:57,5,9,0
99,600,723,5838,3,13,435,0.9162839986,3676,0,3,0,0,0,0,0,0,0,0,831,402,318,145,53,21,128,66,19,11,3676,0,3,0,0,0,0,0,0,0,0,831,402,318,145,53,21,128,66,19,430,1698,2746,353,132,0,1572,0,223,87,0,0,2001-07-22 08:26:57,3,10,0
100,741,665,3878,5,14,464,1.2433430003,1989,2,4,0,0,0,0,0,0,0,0,633,561,221,126,62,20,122,31,22,11,1989,2,4,0,0,0,0,0,0,0,0,633,561,221,126,62,20,122,31,22,297,1664,1186,182,67,0,1414,0,149,91,0,0,2001-07-22 08:31:57,5,9,0
101,1042,676,10711,3,14,600,1.1113656612,2453,10,7,2,0,0,0,0,0,0,0,3877,795,365,132,69,21,52,60,14,12,2453,10,7,2,0,0,0,0,0,0,0,3877,795,365,132,69,21,52,60,14,708,5270,1072,207,2167,0,2999,1,300,150,0,0,2001-07-22 08:36:57,3,10,0
102,3261,4060,17503,6,18,259,1.2100548202,2590,16,3,26,2,0,0,6,0,0,0,9106,2227,518,248,71,52,56,25,12,16,2590,16,3,26,2,0,0,6,0,0,0,9106,2227,518,248,71,52,56,25,12,1757,11513,495,934,431,0,4227,3,364,1359,0,0,2001-07-22 08:41:57,6,10,0
103,424,444,2394,4,18,248,1.2177280551,1083,4,3,0,0,0,0,0,0,0,0,488,296,259,106,54,16,12,1,2,11,1083,4,3,0,0,0,0,0,0,0,0,488,296,259,106,54,16,12,1,2,249,1068,545,214,57,0,1170,0,127,56,0,0,2001-07-22 08:46:57,4,13,0
104,707,448,2544,4,14,225,1.5167346939,904,6,4,0,0,0,0,0,0,0,0,522,375,402,114,98,5,9,4,7,11,904,6,4,0,0,0,0,0,0,0,0,522,375,402,114,98,5,9,4,7,121,1460,539,105,79,0,994,0,153,51,0,0,2001-07-22 08:51:57,4,12,0
105,584,613,3668,8,13,161,1.4215465465,987,1,3,0,0,0,0,0,0,0,0,646,416,347,161,61,25,12,3,2,11,987,1,3,0,0,0,0,0,0,0,0,646,416,347,161,61,25,12,3,2,232,1272,527,472,916,0,1287,2,132,39,0,0,2001-07-22 08:56:57,5,8,0
106,683,481,2669,5,15,163,1.3773506059,893,10,5,0,1,0,0,0,0,0,0,592,414,292,142,24,5,6,9,0,13,893,10,5,0,1,0,0,0,0,0,0,592,414,292,142,24,5,6,9,0,177,1304,520,229,130,0,1029,0,132,63,0,0,2001-07-22 09:01:57,3,9,0
107,426,340,1900,4,15,136,1.479216152,668,5,6,1,0,0,0,0,0,0,0,382,275,176,71,41,25,16,10,8,12,668,5,6,1,0,0,0,0,0,0,0,382,275,176,71,41,25,16,10,8,124,878,375,171,201,0,1008,0,114,40,0,0,2001-07-22 09:06:57,4,10,0
108,693,672,3372,6,15,168,2.0723729993,812,1,3,0,0,0,0,0,0,0,0,628,419,524,174,58,37,94,107,17,11,812,1,3,0,0,0,0,0,0,0,0,628,419,524,174,58,37,94,107,17,147,1894,466,199,490,0,1335,3,240,239,0,0,2001-07-22 09:11:57,6,11,0
109,409,682,2619,4,13,253,1.4415216512,947,3,4,0,0,0,0,0,0,0,0,602,377,316,108,45,9,16,35,9,11,947,3,4,0,0,0,0,0,0,0,0,602,377,316,108,45,9,16,35,9,172,1181,481,384,76,0,1054,0,161,114,0,0,2001-07-22 09:16:57,4,11,0
110,650,768,3189,5,15,190,1.5443495401,1030,1,4,0,0,0,0,0,0,0,0,847,495,337,129,84,43,11,39,24,11,1030,1,4,0,0,0,0,0,0,0,0,847,495,337,129,84,43,11,39,24,149,1718,661,326,83,0,1126,0,276,256,0,0,2001-07-22 09:21:57,5,10,0
111,453,525,2284,7,14,158,1.4665127021,745,1,6,0,0,0,0,0,0,0,0,506,419,306,115,43,11,9,3,1,11,745,1,6,0,0,0,0,0,0,0,0,506,419,306,115,43,11,9,3,1,144,1154,410,299,99,0,979,0,120,148,0,0,2001-07-22 09:26:57,5,11,0
112,436,524,2534,3,24,170,1.561254769,856,20,15,4,5,2,0,0,0,0,0,709,358,198,65,35,16,12,33,31,14,856,20,15,4,5,2,0,0,0,0,0,709,358,198,65,35,16,12,33,31,131,1305,499,254,145,0,1121,0,121,144,0,0,2001-07-22 09:31:57,3,12,0
113,599,516,2528,4,15,165,1.5398848684,857,0,3,0,0,0,0,0,0,0,0,554,442,340,97,54,21,44,18,2,11,857,0,3,0,0,0,0,0,0,0,0,554,442,340,97,54,21,44,18,2,163,1406,484,214,89,0,1018,0,172,178,0,0,2001-07-22 09:36:57,4,10,0
114,366,1848,3732,4,17,130,3.2265690965,821,172,43,36,0,0,0,0,0,0,0,490,657,314,288,86,352,71,105,118,12,821,172,43,36,0,0,0,0,0,0,0,490,657,314,288,86,352,71,105,118,149,1598,514,1162,47,0,862,0,233,142,0,0,2001-07-22 09:41:57,4,15,0
115,2486,639,5519,5,17,177,1.9408682635,1102,1,4,0,0,0,0,0,0,0,0,1267,1319,779,500,234,82,43,4,9,11,1102,1,4,0,0,0,0,0,0,0,0,1267,1319,779,500,234,82,43,4,9,116,3888,764,399,154,0,1182,3,365,349,0,0,2001-07-22 09:46:57,5,12,0
116,576,1850,4834,4,14,287,1.9395942558,1092,1,4,2,0,0,0,0,0,0,0,1161,743,615,302,209,140,103,10,5,12,1092,1,4,2,0,0,0,0,0,0,0,1161,743,615,302,209,140,103,10,5,192,2314,588,1006,430,0,1191,11,301,127,0,0,2001-07-22 09:51:57,4,10,0
117,1608,678,5090,7,17,193,1.6452272727,1128,1,3,0,0,0,0,0,0,0,0,1427,710,495,396,188,29,18,5,0,11,1128,1,3,0,0,0,0,0,0,0,0,1427,710,495,396,188,29,18,5,0,185,2949,649,424,660,0,1668,0,255,126,0,0,2001-07-22 09:56:57,7,11,0
118,889,1175,4265,4,20,186,2.1265587689,1001,8,14,2,0,0,0,0,0,0,0,799,589,307,613,347,29,13,16,31,12,1001,8,14,2,0,0,0,0,0,0,0,799,589,307,613,347,29,13,16,31,153,1871,588,971,204,0,1174,0,197,68,0,0,2001-07-22 10:01:57,3,11,0
119,1148,598,3551,6,16,149,1.7039413382,952,8,5,1,0,0,0,0,0,0,0,836,707,302,194,185,47,12,9,15,12,952,8,5,1,0,0,0,0,0,0,0,836,707,302,194,185,47,12,9,15,137,2128,635,224,271,0,1181,0,225,95,0,0,2001-07-22 10:06:57,3,14,0
120,625,1737,7177,4,18,335,1.3260470804,2012,2,3,0,2,0,0,0,0,0,0,2749,661,518,288,155,72,45,18,17,13,2012,2,3,0,2,0,0,0,0,0,0,2749,661,518,288,155,72,45,18,17,474,3761,1122,850,618,0,2394,0,265,133,0,0,2001-07-22 10:11:57,4,14,0
121,1144,814,4919,8,14,414,1.541792984,1496,0,3,2,0,0,0,0,0,0,0,1381,693,473,258,163,54,60,29,6,12,1496,0,3,2,0,0,0,0,0,0,0,1381,693,473,258,163,54,60,29,6,263,2765,779,397,276,0,1730,0,252,92,0,0,2001-07-22 10:16:57,8,10,0
122,1700,1186,10887,4,17,1413,0.9492347891,5845,25,3,5,4,0,0,0,0,0,0,2906,881,332,209,99,151,184,60,12,13,5845,25,3,5,4,0,0,0,0,0,0,2906,881,332,209,99,151,184,60,12,2864,4045,1442,952,148,0,2917,0,280,91,0,0,2001-07-22 10:21:57,4,13,0
123,806,1486,5927,5,14,377,1.2602131439,1694,0,3,0,0,0,0,0,0,0,0,2186,981,469,124,82,51,28,9,3,11,1694,0,3,0,0,0,0,0,0,0,0,2186,981,469,124,82,51,28,9,3,304,3488,913,548,256,0,2012,0,195,73,0,0,2001-07-22 10:26:57,5,9,0
124,2173,796,5999,3,15,327,1.45928174,1909,3,4,0,0,0,0,0,0,0,0,1249,1628,798,140,133,41,9,5,12,11,1909,3,4,0,0,0,0,0,0,0,0,1249,1628,798,140,133,41,9,5,12,353,3500,1179,572,41,0,1407,0,240,378,0,0,2001-07-22 10:31:57,3,10,0
125,963,1545,4974,3,13,282,1.8446961895,1584,0,3,0,0,0,0,0,0,0,0,772,1100,523,327,220,311,12,3,0,11,1584,0,3,0,0,0,0,0,0,0,0,772,1100,523,327,220,311,12,3,0,231,2184,1001,1157,116,0,986,0,289,105,0,0,2001-07-22 10:36:57,3,11,0
126,2762,938,6758,5,16,409,1.8273790192,1512,12,4,0,0,0,0,0,0,0,0,1921,1046,579,476,345,199,24,12,28,11,1512,12,4,0,0,0,0,0,0,0,0,1921,1046,579,476,345,199,24,12,28,134,4380,935,300,590,0,1257,0,350,338,0,0,2001-07-22 10:41:57,5,9,0
127,730,622,3636,2,16,387,1.5350089767,1286,41,3,0,0,0,0,0,0,0,0,946,400,319,162,62,17,6,18,82,11,1286,41,3,0,0,0,0,0,0,0,0,946,400,319,162,62,17,6,18,82,191,1824,656,284,279,0,1159,0,163,42,0,0,2001-07-22 10:46:57,2,10,0
128,482,458,2937,6,14,266,1.1902037898,1391,6,8,0,0,0,0,0,0,0,0,595,311,221,127,92,18,11,5,12,11,1391,6,8,0,0,0,0,0,0,0,0,595,311,221,127,92,18,11,5,12,349,1182,722,278,111,0,1232,0,143,75,0,0,2001-07-22 10:51:57,5,10,0
129,456,429,2374,4,15,149,1.4118190212,713,4,11,1,0,0,0,0,0,0,0,727,339,213,87,22,8,13,8,20,12,713,4,11,1,0,0,0,0,0,0,0,727,339,213,87,22,8,13,8,20,168,1218,354,277,129,0,1017,0,175,72,0,0,2001-07-22 10:56:57,4,11,0
130,621,2012,7021,5,18,614,1.6797794665,2532,0,10,0,0,1,0,0,0,0,0,1691,887,335,369,262,499,107,12,6,14,2532,0,10,0,0,1,0,0,0,0,0,1691,887,335,369,262,499,107,12,6,445,2923,1390,1339,289,0,1329,1,320,299,0,0,2001-07-22 11:01:57,5,10,0
131,647,678,3898,11,15,180,1.6865630962,992,5,7,3,0,0,0,0,0,0,0,1171,811,225,123,106,107,61,56,2,12,992,5,7,3,0,0,0,0,0,0,0,1171,811,225,123,106,107,61,56,2,210,2312,577,390,205,0,1293,1,198,89,0,0,2001-07-22 11:06:57,7,10,0
132,417,454,1925,8,17,119,1.7761033369,561,9,5,3,0,0,0,0,0,0,0,548,245,256,99,40,11,23,32,26,12,561,9,5,3,0,0,0,0,0,0,0,548,245,256,99,40,11,23,32,26,111,1121,312,195,60,0,984,0,182,108,0,0,2001-07-22 11:11:57,6,11,0
133,435,378,2875,8,13,247,1.0527176134,1223,1,3,0,0,0,0,0,0,0,0,478,407,184,101,27,12,10,1,0,11,1223,1,3,0,0,0,0,0,0,0,0,478,407,184,101,27,12,10,1,0,159,1066,785,190,419,0,1066,0,137,35,0,0,2001-07-22 11:16:57,5,10,0
134,773,937,4450,6,14,302,1.4578128983,1541,1,3,0,0,0,0,0,0,0,0,721,798,494,170,97,27,22,45,4,11,1541,1,3,0,0,0,0,0,0,0,0,721,798,494,170,97,27,22,45,4,331,2115,859,316,414,0,1451,0,192,70,0,0,2001-07-22 11:21:57,4,11,0
135,486,370,2205,8,17,147,1.5732946299,855,6,9,1,0,0,0,0,0,0,0,443,266,194,117,102,15,34,7,18,12,855,6,9,1,0,0,0,0,0,0,0,443,266,194,117,102,15,34,7,18,128,1080,527,185,125,0,1039,0,181,69,0,0,2001-07-22 11:26:57,8,9,0
136,852,718,3158,4,17,255,1.773209123,1091,10,11,1,0,0,0,0,0,0,0,708,423,417,141,171,16,65,19,40,12,1091,10,11,1,0,0,0,0,0,0,0,708,423,417,141,171,16,65,19,40,152,1832,655,219,41,0,1267,0,205,101,0,0,2001-07-22 11:31:57,4,11,0
137,744,366,2503,4,16,180,1.6075689017,974,7,3,8,0,0,0,0,0,0,0,560,321,254,79,79,50,54,22,20,12,974,7,3,8,0,0,0,0,0,0,0,560,321,254,79,79,50,54,22,20,116,1320,648,167,69,0,1099,0,170,97,0,0,2001-07-22 11:36:57,4,10,0
138,428,475,2717,3,14,313,1.2141774071,1368,3,3,0,0,0,0,0,0,0,0,454,352,228,76,62,17,42,9,24,11,1368,3,3,0,0,0,0,0,0,0,0,454,352,228,76,62,17,42,9,24,299,1128,721,177,59,0,1072,0,159,80,0,0,2001-07-22 11:41:57,3,10,0
139,598,560,3290,4,15,290,1.2668982944,1570,9,3,0,0,0,0,0,0,0,0,608,375,255,147,119,23,31,7,19,11,1570,9,3,0,0,0,0,0,0,0,0,608,375,255,147,119,23,31,7,19,280,1387,927,282,84,0,1240,0,200,77,0,0,2001-07-22 11:46:57,4,9,0
140,643,868,3534,6,18,278,1.5940906483,1427,7,7,1,0,0,0,0,0,0,0,671,385,541,173,122,86,32,14,20,12,1427,7,7,1,0,0,0,0,0,0,0,671,385,541,173,122,86,32,14,20,219,1581,897,511,43,0,1334,0,183,108,0,0,2001-07-22 11:51:57,6,11,0
141,476,432,3046,4,14,248,1.063464837,1637,1,3,0,0,0,0,0,0,0,0,459,350,244,97,53,25,24,3,19,11,1637,1,3,0,0,0,0,0,0,0,0,459,350,244,97,53,25,24,3,19,223,1096,1143,205,120,0,1082,0,163,39,0,0,2001-07-22 11:56:57,4,9,0
142,451,669,4896,4,15,380,1.1814682431,1611,0,3,0,0,0,0,0,0,0,0,943,617,233,54,48,17,81,7,23,11,1611,0,3,0,0,0,0,0,0,0,0,943,617,233,54,48,17,81,7,23,233,1814,941,269,1074,0,1381,0,233,59,0,0,2001-07-22 12:01:57,4,9,0
143,395,332,1831,6,17,166,1.4077615298,741,1,10,5,7,0,1,0,0,0,0,468,269,145,40,16,16,38,15,6,15,741,1,10,5,7,0,1,0,0,0,0,468,269,145,40,16,16,38,15,6,115,920,430,147,47,0,1021,0,63,35,0,0,2001-07-22 12:06:57,6,12,0
144,521,454,2633,3,15,334,1.1483050847,1180,1,4,0,0,0,1,0,0,0,0,628,381,238,75,56,10,12,6,4,15,1180,1,4,0,0,0,1,0,0,0,0,628,381,238,75,56,10,12,6,4,295,1255,491,221,31,0,1107,0,91,34,0,0,2001-07-22 12:11:57,3,10,0
145,534,405,2411,4,15,244,1.1971341728,1127,0,3,0,0,0,0,0,0,0,0,385,402,189,100,58,14,7,17,1,11,1127,0,3,0,0,0,0,0,0,0,0,385,402,189,100,58,14,7,17,1,224,1097,627,111,87,0,919,0,68,46,0,0,2001-07-22 12:16:57,4,9,0
146,384,329,2652,11,13,211,0.9004132231,1324,0,3,0,0,0,0,0,0,0,0,546,296,118,54,47,23,7,2,0,11,1324,0,3,0,0,0,0,0,0,0,0,546,296,118,54,47,23,7,2,0,231,1014,847,117,230,0,840,0,83,36,0,0,2001-07-22 12:21:57,6,12,0
147,335,378,2943,5,13,438,0.7481455316,1770,0,4,0,0,0,0,0,0,0,0,552,236,136,87,14,7,19,5,1,11,1770,0,4,0,0,0,0,0,0,0,0,552,236,136,87,14,7,19,5,1,366,936,872,219,53,0,915,0,104,29,0,0,2001-07-22 12:26:57,5,9,0
148,258,326,2174,5,15,274,0.9477756286,1153,2,3,0,0,0,0,0,0,0,0,431,196,151,72,39,6,9,5,1,11,1153,2,3,0,0,0,0,0,0,0,0,431,196,151,72,39,6,9,5,1,178,784,665,167,84,0,824,0,106,58,0,0,2001-07-22 12:31:57,4,9,0
149,404,586,2349,7,20,152,1.3344993441,910,7,10,3,0,0,0,0,0,0,0,580,388,221,92,45,8,13,5,5,12,910,7,10,3,0,0,0,0,0,0,0,580,388,221,92,45,8,13,5,5,207,1022,470,436,39,0,1096,0,127,58,0,0,2001-07-22 12:36:57,6,10,0
150,721,438,2900,5,21,171,1.4639521853,1000,13,9,3,0,0,0,0,0,0,0,684,508,209,86,66,58,28,8,5,12,1000,13,9,3,0,0,0,0,0,0,0,684,508,209,86,66,58,28,8,5,137,1487,654,228,219,0,1067,2,154,45,0,0,2001-07-22 12:41:57,4,12,0
151,662,589,3541,4,18,487,1.5948044192,1506,0,3,0,0,0,0,0,0,0,0,617,436,335,109,70,10,152,95,16,11,1506,0,3,0,0,0,0,0,0,0,0,617,436,335,109,70,10,152,95,16,216,1640,769,237,181,0,1322,5,183,166,0,0,2001-07-22 12:46:57,4,14,0
152,415,338,2352,4,13,322,0.9995515695,1182,2,4,0,0,0,0,0,0,0,0,412,366,159,47,16,21,19,1,1,11,1182,2,4,0,0,0,0,0,0,0,0,412,366,159,47,16,21,19,1,1,198,968,637,105,106,0,908,1,157,62,0,0,2001-07-22 12:51:57,4,10,0
153,411,399,2349,4,14,272,1.2394179894,1137,1,3,0,0,0,0,0,0,0,0,419,225,271,78,74,32,18,4,6,11,1137,1,3,0,0,0,0,0,0,0,0,419,225,271,78,74,32,18,4,6,171,986,650,189,71,0,983,1,166,77,0,0,2001-07-22 12:56:57,4,11,0
154,386,449,2507,2,21,180,1.3186318632,937,9,4,2,1,0,0,0,0,0,0,593,305,185,78,40,21,21,18,8,13,937,9,4,2,1,0,0,0,0,0,0,593,305,185,78,40,21,21,18,8,247,1045,444,306,171,0,1074,0,203,84,0,0,2001-07-22 13:01:57,2,13,0
155,430,489,2414,3,21,288,1.3418367347,1200,3,4,6,6,3,3,4,0,0,0,350,241,264,227,21,4,11,2,3,16,1200,3,4,6,6,3,3,4,0,0,0,350,241,264,227,21,4,11,2,3,188,946,696,234,56,0,874,0,160,59,0,0,2001-07-22 13:06:57,3,13,0
156,424,462,2202,4,18,196,1.4698795181,781,2,5,2,1,1,1,1,0,0,0,462,294,245,86,61,25,18,2,5,16,781,2,5,2,1,1,1,1,0,0,0,462,294,245,86,61,25,18,2,5,126,1050,430,190,202,0,1059,0,117,86,0,0,2001-07-22 13:11:57,4,12,0
157,449,468,2164,10,19,152,1.5716325559,747,2,3,1,0,0,0,0,0,0,0,507,408,188,120,16,26,43,27,13,12,747,2,3,1,0,0,0,0,0,0,0,507,408,188,120,16,26,43,27,13,122,1146,426,255,58,1,1036,0,93,41,0.0004621072,1,2001-07-22 13:16:57,4,11,0
158,330,327,1803,4,16,132,1.2423698384,610,1,3,0,0,0,0,0,0,0,0,546,262,130,70,19,20,5,2,3,11,610,1,3,0,0,0,0,0,0,0,0,546,262,130,70,19,20,5,2,3,112,922,319,186,129,0,836,0,92,34,0,0,2001-07-22 13:21:57,4,9,0
159,498,530,2596,4,15,154,1.5698831675,829,0,3,0,0,0,0,0,0,0,0,624,280,276,111,82,45,30,30,1,11,829,0,3,0,0,0,0,0,0,0,0,624,280,276,111,82,45,30,30,1,198,1276,429,254,237,0,1136,1,245,57,0,0,2001-07-22 13:26:57,4,9,0
160,555,493,2883,6,13,171,1.3080587535,927,0,4,0,0,0,0,0,0,0,0,744,378,241,131,76,4,12,2,0,11,927,0,4,0,0,0,0,0,0,0,0,744,378,241,131,76,4,12,2,0,129,1403,543,273,328,0,1117,7,185,58,0,0,2001-07-22 13:31:57,3,10,0
161,650,911,3064,10,17,194,1.6982044199,910,1,6,2,0,0,0,0,0,0,0,688,460,556,85,77,17,53,25,16,12,910,1,6,2,0,0,0,0,0,0,0,688,460,556,85,77,17,53,25,16,251,1613,440,398,165,1,1085,0,124,53,0.0003263708,1,2001-07-22 13:36:57,6,10,0
162,526,471,2570,5,18,224,1.3225671141,1034,2,5,0,0,0,0,0,0,0,0,505,357,242,115,95,13,10,4,2,11,1034,2,5,0,0,0,0,0,0,0,0,505,357,242,115,95,13,10,4,2,340,1139,413,268,126,0,1011,0,185,48,0,0,2001-07-22 13:41:57,5,11,0
163,852,752,3369,6,13,194,1.6370200197,993,6,6,0,2,0,0,0,0,0,0,674,513,566,120,108,16,28,9,6,13,993,6,6,0,2,0,0,0,0,0,0,674,513,566,120,108,16,28,9,6,238,1770,516,329,280,0,1117,0,174,65,0,0,2001-07-22 13:46:57,6,11,0
164,409,403,2750,11,19,265,1.062180244,1366,0,3,7,2,0,0,0,0,0,0,481,295,230,93,22,10,13,9,10,13,1366,0,3,7,2,0,0,0,0,0,0,481,295,230,93,22,10,13,9,10,453,1033,622,168,181,0,1015,0,139,66,0,0,2001-07-22 13:51:57,5,13,0
165,497,496,2505,4,16,302,1.3259506895,1082,0,3,0,0,0,0,0,0,0,0,484,390,225,86,30,20,15,40,18,11,1082,0,3,0,0,0,0,0,0,0,0,484,390,225,86,30,20,15,40,18,150,1213,615,113,108,0,958,1,100,86,0,0,2001-07-22 13:56:57,4,10,0
166,537,549,2466,7,16,210,1.5068965517,821,3,6,1,0,0,0,0,0,0,0,633,412,168,145,30,46,31,12,12,12,821,3,6,1,0,0,0,0,0,0,0,633,412,168,145,30,46,31,12,12,112,1358,449,191,116,0,1098,0,134,51,0,0,2001-07-22 14:01:57,6,11,0
