,announcements,as_path_max,imp_wd_dpath,imp_wd_spath,origin_0_,origin_1_,timestamp,timestamp2
134,3743,17,1918,764,1786,14,2001-09-14 11:24:10,1000466650
135,6525,19,3669,1409,2215,3,2001-09-14 11:29:10,1000466950
136,12732,15,6288,3495,2313,2,2001-09-14 11:34:10,1000467250
137,3182,20,1546,606,1499,1,2001-09-14 11:39:10,1000467550
138,179352,21,97308,1883,51739,83,2001-09-14 11:44:10,1000467850
139,31965,17,6066,825,9018,22,2001-09-14 11:49:10,1000468150
140,4300,17,2058,1023,1502,0,2001-09-14 11:54:10,1000468450
141,5110,17,2666,1504,1756,5,2001-09-14 11:59:10,1000468750
142,5803,19,3072,1343,2002,2,2001-09-14 12:04:10,1000469050
143,2683,14,1302,570,1323,0,2001-09-14 12:09:10,1000469350
144,3708,16,1937,622,1452,0,2001-09-14 12:14:10,1000469650
145,2920,16,1379,715,1322,0,2001-09-14 12:19:10,1000469950
146,3984,14,2222,784,1532,0,2001-09-14 12:24:10,1000470250
147,6359,15,2881,1380,2112,0,2001-09-14 12:29:10,1000470550
148,8869,17,4702,1972,3012,6,2001-09-14 12:34:10,1000470850
149,3191,14,1441,761,1309,0,2001-09-14 12:39:10,1000471150
150,6487,15,3030,1845,2212,5,2001-09-14 12:44:10,1000471450
151,3915,12,2052,985,1912,0,2001-09-14 12:49:10,1000471750
152,9821,17,4798,1850,2223,13,2001-09-14 12:54:10,1000472050
153,6469,20,3668,1441,1940,2,2001-09-14 12:59:10,1000472350
154,2318,14,1136,530,1289,0,2001-09-14 13:04:10,1000472650
155,2898,14,1275,556,1455,0,2001-09-14 13:09:10,1000472950
156,5388,15,2436,1927,1707,6,2001-09-14 13:14:10,1000473250
157,4960,12,1936,677,2061,0,2001-09-14 13:19:10,1000473550
158,6705,15,3544,1576,1882,4,2001-09-14 13:24:10,1000473850
159,3627,15,1698,820,1279,0,2001-09-14 13:29:10,1000474150
160,6708,17,3036,1945,2282,6,2001-09-14 13:34:10,1000474450
161,7722,16,3222,2719,1785,0,2001-09-14 13:39:10,1000474750
162,9501,17,4135,2628,1849,26,2001-09-14 13:44:10,1000475050
163,3948,18,1691,1010,1772,0,2001-09-14 13:49:10,1000475350
164,10030,16,4274,1405,2637,0,2001-09-14 13:54:10,1000475650
165,26334,19,23039,1219,8795,19,2001-09-14 13:59:10,1000475950
166,82912,18,80659,908,24716,48,2001-09-14 14:04:10,1000476250
167,6357,19,2489,1046,1820,15,2001-09-14 14:09:10,1000476550
168,16434,16,11721,2279,2573,0,2001-09-14 14:14:10,1000476850
169,10090,17,4321,3112,2568,3,2001-09-14 14:19:10,1000477150
170,16889,19,7051,4279,3488,0,2001-09-14 14:24:10,1000477450
171,11652,18,7003,2625,3524,0,2001-09-14 14:29:10,1000477750
172,54033,17,39857,2859,13815,29,2001-09-14 14:34:10,1000478050
173,15782,15,7554,3193,3652,0,2001-09-14 14:39:10,1000478350
174,5982,16,2878,1066,2475,0,2001-09-14 14:44:10,1000478650
175,10932,16,5597,2778,3000,0,2001-09-14 14:49:10,1000478950
176,6714,14,2684,1797,2385,0,2001-09-14 14:54:10,1000479250
177,8555,16,3565,2061,2498,0,2001-09-14 14:59:10,1000479550
178,8453,14,4719,1577,2478,0,2001-09-14 15:04:10,1000479850
179,8941,14,6013,1427,2912,0,2001-09-14 15:09:10,1000480150
180,4635,14,1950,1408,1971,0,2001-09-14 15:14:10,1000480450
181,8814,13,5164,1230,2132,0,2001-09-14 15:19:10,1000480750
182,5421,13,2775,1205,1985,16,2001-09-14 15:24:10,1000481050
183,3920,15,2002,726,1850,0,2001-09-14 15:29:10,1000481350
184,4945,14,2520,1093,2166,5,2001-09-14 15:34:10,1000481650
185,14689,15,7586,2812,2686,0,2001-09-14 15:39:10,1000481950
186,8971,15,5734,1126,2374,0,2001-09-14 15:44:10,1000482250
187,10492,16,2511,1115,3154,5,2001-09-14 15:49:10,1000482550
188,10742,15,3894,1132,3682,7,2001-09-14 15:54:10,1000482850
189,5548,14,2451,1167,1784,0,2001-09-14 15:59:10,1000483150
190,4092,14,1695,955,1433,0,2001-09-14 16:04:10,1000483450
191,3106,18,1137,1205,1252,0,2001-09-14 16:09:10,1000483750
192,5357,17,3394,1048,1544,0,2001-09-14 16:14:10,1000484050
193,7387,18,2676,2229,2330,0,2001-09-14 16:19:10,1000484350
194,5951,13,2414,1784,1759,0,2001-09-14 16:24:10,1000484650
195,3265,12,1748,655,1579,0,2001-09-14 16:29:10,1000484950
196,4991,20,2753,1151,1870,0,2001-09-14 16:34:10,1000485250
197,4093,17,2000,1045,1732,0,2001-09-14 16:39:10,1000485550
198,3330,16,1520,703,1318,0,2001-09-14 16:44:10,1000485850
199,3272,14,1663,837,1726,0,2001-09-14 16:49:10,1000486150
200,6251,17,3469,1061,1324,14,2001-09-14 16:54:10,1000486450
201,5704,17,2975,1343,1585,0,2001-09-14 16:59:10,1000486750
202,13090,20,9530,626,1978,0,2001-09-14 17:04:10,1000487050
203,6169,16,2312,2278,1461,0,2001-09-14 17:09:10,1000487350
204,8109,17,2507,1692,1798,0,2001-09-14 17:14:10,1000487650
205,3686,15,1729,1026,1536,0,2001-09-14 17:19:10,1000487950
206,3368,17,1658,901,1569,0,2001-09-14 17:24:10,1000488250
207,3398,11,1735,834,1273,0,2001-09-14 17:29:10,1000488550
208,2718,16,1311,648,1339,0,2001-09-14 17:34:10,1000488850
209,3441,15,1631,858,1427,0,2001-09-14 17:39:10,1000489150
210,3399,17,1858,767,1749,0,2001-09-14 17:44:10,1000489450
211,3587,19,1691,794,1659,0,2001-09-14 17:49:10,1000489750
212,6905,16,3705,1363,1654,9,2001-09-14 17:54:10,1000490050
213,7765,18,2616,1228,2007,0,2001-09-14 17:59:10,1000490350
214,14981,18,8021,3590,2703,0,2001-09-14 18:04:10,1000490650
215,7536,15,3653,2052,2052,0,2001-09-14 18:09:10,1000490950
216,8913,15,4289,2359,2684,0,2001-09-14 18:14:10,1000491250
217,8368,16,4188,1991,2434,0,2001-09-14 18:19:10,1000491550
218,9053,19,4191,2334,2215,0,2001-09-14 18:24:10,1000491850
219,7146,16,3404,1709,2102,10,2001-09-14 18:29:10,1000492150
220,5674,16,2584,1143,1910,0,2001-09-14 18:34:10,1000492450
221,5712,19,3467,993,1468,0,2001-09-14 18:39:10,1000492750
222,5211,19,3187,1102,1567,0,2001-09-14 18:44:10,1000493050
223,3133,12,1534,784,1415,0,2001-09-14 18:49:10,1000493350
224,2951,19,1133,658,1083,0,2001-09-14 18:54:10,1000493650
225,8763,19,3857,2534,1919,0,2001-09-14 18:59:10,1000493950
226,2077,11,874,517,1062,0,2001-09-14 19:04:10,1000494250
227,3529,15,1836,688,1555,0,2001-09-14 19:09:10,1000494550
228,7842,19,3515,1694,1826,0,2001-09-14 19:14:10,1000494850
229,12704,18,3411,2856,3504,3,2001-09-14 19:19:10,1000495150
230,10614,16,5649,3136,3175,18,2001-09-14 19:24:10,1000495450
231,4868,22,2054,1340,1864,0,2001-09-14 19:29:10,1000495750
232,3951,15,1808,780,1317,0,2001-09-14 19:34:10,1000496050
233,3327,20,1509,597,1466,0,2001-09-14 19:39:10,1000496350
234,4158,15,2049,1073,1510,0,2001-09-14 19:44:10,1000496650
235,2867,14,1567,448,1231,0,2001-09-14 19:49:10,1000496950
236,9925,14,4474,4110,2734,2,2001-09-14 19:54:10,1000497250
237,9074,19,3771,3857,2354,2,2001-09-14 19:59:10,1000497550
238,6402,15,3606,1401,1716,0,2001-09-14 20:04:10,1000497850
239,6400,15,2654,1515,2062,0,2001-09-14 20:09:10,1000498150
240,8034,13,3470,1864,2540,0,2001-09-14 20:14:10,1000498450
241,5121,14,2597,1272,1950,0,2001-09-14 20:19:10,1000498750
242,4180,14,2226,931,1764,0,2001-09-14 20:24:10,1000499050
243,4540,16,1912,985,1542,0,2001-09-14 20:29:10,1000499350
244,9932,15,2775,3249,2282,0,2001-09-14 20:34:10,1000499650
245,4635,16,2052,960,1785,0,2001-09-14 20:39:10,1000499950
246,5002,14,2534,1209,1793,0,2001-09-14 20:44:10,1000500250
247,3679,15,1754,683,1545,0,2001-09-14 20:49:10,1000500550
248,3124,16,1112,910,1156,0,2001-09-14 20:54:10,1000500850
249,4140,14,2334,1047,1372,0,2001-09-14 20:59:10,1000501150
250,4091,13,2320,702,1384,0,2001-09-14 21:04:10,1000501450
251,4946,12,2215,1122,1359,0,2001-09-14 21:09:10,1000501750
252,3925,14,1575,1149,1546,0,2001-09-14 21:14:10,1000502050
253,2199,16,954,603,1042,0,2001-09-14 21:19:10,1000502350
254,7107,17,3821,1684,2006,0,2001-09-14 21:24:10,1000502650
255,5604,16,2330,930,1865,0,2001-09-14 21:29:10,1000502950
256,4862,16,1704,1323,1696,0,2001-09-14 21:34:10,1000503250
257,6205,14,3144,1558,2004,24,2001-09-14 21:39:10,1000503550
258,5470,18,3016,1322,2268,0,2001-09-14 21:44:10,1000503850
259,7664,13,4039,1875,2104,15,2001-09-14 21:49:10,1000504150
260,4704,13,2141,1079,1895,23,2001-09-14 21:54:10,1000504450
261,4061,12,1927,1180,1562,49,2001-09-14 21:59:10,1000504750
262,5700,14,3033,1750,2257,2,2001-09-14 22:04:10,1000505050
263,8413,13,3094,3465,2104,17,2001-09-14 22:09:10,1000505350
264,5429,13,2310,1567,1722,4,2001-09-14 22:14:10,1000505650
265,4668,17,2197,907,1832,0,2001-09-14 22:19:10,1000505950
266,1653,15,786,408,970,0,2001-09-14 22:24:10,1000506250
267,3190,15,1604,847,1530,0,2001-09-14 22:29:10,1000506550
268,12852,14,5867,6350,3700,4,2001-09-14 22:34:10,1000506850
269,5271,14,1812,1976,1986,10,2001-09-14 22:39:10,1000507150
270,3897,14,2435,677,1619,2,2001-09-14 22:44:10,1000507450
271,2247,14,805,529,976,1,2001-09-14 22:49:10,1000507750
272,2806,15,1308,604,1040,0,2001-09-14 22:54:10,1000508050
273,3247,15,1667,785,1326,0,2001-09-14 22:59:10,1000508350
274,4717,18,2449,951,1461,0,2001-09-14 23:04:10,1000508650
275,1848,14,905,379,921,0,2001-09-14 23:09:10,1000508950
276,2443,14,1058,610,1168,0,2001-09-14 23:14:10,1000509250
277,3970,13,2309,606,1268,0,2001-09-14 23:19:10,1000509550
278,6919,14,2675,3118,1954,0,2001-09-14 23:24:10,1000509850
279,2884,16,1390,755,1301,1,2001-09-14 23:29:10,1000510150
280,2642,14,1260,662,1406,17,2001-09-14 23:34:10,1000510450
281,2714,11,1163,642,1113,0,2001-09-14 23:39:10,1000510750
282,2730,16,1373,610,1194,28,2001-09-14 23:44:10,1000511050
283,3064,14,1267,642,789,44,2001-09-14 23:49:10,1000511350
284,2220,12,900,548,1009,0,2001-09-14 23:54:10,1000511650
285,1052,11,547,276,439,0,2001-09-14 23:59:10,1000511950
