;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
63;287;404;2018;3;15;0;118;1.1727272727272726;742;0;0;0;2;0;0;0;0;0;0;372;261;167;47;34;20;4;1;0;13;742;0;0;0;2;0;0;0;0;0;0;372;261;167;47;34;20;4;1;0;91;793;506;142;366;0;1012;0;65;23;0.0;0;2001-09-15 05:16:34;1000530994;3;10
64;457;1287;5441;7;15;0;104;1.822722283205269;1125;1;1;1;0;0;0;0;0;0;0;877;448;464;388;182;134;8;13;2;12;1125;1;1;1;0;0;0;0;0;0;0;877;448;464;388;182;134;8;13;2;107;1444;859;1130;1432;0;1601;0;119;40;0.0;0;2001-09-15 05:21:34;1000531294;4;9
65;570;1092;4961;2;14;0;321;1.8444826844482685;1129;9;5;2;1;0;0;0;0;0;0;1876;568;319;71;32;515;102;4;16;13;1129;9;5;2;1;0;0;0;0;0;0;1876;568;319;71;32;515;102;4;16;137;3156;577;458;289;0;1670;0;95;46;0.0;0;2001-09-15 05:26:34;1000531594;2;9
66;299;293;1653;3;14;0;124;1.0732017823042648;711;0;1;0;0;0;0;0;0;0;0;464;187;105;40;32;18;10;3;0;11;711;0;1;0;0;0;0;0;0;0;0;464;187;105;40;32;18;10;3;0;161;675;385;226;73;0;1002;0;46;20;0.0;0;2001-09-15 05:31:34;1000531894;3;9
67;659;612;2949;4;17;0;358;1.3321930824781452;980;0;2;0;0;0;0;0;0;0;0;782;512;140;100;20;22;10;12;51;11;980;0;2;0;0;0;0;0;0;0;0;782;512;140;100;20;22;10;12;51;99;1491;464;219;316;0;1300;0;62;47;0.0;0;2001-09-15 05:36:34;1000532194;4;10
68;734;797;5044;5;19;0;409;2.093429442750208;1680;4;9;6;0;2;0;0;0;0;0;503;443;232;88;118;92;65;7;358;14;1680;4;9;6;0;2;0;0;0;0;0;503;443;232;88;118;92;65;7;358;170;1751;988;289;1362;0;1621;0;144;41;0.0;0;2001-09-15 05:41:34;1000532494;5;9
69;554;363;3151;6;17;0;154;1.4242837653478855;1063;22;5;5;0;0;0;0;0;0;0;1051;433;125;63;36;12;4;0;113;12;1063;22;5;5;0;0;0;0;0;0;0;1051;433;125;63;36;12;4;0;113;202;1686;622;268;193;0;1462;0;67;36;0.0;0;2001-09-15 05:46:34;1000532794;6;9
70;1013;859;5124;2;17;0;138;1.8794326241134751;1319;10;5;5;0;2;0;0;0;0;0;1541;592;373;193;109;43;21;20;279;14;1319;10;5;5;0;2;0;0;0;0;0;1541;592;373;193;109;43;21;20;279;129;2893;919;433;473;0;2073;0;114;55;0.0;0;2001-09-15 05:51:34;1000533094;2;12
71;416;481;2367;5;16;0;149;1.5246615087040618;874;15;1;0;0;0;0;0;0;0;0;502;360;108;61;23;7;3;2;112;11;874;15;1;0;0;0;0;0;0;0;0;502;360;108;61;23;7;3;2;112;143;1019;526;231;296;0;1303;0;111;26;0.0;0;2001-09-15 05:56:34;1000533394;5;14
72;471;433;4454;4;14;0;110;1.2103806228373701;762;0;0;0;0;0;0;0;0;0;0;2801;438;148;73;40;6;2;1;64;9;762;0;0;0;0;0;0;0;0;0;0;2801;438;148;73;40;6;2;1;64;132;3379;474;240;109;0;1920;0;201;48;0.0;0;2001-09-15 06:01:34;1000533694;4;11
73;504;479;2574;6;13;0;109;1.2237701349586416;811;0;0;0;0;0;0;0;0;0;0;798;361;154;97;43;17;8;4;4;9;811;0;0;0;0;0;0;0;0;0;0;798;361;154;97;43;17;8;4;4;116;1241;522;309;249;0;1467;0;187;46;0.0;0;2001-09-15 06:06:34;1000533994;3;12
74;1058;690;4691;7;17;0;218;1.8440545808966862;1408;37;26;0;0;0;3;0;0;0;0;979;656;393;159;154;113;119;33;24;15;1408;37;26;0;0;0;3;0;0;0;0;979;656;393;159;154;113;119;33;24;194;2283;919;490;560;0;1991;0;187;70;0.0;0;2001-09-15 06:11:34;1000534294;5;11
75;555;489;2535;5;15;0;79;1.3595976529756915;840;5;1;5;0;0;0;0;0;0;0;776;334;203;98;82;32;6;2;2;12;840;5;1;5;0;0;0;0;0;0;0;776;334;203;98;82;32;6;2;2;120;1206;594;387;118;0;1245;0;75;33;0.0;0;2001-09-15 06:16:34;1000534594;5;11
76;1172;1107;4482;7;17;0;260;2.0046511627906978;1352;3;8;7;1;0;0;0;0;0;0;998;642;218;309;449;229;69;4;11;13;1352;3;8;7;1;0;0;0;0;0;0;998;642;218;309;449;229;69;4;11;154;2698;836;352;142;0;1420;0;130;185;0.0;0;2001-09-15 06:21:34;1000534894;5;11
77;550;654;3566;9;12;0;199;1.2020604852110335;1243;0;0;0;0;0;0;0;0;0;0;793;458;331;97;36;25;12;13;1;9;1243;0;0;0;0;0;0;0;0;0;0;793;458;331;97;36;25;12;13;1;145;1510;772;383;509;0;1427;0;236;94;0.0;0;2001-09-15 06:26:34;1000535194;4;9
78;486;488;2851;2;15;0;163;1.2820315505963833;1108;0;7;5;0;0;0;0;0;0;0;704;291;281;69;62;45;13;7;7;12;1108;0;7;5;0;0;0;0;0;0;0;704;291;281;69;62;45;13;7;7;145;1276;737;278;245;0;1394;0;86;134;0.0;0;2001-09-15 06:31:34;1000535494;2;10
79;299;383;2536;4;13;0;240;1.1836306400839454;986;3;2;0;0;0;0;0;0;0;0;418;250;86;42;26;21;19;6;47;11;986;3;2;0;0;0;0;0;0;0;0;418;250;86;42;26;21;19;6;47;129;788;574;175;589;0;1138;0;141;19;0.0;0;2001-09-15 06:36:34;1000535794;4;9
80;657;784;3505;3;17;0;242;1.4370779619398404;1290;2;6;0;1;1;0;0;0;0;0;734;599;263;137;129;53;16;18;9;14;1290;2;6;0;1;1;0;0;0;0;0;734;599;263;137;129;53;16;18;9;141;1720;829;326;232;0;1647;0;119;51;0.0;0;2001-09-15 06:41:34;1000536094;3;10
81;566;788;3346;4;17;0;227;1.5086271567891973;893;6;2;0;1;0;0;0;0;0;0;732;567;129;174;77;34;22;26;3;13;893;6;2;0;1;0;0;0;0;0;0;732;567;129;174;77;34;22;26;3;120;1553;489;277;619;0;1577;0;85;25;0.0;0;2001-09-15 06:46:34;1000536394;4;9
82;472;570;3006;4;12;0;210;1.2087458745874586;1068;5;1;0;0;0;0;0;0;0;0;587;309;240;157;41;10;0;3;3;11;1068;5;1;0;0;0;0;0;0;0;0;587;309;240;157;41;10;0;3;3;138;1146;660;270;549;0;1249;0;48;6;0.0;0;2001-09-15 06:51:34;1000536694;2;10
83;556;395;2700;4;19;0;161;1.7767253044654938;920;0;36;1;0;28;0;0;0;0;0;437;329;183;96;89;33;57;3;5;14;920;0;36;1;0;28;0;0;0;0;0;437;329;183;96;89;33;57;3;5;117;1177;591;171;461;0;1272;0;79;38;0.0;0;2001-09-15 06:56:34;1000536994;4;10
84;652;734;5162;7;17;0;541;1.433825578155475;1617;0;2;2;0;34;0;0;0;0;0;810;496;224;98;194;22;73;8;9;14;1617;0;2;2;0;34;0;0;0;0;0;810;496;224;98;194;22;73;8;9;94;1732;920;302;1491;0;1916;15;185;47;0.0;0;2001-09-15 07:01:34;1000537294;4;9
85;657;1140;3819;4;19;0;177;1.4965119805884137;1217;24;3;0;0;0;3;3;0;0;0;905;488;370;85;84;51;27;11;26;16;1217;24;3;0;0;0;3;3;0;0;0;905;488;370;85;84;51;27;11;26;255;1703;641;521;124;0;1019;0;102;25;0.0;0;2001-09-15 07:06:34;1000537594;4;10
86;1242;813;3883;3;13;0;151;1.7576002152273338;1156;7;3;0;0;0;0;0;0;0;0;829;683;544;147;164;118;44;19;3;11;1156;7;3;0;0;0;0;0;0;0;0;829;683;544;147;164;118;44;19;3;205;2253;742;366;159;0;1563;0;171;212;0.0;0;2001-09-15 07:11:34;1000537894;3;10
87;490;729;2616;7;12;0;164;1.3591492776886036;992;0;0;0;0;0;0;0;0;0;0;538;516;151;187;66;19;12;11;0;8;992;0;0;0;0;0;0;0;0;0;0;538;516;151;187;66;19;12;11;0;249;1049;490;540;102;0;1310;0;70;95;0.0;0;2001-09-15 07:16:34;1000538194;5;9
88;556;772;3247;4;17;0;185;1.4921981004070557;982;0;0;0;0;0;0;0;0;0;0;746;559;384;138;55;42;34;6;2;9;982;0;0;0;0;0;0;0;0;0;0;746;559;384;138;55;42;34;6;2;108;1510;617;528;254;0;1560;8;112;138;0.0;0;2001-09-15 07:21:34;1000538494;4;10
89;499;647;3250;6;15;0;261;1.4160189253126056;959;0;2;0;0;0;0;0;0;0;0;959;479;288;124;47;57;40;2;2;11;959;0;2;0;0;0;0;0;0;0;0;959;479;288;124;47;57;40;2;2;129;1690;515;364;182;0;1384;18;113;32;0.0;0;2001-09-15 07:26:34;1000538794;3;11
90;417;405;2679;4;17;0;168;1.412536443148688;814;17;8;3;0;0;0;0;0;0;0;594;344;116;50;27;29;9;12;35;12;814;17;8;3;0;0;0;0;0;0;0;594;344;116;50;27;29;9;12;35;130;1062;462;236;603;0;1367;0;112;36;0.0;0;2001-09-15 07:31:34;1000539094;2;11
91;2121;2779;10036;4;17;0;139;1.6187232694440044;967;1;4;0;0;0;0;0;0;0;0;2838;684;1544;161;60;25;3;22;4;11;967;1;4;0;0;0;0;0;0;0;0;2838;684;1544;161;60;25;3;22;4;250;5091;503;330;3395;0;1511;0;299;65;0.0;0;2001-09-15 07:36:34;1000539394;4;9
92;1028;2724;6572;4;17;0;259;1.6105540029590661;1519;2;5;2;2;0;0;0;0;0;0;1269;2535;296;162;124;72;48;14;33;13;1519;2;5;2;2;0;0;0;0;0;0;1269;2535;296;162;124;72;48;14;33;238;3747;891;948;455;0;1622;0;149;163;0.0;0;2001-09-15 07:41:34;1000539694;4;12
93;431;547;3173;7;16;0;224;1.074822695035461;1347;1;0;0;0;0;0;0;0;0;0;655;455;200;43;61;39;9;8;2;10;1347;1;0;0;0;0;0;0;0;0;0;655;455;200;43;61;39;9;8;2;143;1257;873;323;298;0;1425;0;82;35;0.0;0;2001-09-15 07:46:34;1000539994;7;9
94;469;743;2789;5;17;0;146;1.9002634550244637;946;38;18;0;0;0;0;0;0;0;0;461;464;377;135;88;48;21;13;48;11;946;38;18;0;0;0;0;0;0;0;0;461;464;377;135;88;48;21;13;48;139;1424;601;347;69;0;1564;0;72;36;0.0;0;2001-09-15 07:51:34;1000540294;5;10
95;619;500;2935;3;15;0;122;1.4086990595611286;887;0;0;0;0;0;0;0;0;0;0;664;514;242;151;42;25;8;14;5;9;887;0;0;0;0;0;0;0;0;0;0;664;514;242;151;42;25;8;14;5;125;1462;576;267;319;0;1509;0;82;19;0.0;0;2001-09-15 07:56:34;1000540594;3;10
96;527;702;2793;6;17;0;133;1.6274586939417781;785;0;2;2;0;0;0;0;0;0;0;616;393;518;104;61;36;11;5;9;12;785;0;2;2;0;0;0;0;0;0;0;616;393;518;104;61;36;11;5;9;147;1596;444;222;201;0;1280;0;108;34;0.0;0;2001-09-15 08:01:34;1000540894;6;9
97;342;389;1815;5;12;0;78;1.2974644403215831;654;0;0;0;0;0;0;0;0;0;0;411;267;120;93;27;35;4;6;0;8;654;0;0;0;0;0;0;0;0;0;0;411;267;120;93;27;35;4;6;0;146;747;379;267;193;0;994;0;98;20;0.0;0;2001-09-15 08:06:34;1000541194;5;9
98;359;732;2327;7;17;0;115;1.2590120160213618;871;1;0;0;0;0;0;0;0;0;0;681;312;208;67;31;70;2;3;1;10;871;1;0;0;0;0;0;0;0;0;0;681;312;208;67;31;70;2;3;1;167;1184;530;251;70;0;938;0;178;58;0.0;0;2001-09-15 08:11:34;1000541494;5;10
99;734;529;2373;4;17;0;233;1.5432363013698631;643;0;0;0;0;0;0;0;0;0;0;680;578;224;91;58;24;9;25;4;9;643;0;0;0;0;0;0;0;0;0;0;680;578;224;91;58;24;9;25;4;124;1578;245;156;28;0;1065;0;128;20;0.0;0;2001-09-15 08:16:34;1000541794;4;10
100;519;396;2613;5;15;0;123;1.1936547177585497;845;0;0;0;0;0;0;0;0;0;0;813;458;186;56;45;13;6;4;1;9;845;0;0;0;0;0;0;0;0;0;0;813;458;186;56;45;13;6;4;1;165;1389;510;240;173;0;1323;0;120;41;0.0;0;2001-09-15 08:21:34;1000542094;5;9
101;410;562;2808;4;18;0;150;1.104201680672269;982;0;0;0;0;0;0;0;0;0;0;821;267;148;65;47;28;14;4;4;9;982;0;0;0;0;0;0;0;0;0;0;821;267;148;65;47;28;14;4;4;131;1234;636;229;388;0;1314;21;126;88;0.0;0;2001-09-15 08:26:34;1000542394;3;10
102;351;379;2413;4;18;0;234;1.0745513115508514;1006;0;0;0;0;0;0;0;0;0;0;563;278;169;98;40;16;3;0;0;7;1006;0;0;0;0;0;0;0;0;0;0;563;278;169;98;40;16;3;0;0;166;975;535;263;211;0;1053;0;173;27;0.0;0;2001-09-15 08:31:34;1000542694;4;9
103;392;346;2038;4;16;0;117;1.3043707214323328;698;0;0;0;0;0;0;0;0;0;0;561;292;188;90;35;20;7;8;0;8;698;0;0;0;0;0;0;0;0;0;0;561;292;188;90;35;20;7;8;0;102;1062;443;175;113;0;1066;0;119;20;0.0;0;2001-09-15 08:36:34;1000542994;4;11
104;344;320;1888;5;15;0;146;1.092928112215079;735;0;0;0;0;0;0;0;0;0;0;498;235;135;70;21;9;7;0;1;9;735;0;0;0;0;0;0;0;0;0;0;498;235;135;70;21;9;7;0;1;118;852;412;183;154;0;1123;0;56;24;0.0;0;2001-09-15 08:41:34;1000543294;5;12
105;300;345;1448;4;14;0;100;1.0740203193033382;521;5;0;0;0;0;0;0;0;0;0;566;141;81;23;21;8;7;0;5;10;521;5;0;0;0;0;0;0;0;0;0;566;141;81;23;21;8;7;0;5;88;728;282;180;43;0;864;0;50;9;0.0;0;2001-09-15 08:46:34;1000543594;4;9
106;509;452;3443;3;15;0;154;1.494167962674961;948;0;0;0;0;0;0;0;0;0;0;582;335;452;119;81;37;13;4;1;9;948;0;0;0;0;0;0;0;0;0;0;582;335;452;119;81;37;13;4;1;112;1495;624;187;858;0;1389;0;96;16;0.0;0;2001-09-15 08:51:34;1000543894;3;9
107;517;680;4104;3;15;0;148;1.0230710074339913;1796;0;0;0;0;0;0;0;0;0;0;1151;520;199;82;65;73;10;3;2;9;1796;0;0;0;0;0;0;0;0;0;0;1151;520;199;82;65;73;10;3;2;137;1915;1427;274;142;0;1215;13;162;42;0.0;0;2001-09-15 08:56:34;1000544194;3;9
108;1109;563;4569;3;13;0;458;1.3705924682177981;1912;0;0;0;0;0;0;0;0;0;0;835;561;523;125;38;14;14;7;140;9;1912;0;0;0;0;0;0;0;0;0;0;835;561;523;125;38;14;14;7;140;131;2003;1266;311;382;0;1177;1;228;23;0.0;0;2001-09-15 09:01:34;1000544494;3;9
109;1434;942;5182;4;13;0;500;2.064200680272109;1567;208;0;0;0;0;0;0;0;0;0;1270;560;581;108;97;51;12;60;190;10;1567;208;0;0;0;0;0;0;0;0;0;1270;560;581;108;97;51;12;60;190;119;2951;897;237;446;0;1406;0;174;60;0.0;0;2001-09-15 09:06:34;1000544794;4;10
110;848;778;3635;4;15;0;259;1.4440078585461689;1434;1;0;0;0;0;0;0;0;0;0;622;683;459;197;109;14;2;39;3;10;1434;1;0;0;0;0;0;0;0;0;0;622;683;459;197;109;14;2;39;3;135;1912;987;270;65;0;1005;0;198;102;0.0;0;2001-09-15 09:11:34;1000545094;4;10
111;453;555;2543;5;12;0;153;1.116532258064516;1014;0;0;0;0;0;0;0;0;0;0;765;393;148;95;34;11;4;14;2;9;1014;0;0;0;0;0;0;0;0;0;0;765;393;148;95;34;11;4;14;2;205;1261;552;309;54;0;946;0;302;44;0.0;0;2001-09-15 09:16:34;1000545394;3;11
112;234;206;1389;4;12;0;98;1.1410788381742738;559;0;0;0;0;0;0;0;0;0;0;318;147;81;37;35;10;12;1;5;9;559;0;0;0;0;0;0;0;0;0;0;318;147;81;37;35;10;12;1;5;108;517;305;177;166;0;825;0;150;21;0.0;0;2001-09-15 09:21:34;1000545694;4;9
113;244;314;1461;4;13;0;124;1.485171102661597;539;4;0;0;0;0;0;0;0;0;0;341;187;93;24;47;9;45;15;11;10;539;4;0;0;0;0;0;0;0;0;0;341;187;93;24;47;9;45;15;11;80;606;304;201;136;0;763;0;46;9;0.0;0;2001-09-15 09:26:34;1000545994;4;9
114;535;559;2928;4;15;0;207;1.3083975064173083;1057;1;0;2;0;0;0;0;0;0;0;855;364;194;97;36;57;54;9;1;12;1057;1;0;2;0;0;0;0;0;0;0;855;364;194;97;36;57;54;9;1;134;1490;654;242;193;0;1256;0;77;17;0.0;0;2001-09-15 09:31:34;1000546294;4;13
115;537;562;2669;4;15;0;144;1.4617697594501717;921;2;1;16;2;0;0;0;0;0;0;624;283;191;156;77;31;10;0;14;13;921;2;1;16;2;0;0;0;0;0;0;624;283;191;156;77;31;10;0;14;113;1174;612;285;340;0;1093;0;106;39;0.0;0;2001-09-15 09:36:34;1000546594;4;9
116;383;405;2179;4;12;0;215;1.3027927486526212;983;2;0;0;0;0;0;0;0;0;0;442;222;166;65;42;51;66;1;1;10;983;2;0;0;0;0;0;0;0;0;0;442;222;166;65;42;51;66;1;1;107;924;622;173;134;0;1047;0;127;14;0.0;0;2001-09-15 09:41:34;1000546894;4;10
117;1031;1054;4451;4;12;0;236;1.336301851417858;1674;3;0;0;0;0;0;0;0;0;0;790;965;605;124;43;22;36;3;2;10;1674;3;0;0;0;0;0;0;0;0;0;790;965;605;124;43;22;36;3;2;194;2365;1172;300;139;0;1314;6;222;191;0.0;0;2001-09-15 09:46:34;1000547194;3;9
118;603;608;2525;5;14;0;211;1.66301600673968;929;2;1;0;0;0;0;0;0;0;0;398;351;333;189;45;65;47;8;6;11;929;2;1;0;0;0;0;0;0;0;0;398;351;333;189;45;65;47;8;6;131;1229;542;261;130;0;1241;0;64;24;0.0;0;2001-09-15 09:51:34;1000547494;4;10
119;936;456;3652;4;17;0;205;1.4865131578947368;1024;5;0;4;0;0;0;0;0;0;0;848;514;341;122;119;36;5;10;12;12;1024;5;0;4;0;0;0;0;0;0;0;848;514;341;122;119;36;5;10;12;132;1885;594;224;586;0;1743;0;229;88;0.0;0;2001-09-15 09:56:34;1000547794;3;12
120;639;563;3004;2;14;0;197;1.2177094767654593;1118;0;0;0;0;0;0;0;0;0;0;683;497;199;170;41;13;7;3;2;9;1118;0;0;0;0;0;0;0;0;0;0;683;497;199;170;41;13;7;3;2;127;1426;680;303;240;0;1449;0;147;64;0.0;0;2001-09-15 10:01:34;1000548094;2;10
121;645;566;2705;3;14;0;128;1.3213603362628965;984;0;1;4;0;0;0;0;0;0;0;803;356;172;176;76;37;5;0;3;12;984;0;1;4;0;0;0;0;0;0;0;803;356;172;176;76;37;5;0;3;135;1412;665;277;85;0;1300;0;127;41;0.0;0;2001-09-15 10:06:34;1000548394;3;9
122;1548;460;3960;2;17;0;243;1.7977184195882026;1007;4;1;0;0;0;1;0;0;0;0;856;742;405;293;139;89;30;14;13;15;1007;4;1;0;0;0;1;0;0;0;0;856;742;405;293;139;89;30;14;13;97;2350;609;295;359;0;1605;0;115;76;0.0;0;2001-09-15 10:11:34;1000548694;2;10
123;1187;1547;8476;10;13;0;577;1.4217643271088216;2262;4;0;0;0;0;0;0;0;0;0;1631;1116;538;309;153;118;53;17;11;10;2262;4;0;0;0;0;0;0;0;0;0;1631;1116;538;309;153;118;53;17;11;339;2880;1210;1206;2237;0;1751;6;175;103;0.0;0;2001-09-15 10:16:34;1000548994;9;9
124;659;476;8010;4;14;0;182;1.268349970640047;1404;0;1;0;0;0;0;0;0;0;0;1029;418;246;65;100;78;46;15;4;11;1404;0;1;0;0;0;0;0;0;0;0;1029;418;246;65;100;78;46;15;4;179;1747;995;303;4601;0;2222;2;343;74;0.0;0;2001-09-15 10:21:34;1000549294;2;9
125;422;679;2236;2;14;0;127;1.719815668202765;741;0;0;0;0;0;0;0;0;0;0;482;237;353;196;104;18;11;24;4;9;741;0;0;0;0;0;0;0;0;0;0;482;237;353;196;104;18;11;24;4;87;1021;470;465;65;0;968;0;178;212;0.0;0;2001-09-15 10:26:34;1000549594;2;10
126;743;989;9342;8;15;0;175;0.8902994791666666;4176;0;14;4;0;0;0;0;0;0;0;3265;1045;399;182;91;26;2;10;2;12;4176;0;14;4;0;0;0;0;0;0;0;3265;1045;399;182;91;26;2;10;2;181;4787;3720;353;123;0;2569;2;255;89;0.0;0;2001-09-15 10:31:34;1000549894;8;10
127;1515;1308;6055;5;15;0;494;1.151158884783339;2242;0;3;7;0;0;0;0;0;0;0;1798;1091;555;222;22;6;6;2;0;12;2242;0;3;7;0;0;0;0;0;0;0;1798;1091;555;222;22;6;6;2;0;375;2866;1119;1100;78;0;1334;0;112;255;0.0;0;2001-09-15 10:36:34;1000550194;4;11
128;372;351;1740;4;14;0;124;1.304240934234788;611;1;1;0;0;0;0;0;0;0;0;425;302;157;76;39;5;8;2;0;11;611;1;1;0;0;0;0;0;0;0;0;425;302;157;76;39;5;8;2;0;106;843;324;230;93;0;941;0;190;36;0.0;0;2001-09-15 10:41:34;1000550494;4;9
129;1072;931;4457;4;16;0;230;1.7578020805548147;1191;0;16;8;0;0;0;0;0;0;0;835;659;396;385;163;58;30;8;0;12;1191;0;16;8;0;0;0;0;0;0;0;835;659;396;385;163;58;30;8;0;182;2217;703;417;626;0;1643;0;203;28;0.0;0;2001-09-15 10:46:34;1000550794;4;10
130;669;697;3048;4;13;0;148;1.8658849395382924;943;1;1;0;0;0;0;0;0;0;0;590;396;296;167;81;138;51;42;23;11;943;1;1;0;0;0;0;0;0;0;0;590;396;296;167;81;138;51;42;23;124;1462;612;383;268;0;1315;0;153;34;0.0;0;2001-09-15 10:51:34;1000551094;4;10
131;234;214;1403;4;12;0;105;1.1053828658074298;567;2;0;0;0;0;0;0;0;0;0;406;179;77;39;21;18;7;2;1;10;567;2;0;0;0;0;0;0;0;0;0;406;179;77;39;21;18;7;2;1;97;648;328;141;82;0;893;0;117;13;0.0;0;2001-09-15 10:56:34;1000551394;4;9
132;319;428;1919;7;12;0;84;1.5308988764044944;654;7;0;0;0;0;0;0;0;0;0;578;210;124;42;28;44;48;28;17;10;654;7;0;0;0;0;0;0;0;0;0;578;210;124;42;28;44;48;28;17;98;860;432;306;123;0;971;0;102;25;0.0;0;2001-09-15 11:01:34;1000551694;5;9
133;1038;949;5660;4;17;0;245;0.9389428263214671;2086;0;0;0;0;0;0;0;0;0;0;1485;618;280;88;46;20;9;1;2;9;2086;0;0;0;0;0;0;0;0;0;0;1485;618;280;88;46;20;9;1;2;87;1925;1675;703;777;0;1278;2;239;67;0.0;0;2001-09-15 11:06:34;1000551994;3;9
134;311;344;1748;7;18;0;139;1.1981538461538461;689;1;0;0;0;0;0;0;0;0;0;428;246;145;40;51;11;12;1;1;10;689;1;0;0;0;0;0;0;0;0;0;428;246;145;40;51;11;12;1;1;87;805;408;186;111;0;984;0;112;54;0.0;0;2001-09-15 11:11:34;1000552294;5;9
135;412;529;3598;2;15;0;163;1.4278050961108628;722;0;14;9;0;0;0;0;0;0;0;638;543;166;66;51;14;5;9;0;12;722;0;14;9;0;0;0;0;0;0;0;638;543;166;66;51;14;5;9;0;104;1373;403;194;1327;0;1515;0;111;26;0.0;0;2001-09-15 11:16:34;1000552594;2;9
136;446;1162;3338;5;11;0;182;1.5223529411764707;893;0;0;4;1;0;2;1;0;0;0;686;787;413;87;45;44;10;2;0;16;893;0;0;4;1;0;2;1;0;0;0;686;787;413;87;45;44;10;2;0;141;1854;517;281;322;0;1437;0;108;116;0.0;0;2001-09-15 11:21:34;1000552894;5;9
137;729;649;3758;5;11;0;259;1.2441962973846605;1062;0;0;0;0;0;0;0;0;0;0;1333;561;218;116;26;79;7;1;0;8;1062;0;0;0;0;0;0;0;0;0;0;1333;561;218;116;26;79;7;1;0;104;2149;661;230;281;0;1403;0;91;36;0.0;0;2001-09-15 11:26:34;1000553194;5;10
138;507;1088;7870;6;14;0;544;0.9050670939315041;2551;0;0;0;0;0;0;0;0;0;0;1292;654;273;124;49;23;9;4;14;9;2551;0;0;0;0;0;0;0;0;0;0;1292;654;273;124;49;23;9;4;14;128;2224;1823;274;2857;0;1298;0;197;45;0.0;0;2001-09-15 11:31:34;1000553494;6;14
139;528;558;2434;12;14;0;103;1.5275555555555556;781;2;1;0;0;0;0;0;0;0;0;557;404;243;146;15;61;36;1;3;11;781;2;1;0;0;0;0;0;0;0;0;557;404;243;146;15;61;36;1;3;106;1317;515;209;175;0;880;0;159;95;0.0;0;2001-09-15 11:36:34;1000553794;6;10
140;632;720;4158;4;15;0;279;1.2830393487109906;1523;7;0;0;0;0;0;0;0;0;0;849;698;331;169;20;12;45;22;9;10;1523;7;0;0;0;0;0;0;0;0;0;849;698;331;169;20;12;45;22;9;155;1925;1017;309;445;0;1366;12;108;30;0.0;0;2001-09-15 11:41:34;1000554094;4;9
141;2107;277;4647;4;13;0;256;1.2370907492858711;1229;0;2;0;0;0;0;0;0;0;0;1816;1074;120;276;27;4;3;0;0;11;1229;0;2;0;0;0;0;0;0;0;0;1816;1074;120;276;27;4;3;0;0;131;2724;794;646;94;0;867;0;147;166;0.0;0;2001-09-15 11:46:34;1000554394;2;11
142;1691;1410;7124;3;11;0;331;1.5817162570073307;1137;0;0;0;0;0;0;0;0;0;0;2268;2121;1290;95;36;7;2;1;0;8;1137;0;0;0;0;0;0;0;0;0;0;2268;2121;1290;95;36;7;2;1;0;223;5612;492;299;141;0;1756;0;199;280;0.0;0;2001-09-15 11:51:34;1000554694;3;8
143;368;1025;3734;4;13;0;384;1.3109721432632178;1124;0;0;0;0;0;0;0;0;0;0;967;903;371;55;84;12;2;0;0;7;1124;0;0;0;0;0;0;0;0;0;0;967;903;371;55;84;12;2;0;0;206;2183;471;274;207;0;1291;0;132;108;0.0;0;2001-09-15 11:56:34;1000554994;4;9
144;541;390;2621;5;21;0;196;1.4682468694096602;1032;2;2;0;0;0;3;0;0;0;0;492;265;165;50;43;85;41;37;19;15;1032;2;2;0;0;0;3;0;0;0;0;492;265;165;50;43;85;41;37;19;109;1091;687;153;374;3;1089;2;113;32;0.0011446012972148034;2;2001-09-15 12:01:34;1000555294;5;9
145;739;400;2918;3;14;0;191;1.4109483423284503;941;1;0;0;0;0;0;0;0;0;0;739;417;244;103;43;55;31;9;11;10;941;1;0;0;0;0;0;0;0;0;0;739;417;244;103;43;55;31;9;11;132;1504;560;207;321;1;1182;0;146;36;0.0003427004797806717;1;2001-09-15 12:06:34;1000555594;3;9
