;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
146;357;867;3279;6;12;0;146;1.188128772635815;1156;0;0;0;0;0;0;0;0;0;0;782;665;183;122;60;6;7;0;1;9;1156;0;0;0;0;0;0;0;0;0;0;782;665;183;122;60;6;7;0;1;248;1155;654;779;142;0;1062;0;181;39;0.0;0;2001-09-15 12:11:34;1000555894;6;9
147;626;762;3018;6;11;0;138;1.6693610469591993;782;1;0;0;0;0;0;0;0;0;0;604;500;340;215;105;40;10;1;0;10;782;1;0;0;0;0;0;0;0;0;0;604;500;340;215;105;40;10;1;0;123;1659;475;203;399;16;1326;0;155;58;0.005301524188204109;2;2001-09-15 12:16:34;1000556194;6;9
148;763;433;3067;7;15;0;157;1.4220287660862982;959;0;0;0;0;0;0;0;0;0;0;652;485;337;72;38;69;10;18;2;9;959;0;0;0;0;0;0;0;0;0;0;652;485;337;72;38;69;10;18;2;90;1501;681;213;414;2;1216;0;96;28;0.0006521030322791001;1;2001-09-15 12:21:34;1000556494;6;11
149;2811;520;6806;4;13;0;2190;0.9412205727995202;2882;1;0;0;0;0;0;0;0;0;0;2527;599;373;116;112;34;10;10;5;10;2882;1;0;0;0;0;0;0;0;0;0;2527;599;373;116;112;34;10;10;5;122;3582;519;256;121;1;1468;0;213;50;0.00014692918013517486;1;2001-09-15 12:26:34;1000556794;4;9
150;7462;7177;22873;5;15;0;2282;1.596245826188972;3887;13;18;5;1;0;0;0;0;0;0;6751;8755;1419;661;322;197;72;32;29;13;3887;13;18;5;1;0;0;0;0;0;0;6751;8755;1419;661;322;197;72;32;29;162;17641;1343;734;637;5;4192;71;620;200;0.00021856968001398845;1;2001-09-15 12:31:34;1000557094;5;11
151;869;1218;5524;9;16;0;370;1.3966437833714722;1979;8;0;0;0;0;0;0;0;0;0;1355;871;597;174;58;118;39;16;29;10;1979;8;0;0;0;0;0;0;0;0;0;1355;871;597;174;58;118;39;16;29;298;2742;1115;719;267;8;1780;9;194;133;0.001448225923244026;1;2001-09-15 12:36:34;1000557394;6;9
152;1462;1369;5881;6;13;0;447;1.5032561505065123;1900;2;1;0;0;0;0;0;0;0;0;1332;1376;333;190;96;198;42;48;10;11;1900;2;1;0;0;0;0;0;0;0;0;1332;1376;333;190;96;198;42;48;10;244;3239;1122;476;334;1;1987;0;220;45;0.00017003910899506886;1;2001-09-15 12:41:34;1000557694;3;12
153;973;909;4053;3;12;0;243;1.7642298354464527;1318;2;0;0;0;0;0;0;0;0;0;674;719;400;174;129;218;34;30;9;10;1318;2;0;0;0;0;0;0;0;0;0;674;719;400;174;129;218;34;30;9;173;1907;761;623;297;10;1556;0;177;32;0.002467308166790032;1;2001-09-15 12:46:34;1000557994;3;11
154;609;693;2851;5;13;0;158;1.5534156976744187;956;3;0;0;0;0;0;0;0;0;0;668;503;312;114;74;72;29;15;6;10;956;3;0;0;0;0;0;0;0;0;0;668;503;312;114;74;72;29;15;6;235;1325;493;541;72;4;1304;0;194;28;0.0014030164854437039;1;2001-09-15 12:51:34;1000558294;5;10
155;640;501;4615;6;11;0;261;0.9433376455368694;1885;0;0;0;0;0;0;0;0;0;0;1189;379;157;137;67;29;5;17;0;8;1885;0;0;0;0;0;0;0;0;0;0;1189;379;157;137;67;29;5;17;0;265;1801;1254;284;720;14;1594;0;262;34;0.0030335861321776816;1;2001-09-15 12:56:34;1000558594;6;10
156;1290;1277;4914;6;15;0;316;1.648018648018648;1557;0;4;3;1;0;0;0;0;0;0;972;1087;459;282;198;67;71;18;0;13;1557;0;4;3;1;0;0;0;0;0;0;972;1087;459;282;198;67;71;18;0;248;2599;873;683;180;1;1413;0;137;82;0.0002035002035002035;1;2001-09-15 13:01:34;1000558894;5;12
157;697;2464;6272;4;15;0;225;1.1060412484029933;1807;2;0;2;0;0;0;0;0;0;0;2614;487;202;127;155;51;24;7;1;12;1807;2;0;2;0;0;0;0;0;0;0;2614;487;202;127;155;51;24;7;1;167;3472;1328;287;734;3;1632;0;173;101;0.00047831632653061223;1;2001-09-15 13:06:34;1000559194;4;13
158;1478;1545;5956;11;15;0;397;1.694189602446483;2129;0;0;1;0;0;0;0;0;0;0;1158;989;667;351;274;212;77;14;14;12;2129;0;0;1;0;0;0;0;0;0;0;1158;989;667;351;274;212;77;14;14;296;3317;1254;622;59;1;2122;0;179;172;0.000167897918065816;1;2001-09-15 13:11:34;1000559494;3;12
159;2212;872;6393;5;14;0;169;1.7632027257240204;1284;4;0;3;0;0;0;0;0;0;0;1352;1232;768;311;164;113;44;3;5;12;1284;4;0;3;0;0;0;0;0;0;0;1352;1232;768;311;164;113;44;3;5;102;3728;916;368;1092;7;1834;0;225;105;0.0010949475989363367;1;2001-09-15 13:16:34;1000559794;5;10
160;779;1660;5400;3;13;0;448;1.5990556757820185;2089;0;0;0;0;0;0;0;0;0;0;802;780;576;412;233;130;48;8;5;9;2089;0;0;0;0;0;0;0;0;0;0;802;780;576;412;233;130;48;8;5;387;1978;1095;1175;301;5;1961;0;139;117;0.000925925925925926;1;2001-09-15 13:21:34;1000560094;3;11
161;447;789;3391;5;15;0;239;1.2895927601809956;1262;0;3;0;0;0;0;0;0;0;0;1007;526;263;97;34;39;72;10;2;11;1262;0;3;0;0;0;0;0;0;0;0;1007;526;263;97;34;39;72;10;2;230;1772;706;368;60;2;1351;0;142;31;0.0005897965202005308;1;2001-09-15 13:26:34;1000560394;5;11
162;310;328;1809;4;14;0;188;0.9637514384349828;867;1;0;0;0;0;0;0;0;0;0;391;304;103;31;30;0;6;4;1;10;867;1;0;0;0;0;0;0;0;0;0;391;304;103;31;30;0;6;4;1;129;713;476;232;63;5;1026;0;117;24;0.002763957987838585;2;2001-09-15 13:31:34;1000560694;2;9
163;775;1128;3758;4;14;0;190;1.2527322404371584;1083;3;0;0;0;0;0;0;0;0;0;1450;524;444;110;20;8;8;9;1;10;1083;3;0;0;0;0;0;0;0;0;0;1450;524;444;110;20;8;8;9;1;108;2355;729;278;89;0;1525;0;255;124;0.0;0;2001-09-15 13:36:34;1000560994;2;10
164;961;1053;4270;4;16;0;261;1.4749736564805058;1224;2;0;0;0;0;0;0;0;0;0;845;1052;348;154;113;23;17;14;4;10;1224;2;0;0;0;0;0;0;0;0;0;845;1052;348;154;113;23;17;14;4;186;2148;711;490;453;8;1770;0;138;85;0.001873536299765808;2;2001-09-15 13:41:34;1000561294;4;10
165;362;466;4177;6;12;0;263;0.7539772727272728;1939;2;1;0;0;0;0;0;0;0;0;981;335;153;67;23;10;4;3;2;11;1939;2;1;0;0;0;0;0;0;0;0;981;335;153;67;23;10;4;3;2;134;1281;1477;365;585;2;1149;0;151;33;0.00047881254488867607;1;2001-09-15 13:46:34;1000561594;6;9
166;434;411;3343;4;12;0;259;0.9680719156850589;1196;1;0;0;0;0;0;0;0;0;0;1457;308;144;47;44;16;5;3;5;10;1196;1;0;0;0;0;0;0;0;0;0;1457;308;144;47;44;16;5;3;5;154;1859;708;246;99;2;1282;0;166;60;0.0005982650314089142;2;2001-09-15 13:51:34;1000561894;4;10
167;567;436;2368;6;15;0;120;1.7650402652771198;791;45;18;0;0;0;0;0;0;0;0;530;330;173;57;62;16;20;26;43;11;791;45;18;0;0;0;0;0;0;0;0;530;330;173;57;62;16;20;26;43;81;1209;546;155;252;2;1131;0;168;53;0.0008445945945945946;1;2001-09-15 13:56:34;1000562194;3;10
168;506;531;2602;2;19;0;157;1.659846547314578;918;13;20;1;0;0;0;0;0;0;0;580;361;165;92;71;15;15;38;57;12;918;13;20;1;0;0;0;0;0;0;0;580;361;165;92;71;15;15;38;57;105;1286;604;194;246;6;1153;0;272;39;0.0023059185242121443;1;2001-09-15 14:01:34;1000562494;2;9
169;1352;978;4435;5;14;0;375;1.4969583528310717;1293;0;1;0;0;0;0;0;0;0;0;989;1187;470;205;40;53;12;24;0;11;1293;0;1;0;0;0;0;0;0;0;0;989;1187;470;205;40;53;12;24;0;143;2583;715;458;137;1;1796;0;253;164;0.00022547914317925591;1;2001-09-15 14:06:34;1000562794;5;10
170;739;1014;4350;3;14;0;246;1.3092432573972244;1400;0;0;1;0;0;0;0;0;0;0;817;992;359;171;54;21;3;0;1;12;1400;0;0;1;0;0;0;0;0;0;0;817;992;359;171;54;21;3;0;1;297;1938;725;613;471;2;1372;0;187;84;0.0004597701149425287;1;2001-09-15 14:11:34;1000563094;3;10
171;1809;1809;9678;4;12;0;891;0.9805537941238639;4228;0;0;0;0;0;0;0;0;0;0;2630;1445;981;112;45;10;6;5;0;8;4228;0;0;0;0;0;0;0;0;0;0;2630;1445;981;112;45;10;6;5;0;1114;3448;1891;2118;189;3;1201;9;169;316;0.00030998140111593303;1;2001-09-15 14:16:34;1000563394;4;9
172;954;1288;4095;5;14;0;338;1.5486988847583643;1339;0;2;0;0;0;0;0;0;0;0;1016;482;793;211;145;32;13;2;0;11;1339;0;2;0;0;0;0;0;0;0;0;1016;482;793;211;145;32;13;2;0;130;2462;824;281;42;1;1209;0;173;110;0.0002442002442002442;1;2001-09-15 14:21:34;1000563694;5;12
173;1085;1084;5316;3;13;0;360;1.7567154400524132;1589;2;1;0;0;0;0;0;0;0;0;1062;803;265;247;318;139;93;53;7;11;1589;2;1;0;0;0;0;0;0;0;0;1062;803;265;247;318;139;93;53;7;167;2781;943;328;574;9;1596;0;173;37;0.0016926838442730863;2;2001-09-15 14:26:34;1000563994;3;11
174;490;631;2217;4;13;0;169;1.9804923362749651;705;6;0;0;0;0;0;0;0;0;0;476;263;161;238;154;96;25;15;14;10;705;6;0;0;0;0;0;0;0;0;0;476;263;161;238;154;96;25;15;14;79;1205;406;294;55;1;1114;0;99;32;0.0004510599909788002;1;2001-09-15 14:31:34;1000564294;4;10
175;900;1083;4854;4;14;0;268;1.287594390507012;1918;4;2;0;0;0;0;0;0;0;0;944;738;870;60;27;31;22;10;9;11;1918;4;2;0;0;0;0;0;0;0;0;944;738;870;60;27;31;22;10;9;207;2265;1348;547;192;1;1263;0;230;46;0.00020601565718994644;1;2001-09-15 14:36:34;1000564594;4;8
176;458;552;2302;6;12;0;166;1.338865836791148;804;0;0;0;0;0;0;0;0;0;0;599;427;188;46;17;40;13;28;7;9;804;0;0;0;0;0;0;0;0;0;0;599;427;188;46;17;40;13;28;7;162;1228;411;202;120;2;973;0;263;51;0.0008688097306689834;1;2001-09-15 14:41:34;1000564894;6;10
177;865;691;14023;3;14;0;167;0.7378919423118319;7141;0;3;1;0;0;0;0;0;0;0;4547;1475;568;76;49;61;6;9;1;12;7141;0;3;1;0;0;0;0;0;0;0;4547;1475;568;76;49;61;6;9;1;232;6641;6632;265;56;2;3727;4;384;93;0.00014258216297141228;1;2001-09-15 14:46:34;1000565194;3;10
178;2461;2207;15472;4;14;0;1473;0.9420581655480984;6818;1;0;9;0;0;0;0;0;0;0;3142;1912;953;401;69;44;20;32;9;12;6818;1;0;9;0;0;0;0;0;0;0;3142;1912;953;401;69;44;20;32;9;815;4882;3328;2912;2023;8;1605;0;229;2453;0.000517063081695967;1;2001-09-15 14:51:34;1000565494;4;10
179;888;873;5147;4;14;0;532;1.030684500393391;2148;0;1;0;0;0;0;0;0;0;0;1590;875;133;247;57;20;9;2;2;11;2148;0;1;0;0;0;0;0;0;0;0;1590;875;133;247;57;20;9;2;2;104;2276;1032;1140;56;0;1188;0;254;1134;0.0;0;2001-09-15 14:56:34;1000565794;4;9
180;627;287;2738;3;14;0;210;1.3361811191798376;910;15;1;0;0;0;0;0;0;0;0;731;302;129;136;69;20;6;4;18;11;910;15;1;0;0;0;0;0;0;0;0;731;302;129;136;69;20;6;4;18;70;1333;581;147;392;5;1121;16;105;69;0.0018261504747991235;1;2001-09-15 15:01:34;1000566094;3;11
181;511;719;4563;4;12;0;423;1.0762398223538119;1617;0;0;0;0;0;0;0;0;0;0;1464;472;226;167;63;17;25;2;0;8;1617;0;0;0;0;0;0;0;0;0;0;1464;472;226;167;63;17;25;2;0;173;1760;814;883;201;3;1382;0;170;95;0.0006574621959237344;1;2001-09-15 15:06:34;1000566394;4;9
182;468;558;3117;5;16;0;229;1.3436412833397757;1199;1;2;0;2;0;0;0;0;0;0;535;350;199;149;32;37;47;27;7;13;1199;1;2;0;2;0;0;0;0;0;0;535;350;199;149;32;37;47;27;7;112;1212;805;229;505;7;1260;0;192;24;0.002245749117741418;1;2001-09-15 15:11:34;1000566694;5;13
183;746;561;4634;2;12;0;564;0.9122994652406418;1868;0;0;0;0;0;0;0;0;0;0;1071;362;266;101;35;25;6;6;0;8;1868;0;0;0;0;0;0;0;0;0;0;1071;362;266;101;35;25;6;6;0;160;1496;1063;457;838;0;1250;0;194;129;0.0;0;2001-09-15 15:16:34;1000566994;2;10
184;1023;892;5549;8;14;0;407;1.018970698722765;2550;3;0;0;0;0;0;0;0;0;0;1142;984;410;180;29;9;5;7;5;10;2550;3;0;0;0;0;0;0;0;0;0;1142;984;410;180;29;9;5;7;5;638;2103;1181;995;207;3;1195;0;279;285;0.0005392773683264426;1;2001-09-15 15:21:34;1000567294;5;14
185;13419;14195;63294;5;16;0;362;0.9336236933797909;16200;7;0;0;2;0;0;0;0;0;0;39132;5718;1117;431;271;134;32;37;59;13;16200;7;0;0;2;0;0;0;0;0;0;39132;5718;1117;431;271;134;32;37;59;13507;26637;1092;21542;146;21;14683;15;1401;1056;0.0003317797614345525;1;2001-09-15 15:26:34;1000567594;5;12
186;1398;295;4065;4;13;0;309;1.1765586034912718;1212;0;0;0;0;0;0;0;0;0;0;1726;581;235;181;56;14;4;0;1;9;1212;0;0;0;0;0;0;0;0;0;0;1726;581;235;181;56;14;4;0;1;86;2390;793;432;47;2;911;0;146;222;0.0004920049200492004;1;2001-09-15 15:31:34;1000567894;4;10
187;249;430;1547;6;14;0;107;1.2200272479564032;569;0;0;0;0;0;0;0;0;0;0;482;206;94;51;20;23;13;8;2;9;569;0;0;0;0;0;0;0;0;0;0;482;206;94;51;20;23;13;8;2;90;739;334;198;65;4;892;0;58;26;0.002585649644473174;1;2001-09-15 15:36:34;1000568194;6;10
188;608;694;2853;3;15;0;450;1.261747430249633;1023;0;0;0;0;0;0;0;0;0;0;717;556;286;64;23;28;6;20;1;9;1023;0;0;0;0;0;0;0;0;0;0;717;556;286;64;23;28;6;20;1;110;1566;415;183;114;7;1300;0;144;42;0.0024535576586049773;1;2001-09-15 15:41:34;1000568494;3;10
189;465;452;2187;2;12;0;253;0.9841269841269841;940;0;0;0;0;0;0;0;0;0;0;721;224;165;50;26;5;6;3;2;9;940;0;0;0;0;0;0;0;0;0;0;721;224;165;50;26;5;6;3;2;116;1106;506;161;38;5;718;0;184;97;0.002286236854138089;1;2001-09-15 15:46:34;1000568794;2;9
190;1510;1244;7912;5;15;0;503;0.9779741324113203;3614;0;0;0;0;0;0;0;0;0;0;1835;1589;481;272;15;3;0;0;0;6;3614;0;0;0;0;0;0;0;0;0;0;1835;1589;481;272;15;3;0;0;0;1128;2938;1701;1539;92;0;955;0;230;488;0.0;0;2001-09-15 15:51:34;1000569094;5;10
191;450;535;2897;4;13;0;144;1.2513066202090593;874;2;0;0;0;0;0;0;0;0;0;678;366;168;123;68;14;1;2;0;10;874;2;0;0;0;0;0;0;0;0;0;678;366;168;123;68;14;1;2;0;151;1313;459;229;432;32;1183;0;133;190;0.011045909561615464;2;2001-09-15 15:56:34;1000569394;4;10
192;1108;617;3972;5;12;0;313;1.5383597883597884;1439;0;0;0;0;0;0;0;0;0;0;774;767;330;62;196;204;0;7;1;9;1439;0;0;0;0;0;0;0;0;0;0;774;767;330;62;196;204;0;7;1;119;1988;849;511;88;16;1207;0;224;261;0.004028197381671702;1;2001-09-15 16:01:34;1000569694;5;9
193;294;335;2143;6;14;0;151;0.8578005115089514;840;0;0;0;0;0;0;0;0;0;0;731;247;107;20;9;1;0;0;0;6;840;0;0;0;0;0;0;0;0;0;0;731;247;107;20;9;1;0;0;0;103;962;532;207;162;4;902;0;139;18;0.0018665422305179655;2;2001-09-15 16:06:34;1000569994;6;10
194;451;388;2957;3;14;0;122;0.9012677679600462;1244;0;6;0;0;0;0;0;0;0;0;801;314;146;60;24;5;1;2;0;11;1244;0;6;0;0;0;0;0;0;0;0;801;314;146;60;24;5;1;2;0;153;1049;795;484;124;3;919;0;199;35;0.0010145417653026716;1;2001-09-15 16:11:34;1000570294;3;10
195;341;622;2374;4;13;0;163;1.3221089942401418;909;0;2;0;0;0;0;0;0;0;0;609;343;162;33;163;19;16;1;0;11;909;0;2;0;0;0;0;0;0;0;0;609;343;162;33;163;19;16;1;0;118;1177;570;229;99;3;856;0;197;109;0.0012636899747262005;1;2001-09-15 16:16:34;1000570594;4;9
196;411;412;2278;3;15;0;174;1.2448036951501156;890;0;0;6;0;0;0;0;0;0;0;611;317;153;55;110;18;0;4;1;12;890;0;0;6;0;0;0;0;0;0;0;611;317;153;55;110;18;0;4;1;131;1082;543;235;95;9;968;0;178;45;0.003950834064969272;2;2001-09-15 16:21:34;1000570894;3;10
197;408;411;2099;5;16;0;145;1.301043219076006;866;0;0;6;0;4;0;0;0;0;0;503;227;243;76;53;16;15;1;3;14;866;0;0;6;0;4;0;0;0;0;0;503;227;243;76;53;16;15;1;3;114;954;539;261;67;1;1002;0;160;97;0.0004764173415912339;1;2001-09-15 16:26:34;1000571194;5;10
198;476;400;2279;2;15;0;208;1.1228150873965042;872;2;0;4;0;0;0;0;0;0;0;662;347;199;60;10;8;1;6;3;12;872;2;0;4;0;0;0;0;0;0;0;662;347;199;60;10;8;1;6;3;131;1103;487;245;92;6;951;0;196;65;0.0026327336551118913;1;2001-09-15 16:31:34;1000571494;2;10
199;345;263;2705;12;13;0;98;0.9400983459991059;1213;5;0;0;0;0;0;0;0;0;0;487;286;123;63;29;9;8;8;6;10;1213;5;0;0;0;0;0;0;0;0;0;487;286;123;63;29;9;8;8;6;136;909;935;159;460;4;933;0;86;17;0.0014787430683918669;1;2001-09-15 16:36:34;1000571794;6;10
200;528;623;3721;6;16;0;204;1.2471183581669947;1518;0;0;0;0;0;0;0;0;0;0;1039;371;291;140;69;38;84;2;5;9;1518;0;0;0;0;0;0;0;0;0;0;1039;371;291;140;69;38;84;2;5;120;1773;1148;312;151;4;1230;0;99;103;0.0010749798441279225;1;2001-09-15 16:41:34;1000572094;6;11
201;1017;276;6893;4;14;0;688;0.7967153284671533;2979;72;0;0;0;0;0;0;0;0;0;1621;607;113;36;15;13;17;7;0;10;2979;72;0;0;0;0;0;0;0;0;0;1621;607;113;36;15;13;17;7;0;100;2385;2159;148;1409;4;1129;0;133;44;0.0005802988539097636;2;2001-09-15 16:46:34;1000572394;4;9
202;1487;1996;9398;4;14;0;316;1.1981272125157016;3594;0;0;0;0;0;0;0;0;0;0;2350;1341;963;174;202;81;39;11;2;9;3594;0;0;0;0;0;0;0;0;0;0;2350;1341;963;174;202;81;39;11;2;833;3754;1576;2278;355;5;1531;0;130;78;0.0005320280910832092;1;2001-09-15 16:51:34;1000572694;4;10
203;874;1058;5623;3;17;0;326;1.67233238904627;1604;1;75;66;15;0;0;0;0;0;0;1116;656;357;103;142;78;13;8;2;13;1604;1;75;66;15;0;0;0;0;0;0;1116;656;357;103;142;78;13;8;2;196;2260;1012;442;1321;146;1627;1;200;117;0.025964787479992885;3;2001-09-15 16:56:34;1000572994;3;11
204;933;1211;5448;6;15;0;191;1.5968092820884698;1147;0;1;0;0;0;0;0;0;0;0;1092;870;615;245;112;24;19;7;5;11;1147;0;1;0;0;0;0;0;0;0;0;1092;870;615;245;112;24;19;7;5;155;2690;689;412;1187;91;1691;1;203;82;0.01670337738619677;2;2001-09-15 17:01:34;1000573294;4;9
205;492;560;2329;6;16;0;146;1.651901781415503;728;2;6;0;4;0;0;0;0;0;0;464;330;286;134;63;18;8;10;24;13;728;2;6;0;4;0;0;0;0;0;0;464;330;286;134;63;18;8;10;24;115;1173;406;237;220;17;1030;0;275;101;0.0072992700729927005;1;2001-09-15 17:06:34;1000573594;4;12
206;630;877;3947;3;15;0;137;1.5615720524017467;839;9;10;3;3;0;0;0;0;0;0;1192;763;352;151;60;11;13;7;22;13;839;9;10;3;3;0;0;0;0;0;0;1192;763;352;151;60;11;13;7;22;130;2357;521;290;507;57;1299;3;304;56;0.01444134785913352;2;2001-09-15 17:11:34;1000573894;3;11
207;570;519;2829;5;17;0;111;1.395970394736842;914;9;0;0;0;0;0;0;0;0;0;587;543;186;66;18;67;24;12;6;10;914;9;0;0;0;0;0;0;0;0;0;587;543;186;66;18;67;24;12;6;85;1371;640;225;337;8;1191;0;222;78;0.002827854365500177;1;2001-09-15 17:16:34;1000574194;5;11
208;684;896;3448;4;15;0;125;1.7260965604291574;1024;9;0;1;1;1;0;0;0;0;0;573;882;223;175;103;135;33;2;7;14;1024;9;0;1;1;1;0;0;0;0;0;573;882;223;175;103;135;33;2;7;116;1817;719;392;248;29;1506;0;197;140;0.008410672853828306;2;2001-09-15 17:21:34;1000574494;4;9
209;1700;1415;5254;11;16;0;220;2.548331082384719;1513;0;2;2;1;0;0;0;0;0;0;979;437;159;555;813;530;182;10;0;13;1513;0;2;2;1;0;0;0;0;0;0;979;437;159;555;813;530;182;10;0;129;3319;1110;405;61;6;1538;0;153;323;0.0011419870574800152;2;2001-09-15 17:26:34;1000574794;4;9
210;460;677;2434;6;15;0;241;1.6052060737527114;882;0;0;0;0;0;0;0;0;0;0;486;441;119;120;113;90;44;8;2;9;882;0;0;0;0;0;0;0;0;0;0;486;441;119;120;113;90;44;8;2;112;1079;473;400;112;2;1063;0;77;42;0.0008216926869350862;1;2001-09-15 17:31:34;1000575094;4;9
211;2333;1669;11653;6;17;0;1066;1.5675405060986711;4508;18;9;7;0;3;2;0;0;0;0;2450;1541;765;474;563;380;182;62;22;15;4508;18;9;7;0;3;2;0;0;0;0;2450;1541;765;474;563;380;182;62;22;77;6081;3316;446;656;140;3052;1;251;586;0.012014073629108384;2;2001-09-15 17:36:34;1000575394;6;8
212;28288;5427;60804;4;17;0;1619;1.4252361673414304;6841;59;79;44;9;2;2;0;0;0;0;37834;7148;3908;1155;616;843;400;146;194;15;6841;59;79;44;9;2;2;0;0;0;0;37834;7148;3908;1155;616;843;400;146;194;207;51007;4911;1536;1430;333;16187;44;1686;860;0.005476613380698638;3;2001-09-15 17:41:34;1000575694;4;10
213;550;742;3639;8;16;0;193;1.1533564814814814;1598;0;1;3;1;1;0;0;0;0;0;715;660;272;93;45;28;25;5;9;14;1598;0;1;3;1;1;0;0;0;0;0;715;660;272;93;45;28;25;5;9;207;1522;1071;463;154;18;1560;0;178;81;0.00494641384995878;1;2001-09-15 17:46:34;1000575994;5;10
214;699;753;3201;4;15;0;176;2.1449925261584455;840;20;25;38;6;0;0;0;0;0;0;597;413;209;230;125;123;23;6;21;13;840;20;25;38;6;0;0;0;0;0;0;597;413;209;230;125;123;23;6;21;145;1464;472;419;500;34;1213;0;236;79;0.010621680724773508;1;2001-09-15 17:51:34;1000576294;4;11
215;1161;769;4852;3;16;0;296;1.4739367502726282;2025;14;9;2;0;0;0;0;0;0;0;899;682;358;201;184;120;45;15;31;12;2025;14;9;2;0;0;0;0;0;0;0;899;682;358;201;184;120;45;15;31;263;2154;1391;481;211;5;1975;1;230;49;0.001030502885408079;1;2001-09-15 17:56:34;1000576594;3;10
216;1847;1816;5896;6;16;0;284;2.528369398534674;1541;0;0;0;0;0;0;0;0;0;0;905;889;272;694;965;497;91;15;0;8;1541;0;0;0;0;0;0;0;0;0;0;905;889;272;694;965;497;91;15;0;172;4071;1025;317;17;9;1752;0;239;264;0.0015264586160108548;2;2001-09-15 18:01:34;1000576894;4;9
217;816;791;3789;5;15;0;206;1.4601004464285714;1475;70;2;3;0;0;0;0;0;0;0;714;641;419;165;43;33;8;6;5;12;1475;70;2;3;0;0;0;0;0;0;0;714;641;419;165;43;33;8;6;5;540;1734;656;448;197;21;1027;0;210;21;0.0055423594615993665;2;2001-09-15 18:06:34;1000577194;5;9
218;774;672;3882;3;15;0;228;1.3907321085823965;1595;11;0;0;0;0;0;0;0;0;0;755;523;371;153;134;41;27;2;35;10;1595;11;0;0;0;0;0;0;0;0;0;755;523;371;153;134;41;27;2;35;281;1719;951;468;182;0;1706;0;190;113;0.0;0;2001-09-15 18:11:34;1000577494;3;10
219;1087;1162;4448;5;16;0;325;2.068636796949476;1409;0;0;2;1;1;0;0;0;0;0;723;626;273;328;533;257;34;3;6;14;1409;0;0;2;1;1;0;0;0;0;0;723;626;273;328;533;257;34;3;6;199;2556;823;293;225;0;1508;0;193;85;0.0;0;2001-09-15 18:16:34;1000577794;3;9
220;458;498;4039;7;15;0;413;0.9099201824401368;1928;0;0;0;0;0;0;0;0;0;0;571;652;210;96;33;8;0;0;10;9;1928;0;0;0;0;0;0;0;0;0;0;571;652;210;96;33;8;0;0;10;188;1458;1285;164;529;9;1071;0;202;84;0.0022282743253280515;2;2001-09-15 18:21:34;1000578094;7;9
221;1142;1045;4269;4;16;0;285;2.1310953197745652;1461;8;0;1;0;0;0;0;0;0;0;599;558;256;331;525;228;109;3;2;12;1461;8;0;1;0;0;0;0;0;0;0;599;558;256;331;525;228;109;3;2;215;2332;898;351;167;7;1547;0;104;162;0.0016397282736003748;2;2001-09-15 18:26:34;1000578394;4;8
222;515;426;3536;4;13;0;985;1.031961917715063;1807;1;0;0;0;0;0;0;0;0;0;445;218;144;81;131;71;39;2;2;10;1807;1;0;0;0;0;0;0;0;0;0;445;218;144;81;131;71;39;2;2;144;1004;632;176;564;86;1342;0;90;11;0.024321266968325792;1;2001-09-15 18:31:34;1000578694;4;9
223;953;907;3681;6;16;0;321;1.9899609592861127;1357;3;0;0;0;0;0;0;0;0;0;588;443;145;332;483;204;21;7;3;10;1357;3;0;0;0;0;0;0;0;0;0;588;443;145;332;483;204;21;7;3;164;1972;818;311;80;4;1384;8;175;166;0.0010866612333604998;1;2001-09-15 18:36:34;1000578994;6;11
224;447;472;2771;3;13;0;180;1.0635706128663875;1148;0;0;0;0;0;0;0;0;0;0;723;398;238;73;27;11;5;3;1;9;1148;0;0;0;0;0;0;0;0;0;0;723;398;238;73;27;11;5;3;1;184;1218;692;353;135;7;1077;0;199;55;0.0025261638397690365;2;2001-09-15 18:41:34;1000579294;3;11
