,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max
1951,1413,1174,5891,9,15,1,356,1.3853037343,1971,4,1666,1148,506,270,111,97,16,12,3,12,1971,4,1666,1148,506,270,111,97,16,12,3,513,3379,910,653,79,0,1428,6,156,98,0,0,2001-07-19 18:15:16,6,11
1952,1473,1403,6618,8,18,1,674,1.3323024586,2670,11,1626,927,585,300,157,117,43,16,6,12,2670,11,1626,927,585,300,157,117,43,16,6,555,3391,1357,490,150,5,1932,3,258,23,0.0007554011,1,2001-07-19 18:20:16,4,10
1953,1006,1399,5520,6,14,1,402,1.3657153311,2064,16,1601,794,468,233,129,67,51,29,5,11,2064,16,1601,794,468,233,129,67,51,29,5,254,2928,1255,627,54,4,1578,0,175,106,0.0007246377,1,2001-07-19 18:25:16,6,11
1954,1466,1358,4959,5,13,1,265,1.5291963377,1438,7,1563,800,624,196,144,99,40,3,1,10,1438,7,1563,800,624,196,144,99,40,3,1,271,3073,747,559,44,2,1597,5,200,76,0.0004033071,1,2001-07-19 18:30:16,3,9
1955,1271,1267,5016,4,15,1,376,1.5994732577,1329,9,1547,977,459,332,187,62,14,10,0,12,1329,9,1547,977,459,332,187,62,14,10,0,378,2922,538,722,79,4,1492,0,164,171,0.0007963369,1,2001-07-19 18:35:16,4,11
1956,1614,1026,5515,9,14,1,356,1.4753514527,1535,3,1903,980,415,156,136,88,58,54,7,10,1535,3,1903,980,415,156,136,88,58,54,7,470,3265,571,673,160,10,1742,9,204,66,0.0018129079,2,2001-07-19 18:40:16,4,10
1957,1552,1494,29783,3,16,1,758,0.2879671126,25768,4,1606,1049,766,191,140,72,58,14,5,12,25768,4,1606,1049,766,191,140,72,58,14,5,22749,3563,773,1834,106,13,7271,12,696,78,0.0004364467,1,2001-07-19 18:45:16,3,9
1958,1854,2214,20906,4,14,1,556,0.524383164,15267,5,2762,1172,799,248,304,52,35,19,6,11,15267,5,2762,1172,799,248,304,52,35,19,6,12648,4819,1214,1433,236,13,5625,4,587,102,0.0006218311,1,2001-07-19 18:50:16,4,9
1959,1263,1260,5107,4,15,1,557,1.6286353468,1704,10,1228,854,332,369,214,114,40,6,44,11,1704,10,1228,854,332,369,214,114,40,6,44,315,2854,770,421,189,17,1441,1,187,142,0.0033287644,1,2001-07-19 18:55:16,4,9
1960,1462,1414,8399,7,14,1,286,0.9032722042,4715,1,1741,729,646,334,80,49,31,11,6,10,4715,1,1741,729,646,334,80,49,31,11,6,2731,3222,1326,778,56,2,2519,7,228,82,0.0002381236,1,2001-07-19 19:00:16,5,11
1961,1854,1415,41939,6,16,1,774,0.2383547238,37209,12,1561,1651,952,295,87,34,27,5,2,12,37209,12,1561,1651,952,295,87,34,27,5,2,32752,4330,1354,2631,97,6,10357,20,1120,19,0.0001430547,1,2001-07-19 19:05:16,6,10
1962,2422,2387,9918,4,15,1,1169,1.4207834714,2912,1,2868,2260,1059,275,283,59,40,13,7,10,2912,1,2868,2260,1059,275,283,59,40,13,7,896,6451,681,580,129,4,2713,0,227,31,0.0004033071,1,2001-07-19 19:10:16,4,12
1963,3276,2665,11483,5,13,1,521,1.5727648858,2236,0,4073,2605,1258,578,212,71,57,20,8,9,2236,0,4073,2605,1258,578,212,71,57,20,8,1000,8428,540,629,356,14,2154,12,248,175,0.0012191936,2,2001-07-19 19:15:16,5,9
1964,2726,2126,38850,4,19,1,1081,0.4095294757,31021,13,3277,2348,1147,452,206,58,98,6,7,15,31021,13,3277,2348,1147,452,206,58,98,6,7,27073,6783,1066,2656,151,16,9380,20,877,59,0.0004117874,1,2001-07-19 19:20:16,4,11
1965,3248,2961,21720,5,14,1,795,0.9334872979,12269,3,3089,3583,1536,762,279,65,48,7,4,12,12269,3,3089,3583,1536,762,279,65,48,7,4,9554,8278,1197,1826,50,5,5538,3,517,119,0.0002301814,1,2001-07-19 19:25:16,5,10
1966,3219,1827,10201,7,12,1,522,1.6791252485,2564,0,3053,2206,1088,475,225,147,163,136,3,9,2564,0,3053,2206,1088,475,225,147,163,136,3,823,6388,1126,1201,138,9,2828,2,211,69,0.0008822664,1,2001-07-19 19:30:16,5,11
1967,3404,1613,9563,4,15,1,839,1.5969741542,2423,3,3162,1886,1114,396,265,73,53,126,10,12,2423,3,3162,1886,1114,396,265,73,53,126,10,593,6321,941,824,44,10,2354,14,266,76,0.001045697,1,2001-07-19 19:35:16,4,11
1968,2222,1353,7685,5,14,1,460,1.4848685957,1996,1,2296,1747,928,344,141,61,6,12,2,10,1996,1,2296,1747,928,344,141,61,6,12,2,859,4962,566,687,148,13,1889,5,222,140,0.001691607,1,2001-07-19 19:40:16,5,9
1969,1301,3967,9458,4,14,1,717,1.8676188446,2573,12,2069,1541,1626,959,321,125,79,66,10,11,2573,12,2069,1541,1626,959,321,125,79,66,10,946,4966,788,1965,75,6,2425,4,191,22,0.0006343836,1,2001-07-19 19:45:16,4,11
1970,1325,1345,42423,4,16,1,285,0.191434103,38554,10,1551,1065,705,252,143,51,12,2,8,11,38554,10,1551,1065,705,252,143,51,12,2,8,35284,3261,814,2710,69,2,10549,15,1014,46,4.71409041625418E-05,1,2001-07-19 19:50:16,4,12
1971,2202,1946,9364,4,12,1,643,1.5011298827,2271,3,2901,2595,817,399,150,97,39,14,6,11,2271,3,2901,2595,817,399,150,97,39,14,6,662,6625,926,437,68,4,2576,2,199,119,0.0004271679,1,2001-07-19 19:55:16,4,11
1972,4975,3931,14182,5,12,1,1216,1.9887319926,2556,0,3880,2577,2848,1156,608,226,87,77,7,9,2556,0,3880,2577,2848,1156,608,226,87,77,7,901,10529,393,983,156,9,3768,5,329,166,0.0006345625,1,2001-07-19 20:00:16,5,10
1973,1966,1575,7064,10,17,0,530,1.5512327205,2074,0,2105,1308,838,258,208,60,117,42,7,9,2074,0,2105,1308,838,258,208,60,117,42,7,857,4513,577,540,47,2,1975,2,173,29,0.0002830856,1,2001-07-19 20:05:16,4,9
1974,2730,3253,11984,9,16,0,547,1.8047353019,2472,36,3396,2636,1225,684,404,275,66,36,16,13,2472,36,3396,2636,1225,684,404,275,66,36,16,887,7752,887,1204,570,27,2950,5,259,68,0.0022526281,1,2001-07-19 20:10:16,5,11
1975,2149,2279,46965,5,16,0,885,0.3372373333,39504,5,3493,1854,853,479,348,116,162,53,0,11,39504,5,3493,1854,853,479,348,116,162,53,0,35400,6190,1044,3356,84,5,11255,16,1049,156,0.0001064509,1,2001-07-19 20:15:16,5,11
1976,2459,2055,8138,6,15,0,572,1.6556744649,1757,9,3046,1296,1077,419,159,124,104,8,34,11,1757,9,3046,1296,1077,419,159,124,104,8,34,551,5612,486,815,102,11,2228,10,247,94,0.0013510194,1,2001-07-19 20:20:16,6,10
1977,1806,1880,7611,4,13,0,414,1.5603206413,1999,5,2498,1348,845,320,312,86,45,14,13,10,1999,5,2498,1348,845,320,312,86,45,14,13,838,4632,563,1038,110,1,1855,4,200,118,0.0001313888,1,2001-07-19 20:25:16,4,9
1978,1759,1213,7783,4,12,0,318,1.1987029831,2805,0,2379,1480,604,182,215,36,4,3,1,11,2805,0,2379,1480,604,182,215,36,4,3,1,882,4411,1351,748,73,0,2020,4,180,133,0,0,2001-07-19 20:30:16,4,11
1979,1344,1717,7111,9,14,0,896,1.3454676259,2312,1,2275,984,861,202,219,73,16,5,0,11,2312,1,2275,984,861,202,219,73,16,5,0,654,4117,610,673,160,7,1984,3,218,168,0.0009843904,1,2001-07-19 20:35:16,6,10
1980,2364,2161,8170,5,20,0,316,1.7132642998,1616,4,2916,1657,918,607,178,99,37,46,27,16,1616,4,2916,1657,918,607,178,99,37,46,27,835,5497,394,1070,58,1,2121,4,267,156,0.000122399,1,2001-07-19 20:40:16,3,13
1981,1600,1500,34161,7,16,0,720,0.2839589641,29306,2,2226,1175,649,335,240,51,18,8,9,10,29306,2,2226,1175,649,335,240,51,18,8,9,26468,4150,593,2088,141,7,8337,14,897,154,0.000204894,1,2001-07-19 20:45:16,7,11
1982,2908,2590,19908,11,14,0,1249,0.7547698051,12053,5,2779,2957,731,428,197,92,27,10,4,17,12053,5,2779,2957,731,428,197,92,27,10,4,9394,6543,795,1307,618,12,5087,3,498,135,0.0006027425,1,2001-07-19 20:50:16,9,10
1983,1604,2043,8148,4,21,0,426,1.3863381859,2393,9,2728,1379,956,348,147,39,18,7,9,19,2393,9,2728,1379,956,348,147,39,18,7,9,1222,4642,586,1161,110,1,2123,5,320,158,0.0001227295,1,2001-07-19 20:55:16,4,11
1984,2763,2280,9684,3,18,0,593,1.5063723966,2921,5,2928,1894,903,460,280,142,17,57,44,10,2921,5,2928,1894,903,460,280,142,17,57,44,1149,6336,1028,545,33,0,2490,4,212,45,0,0,2001-07-19 21:00:16,3,11
1985,2069,2524,45439,11,16,0,728,0.2723038891,39223,13,3104,1476,733,302,217,170,25,2,3,12,39223,13,3104,1476,733,302,217,170,25,2,3,35844,5383,595,2756,132,9,10807,23,1149,36,0.0001980547,1,2001-07-19 21:05:16,7,10
1986,1814,1792,6218,4,15,0,399,1.6688332792,1328,14,2084,1284,843,323,125,85,50,5,7,12,1328,14,2084,1284,843,323,125,85,50,5,7,440,4406,454,455,64,10,1815,7,204,96,0.0016082342,1,2001-07-19 21:10:16,4,10
1987,1387,1686,6733,5,15,0,362,1.6295904488,2147,10,1629,1216,697,409,313,84,84,20,6,13,2147,10,1629,1216,697,409,313,84,84,20,6,750,3772,920,813,112,13,1595,0,245,52,0.0019307887,1,2001-07-19 21:15:16,4,10
1988,1267,791,22025,6,16,0,409,0.2690013206,19009,0,1320,788,540,153,119,26,4,0,0,7,19009,0,1320,788,540,153,119,26,4,0,0,17230,2575,395,1350,63,2,5499,16,621,65,9.07935355002724E-05,1,2001-07-19 21:20:16,6,8
1989,1350,1249,24361,3,14,0,415,0.2883531493,20658,1,1900,818,620,122,84,63,19,16,5,11,20658,1,1900,818,620,122,84,63,19,16,5,18614,3175,465,1638,51,7,6211,6,656,87,0.0002873445,1,2001-07-19 21:25:16,3,9
1990,2740,3069,11039,3,13,0,606,1.3205967977,3661,0,3174,2591,851,301,198,131,54,30,1,9,3661,0,3174,2591,851,301,198,131,54,30,1,1005,6620,1753,1008,46,7,2133,3,347,82,0.000634058,1,2001-07-19 21:30:16,3,10
1991,1549,1046,5423,6,16,0,467,1.5888182498,1655,26,1671,818,571,264,122,73,118,11,11,13,1655,26,1671,818,571,264,122,73,118,11,11,643,2951,464,823,75,6,1773,6,187,148,0.0011063987,1,2001-07-19 21:35:16,6,11
1992,1868,1564,13943,6,15,0,626,0.7506737563,8326,1,2928,1067,802,364,149,51,19,10,12,10,8326,1,2928,1067,802,364,149,51,19,10,12,902,4979,6691,531,214,111,2515,14,321,174,0.007960984,1,2001-07-19 21:40:16,4,11
1993,5364,3980,15590,3,15,0,883,1.9313605661,2870,4,3947,2868,4119,1200,306,106,41,66,18,10,2870,4,3947,2868,4119,1200,306,106,41,66,18,1439,12103,407,713,45,6,3637,6,299,42,0.0003847634,1,2001-07-19 21:45:16,3,11
1994,3181,2165,10164,5,19,0,252,1.4790711581,3782,8,1759,1994,1544,626,195,42,36,36,11,12,3782,8,1759,1994,1544,626,195,42,36,36,11,781,5738,2155,1108,129,7,2149,14,313,12,0.0006882312,1,2001-07-19 21:50:16,5,10
1995,2434,3361,9576,4,15,0,755,1.8244474704,2408,5,2074,2386,1237,684,582,82,63,10,12,11,2408,5,2074,2386,1237,684,582,82,63,10,12,689,5064,867,2172,29,0,1664,4,385,102,0,0,2001-07-19 21:55:16,4,11
1996,898,774,4488,8,16,0,460,1.2660132209,1905,0,1011,643,388,258,102,32,35,5,7,11,1905,0,1011,643,388,258,102,32,35,5,7,606,2146,794,381,100,3,1460,0,146,81,0.0006684492,1,2001-07-19 22:00:16,8,10
1997,1644,1319,7879,10,16,0,442,1.237084399,3623,39,1693,1184,639,349,110,79,40,24,24,13,3623,39,1693,1184,639,349,110,79,40,24,24,1312,3607,1462,997,59,6,2169,0,177,138,0.000761518,1,2001-07-19 22:05:16,4,11
1998,4784,1650,11395,5,15,0,608,1.5406382228,3207,7,2970,2538,1857,410,144,116,57,15,20,12,3207,7,2970,2538,1857,410,144,116,57,15,20,1095,7319,1116,1206,51,2,2264,3,420,287,0.0001755156,1,2001-07-19 22:10:16,3,11
1999,2442,3595,11829,3,22,0,817,1.6839207048,4009,21,2360,2357,1616,406,628,240,85,4,20,19,4009,21,2360,2357,1616,406,628,240,85,4,20,1545,5911,1424,2107,25,6,2124,0,374,134,0.0005071851,1,2001-07-19 22:15:16,3,10
2000,2569,1520,7941,3,16,0,665,1.3923969894,2339,7,2498,1925,491,300,113,94,35,6,12,18,2339,7,2498,1925,491,300,113,94,35,6,12,1063,4864,463,784,101,36,1859,0,349,90,0.0045334341,1,2001-07-19 22:20:16,3,11
2001,1349,2128,5934,8,15,0,368,1.5531662716,1420,0,2267,954,676,269,205,35,21,19,40,9,1420,0,2267,954,676,269,205,35,21,19,40,554,4086,433,465,28,17,1694,4,225,95,0.0028648466,1,2001-07-19 22:25:16,5,11
2002,1338,2037,6377,4,17,0,485,1.5194620253,1824,0,2012,943,863,358,270,30,7,12,1,9,1824,0,2012,943,863,358,270,30,7,12,1,707,3579,580,969,55,5,1439,10,213,126,0.0007840677,1,2001-07-19 22:30:16,4,10
2003,1049,957,4265,8,17,0,154,1.6166035951,759,3,1737,959,343,216,87,80,22,10,12,10,759,3,1737,959,343,216,87,80,22,10,12,258,3045,283,488,37,22,1375,0,113,38,0.0051582649,1,2001-07-19 22:35:16,3,14
2004,2401,1156,39640,6,18,0,1690,1.4299647344,6316,0,4239,4826,1369,588,258,271,106,31,14,16,6316,0,4239,4826,1369,588,258,271,106,31,14,2499,11598,1720,641,21474,632,11056,16,784,76,0.0159430892,2,2001-07-19 22:40:16,4,11
2005,2557,11941,74563,4,18,0,2459,0.7760177467,41142,5,2769,2823,8787,1432,481,132,85,22,7,12,41142,5,2769,2823,8787,1432,481,132,85,22,7,35920,16079,622,2621,16818,362,19225,23,1797,72,0.0048547595,2,2001-07-19 22:45:16,4,12
2006,1494,2086,6301,3,13,0,495,1.5868033312,1745,5,1524,1480,999,237,143,77,26,2,6,10,1745,5,1524,1480,999,237,143,77,26,2,6,1043,4181,146,379,57,2,1385,0,144,56,0.0003174099,1,2001-07-19 22:50:16,3,9
2007,1465,1282,4434,3,15,0,183,2.0429864253,899,0,1011,1127,718,259,123,140,64,49,26,12,899,0,1011,1127,718,259,123,140,64,49,26,256,3034,374,573,14,7,1181,0,159,126,0.00157871,2,2001-07-19 22:55:16,3,11
2008,2714,2912,11460,4,16,0,814,1.6440812022,2383,2,3169,3345,1592,543,267,54,7,8,2,15,2383,2,3169,3345,1592,543,267,54,7,8,2,554,8755,758,498,81,6,3073,0,135,93,0.0005235602,1,2001-07-19 23:00:16,4,10
2009,1744,1924,6334,4,13,0,199,1.6539379475,773,1,2770,1707,566,193,104,84,44,22,10,14,773,1,2770,1707,566,193,104,84,44,22,10,210,5270,293,313,44,2,1743,0,149,83,0.0003157562,1,2001-07-19 23:05:16,4,11
2010,822,747,3113,4,15,0,286,1.640569395,834,0,1081,423,326,128,207,58,11,13,10,9,834,0,1081,423,326,128,207,58,11,13,10,250,1909,242,404,20,9,1141,0,71,82,0.0028911018,1,2001-07-19 23:10:16,3,10
2011,1382,1107,5611,3,15,0,459,1.5327002329,1748,2,1740,845,684,162,203,110,37,29,0,12,1748,2,1740,845,684,162,203,110,37,29,0,643,3243,612,624,30,5,1640,0,171,127,0.000890948,1,2001-07-19 23:15:16,3,14
2012,1213,963,5516,5,15,0,329,1.2040089921,2270,0,1386,850,431,172,85,91,40,10,2,11,2270,0,1386,850,431,172,85,91,40,10,2,452,2674,1271,612,177,11,1502,0,141,66,0.0019938372,1,2001-07-19 23:20:16,5,10
2013,814,769,3308,3,16,0,242,1.698447205,1081,0,734,593,280,196,201,63,38,30,4,9,1081,0,734,593,280,196,201,63,38,30,4,602,1928,172,276,88,14,1094,0,201,58,0.0042321644,1,2001-07-19 23:25:16,2,13
2014,1102,882,4166,9,15,0,292,1.7640367861,803,10,1460,865,402,341,168,51,11,5,7,12,803,10,1460,865,402,341,168,51,11,5,7,166,2876,216,582,34,0,1120,0,212,79,0,0,2001-07-19 23:30:16,5,11
2015,876,756,3433,5,15,0,249,1.3415077203,835,2,1381,601,284,105,53,29,3,1,6,12,835,2,1381,601,284,105,53,29,3,1,6,208,2213,364,269,130,20,883,0,98,40,0.0058258083,1,2001-07-19 23:35:16,5,10
2016,1214,1021,4062,5,16,0,99,1.552209331,903,18,1644,874,299,113,64,34,35,29,29,13,903,18,1644,874,299,113,64,34,35,29,29,262,2953,504,233,11,21,1182,0,160,101,0.0051698671,1,2001-07-19 23:40:16,5,13
2017,1584,1446,5105,3,15,0,429,1.6244103774,1503,5,1186,1137,562,531,105,29,5,14,11,10,1503,5,1186,1137,562,531,105,29,5,14,11,724,2853,265,817,17,8,1023,0,177,5,0.0015670911,1,2001-07-19 23:45:16,3,12
2018,1638,1689,5265,2,15,0,287,1.6988571429,1274,3,1429,1389,626,271,105,66,29,17,2,12,1274,3,1429,1389,626,271,105,66,29,17,2,783,3565,184,431,15,2,1272,0,103,12,0.0003796507,1,2001-07-19 23:50:16,2,11
2019,1598,1540,5319,3,14,0,451,1.8443983402,1255,6,1432,945,890,396,213,104,40,15,6,10,1255,6,1432,945,890,396,213,104,40,15,6,270,3225,509,847,14,0,1429,0,190,60,0,0,2001-07-19 23:55:16,3,11
2020,649,846,2872,5,15,0,194,1.7532558958,456,0,1246,547,251,121,95,27,35,47,15,11,456,0,1246,547,251,121,95,27,35,47,15,91,2057,141,358,31,9,820,0,109,26,0.0031337047,1,2001-07-20 00:00:16,4,11
2021,845,717,2520,7,19,0,193,1.8983658828,433,5,1052,342,300,194,77,25,23,27,12,17,433,5,1052,342,300,194,77,25,23,27,12,85,1788,95,348,11,2,842,0,133,14,0.0007927071,1,2001-07-20 00:05:16,5,12
2022,34,50,159,4,11,0,4,2.2738853503,16,0,47,13,55,18,5,1,0,2,0,8,16,0,47,13,55,18,5,1,0,2,0,1,111,10,31,2,1,37,0,10,0,0.0062893082,1,2001-07-20 00:10:16,4,9
2023,435,496,3415,5,14,0,117,1.8560558022,180,0,590,392,239,85,64,20,0,7,0,8,180,0,590,392,239,85,64,20,0,7,0,10,1289,40,121,1700,126,929,0,131,11,0.0521091811,4,2001-07-20 00:10:28,5,10
2024,514,862,2871,4,11,0,170,1.8212048193,339,0,811,401,204,150,118,23,12,11,6,9,339,0,811,401,204,150,118,23,12,11,6,58,1520,87,240,660,176,848,0,100,2,0.061302682,3,2001-07-20 00:15:28,4,9
2025,326,434,2490,4,14,0,175,1.3793103448,527,0,532,250,78,63,78,25,7,1,5,9,527,0,532,250,78,63,78,25,7,1,5,45,873,270,203,858,127,711,0,107,13,0.0510040161,3,2001-07-20 00:20:28,4,8
2026,562,394,2514,8,12,0,70,1.4359897172,377,2,887,431,105,62,59,8,3,2,9,10,377,2,887,431,105,62,59,8,3,2,9,59,1501,239,76,542,152,676,0,146,18,0.0604614161,4,2001-07-20 00:25:28,8,8
2027,422,545,6705,3,17,0,140,1.4794871795,397,0,583,286,154,58,44,30,5,3,0,8,397,0,583,286,154,58,44,30,5,3,0,85,978,134,223,5083,802,1625,0,157,3,0.1195943931,3,2001-07-20 00:30:28,3,9
2028,302,2400,7012,3,17,0,89,1.6185963115,583,0,1700,814,484,236,44,17,7,1,0,12,583,0,1700,814,484,236,44,17,7,1,0,391,3217,81,126,2898,157,1473,1,189,44,0.0223901882,2,2001-07-20 00:35:28,3,10
2029,238,392,2316,4,12,0,73,1.274556213,759,0,362,247,186,39,57,7,7,26,0,8,759,0,362,247,186,39,57,7,7,26,0,599,766,48,204,537,39,645,0,62,19,0.0168393782,5,2001-07-20 00:40:28,4,9
2030,306,401,1694,4,15,0,69,1.6266666667,358,1,442,231,152,80,59,10,2,3,10,12,358,1,442,231,152,80,59,10,2,3,10,207,853,49,172,274,29,524,0,50,22,0.0171192444,2,2001-07-20 00:45:28,4,11
2031,442,751,3858,6,17,0,212,1.5230263158,929,2,486,504,175,183,57,41,40,13,2,10,929,2,486,504,175,183,57,41,40,13,2,623,1397,85,115,1353,61,932,3,105,69,0.0158072039,3,2001-07-20 00:50:28,6,12
2032,1006,1012,3428,5,16,0,71,1.9155513066,463,0,658,1218,505,176,76,18,11,2,5,13,463,0,658,1218,505,176,76,18,11,2,5,266,2327,109,365,255,27,841,17,106,34,0.0078763127,3,2001-07-20 00:55:28,5,12
2033,284,452,1427,5,12,0,87,2.3339285714,229,0,240,149,152,191,126,19,5,4,5,9,229,0,240,149,152,191,126,19,5,4,5,75,779,53,126,278,24,504,1,85,23,0.0168185004,4,2001-07-20 01:00:28,5,11
2034,472,475,2110,7,15,0,303,1.8241698421,449,1,456,549,130,70,57,99,11,4,3,14,449,1,456,549,130,70,57,99,11,4,3,87,1224,42,181,255,35,703,9,68,11,0.0165876777,2,2001-07-20 01:05:28,5,11
2035,444,816,2395,10,13,0,209,2.3887130802,330,0,401,412,326,133,95,83,107,9,0,8,330,0,401,412,326,133,95,83,107,9,0,82,1317,25,263,453,37,660,17,125,11,0.0154488518,2,2001-07-20 01:10:28,6,9
2036,207,260,1135,4,23,0,51,1.7732426304,196,0,282,215,71,39,49,12,10,2,2,19,196,0,282,215,71,39,49,12,10,2,2,54,572,78,127,239,40,487,2,53,18,0.0352422907,3,2001-07-20 01:15:28,4,13
2037,397,371,1617,4,15,0,38,2.4176111595,129,0,390,318,71,22,38,87,44,35,9,17,129,0,390,318,71,22,38,87,44,35,9,31,903,54,121,437,26,505,0,41,39,0.0160791589,2,2001-07-20 01:20:28,4,9
2038,395,397,1707,4,13,0,93,2.2540494459,223,0,291,276,141,35,84,66,38,15,4,9,223,0,291,276,141,35,84,66,38,15,4,31,886,66,97,490,54,514,0,90,12,0.0316344464,2,2001-07-20 01:25:28,4,9
2039,201,239,858,4,13,0,25,2.025862069,106,0,230,144,79,69,41,18,7,1,1,9,106,0,230,144,79,69,41,18,7,1,1,36,521,39,75,156,44,376,3,79,25,0.0512820513,3,2001-07-20 01:30:28,4,9
2040,267,385,1437,5,16,0,59,2.0384279476,269,3,286,237,116,102,84,11,16,14,4,14,269,3,286,237,116,102,84,11,16,14,4,96,717,88,185,276,60,618,5,80,9,0.0417536534,3,2001-07-20 01:35:28,5,11
2041,513,467,2235,8,22,0,108,2.7691815857,272,0,320,287,196,150,148,103,31,21,0,18,272,0,320,287,196,150,148,103,31,21,0,73,1082,66,235,414,71,726,7,174,39,0.0317673378,3,2001-07-20 01:40:28,5,11
2042,205,316,1237,4,15,0,79,1.8085977482,234,0,290,190,134,42,37,22,19,4,5,9,234,0,290,190,134,42,37,22,19,4,5,51,609,67,171,143,31,478,0,140,38,0.0250606306,2,2001-07-20 01:45:28,4,10
2043,1068,500,2720,6,22,0,95,2.688559322,577,0,335,351,534,173,114,126,20,1,23,19,577,0,335,351,534,173,114,126,20,1,23,440,1676,27,122,324,25,629,0,114,68,0.0091911765,2,2001-07-20 01:50:28,6,10
2044,700,856,3270,5,22,0,212,1.8367346939,925,0,380,563,502,208,125,33,38,2,7,12,925,0,380,563,502,208,125,33,38,2,7,618,1658,64,241,427,66,788,0,149,7,0.0201834862,3,2001-07-20 01:55:28,4,10
2045,439,937,2706,6,22,0,150,2.0942726812,278,1,585,406,433,137,65,22,19,3,10,13,278,1,585,406,433,137,65,22,19,3,10,64,1161,43,555,564,65,726,0,151,16,0.0240206948,2,2001-07-20 02:00:28,6,10
2046,162,219,1061,4,13,0,27,2.0828571429,176,5,163,123,94,53,52,11,12,7,3,12,176,5,163,123,94,53,52,11,12,7,3,54,419,79,121,332,104,459,3,52,40,0.0980207352,3,2001-07-20 02:05:28,4,11
2047,279,316,1236,6,15,0,58,2.0309777348,223,8,347,160,89,39,120,21,19,2,3,13,223,8,347,160,89,39,120,21,19,2,3,88,627,72,188,187,50,532,8,72,17,0.0404530744,3,2001-07-20 02:10:28,5,11
2048,758,1072,3587,6,16,0,161,1.9093226511,352,3,971,592,534,141,101,39,2,1,0,16,352,3,971,592,534,141,101,39,2,1,0,106,2216,67,196,785,70,738,0,125,33,0.019514915,3,2001-07-20 02:15:28,6,11
2049,276,288,1379,4,14,0,37,2.198974359,135,7,271,204,210,46,65,25,4,4,0,12,135,7,271,204,210,46,65,25,4,4,0,51,799,32,56,373,61,478,0,51,14,0.0441389291,2,2001-07-20 02:20:28,4,11
2050,266,610,1620,3,21,0,102,2.19527897,234,0,323,316,247,153,80,23,6,6,0,19,234,0,323,316,247,153,80,23,6,6,0,52,1061,36,147,183,54,569,0,112,18,0.0332922318,2,2001-07-20 02:25:28,3,9
2051,542,447,1879,8,17,0,189,1.9102486355,332,0,452,326,306,86,115,23,4,2,3,9,332,0,452,326,306,86,115,23,4,2,3,50,1193,74,143,198,63,708,0,145,37,0.0335284726,2,2001-07-20 02:30:28,4,14
2052,674,584,2421,3,13,0,68,2.4715719064,145,0,579,335,303,155,99,110,50,11,7,9,145,0,579,335,303,155,99,110,50,11,7,27,1401,37,261,399,44,784,1,96,21,0.0181743081,2,2001-07-20 02:35:28,3,11
2053,817,937,2866,5,16,0,150,2.6749131944,306,2,512,558,332,162,142,141,64,20,11,12,306,2,512,558,332,162,142,141,64,20,11,86,1663,57,348,472,68,779,1,190,58,0.023726448,2,2001-07-20 02:40:28,5,11
2054,234,415,1377,5,21,0,87,2.3803418803,267,0,310,201,121,87,87,37,20,4,1,19,267,0,310,201,121,87,87,37,20,4,1,106,681,46,250,154,50,504,0,93,55,0.0363108206,3,2001-07-20 02:45:28,5,10
2055,192,276,1046,7,20,0,71,1.6746031746,245,0,290,148,70,54,22,35,14,2,0,16,245,0,290,148,70,54,22,35,14,2,0,52,547,96,116,126,38,547,1,56,32,0.0363288719,3,2001-07-20 02:50:28,4,10
2056,211,295,1091,3,16,0,56,1.9844311377,143,9,280,174,135,26,34,20,2,2,2,12,143,9,280,174,135,26,34,20,2,2,2,42,633,42,62,226,52,531,0,64,22,0.0476626948,2,2001-07-20 02:55:28,3,9
2057,804,588,2324,4,14,0,149,2.1749159058,260,6,778,363,263,104,141,125,33,4,3,12,260,6,778,363,263,104,141,125,33,4,3,40,1553,38,301,224,53,688,7,97,16,0.0228055077,2,2001-07-20 03:00:28,4,11
2058,322,427,1493,3,12,0,110,1.9352465048,398,0,270,296,162,67,90,30,23,11,2,12,398,0,270,296,162,67,90,30,23,11,2,227,759,49,214,121,31,656,6,44,16,0.0207635633,2,2001-07-20 03:05:28,3,9
2059,130,170,725,3,11,0,97,1.6015384615,196,0,185,111,65,40,41,10,2,0,0,7,196,0,185,111,65,40,41,10,2,0,0,59,373,28,93,44,18,371,0,55,12,0.0248275862,2,2001-07-20 03:10:28,3,10
