,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max
937,482,453,1437,4,16,0,15,2.032627866,151,0,256,327,325,28,11,21,8,4,0,13,151,0,256,327,325,28,11,21,8,4,0,118,845,13,143,287,3,240,0,103,0,0.0020876827,1,2001-07-16 05:59:36,4,9
938,515,311,1153,7,15,0,43,2.2763028515,151,1,91,473,92,146,21,17,3,21,0,12,151,1,91,473,92,146,21,17,3,21,0,78,787,25,84,96,13,292,0,114,15,0.011274935,2,2001-07-16 06:04:36,7,10
939,621,400,1585,6,14,0,147,1.7173462336,333,3,344,465,194,22,52,17,6,3,4,12,333,3,344,465,194,22,52,17,6,3,4,150,1077,26,47,124,8,363,0,65,5,0.0050473186,1,2001-07-16 06:09:36,5,11
940,937,529,2055,7,13,0,32,1.8985107557,234,9,522,683,172,129,24,14,4,15,4,16,234,9,522,683,172,129,24,14,4,15,4,188,1371,9,213,103,11,386,0,94,4,0.0053527981,1,2001-07-16 06:14:36,5,9
941,691,452,1949,4,15,0,81,2.1692825112,363,22,253,628,284,85,62,29,19,23,14,11,363,22,253,628,284,85,62,29,19,23,14,255,1321,19,108,123,17,516,0,80,3,0.0087224218,1,2001-07-16 06:19:36,4,10
942,510,470,2013,6,14,0,131,1.6550027337,423,5,584,376,333,20,31,28,3,19,6,12,423,5,584,376,333,20,31,28,3,19,6,248,1230,21,199,163,10,593,0,111,5,0.0049677099,2,2001-07-16 06:24:36,5,10
943,374,250,1232,5,13,0,44,1.9568345324,177,0,276,318,207,81,23,15,9,3,3,9,177,0,276,318,207,81,23,15,9,3,3,103,805,16,144,102,17,461,0,116,2,0.0137987013,2,2001-07-16 06:29:36,4,9
944,328,209,1234,7,14,0,69,1.676728335,260,0,307,186,159,67,22,10,3,12,0,11,260,0,307,186,159,67,22,10,3,12,0,105,639,63,151,187,12,476,0,48,5,0.0097244733,2,2001-07-16 06:34:36,4,9
945,298,217,1094,9,13,0,25,2.1570680628,186,1,156,147,111,40,78,27,7,5,6,10,186,1,156,147,111,40,78,27,7,5,6,96,468,51,124,324,17,356,0,70,4,0.0155393053,2,2001-07-16 06:39:36,7,9
946,801,1159,3186,5,14,0,162,2.2484870061,541,0,655,255,728,331,223,29,22,25,0,8,541,0,655,255,728,331,223,29,22,25,0,295,1942,51,359,293,27,572,0,147,9,0.008466604,3,2001-07-16 06:44:36,5,10
947,1085,615,2747,4,13,0,57,1.8346965131,384,5,677,700,248,214,53,27,12,3,0,10,384,5,677,700,248,214,53,27,12,3,0,259,1711,65,231,372,24,561,0,143,5,0.0087336245,2,2001-07-16 06:49:36,4,9
948,409,445,1635,6,12,0,77,1.9559532003,308,2,287,312,423,30,48,23,17,2,1,10,308,2,287,312,423,30,48,23,17,2,1,183,1018,34,141,144,19,496,0,110,4,0.0116136919,2,2001-07-16 06:54:36,6,10
949,321,329,1695,6,15,0,81,1.3849232822,720,0,258,182,107,110,89,8,5,18,1,12,720,0,258,182,107,110,89,8,5,18,1,585,584,41,208,144,11,457,0,103,6,0.0064896755,2,2001-07-16 06:59:36,6,12
950,524,390,1980,5,15,0,48,1.715380405,693,3,396,254,198,70,116,32,19,29,5,13,693,3,396,254,198,70,116,32,19,29,5,550,1009,67,153,131,13,575,0,97,4,0.0065656566,2,2001-07-16 07:04:36,5,10
951,417,439,1827,5,13,0,108,1.7011572498,349,4,522,241,164,95,49,15,5,19,3,12,349,4,522,241,164,95,49,15,5,19,3,122,933,61,245,285,20,527,0,106,15,0.0109469075,3,2001-07-16 07:09:36,5,10
952,571,515,2463,7,14,0,244,1.7354323308,744,1,478,261,278,169,122,18,17,24,16,10,744,1,478,261,278,169,122,18,17,24,16,370,1221,124,169,303,21,649,0,69,2,0.0085261876,2,2001-07-16 07:14:36,4,10
953,138,198,825,4,13,0,93,1.4882108183,295,1,115,139,91,27,41,7,2,1,1,11,295,1,115,139,91,27,41,7,2,1,1,132,295,64,137,98,8,306,0,74,44,0.0096969697,2,2001-07-16 07:19:36,4,10
954,360,261,990,6,15,0,13,2.4298957126,156,0,177,155,124,137,53,25,17,15,4,9,156,0,177,155,124,137,53,25,17,15,4,90,638,34,88,94,11,374,0,104,6,0.0111111111,3,2001-07-16 07:24:36,6,9
955,249,443,1293,3,11,0,95,1.9361158433,319,0,184,277,152,182,32,19,4,2,0,11,319,0,184,277,152,182,32,19,4,2,0,137,703,67,172,62,6,387,0,88,3,0.0046367852,2,2001-07-16 07:29:36,3,10
956,206,185,821,4,15,0,41,1.909212283,261,0,143,131,79,50,26,22,5,23,0,13,261,0,143,131,79,50,26,22,5,23,0,144,406,61,97,64,8,292,0,78,8,0.0097442144,2,2001-07-16 07:34:36,4,11
957,159,308,1101,6,14,0,17,1.8664495114,226,2,200,290,90,43,19,12,8,27,3,11,226,2,200,290,90,43,19,12,8,27,3,188,583,19,114,171,19,355,0,63,2,0.0172570391,1,2001-07-16 07:39:36,6,10
958,178,224,723,5,11,0,31,1.9947460595,121,0,123,125,120,33,27,18,2,1,1,9,121,0,123,125,120,33,27,18,2,1,1,75,388,10,67,91,13,270,0,65,2,0.0179806362,3,2001-07-16 07:44:36,5,9
959,290,408,1520,8,14,0,99,1.5376260667,398,3,361,299,93,45,35,41,7,3,2,11,398,3,361,299,93,45,35,41,7,3,2,194,774,80,142,151,17,401,0,63,6,0.0111842105,2,2001-07-16 07:49:36,8,9
960,324,510,1429,4,13,0,128,2.0183284457,416,0,280,160,223,124,70,34,26,27,4,9,416,0,280,160,223,124,70,34,26,27,4,187,801,73,175,45,5,440,0,101,8,0.0034989503,1,2001-07-16 07:54:36,4,12
961,242,153,781,2,16,0,54,1.6587743733,236,0,135,181,60,55,31,10,6,3,0,13,236,0,135,181,60,55,31,10,6,3,0,78,400,86,100,61,12,340,0,53,2,0.0153649168,2,2001-07-16 07:59:36,2,11
962,278,278,1225,5,16,0,107,1.7661870504,423,0,172,205,131,67,46,27,8,24,9,9,423,0,172,205,131,67,46,27,8,24,9,210,594,85,116,109,5,439,0,63,2,0.0040816327,1,2001-07-16 08:04:36,3,9
963,475,501,1832,4,14,0,62,1.9418158568,344,1,331,318,399,85,33,29,11,10,3,10,344,1,331,318,399,85,33,29,11,10,3,162,1089,99,152,205,25,682,0,90,8,0.0136462882,2,2001-07-16 08:09:36,4,12
964,1103,832,2922,5,14,0,136,2.1973194341,528,1,434,561,781,138,107,96,14,10,12,11,528,1,434,561,781,138,107,96,14,10,12,323,1859,55,313,214,12,845,0,141,6,0.0040997608,2,2001-07-16 08:14:36,5,10
965,223,252,1341,5,14,0,41,1.6788793103,310,0,208,171,93,49,67,20,2,8,0,8,310,0,208,171,93,49,67,20,2,8,0,130,498,107,152,117,44,440,0,85,2,0.0325684678,3,2001-07-16 08:19:36,5,10
966,325,246,1114,4,18,0,101,1.6606243706,319,6,239,169,124,94,17,7,10,5,3,10,319,6,239,169,124,94,17,7,10,5,3,74,620,120,78,107,4,381,0,70,3,0.0035906643,1,2001-07-16 08:24:36,4,9
967,306,319,1124,5,12,0,39,2.5150884495,186,11,145,225,162,92,47,47,29,15,2,10,186,11,145,225,162,92,47,47,29,15,2,64,623,51,184,132,11,494,0,25,5,0.0097431355,2,2001-07-16 08:29:36,2,9
968,431,323,1280,11,21,0,41,2.5193465176,200,3,161,332,252,57,56,16,17,25,44,10,200,3,161,332,252,57,56,16,17,25,44,75,835,59,153,78,13,556,0,56,3,0.0101167315,2,2001-07-16 08:34:36,4,12
969,519,315,2537,3,14,0,39,1.9920265781,264,0,470,326,204,104,51,39,26,12,9,9,264,0,470,326,204,104,51,39,26,12,9,120,1106,83,157,969,122,772,1,114,42,0.0480882933,3,2001-07-16 08:39:36,3,10
970,470,728,2863,5,15,0,152,2.1099099099,494,16,527,485,254,237,67,87,28,5,14,18,494,16,527,485,254,237,67,87,28,5,14,155,1407,141,365,571,45,787,1,127,58,0.0157177786,3,2001-07-16 08:44:36,3,10
971,417,603,1911,4,14,0,49,1.8741954359,385,2,403,389,263,179,60,14,9,1,2,12,385,2,403,389,263,179,60,14,9,1,2,137,1118,143,262,157,11,561,0,62,5,0.0057561486,1,2001-07-16 08:49:36,4,9
972,498,841,2521,5,13,0,74,2.0265870863,266,0,642,305,316,140,120,25,18,2,8,11,266,0,642,305,316,140,120,25,18,2,8,88,1416,81,184,613,52,718,0,95,14,0.0206267354,2,2001-07-16 08:54:36,5,9
973,687,746,2231,5,15,0,45,2.2282388664,320,2,422,442,409,188,97,75,11,4,6,10,320,2,422,442,409,188,97,75,11,4,6,161,1300,92,378,160,12,532,0,85,12,0.0053787539,2,2001-07-16 08:59:36,5,10
974,605,549,1934,5,14,0,193,1.8183279743,375,0,563,532,179,85,49,9,20,36,18,9,375,0,563,532,179,85,49,9,20,36,18,50,1376,97,150,55,6,469,0,81,3,0.0031023785,2,2001-07-16 09:04:36,5,8
975,477,720,1672,4,15,0,101,1.9394884591,238,3,524,440,213,67,44,22,6,40,6,10,238,3,524,440,213,67,44,22,6,40,6,43,1288,63,108,61,9,448,0,88,14,0.0053827751,2,2001-07-16 09:09:36,4,10
976,190,274,778,2,12,0,15,1.8599105812,107,0,246,146,69,58,17,12,14,2,0,8,107,0,246,146,69,58,17,12,14,2,0,43,377,32,204,102,12,346,1,63,11,0.0154241645,4,2001-07-16 09:14:36,2,11
977,213,294,1125,10,17,0,81,1.6086956522,357,0,182,233,108,97,48,6,3,1,0,8,357,0,182,233,108,97,48,6,3,1,0,83,514,126,231,59,14,448,0,45,7,0.0124444444,2,2001-07-16 09:19:36,7,11
978,166,234,946,7,17,0,78,1.8066225166,255,0,100,137,150,72,13,18,6,1,2,11,255,0,100,137,150,72,13,18,6,1,2,55,416,87,119,160,16,408,0,56,3,0.0169133192,2,2001-07-16 09:24:36,7,10
979,271,239,1073,6,12,0,76,1.5890132248,296,2,222,239,118,63,30,7,4,2,0,10,296,2,222,239,118,63,30,7,4,2,0,92,529,100,186,79,20,359,0,67,6,0.018639329,2,2001-07-16 09:29:36,6,10
980,1194,885,2473,7,15,0,65,2.0494966443,159,4,708,793,532,84,58,20,13,4,7,12,159,4,708,793,532,84,58,20,13,4,7,54,1790,32,443,76,13,459,0,111,9,0.0052334944,2,2001-07-16 09:34:36,7,11
981,404,91,811,5,11,0,39,2.1031390135,104,0,90,276,65,110,15,8,1,0,0,7,104,0,90,276,65,110,15,8,1,0,0,31,378,20,201,129,10,270,0,34,6,0.0123152709,2,2001-07-16 09:39:36,5,10
982,372,485,1892,5,16,0,181,1.7693452381,295,1,370,234,330,65,25,17,5,0,2,10,295,1,370,234,330,65,25,17,5,0,2,71,960,26,106,510,14,581,0,48,6,0.0073917635,2,2001-07-16 09:44:36,4,10
983,243,276,1069,7,11,0,84,1.8739076155,194,0,168,190,98,103,41,7,0,0,0,6,194,0,168,190,98,103,41,7,0,0,0,76,437,23,181,245,7,321,0,64,9,0.0065481759,1,2001-07-16 09:49:36,7,10
984,318,168,885,6,20,0,10,2.7869101979,103,3,138,152,102,90,9,10,4,10,8,18,103,3,138,152,102,90,9,10,4,10,8,65,501,24,57,209,6,251,0,86,22,0.006779661,1,2001-07-16 09:54:36,3,11
985,432,358,1421,5,16,0,80,2.266025641,177,2,306,343,167,125,37,49,9,28,3,11,177,2,306,343,167,125,37,49,9,28,3,58,942,33,135,139,9,514,0,42,16,0.0063335679,2,2001-07-16 09:59:36,5,12
986,281,510,1285,4,15,0,76,2.3397328881,276,9,276,161,206,126,10,66,19,40,3,12,276,9,276,161,206,126,10,66,19,40,3,150,802,39,131,81,7,344,0,61,7,0.0054432348,2,2001-07-16 10:04:36,4,9
987,749,525,1903,4,15,0,32,1.8670745273,363,0,481,511,74,310,18,10,13,13,4,11,363,0,481,511,74,310,18,10,13,13,4,179,1166,125,296,72,11,394,0,58,29,0.0057803468,2,2001-07-16 10:09:36,4,10
988,338,249,972,3,13,0,62,1.8411764706,167,1,235,186,183,37,19,12,2,2,6,10,167,1,235,186,183,37,19,12,2,2,6,40,604,41,103,104,14,392,0,25,6,0.0144032922,2,2001-07-16 10:14:36,3,9
989,377,413,1444,4,16,0,97,2.1213592233,287,5,281,328,130,95,31,25,10,4,7,13,287,5,281,328,130,95,31,25,10,4,7,94,774,84,187,151,11,492,0,104,35,0.0076177285,2,2001-07-16 10:19:36,4,11
990,540,644,1709,2,12,0,34,1.8502842704,228,0,357,610,268,81,15,22,0,1,1,9,228,0,357,610,268,81,15,22,0,1,1,123,1052,61,313,98,13,443,0,87,3,0.0076067876,2,2001-07-16 10:24:36,2,9
991,270,236,1131,3,15,0,72,1.7798466594,241,0,284,158,114,35,25,20,5,16,15,9,241,0,284,158,114,35,25,20,5,16,15,68,535,70,168,82,7,480,0,29,10,0.0061892131,1,2001-07-16 10:29:36,3,9
992,205,143,723,6,12,0,58,1.7383458647,145,0,219,155,58,32,20,30,3,3,0,8,145,0,219,155,58,32,20,30,3,3,0,45,448,32,82,54,5,274,0,59,2,0.0069156293,2,2001-07-16 10:34:36,6,9
993,340,458,1498,4,15,0,54,1.9414668547,380,0,228,399,158,177,7,20,12,33,2,12,380,0,228,399,158,177,7,20,12,33,2,170,775,132,287,64,7,387,0,71,14,0.0046728972,2,2001-07-16 10:39:36,4,10
994,267,223,1025,7,15,0,78,1.7420382166,266,1,203,240,112,59,28,17,7,4,2,13,266,1,203,240,112,59,28,17,7,4,2,102,574,64,124,69,8,470,0,59,9,0.007804878,2,2001-07-16 10:44:36,7,10
995,923,312,2032,4,10,0,97,1.5411946447,281,0,730,677,171,42,20,19,2,0,0,7,281,0,730,677,171,42,20,19,2,0,0,78,1495,66,206,60,11,415,0,108,3,0.0053868756,3,2001-07-16 10:49:36,4,9
996,989,757,2453,4,17,0,68,1.389626556,450,0,1040,574,277,36,18,11,3,0,1,9,450,0,1040,574,277,36,18,11,3,0,1,325,1778,41,198,24,4,457,0,191,4,0.0016306563,2,2001-07-16 10:54:36,4,12
997,1161,778,2622,6,14,0,63,1.8072,216,0,911,899,228,173,36,21,11,0,3,12,216,0,911,899,228,173,36,21,11,0,3,102,1968,41,326,110,16,551,0,141,4,0.0061022121,2,2001-07-16 10:59:36,6,10
998,418,488,1503,5,16,0,87,1.9805194805,273,0,363,318,235,82,33,52,6,22,2,9,273,0,363,318,235,82,33,52,6,22,2,172,996,8,123,107,7,393,0,88,1,0.004657352,2,2001-07-16 11:04:36,5,12
999,380,245,1573,5,16,0,90,1.6875489428,311,0,362,291,161,84,38,10,19,0,1,9,311,0,362,291,161,84,38,10,19,0,1,168,823,45,151,273,53,463,0,72,3,0.0336935791,1,2001-07-16 11:09:36,5,9
1000,159,279,1137,3,13,0,70,1.7880184332,249,2,166,239,116,47,12,14,5,2,10,12,249,2,166,239,116,47,12,14,5,2,10,70,456,82,190,247,34,415,0,41,0,0.0299032542,2,2001-07-16 11:14:36,3,10
1001,244,303,1054,2,11,0,46,1.5748987854,266,1,260,265,109,35,34,12,3,1,2,10,266,1,260,265,109,35,34,12,3,1,2,166,535,50,191,48,8,345,0,78,8,0.0075757576,2,2001-07-16 11:19:36,2,10
1002,218,364,1140,5,15,0,73,1.6985743381,333,1,220,206,80,38,52,23,12,9,5,13,333,1,220,206,80,38,52,23,12,9,5,196,538,51,124,139,10,404,0,61,7,0.0087719298,2,2001-07-16 11:24:36,5,10
1003,585,639,3025,5,17,0,120,1.5924989465,759,11,571,512,233,175,55,33,8,5,9,13,759,11,571,512,233,175,55,33,8,5,9,218,1341,242,452,408,27,796,0,127,4,0.0089256198,2,2001-07-16 11:29:36,5,9
1004,237,283,1050,11,13,0,148,2.040959041,326,0,139,208,118,95,33,44,9,10,14,12,326,0,139,208,118,95,33,44,9,10,14,140,510,35,168,44,2,307,0,67,8,0.0019047619,2,2001-07-16 11:34:36,6,9
1005,411,404,1339,2,17,0,48,1.9216626699,371,5,155,217,410,22,30,23,5,6,2,14,371,5,155,217,410,22,30,23,5,6,2,276,790,29,108,69,12,344,0,61,3,0.0089619119,2,2001-07-16 11:39:36,2,9
1006,163,263,885,6,19,0,38,1.800472255,249,4,249,117,130,36,14,11,5,12,12,15,249,4,249,117,130,36,14,11,5,12,12,175,503,28,103,34,8,326,0,51,10,0.009039548,2,2001-07-16 11:44:36,4,8
1007,721,380,1888,5,16,0,44,1.819633353,356,4,502,347,275,124,41,12,4,21,4,11,356,4,502,347,275,124,41,12,4,21,4,172,1125,137,213,149,29,467,0,107,6,0.0153601695,3,2001-07-16 11:49:36,5,10
1008,527,489,1630,4,18,0,63,1.9238095238,307,11,344,400,192,149,41,13,4,4,0,13,307,11,344,400,192,149,41,13,4,4,0,207,935,27,238,106,18,494,0,109,1,0.0110429448,2,2001-07-16 11:54:36,4,9
1009,474,375,1602,8,15,0,75,1.6440329218,441,9,263,430,193,41,49,30,1,0,1,10,441,9,263,430,193,41,49,30,1,0,1,348,853,12,170,110,18,415,0,79,0,0.0112359551,2,2001-07-16 11:59:36,5,9
1010,326,262,1047,5,18,0,44,1.7558386412,157,12,323,269,114,25,30,9,2,0,0,13,157,12,323,269,114,25,30,9,2,0,0,56,677,40,125,76,8,435,0,64,0,0.0076408787,2,2001-07-16 12:04:36,5,10
1011,727,513,2515,4,15,0,661,1.4456431535,977,0,351,312,637,84,36,9,4,0,0,7,977,0,351,312,637,84,36,9,4,0,0,136,1310,130,173,76,5,440,0,103,2,0.0019880716,1,2001-07-16 12:09:36,4,14
1012,354,478,1403,4,15,0,86,1.9857142857,357,0,141,315,408,36,35,14,4,4,4,13,357,0,141,315,408,36,35,14,4,4,4,198,878,62,106,57,5,449,0,72,0,0.0035637919,2,2001-07-16 12:14:36,4,9
1013,448,262,1406,5,12,0,172,1.4463615904,385,0,452,179,214,69,20,8,1,2,2,11,385,0,452,179,214,69,20,8,1,2,2,108,813,96,144,33,7,437,0,71,1,0.0049786629,2,2001-07-16 12:19:36,5,9
1014,179,312,1245,8,15,0,48,1.359375,408,2,228,259,112,36,30,10,1,2,0,10,408,2,228,259,112,36,30,10,1,2,0,114,598,201,127,138,9,448,0,61,4,0.0072289157,2,2001-07-16 12:24:36,5,10
1015,263,287,1332,7,18,0,148,1.7785407725,311,1,335,181,162,97,39,23,4,0,2,12,311,1,335,181,162,97,39,23,4,0,2,113,810,45,49,149,17,516,0,78,8,0.0127627628,2,2001-07-16 12:29:36,6,10
1016,344,408,1850,4,14,0,67,1.7355800389,507,0,315,185,325,132,29,19,17,14,0,8,507,0,315,185,325,132,29,19,17,14,0,196,956,190,134,215,18,439,0,112,12,0.0097297297,2,2001-07-16 12:34:36,4,8
1017,211,527,1217,7,16,0,71,1.5381165919,274,0,308,313,156,34,14,10,1,5,0,8,274,0,308,313,156,34,14,10,1,5,0,115,713,71,145,92,8,358,1,114,1,0.0065735415,1,2001-07-16 12:39:36,5,11
1018,335,496,1579,8,11,0,151,1.4989912576,488,0,282,423,127,129,28,7,2,1,0,8,488,0,282,423,127,129,28,7,2,1,0,182,891,113,150,70,12,464,0,60,3,0.0075997467,3,2001-07-16 12:44:36,5,10
1019,1160,784,2621,5,13,0,44,1.7928109855,299,2,784,905,270,145,34,15,3,17,2,10,299,2,784,905,270,145,34,15,3,17,2,176,1887,51,318,71,9,554,0,206,1,0.0034338039,1,2001-07-16 12:49:36,4,11
1020,1136,652,2581,5,16,0,133,1.8422339992,556,0,617,512,353,306,68,33,7,1,0,8,556,0,617,512,353,306,68,33,7,1,0,355,1629,53,283,113,14,458,0,132,6,0.0054242542,3,2001-07-16 12:54:36,5,10
1021,416,457,1586,5,19,0,48,2.0153129161,490,2,132,368,267,80,76,17,32,30,8,10,490,2,132,368,267,80,76,17,32,30,8,381,819,49,205,72,6,497,0,107,4,0.0037831021,1,2001-07-16 12:59:36,5,11
1022,312,427,1470,7,15,0,69,2.4469635628,195,1,212,326,242,99,59,25,36,33,6,11,195,1,212,326,242,99,59,25,36,33,6,86,921,35,124,215,10,491,0,68,2,0.0067980965,2,2001-07-16 13:04:36,7,11
1023,332,272,963,5,13,0,19,1.9716775599,214,1,111,220,301,44,12,4,6,1,4,10,214,1,111,220,301,44,12,4,6,1,4,168,645,18,68,35,7,298,0,120,13,0.0072614108,1,2001-07-16 13:09:36,5,9
1024,258,289,1233,5,14,0,86,1.6450511945,443,0,191,221,167,47,53,26,9,13,2,9,443,0,191,221,167,47,53,26,9,13,2,289,623,36,138,50,3,444,0,58,2,0.00243309,1,2001-07-16 13:14:36,5,9
1025,484,530,2021,5,17,0,51,1.6632321041,582,0,404,334,323,89,50,32,15,12,3,9,582,0,404,334,323,89,50,32,15,12,3,459,1010,46,278,155,11,469,0,100,7,0.0054428501,1,2001-07-16 13:19:36,5,10
1026,499,256,1521,5,17,0,44,1.8020989505,365,1,302,286,191,75,69,25,11,8,0,11,365,1,302,286,191,75,69,25,11,8,0,273,757,41,219,157,7,515,0,86,13,0.0046022354,1,2001-07-16 13:24:36,4,10
1027,193,294,1315,4,13,0,307,1.5421276596,494,9,248,170,108,61,47,9,9,2,0,11,494,9,248,170,108,61,47,9,9,2,0,125,577,48,118,120,9,496,6,76,4,0.006833713,2,2001-07-16 13:29:36,4,10
1028,295,355,1394,6,13,0,129,1.7029478458,400,0,298,258,226,48,45,13,19,13,2,11,400,0,298,258,226,48,45,13,19,13,2,235,822,30,107,40,2,571,0,57,11,0.0014347202,1,2001-07-16 13:34:36,6,10
1029,145,305,918,6,13,0,91,1.7617411226,246,0,177,208,113,84,25,6,4,9,1,9,246,0,177,208,113,84,25,6,4,9,1,105,542,35,100,28,3,335,0,92,29,0.0032679739,2,2001-07-16 13:39:36,4,9
1030,327,331,1197,6,12,0,60,2.1424501425,192,0,256,203,219,77,50,29,16,6,5,9,192,0,256,203,219,77,50,29,16,6,5,88,671,34,200,122,6,497,10,55,1,0.0050125313,1,2001-07-16 13:44:36,6,9
1031,92,394,1077,6,15,0,150,1.8040201005,265,19,308,181,132,37,13,8,16,2,2,11,265,19,308,181,132,37,13,8,16,2,2,24,643,68,110,60,3,421,6,106,4,0.0027855153,1,2001-07-16 13:49:36,4,9
1032,261,203,827,10,12,0,26,1.8744939271,132,1,230,198,73,59,19,11,9,7,2,10,132,1,230,198,73,59,19,11,9,7,2,51,494,42,128,79,1,364,0,70,6,0.0012091898,1,2001-07-16 13:54:36,7,9
1033,1039,558,2208,4,13,0,62,1.7455565949,379,0,575,735,249,110,58,17,13,1,1,9,379,0,575,735,249,110,58,17,13,1,1,244,1649,58,125,58,6,540,0,149,10,0.0027173913,2,2001-07-16 13:59:36,4,10
1034,135,394,1268,4,12,0,269,1.2875536481,532,0,115,277,177,37,18,5,1,2,1,9,532,0,115,277,177,37,18,5,1,2,1,225,554,32,85,94,12,307,0,93,7,0.0094637224,2,2001-07-16 14:04:36,4,9
1035,279,197,1089,5,11,0,21,1.4274973147,347,0,189,194,118,26,50,5,2,0,0,7,347,0,189,194,118,26,50,5,2,0,0,148,520,166,76,149,7,337,0,75,7,0.0064279155,1,2001-07-16 14:09:36,4,9
1036,161,221,1342,6,12,0,90,1.3278837421,333,0,451,130,100,41,20,13,5,4,1,11,333,0,451,130,100,41,20,13,5,4,1,85,678,154,94,233,7,376,0,87,2,0.0052160954,1,2001-07-16 14:14:36,6,9
1037,588,692,2815,5,14,0,122,1.8847969783,475,2,364,669,399,103,73,9,4,3,3,12,475,2,364,669,399,103,73,9,4,3,3,228,1541,54,173,480,23,801,1,109,2,0.0081705151,2,2001-07-16 14:19:36,5,10
1038,657,219,2124,5,16,0,23,1.3620025674,432,0,622,283,126,25,40,14,2,1,1,12,432,0,622,283,126,25,40,14,2,1,1,270,1082,87,96,462,40,604,1,80,18,0.0188323917,2,2001-07-16 14:24:36,4,11
1039,171,163,851,3,15,0,61,1.5006369427,286,0,159,175,72,52,19,10,8,2,2,9,286,0,159,175,72,52,19,10,8,2,2,179,431,34,80,55,9,356,5,68,5,0.0105757932,2,2001-07-16 14:29:36,2,12
1040,188,143,1040,4,14,0,274,1.1340314136,539,0,101,123,104,45,26,10,3,3,1,9,539,0,101,123,104,45,26,10,3,3,1,191,348,67,75,60,9,395,0,82,4,0.0086538462,2,2001-07-16 14:34:36,4,10
1041,829,580,2630,7,12,0,456,1.5386130812,873,0,524,485,396,152,60,30,9,9,0,8,873,0,524,485,396,152,60,30,9,9,0,231,1484,171,196,60,5,639,2,113,8,0.0019011407,1,2001-07-16 14:39:36,7,9
1042,921,598,2151,4,14,0,76,2.0061611374,370,7,517,672,268,105,74,32,20,29,16,10,370,7,517,672,268,105,74,32,20,29,16,232,1513,50,239,34,5,512,8,107,1,0.0023234201,2,2001-07-16 14:44:36,4,11
1043,340,185,1219,6,19,0,54,1.6321428571,397,7,316,165,101,48,26,24,7,13,3,17,397,7,316,165,101,48,26,24,7,13,3,310,645,21,90,90,8,516,0,84,13,0.006557377,1,2001-07-16 14:49:36,6,11
1044,360,263,1676,11,14,0,158,1.7646103896,440,6,191,265,114,98,92,5,10,2,8,11,440,6,191,265,114,98,92,5,10,2,8,162,609,101,202,422,49,491,0,86,13,0.0292362768,1,2001-07-16 14:54:36,5,11
1045,173,226,1562,5,13,0,227,1.1174603175,740,1,160,137,105,31,36,15,28,4,3,10,740,1,160,137,105,31,36,15,28,4,3,187,445,296,105,282,26,461,0,111,2,0.0166453265,1,2001-07-16 14:59:36,5,11
1046,196,171,886,6,13,0,26,1.6476821192,290,1,146,117,80,55,37,10,6,10,3,10,290,1,146,117,80,55,37,10,6,10,3,198,394,55,82,120,8,340,0,99,10,0.0090293454,1,2001-07-16 15:04:36,6,9
1047,186,457,1123,7,15,0,47,1.7658959538,225,0,293,246,123,111,12,21,7,0,0,7,225,0,293,246,123,111,12,21,7,0,0,133,693,40,125,70,9,379,0,115,1,0.0080071174,2,2001-07-16 15:09:36,6,10
1048,118,279,768,2,11,0,21,1.895280236,223,0,114,150,42,105,16,12,1,0,3,12,223,0,114,150,42,105,16,12,1,0,3,142,389,53,73,86,7,308,0,71,11,0.0091145833,2,2001-07-16 15:14:36,2,10
1049,168,175,748,12,13,0,66,1.7750410509,182,0,111,161,76,30,20,10,13,5,1,9,182,0,111,161,76,30,20,10,13,5,1,64,358,35,86,71,3,307,0,70,6,0.0040106952,1,2001-07-16 15:19:36,6,10
1050,133,456,1348,3,13,0,35,1.5111821086,247,0,224,323,89,27,13,7,7,0,2,9,247,0,224,323,89,27,13,7,7,0,2,72,616,121,95,401,11,378,0,62,13,0.0081602374,1,2001-07-16 15:24:36,3,13
1051,236,460,1338,4,11,0,65,1.9159584514,221,0,256,246,183,84,40,14,10,3,2,9,221,0,256,246,183,84,40,14,10,3,2,60,668,92,174,272,12,337,0,67,9,0.0089686099,2,2001-07-16 15:29:36,4,10
1052,141,157,665,14,15,0,11,1.5440140845,181,0,134,135,55,33,20,3,1,3,3,9,181,0,134,135,55,33,20,3,1,3,3,61,308,102,86,69,5,254,0,30,1,0.007518797,2,2001-07-16 15:34:36,5,9
