;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_22_;edit_distance_dict_23_;edit_distance_dict_24_;edit_distance_dict_25_;edit_distance_dict_26_;edit_distance_dict_27_;edit_distance_dict_29_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_22_;edit_distance_unique_dict_23_;edit_distance_unique_dict_24_;edit_distance_unique_dict_25_;edit_distance_unique_dict_26_;edit_distance_unique_dict_27_;edit_distance_unique_dict_29_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
104;501;687;3019;6;13;0;239;1.3680362116991645;1118;0;0;0;0;0;0;0;0;0;0;664;0;0;0;0;0;0;0;0;0;508;298;132;111;25;7;8;1;9;1118;0;0;0;0;0;0;0;0;0;0;664;0;0;0;0;0;0;0;0;0;508;298;132;111;25;7;8;1;147;1410;666;410;105;4;1617;0;207;94;0.001324942033786022;1;2001-09-26 08:44:07;1001493847;4;9
105;714;628;7739;5;15;0;408;0.7209657277646733;4521;0;0;1;15;0;0;0;0;0;0;1487;0;0;0;0;0;0;0;0;0;511;411;118;100;32;5;6;0;13;4521;0;0;1;15;0;0;0;0;0;0;1487;0;0;0;0;0;0;0;0;0;511;411;118;100;32;5;6;0;137;2455;3859;348;465;9;2172;0;282;197;0.0011618900077459333;1;2001-09-26 08:49:07;1001494147;5;9
106;1208;1185;5957;3;16;0;304;1.54715270221255;1819;6;5;0;0;3;0;0;0;0;0;1521;0;0;0;0;0;0;0;0;0;868;560;369;276;57;13;5;12;14;1819;6;5;0;0;3;0;0;0;0;0;1521;0;0;0;0;0;0;0;0;0;868;560;369;276;57;13;5;12;163;3236;1273;538;416;16;1600;0;333;403;0.00268591572939399;1;2001-09-26 08:54:07;1001494447;3;11
107;581;625;3093;6;15;0;272;1.6853559572113612;987;35;15;2;0;0;0;0;0;0;0;652;0;0;0;0;0;0;0;0;0;311;397;159;83;18;26;10;16;12;987;35;15;2;0;0;0;0;0;0;0;652;0;0;0;0;0;0;0;0;0;311;397;159;83;18;26;10;16;143;1477;480;339;344;34;1219;0;191;142;0.010992563853863564;3;2001-09-26 08:59:07;1001494747;4;12
108;887;591;3788;4;14;0;226;1.5957049486461252;1116;4;0;2;0;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;503;582;166;83;50;27;9;0;12;1116;4;0;2;0;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;503;582;166;83;50;27;9;0;135;1844;704;304;564;38;1503;0;227;102;0.01003167898627244;2;2001-09-26 09:04:07;1001495047;4;11
109;603;583;3487;5;17;0;257;1.316167290886392;1334;5;3;2;0;1;0;0;0;0;0;816;0;0;0;0;0;0;0;0;0;492;255;145;62;29;21;31;8;14;1334;5;3;2;0;1;0;0;0;0;0;816;0;0;0;0;0;0;0;0;0;492;255;145;62;29;21;31;8;128;1653;849;317;249;23;1627;0;226;88;0.00659592773157442;2;2001-09-26 09:09:07;1001495347;5;13
110;1637;1471;8077;6;14;0;291;1.5031204992798848;1937;4;0;0;0;0;0;0;0;0;0;1554;0;0;0;0;0;0;0;0;0;1399;831;292;129;45;46;5;7;10;1937;4;0;0;0;0;0;0;0;0;0;1554;0;0;0;0;0;0;0;0;0;1399;831;292;129;45;46;5;7;241;3756;1318;643;1584;63;1820;0;285;127;0.007799925714993191;2;2001-09-26 09:14:07;1001495647;6;11
111;2003;1596;7145;6;16;0;313;1.6556568524884172;1961;57;42;16;4;0;0;0;0;0;0;1521;0;0;0;0;0;0;0;0;0;1806;728;389;114;27;15;7;4;13;1961;57;42;16;4;0;0;0;0;0;0;1521;0;0;0;0;0;0;0;0;0;1806;728;389;114;27;15;7;4;290;3957;1296;835;416;37;2029;0;267;163;0.005178446466060182;2;2001-09-26 09:19:07;1001495947;5;11
112;866;1488;5228;4;19;0;381;1.5846407927332782;1683;70;19;20;4;2;0;0;0;0;0;1355;0;0;0;0;0;0;0;0;0;721;603;208;63;28;27;32;9;14;1683;70;19;20;4;2;0;0;0;0;0;1355;0;0;0;0;0;0;0;0;0;721;603;208;63;28;27;32;9;274;2289;880;1020;347;40;1862;0;193;138;0.0076511094108645756;2;2001-09-26 09:24:07;1001496247;4;12
113;1676;1113;5870;6;23;0;284;2.1287020109689214;1544;85;45;91;25;1;19;18;0;0;0;1107;0;0;0;0;0;0;0;0;0;1280;754;267;153;53;16;5;7;16;1544;85;45;91;25;1;19;18;0;0;0;1107;0;0;0;0;0;0;0;0;0;1280;754;267;153;53;16;5;7;188;3395;951;652;365;11;2522;0;287;141;0.0018739352640545145;2;2001-09-26 09:29:07;1001496547;4;11
114;1483;1390;6314;6;17;0;387;1.5616438356164384;1851;27;13;4;3;3;0;0;0;0;0;1512;0;0;0;0;0;0;0;0;0;1291;695;264;136;65;20;14;15;14;1851;27;13;4;3;3;0;0;0;0;0;1512;0;0;0;0;0;0;0;0;0;1291;695;264;136;65;20;14;15;193;3375;1164;794;364;10;2245;1;413;367;0.0015837820715869496;2;2001-09-26 09:34:07;1001496847;6;13
115;937;1101;5368;4;24;0;238;1.5106837606837606;1854;3;2;2;8;0;0;3;7;4;0;996;0;0;1;0;0;0;0;0;0;809;534;209;102;44;37;41;24;22;1854;3;2;2;8;0;0;3;7;4;0;996;0;0;1;0;0;0;0;0;0;809;534;209;102;44;37;41;24;205;2368;1276;593;664;59;2026;0;349;282;0.010991058122205664;2;2001-09-26 09:39:07;1001497147;4;10
116;948;915;6252;3;17;0;262;1.1175166297117516;2979;11;5;21;5;0;0;4;0;0;0;996;0;0;0;0;0;0;0;0;0;526;379;296;103;33;23;20;11;16;2979;11;5;21;5;0;0;4;0;0;0;996;0;0;0;0;0;0;0;0;0;526;379;296;103;33;23;20;11;147;2102;2469;432;809;67;2426;0;185;94;0.01071657069737684;1;2001-09-26 09:44:07;1001497447;3;10
117;1372;1308;7878;9;23;0;425;1.2813321647677476;3254;4;24;8;0;0;12;6;0;0;4;1415;4;0;0;0;0;0;0;0;0;1088;474;212;157;74;48;44;18;20;3254;4;24;8;0;0;12;6;0;0;4;1415;4;0;0;0;0;0;0;0;0;1088;474;212;157;74;48;44;18;162;3051;2536;672;971;16;2346;0;300;151;0.002030972328002031;1;2001-09-26 09:49:07;1001497747;9;11
118;1129;840;5038;6;22;0;337;1.2831312486704956;2069;3;4;1;2;3;0;0;0;0;0;987;0;0;0;0;0;0;0;0;0;831;413;143;128;69;28;12;8;14;2069;3;4;1;2;3;0;0;0;0;0;987;0;0;0;0;0;0;0;0;0;831;413;143;128;69;28;12;8;164;2371;1505;324;301;16;1760;0;229;111;0.0031758634378721714;2;2001-09-26 09:54:07;1001498047;6;13
119;673;762;3406;4;14;0;246;1.491359634822302;1141;2;4;0;0;0;0;0;4;5;0;717;0;0;0;0;0;0;0;0;0;519;347;169;114;8;35;1;1;18;1141;2;4;0;0;0;0;0;4;5;0;717;0;0;0;0;0;0;0;0;0;519;347;169;114;8;35;1;1;135;1652;645;389;292;15;1611;0;146;108;0.004403992953611274;1;2001-09-26 09:59:07;1001498347;4;10
120;667;930;3999;7;15;0;252;1.55956678700361;1477;4;0;2;0;0;0;0;0;0;0;686;0;0;0;0;0;0;0;0;0;524;392;207;131;116;42;11;9;12;1477;4;0;2;0;0;0;0;0;0;0;686;0;0;0;0;0;0;0;0;0;524;392;207;131;116;42;11;9;154;1735;936;524;365;10;1560;0;237;93;0.0024987506246876563;1;2001-09-26 10:04:07;1001498647;3;9
121;833;1131;4540;4;14;0;301;1.7166947723440136;1324;6;14;0;0;0;4;0;0;0;0;872;0;0;0;0;0;0;0;0;0;822;609;256;116;54;33;19;22;15;1324;6;14;0;0;0;4;0;0;0;0;872;0;0;0;0;0;0;0;0;0;822;609;256;116;54;33;19;22;179;2370;765;536;354;19;1903;0;303;157;0.004185022026431718;1;2001-09-26 10:09:07;1001498947;4;10
122;575;1037;4837;4;15;0;250;1.273300630693763;1873;5;21;16;0;0;0;0;0;0;0;1004;0;0;0;0;0;0;0;0;0;732;321;178;41;22;49;16;3;12;1873;5;21;16;0;0;0;0;0;0;0;1004;0;0;0;0;0;0;0;0;0;732;321;178;41;22;49;16;3;263;1903;1241;624;445;24;1662;0;238;75;0.004961753152780649;1;2001-09-26 10:14:07;1001499247;4;10
123;914;902;4622;9;18;0;330;1.6001013684744045;1442;45;38;6;1;10;0;7;0;0;0;1137;0;0;0;0;0;0;0;0;0;568;315;177;103;44;33;7;13;16;1442;45;38;6;1;10;0;7;0;0;0;1137;0;0;0;0;0;0;0;0;0;568;315;177;103;44;33;7;13;208;2168;780;460;561;12;1681;0;237;133;0.0025962786672436176;1;2001-09-26 10:19:07;1001499547;7;12
124;900;1013;4199;3;15;0;367;1.769090909090909;1387;38;6;3;0;0;0;0;0;0;0;851;0;0;0;0;0;0;0;0;0;615;306;231;176;151;70;14;2;12;1387;38;6;3;0;0;0;0;0;0;0;851;0;0;0;0;0;0;0;0;0;615;306;231;176;151;70;14;2;144;2217;795;327;293;22;1746;2;158;132;0.00523934270064301;2;2001-09-26 10:24:07;1001499847;3;9
125;1513;1483;7862;4;15;0;441;1.382142312966631;2783;10;11;6;0;0;0;0;0;0;0;1237;0;0;0;0;0;0;0;0;0;1194;789;212;129;115;41;8;28;12;2783;10;11;6;0;0;0;0;0;0;0;1237;0;0;0;0;0;0;0;0;0;1194;789;212;129;115;41;8;28;179;3288;2034;621;1158;69;2203;0;308;192;0.008776392775375223;2;2001-09-26 10:29:07;1001500147;4;10
126;954;893;4397;5;16;0;454;1.7209476309226932;1424;11;25;16;1;0;0;0;0;0;0;964;0;0;0;0;0;0;0;0;0;723;285;156;145;174;50;21;15;13;1424;11;25;16;1;0;0;0;0;0;0;964;0;0;0;0;0;0;0;0;0;723;285;156;145;174;50;21;15;179;2244;710;423;365;43;1678;0;142;55;0.00977939504207414;1;2001-09-26 10:34:07;1001500447;5;12
127;686;1067;3599;8;12;0;196;1.6166423357664235;1197;2;27;8;0;0;0;0;0;0;0;582;0;0;0;0;0;0;0;0;0;883;374;183;111;42;13;3;0;12;1197;2;27;8;0;0;0;0;0;0;0;582;0;0;0;0;0;0;0;0;0;883;374;183;111;42;13;3;0;328;1960;585;356;120;14;1562;1;179;103;0.003886729594669628;1;2001-09-26 10:39:07;1001500747;8;10
128;1127;784;4737;5;16;0;361;1.5160075329566856;1479;0;0;2;7;1;0;0;3;0;0;944;0;0;0;0;0;0;0;0;0;834;530;292;98;25;20;7;6;17;1479;0;0;2;7;1;0;0;3;0;0;944;0;0;0;0;0;0;0;0;0;834;530;292;98;25;20;7;6;207;2354;812;514;454;18;1415;0;276;130;0.0037998733375554147;1;2001-09-26 10:44:07;1001501047;5;9
129;1432;953;109005;3;22;0;8049;0.5827588709092228;10433;0;0;0;0;0;0;0;0;0;0;1370;0;0;0;0;0;0;0;0;0;677;540;260;410;52;29;8;2;9;10433;0;0;0;0;0;0;0;0;0;0;1370;0;0;0;0;0;0;0;0;0;677;540;260;410;52;29;8;2;443;3062;1870;357;95202;2267;36048;79;2879;61;0.020795875683411;3;2001-09-26 10:49:07;1001501347;3;9
130;1003;1224;5696;3;13;0;301;1.5705235699645985;1956;6;3;0;0;0;0;0;0;0;0;1141;0;0;0;0;0;0;0;0;0;1026;580;214;201;153;76;7;4;11;1956;6;3;0;0;0;0;0;0;0;0;1141;0;0;0;0;0;0;0;0;0;1026;580;214;201;153;76;7;4;246;3066;1315;439;289;0;1707;2;205;123;0.0;0;2001-09-26 10:54:07;1001501647;3;10
131;536;655;2610;6;14;0;192;1.7381141045958794;861;0;9;0;0;0;0;0;0;0;0;515;0;0;0;0;0;0;0;0;0;392;358;242;65;28;8;16;30;11;861;0;9;0;0;0;0;0;0;0;0;515;0;0;0;0;0;0;0;0;0;392;358;242;65;28;8;16;30;147;1377;443;365;79;0;1346;0;253;95;0.0;0;2001-09-26 10:59:07;1001501947;4;10
132;1260;1185;5408;6;14;0;586;1.2952417351423657;1821;4;0;0;0;0;0;0;0;0;0;1847;0;0;0;0;0;0;0;0;0;652;444;183;198;70;4;5;5;10;1821;4;0;0;0;0;0;0;0;0;0;1847;0;0;0;0;0;0;0;0;0;652;444;183;198;70;4;5;5;306;3092;800;449;152;0;1606;0;331;149;0.0;0;2001-09-26 11:04:07;1001502247;4;9
133;1021;1089;5439;4;15;0;294;1.9918386941910706;1488;12;12;6;0;0;0;0;0;0;0;743;0;0;0;0;0;0;0;0;0;556;468;360;91;292;73;28;37;12;1488;12;12;6;0;0;0;0;0;0;0;743;0;0;0;0;0;0;0;0;0;556;468;360;91;292;73;28;37;186;2308;938;440;1238;0;1613;0;322;171;0.0;0;2001-09-26 11:09:07;1001502547;4;11
134;1468;1509;6962;4;14;0;281;1.803760632741382;1944;2;0;0;0;0;0;0;0;0;0;1880;0;0;0;0;0;0;0;0;0;707;979;621;234;192;112;24;6;10;1944;2;0;0;0;0;0;0;0;0;0;1880;0;0;0;0;0;0;0;0;0;707;979;621;234;192;112;24;6;276;4396;1196;552;251;0;2311;0;401;325;0.0;0;2001-09-26 11:14:07;1001502847;4;10
135;1604;2195;8230;4;15;0;373;1.9785509415139044;2349;1;0;1;0;0;0;0;0;0;0;1958;0;0;0;0;0;0;0;0;0;938;1219;469;391;434;160;93;6;12;2349;1;0;1;0;0;0;0;0;0;0;1958;0;0;0;0;0;0;0;0;0;938;1219;469;391;434;160;93;6;411;4932;1242;1061;181;0;2022;0;288;438;0.0;0;2001-09-26 11:19:07;1001503147;4;12
136;1170;944;4563;2;32;0;269;1.754798903107861;1600;4;8;1;0;0;0;0;1;0;8;869;2;2;0;4;2;0;0;0;0;512;660;408;193;53;34;13;2;24;1600;4;8;1;0;0;0;0;1;0;8;869;2;2;0;4;2;0;0;0;0;512;660;408;193;53;34;13;2;199;2430;1000;478;181;0;1689;0;218;227;0.0;0;2001-09-26 11:24:07;1001503447;2;17
137;941;1018;4776;3;16;0;343;1.559077809798271;1630;0;0;0;0;0;0;0;0;0;0;830;0;0;0;3;0;0;0;1;0;679;475;223;172;66;59;12;14;27;1630;0;0;0;0;0;0;0;0;0;0;830;0;0;0;3;0;0;0;1;0;679;475;223;172;66;59;12;14;196;2047;1004;574;520;0;1746;0;180;128;0.0;0;2001-09-26 11:29:07;1001503747;3;11
138;2060;914;6971;7;25;0;327;1.427150821154136;2337;5;6;2;0;0;0;0;0;0;2;1619;0;0;0;2;4;1;4;0;1;1253;981;231;164;8;7;5;5;29;2337;5;6;2;0;0;0;0;0;0;2;1619;0;0;0;2;4;1;4;0;1;1253;981;231;164;8;7;5;5;184;4050;1717;359;309;0;1635;0;277;146;0.0;0;2001-09-26 11:34:07;1001504047;7;11
139;1337;2016;8762;3;13;0;468;1.5093058350100603;2656;2;1;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;1285;1221;364;286;110;25;1;1;11;2656;2;1;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;1285;1221;364;286;110;25;1;1;355;3777;1586;1766;717;0;1879;0;360;137;0.0;0;2001-09-26 11:39:07;1001504347;3;10
140;1053;860;5008;3;16;0;350;1.444585448392555;1747;1;0;0;0;0;0;0;0;0;0;1365;0;0;0;0;0;0;0;0;0;688;352;163;155;215;33;6;3;10;1747;1;0;0;0;0;0;0;0;0;0;1365;0;0;0;0;0;0;0;0;0;688;352;163;155;215;33;6;3;318;2442;999;619;249;0;1681;0;256;86;0.0;0;2001-09-26 11:44:07;1001504647;3;11
141;620;1233;4197;4;18;0;210;1.804968287526427;1401;2;3;1;0;0;0;0;0;0;0;609;0;0;0;0;0;0;0;0;0;482;625;181;389;37;21;18;15;12;1401;2;3;1;0;0;0;0;0;0;0;609;0;0;0;0;0;0;0;0;0;482;625;181;389;37;21;18;15;258;2196;847;273;405;0;1540;0;290;96;0.0;0;2001-09-26 11:49:07;1001504947;4;11
142;1781;1110;6181;2;19;0;343;1.4339147936933916;1991;0;1;1;4;3;0;0;0;0;0;1421;0;0;0;0;0;0;0;0;0;1430;662;255;98;55;14;16;11;14;1991;0;1;1;4;3;0;0;0;0;0;1421;0;0;0;0;0;0;0;0;0;1430;662;255;98;55;14;16;11;420;3517;1075;607;167;0;1464;0;327;107;0.0;0;2001-09-26 11:54:07;1001505247;2;15
143;1440;1923;7099;3;20;0;401;1.7252259151478022;2154;0;0;1;4;3;0;0;0;0;0;1397;0;0;0;0;0;0;0;0;0;997;1030;432;211;230;53;10;7;14;2154;0;0;1;4;3;0;0;0;0;0;1397;0;0;0;0;0;0;0;0;0;997;1030;432;211;230;53;10;7;310;3428;1326;1064;537;0;1855;0;227;149;0.0;0;2001-09-26 11:59:07;1001505547;3;12
144;1037;1157;5538;7;15;0;300;1.5431921020156314;1593;3;0;5;5;1;0;0;0;0;0;1191;0;0;0;0;0;0;0;0;0;1027;579;184;108;109;38;15;4;14;1593;3;0;5;5;1;0;0;0;0;0;1191;0;0;0;0;0;0;0;0;0;1027;579;184;108;109;38;15;4;210;2685;921;746;622;0;2076;0;176;123;0.0;0;2001-09-26 12:04:07;1001505847;7;12
145;1502;934;5928;7;17;0;814;1.3706206651253778;2259;1;0;0;0;0;0;0;0;0;0;1329;0;0;0;0;0;0;0;0;0;935;468;263;208;124;30;6;0;10;2259;1;0;0;0;0;0;0;0;0;0;1329;0;0;0;0;0;0;0;0;0;935;468;263;208;124;30;6;0;234;2780;1122;673;259;0;2070;0;218;147;0.0;0;2001-09-26 12:09:07;1001506147;5;10
146;1029;991;4648;9;14;0;389;1.7498288062086282;1643;2;0;0;0;0;0;0;0;0;0;804;0;0;0;0;0;0;0;0;0;734;417;222;219;260;64;12;4;10;1643;2;0;0;0;0;0;0;0;0;0;804;0;0;0;0;0;0;0;0;0;734;417;222;219;260;64;12;4;309;2293;798;592;235;0;1737;0;195;121;0.0;0;2001-09-26 12:14:07;1001506447;8;11
147;605;638;3088;4;19;0;242;1.6626681206833878;1127;1;4;3;10;7;2;2;0;0;0;535;0;0;0;0;0;0;0;0;0;399;245;190;100;50;48;22;6;16;1127;1;4;3;10;7;2;2;0;0;0;535;0;0;0;0;0;0;0;0;0;399;245;190;100;50;48;22;6;116;1451;676;266;320;0;1584;0;163;91;0.0;0;2001-09-26 12:19:07;1001506747;4;10
148;363;530;2437;5;14;0;279;1.2893136403127714;1076;0;2;1;0;0;0;1;0;0;0;514;0;0;0;0;0;0;0;0;0;271;180;99;82;33;31;7;5;16;1076;0;2;1;0;0;0;1;0;0;0;514;0;0;0;0;0;0;0;0;0;271;180;99;82;33;31;7;5;146;921;551;405;86;0;1049;0;162;72;0.0;0;2001-09-26 12:24:07;1001507047;5;9
149;792;601;3597;10;13;0;170;1.2852834740651387;1219;2;1;0;0;0;0;0;0;0;0;785;0;0;0;0;0;0;0;0;0;814;285;112;79;14;4;1;0;11;1219;2;1;0;0;0;0;0;0;0;0;785;0;0;0;0;0;0;0;0;0;814;285;112;79;14;4;1;0;179;1741;786;440;269;0;1396;0;295;149;0.0;0;2001-09-26 12:29:07;1001507347;6;10
150;611;628;3182;5;15;0;204;1.2048780487804878;1211;0;0;0;0;0;0;0;0;0;0;683;0;0;0;0;0;0;0;0;0;550;207;114;61;25;10;8;1;9;1211;0;0;0;0;0;0;0;0;0;0;683;0;0;0;0;0;0;0;0;0;550;207;114;61;25;10;8;1;237;1494;686;249;272;0;1418;0;214;50;0.0;0;2001-09-26 12:34:07;1001507647;3;10
151;1014;853;4300;4;15;0;474;1.3404516445753558;1648;2;16;4;1;0;0;0;0;0;0;790;0;0;0;0;0;0;0;0;0;995;304;165;83;44;8;9;5;13;1648;2;16;4;1;0;0;0;0;0;0;790;0;0;0;0;0;0;0;0;0;995;304;165;83;44;8;9;5;178;2208;903;311;190;0;1777;0;358;44;0.0;0;2001-09-26 12:39:07;1001507947;4;10
152;1331;1126;5593;4;18;0;360;2.0310048561822938;1569;2;45;6;6;1;0;0;0;0;0;832;0;0;0;0;0;0;0;0;0;1301;655;386;306;113;40;64;28;14;1569;2;45;6;6;1;0;0;0;0;0;832;0;0;0;0;0;0;0;0;0;1301;655;386;306;113;40;64;28;139;3404;939;512;223;0;2019;0;446;128;0.0;0;2001-09-26 12:44:07;1001508247;4;10
153;915;756;4442;4;18;0;278;1.4678111587982832;1439;7;16;9;3;1;0;0;0;0;0;1096;0;0;0;0;0;0;0;0;0;614;395;183;114;37;11;27;9;14;1439;7;16;9;3;1;0;0;0;0;0;1096;0;0;0;0;0;0;0;0;0;614;395;183;114;37;11;27;9;165;2141;928;449;458;0;1643;0;319;111;0.0;0;2001-09-26 12:49:07;1001508547;4;14
154;660;839;3777;2;16;0;255;1.4950105836105232;1292;2;5;1;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;657;282;171;104;46;25;16;26;12;1292;2;5;1;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;657;282;171;104;46;25;16;26;119;1683;795;455;417;0;1462;0;261;77;0.0;0;2001-09-26 12:54:07;1001508847;2;10
155;530;592;2944;5;13;0;212;1.4806609087495306;1044;0;8;1;1;0;0;0;0;0;0;538;0;0;0;0;0;0;0;0;0;534;230;106;123;53;23;2;0;13;1044;0;8;1;1;0;0;0;0;0;0;538;0;0;0;0;0;0;0;0;0;534;230;106;123;53;23;2;0;180;1416;570;285;203;0;1462;0;190;85;0.0;0;2001-09-26 12:59:07;1001509147;5;10
156;707;617;4233;7;15;0;213;1.4727050930161634;1279;33;4;2;0;0;0;0;0;0;0;840;0;0;0;0;0;0;0;0;0;513;237;220;52;23;39;30;7;12;1279;33;4;2;0;0;0;0;0;0;0;840;0;0;0;0;0;0;0;0;0;513;237;220;52;23;39;30;7;115;1792;890;269;917;0;1361;0;250;84;0.0;0;2001-09-26 13:04:07;1001509447;7;9
157;788;2983;8162;4;12;0;461;2.0536031724326542;2097;4;4;1;0;0;0;0;0;0;0;1110;0;0;0;0;0;0;0;0;0;1408;993;871;533;220;42;16;14;12;2097;4;4;1;0;0;0;0;0;0;0;1110;0;0;0;0;0;0;0;0;0;1408;993;871;533;220;42;16;14;115;3688;1449;1600;794;0;1860;0;239;140;0.0;0;2001-09-26 13:09:07;1001509747;3;11
158;1200;3031;9842;5;15;0;318;1.3075921908893708;1288;0;7;9;1;0;0;0;0;0;0;3888;0;0;0;0;0;0;0;0;0;910;437;191;113;29;19;18;5;13;1288;0;7;9;1;0;0;0;0;0;0;3888;0;0;0;0;0;0;0;0;0;910;437;191;113;29;19;18;5;125;5339;759;374;2797;0;2556;12;449;146;0.0;0;2001-09-26 13:14:07;1001510047;3;11
159;951;935;4177;4;17;0;326;1.6498708010335916;1310;36;16;21;2;0;6;0;0;0;0;1042;0;0;0;0;0;0;0;0;0;745;252;236;93;37;32;40;2;15;1310;36;16;21;2;0;6;0;0;0;0;1042;0;0;0;0;0;0;0;0;0;745;252;236;93;37;32;40;2;180;2209;729;426;290;0;1783;0;316;96;0.0;0;2001-09-26 13:19:07;1001510347;4;10
160;720;823;4019;4;18;0;335;1.5289617486338798;1540;1;14;0;0;0;0;6;0;0;0;805;0;0;0;0;0;0;0;0;0;570;290;102;101;76;107;29;19;16;1540;1;14;0;0;0;0;6;0;0;0;805;0;0;0;0;0;0;0;0;0;570;290;102;101;76;107;29;19;181;1919;881;344;324;0;1624;0;311;105;0.0;0;2001-09-26 13:24:07;1001510647;4;10
161;1141;951;6514;2;18;0;842;1.153150017403411;2558;3;4;0;1;1;2;0;0;0;0;1424;0;0;0;0;0;0;0;0;0;1082;312;121;104;51;18;50;15;15;2558;3;4;0;1;1;2;0;0;0;0;1424;0;0;0;0;0;0;0;0;0;1082;312;121;104;51;18;50;15;185;2903;1460;356;689;0;1625;0;371;100;0.0;0;2001-09-26 13:29:07;1001510947;2;12
162;473;757;3178;4;16;0;216;1.423836389280677;1030;4;0;0;3;0;0;0;0;0;0;679;0;0;0;0;0;0;0;0;0;637;211;134;65;37;7;20;9;13;1030;4;0;0;3;0;0;0;0;0;0;679;0;0;0;0;0;0;0;0;0;637;211;134;65;37;7;20;9;165;1434;560;461;298;0;1361;0;262;107;0.0;0;2001-09-26 13:34:07;1001511247;4;11
163;1105;994;5749;4;18;0;290;1.4318641326324302;1924;8;3;1;0;2;0;0;0;0;0;1332;0;0;0;0;0;0;0;0;0;705;252;455;130;52;33;23;26;14;1924;8;3;1;0;2;0;0;0;0;0;1332;0;0;0;0;0;0;0;0;0;705;252;455;130;52;33;23;26;131;2709;1389;427;724;0;1870;0;335;119;0.0;0;2001-09-26 13:39:07;1001511547;4;17
164;847;1423;5122;3;17;0;321;1.3911282155154951;1609;2;20;2;0;0;0;0;0;0;0;1679;0;0;0;0;0;0;0;0;0;749;444;185;167;55;13;9;3;12;1609;2;20;2;0;0;0;0;0;0;0;1679;0;0;0;0;0;0;0;0;0;749;444;185;167;55;13;9;3;172;3002;1021;421;170;0;1851;1;319;226;0.0;0;2001-09-26 13:44:07;1001511847;3;11
165;945;689;4831;5;17;0;223;1.303402854006586;1469;0;9;2;0;0;4;0;0;0;0;1780;0;0;0;0;0;0;0;0;0;608;234;306;93;9;25;6;10;15;1469;0;9;2;0;0;4;0;0;0;0;1780;0;0;0;0;0;0;0;0;0;608;234;306;93;9;25;6;10;171;2825;1009;327;261;0;1387;0;258;130;0.0;0;2001-09-26 13:49:07;1001512147;5;13
166;2047;2237;36023;3;18;0;843;0.4246583774467561;25665;2;8;0;2;3;0;0;0;0;0;2897;0;0;0;0;0;0;0;0;0;2535;652;336;188;72;74;57;1;14;25665;2;8;0;2;3;0;0;0;0;0;2897;0;0;0;0;0;0;0;0;0;2535;652;336;188;72;74;57;1;289;6190;24444;726;3497;3;11602;13;851;105;8.327550312283137e-05;1;2001-09-26 13:54:07;1001512447;3;9
167;2172;12477;57148;3;16;0;301;1.0976874711377926;2854;4;1;1;0;0;0;0;0;0;0;21804;0;0;0;0;0;0;0;0;0;2381;690;180;99;49;33;33;22;12;2854;4;1;1;0;0;0;0;0;0;0;21804;0;0;0;0;0;0;0;0;0;2381;690;180;99;49;33;33;22;1517;7393;805;18135;709;3;13350;18;1348;166;5.249435685663791e-05;1;2001-09-26 13:59:07;1001512747;3;9
