;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_22_;edit_distance_dict_23_;edit_distance_dict_24_;edit_distance_dict_25_;edit_distance_dict_26_;edit_distance_dict_27_;edit_distance_dict_29_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_22_;edit_distance_unique_dict_23_;edit_distance_unique_dict_24_;edit_distance_unique_dict_25_;edit_distance_unique_dict_26_;edit_distance_unique_dict_27_;edit_distance_unique_dict_29_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
41;619;2455;6352;3;16;0;306;1.7943274456521738;2058;19;81;10;23;1;0;0;0;0;0;874;0;0;0;0;0;0;0;0;0;1429;681;440;176;56;24;12;4;14;2058;19;81;10;23;1;0;0;0;0;0;874;0;0;0;0;0;0;0;0;0;1429;681;440;176;56;24;12;4;218;2805;1412;1147;416;18;1613;0;263;249;0.0028337531486146094;2;2001-09-26 03:29:07;1001474947;3;14
42;1260;685;4516;2;26;0;247;1.660010240655402;1232;8;22;7;7;0;7;5;4;3;0;933;1;0;2;0;0;0;0;0;0;787;588;192;86;13;4;4;1;22;1232;8;22;7;7;0;7;5;4;3;0;933;1;0;2;0;0;0;0;0;0;787;588;192;86;13;4;4;1;156;2269;744;490;565;42;1483;0;202;257;0.009300265721877768;3;2001-09-26 03:34:07;1001475247;2;10
43;2815;736;11121;4;20;0;769;1.3074542171782306;3125;13;19;62;31;3;11;4;11;6;1;2226;0;0;0;0;0;0;0;0;0;1496;411;161;118;24;20;10;2;19;3125;13;19;62;31;3;11;4;11;6;1;2226;0;0;0;0;0;0;0;0;0;1496;411;161;118;24;20;10;2;100;4278;2170;437;3242;20;2225;0;384;1133;0.001798399424512184;1;2001-09-26 03:39:07;1001475547;4;11
44;1106;1168;4385;6;16;0;218;1.8878575012543903;1016;23;19;47;10;4;0;0;0;0;0;1118;0;0;0;0;0;0;0;0;0;778;437;429;47;16;33;8;1;14;1016;23;19;47;10;4;0;0;0;0;0;1118;0;0;0;0;0;0;0;0;0;778;437;429;47;16;33;8;1;190;2277;479;822;371;15;1622;0;227;452;0.0034207525655644243;1;2001-09-26 03:44:07;1001475847;6;9
45;506;497;2543;2;15;0;239;1.4768380790480238;947;7;0;0;1;0;0;0;0;0;0;506;0;0;0;0;0;0;0;0;0;299;289;178;73;37;7;8;1;13;947;7;0;0;1;0;0;0;0;0;0;506;0;0;0;0;0;0;0;0;0;299;289;178;73;37;7;8;1;70;1155;598;291;175;14;1040;0;174;96;0.005505308690523005;3;2001-09-26 03:49:07;1001476147;2;10
46;1082;573;3528;7;13;0;212;1.4446177847113884;1044;6;3;0;0;0;0;0;0;0;0;781;0;0;0;0;0;0;0;0;0;700;433;157;64;12;3;2;0;11;1044;6;3;0;0;0;0;0;0;0;0;781;0;0;0;0;0;0;0;0;0;700;433;157;64;12;3;2;0;284;1825;494;390;311;8;1204;0;136;224;0.0022675736961451248;2;2001-09-26 03:54:07;1001476447;7;9
47;1117;737;5119;4;17;0;238;1.8047368421052632;1204;11;13;6;0;0;0;0;0;0;0;902;0;0;0;0;0;0;0;0;0;669;398;198;205;119;37;33;5;12;1204;11;13;6;0;0;0;0;0;0;0;902;0;0;0;0;0;0;0;0;0;669;398;198;205;119;37;33;5;187;2249;636;490;1218;27;1784;0;343;90;0.005274467669466693;2;2001-09-26 03:59:07;1001476747;4;12
48;666;988;3729;5;13;0;266;1.5193635544881416;1195;11;14;0;0;0;0;0;0;0;0;956;0;0;0;0;0;0;0;0;0;419;359;177;73;69;31;21;6;11;1195;11;14;0;0;0;0;0;0;0;0;956;0;0;0;0;0;0;0;0;0;419;359;177;73;69;31;21;6;137;1721;746;461;385;5;1067;0;378;128;0.0013408420488066506;2;2001-09-26 04:04:07;1001477047;5;9
49;804;1021;5937;8;14;0;297;1.3518556073818697;1758;16;0;0;0;0;0;0;0;0;0;1404;0;0;0;0;0;0;0;0;0;933;464;156;111;31;5;33;20;10;1758;16;0;0;0;0;0;0;0;0;0;1404;0;0;0;0;0;0;0;0;0;933;464;156;111;31;5;33;20;149;2909;1209;367;960;21;1678;0;264;183;0.0035371399696816574;2;2001-09-26 04:09:07;1001477347;4;10
50;3129;3764;15559;4;18;0;875;1.2752725928663833;2598;1;0;0;0;0;0;0;0;0;0;5219;0;0;0;0;0;0;0;0;0;1642;595;425;288;33;5;14;2;10;2598;1;0;0;0;0;0;0;0;0;0;5219;0;0;0;0;0;0;0;0;0;1642;595;425;288;33;5;14;2;512;7101;1034;1300;4576;148;2308;0;426;219;0.009510956879377933;2;2001-09-26 04:14:07;1001477647;2;11
51;3137;3213;9691;3;16;0;652;1.8426978574551816;1636;4;3;2;1;0;0;0;0;0;0;1851;0;0;0;0;0;0;0;0;0;2994;2106;292;166;75;7;6;5;13;1636;4;3;2;1;0;0;0;0;0;0;1851;0;0;0;0;0;0;0;0;0;2994;2106;292;166;75;7;6;5;139;7250;762;345;500;8;1869;0;463;187;0.0008245722531436817;2;2001-09-26 04:19:07;1001477947;3;14
52;925;599;4260;4;23;0;339;2.0456284153005466;1253;19;27;78;50;0;0;9;9;0;0;674;0;0;0;0;0;0;0;0;0;868;332;176;86;22;27;14;16;17;1253;19;27;78;50;0;0;9;9;0;0;674;0;0;0;0;0;0;0;0;0;868;332;176;86;22;27;14;16;96;2159;748;318;575;21;1395;0;205;202;0.004929577464788733;2;2001-09-26 04:24:07;1001478247;4;10
53;691;1157;4775;4;19;0;300;2.206108706108706;1510;82;55;70;43;17;0;16;0;0;0;857;0;0;0;0;0;0;0;0;0;766;317;136;128;24;23;0;114;16;1510;82;55;70;43;17;0;16;0;0;0;857;0;0;0;0;0;0;0;0;0;766;317;136;128;24;23;0;114;151;1978;937;792;530;16;1605;0;131;266;0.003350785340314136;2;2001-09-26 04:29:07;1001478547;4;10
54;635;1004;4330;5;16;0;404;1.5180851063829788;1405;2;1;0;0;0;0;0;0;0;0;764;0;0;0;0;0;0;0;0;0;700;462;183;124;74;30;14;1;11;1405;2;1;0;0;0;0;0;0;0;0;764;0;0;0;0;0;0;0;0;0;700;462;183;124;74;30;14;1;241;1595;624;896;543;16;1612;0;181;148;0.003695150115473441;2;2001-09-26 04:34:07;1001478847;5;10
55;557;747;3469;5;15;0;222;1.3633860977288368;1165;4;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;534;323;177;64;22;12;4;1;10;1165;4;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;534;323;177;64;22;12;4;1;148;1381;719;436;517;31;1405;0;146;117;0.008936292879792447;2;2001-09-26 04:39:07;1001479147;5;9
56;617;639;4591;8;17;0;552;1.2941981390257253;1499;11;2;1;0;0;0;0;0;0;0;980;0;0;0;0;0;0;0;0;0;526;315;137;117;29;7;18;12;12;1499;11;2;1;0;0;0;0;0;0;0;980;0;0;0;0;0;0;0;0;0;526;315;137;117;29;7;18;12;165;1842;693;402;886;73;1636;0;180;134;0.01590067523415378;3;2001-09-26 04:44:07;1001479447;7;10
57;1447;1179;5485;6;15;0;388;2.041699604743083;1722;1;4;4;0;0;0;0;0;0;0;977;0;0;0;0;0;0;0;0;0;747;457;246;212;583;19;80;8;12;1722;1;4;4;0;0;0;0;0;0;0;977;0;0;0;0;0;0;0;0;0;747;457;246;212;583;19;80;8;116;3044;1153;359;407;12;2035;0;111;128;0.0021877848678213308;1;2001-09-26 04:49:07;1001479747;4;9
58;1476;1167;4956;6;18;0;329;2.0685229497498367;1345;5;1;0;0;0;6;0;0;0;0;1017;0;0;0;0;0;0;0;0;0;697;549;339;128;379;25;99;7;15;1345;5;1;0;0;0;6;0;0;0;0;1017;0;0;0;0;0;0;0;0;0;697;549;339;128;379;25;99;7;116;2770;816;566;324;14;1446;0;138;237;0.002824858757062147;2;2001-09-26 04:54:07;1001480047;6;11
59;599;930;3635;5;17;0;227;1.4485535341485236;1323;1;0;1;0;3;0;0;0;0;0;736;0;0;0;0;0;0;0;0;0;564;335;178;121;47;35;1;8;14;1323;1;0;1;0;3;0;0;0;0;0;736;0;0;0;0;0;0;0;0;0;564;335;178;121;47;35;1;8;157;1546;855;568;244;5;1398;0;229;191;0.001375515818431912;2;2001-09-26 04:59:07;1001480347;5;10
60;1258;2090;8168;4;16;0;420;1.4277929155313351;2406;3;2;4;2;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;1958;667;237;190;45;8;7;4;13;2406;3;2;4;2;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;1958;667;237;190;45;8;7;4;267;3484;1561;874;1506;86;2506;0;404;419;0.010526315789473684;2;2001-09-26 05:04:07;1001480647;4;10
61;471;642;3061;5;19;0;264;1.4022641509433962;1046;2;0;0;0;6;1;2;1;0;0;579;0;0;0;0;0;0;0;0;0;406;375;163;41;24;2;1;1;17;1046;2;0;0;0;6;1;2;1;0;0;579;0;0;0;0;0;0;0;0;0;406;375;163;41;24;2;1;1;148;1394;551;293;365;25;1548;0;227;133;0.008167265599477294;2;2001-09-26 05:09:07;1001480947;5;11
62;528;667;3128;7;16;0;218;1.4695684249354481;949;6;0;1;1;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;502;326;157;40;26;4;18;10;13;949;6;0;1;1;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;502;326;157;40;26;4;18;10;74;1605;597;217;361;15;1750;0;134;91;0.00479539641943734;2;2001-09-26 05:14:07;1001481247;6;10
63;945;1034;6306;4;15;0;355;1.5221423603060515;1660;5;0;1;1;0;0;0;0;0;0;781;0;0;0;0;0;0;0;0;0;831;467;313;152;88;8;4;2;13;1660;5;0;1;1;0;0;0;0;0;0;781;0;0;0;0;0;0;0;0;0;831;467;313;152;88;8;4;2;143;2345;943;527;1753;16;2052;0;188;117;0.002537266095781795;1;2001-09-26 05:19:07;1001481547;4;13
64;3996;2365;12754;7;13;0;381;1.7943250065279832;2569;1;0;0;0;0;0;0;0;0;0;3105;0;0;0;0;0;0;0;0;0;2619;1570;978;427;100;56;63;1;10;2569;1;0;0;0;0;0;0;0;0;0;3105;0;0;0;0;0;0;0;0;0;2619;1570;978;427;100;56;63;1;155;8160;1947;846;1219;27;2856;0;336;358;0.0021169829073231926;2;2001-09-26 05:24:07;1001481847;5;11
65;703;1216;8032;3;12;0;365;1.109253065774805;3496;3;0;0;0;0;0;0;0;0;0;877;0;0;0;0;0;0;0;0;0;727;600;215;258;81;15;0;7;10;3496;3;0;0;0;0;0;0;0;0;0;877;0;0;0;0;0;0;0;0;0;727;600;215;258;81;15;0;7;153;2368;2895;498;1657;18;1744;1;227;112;0.0022410358565737054;2;2001-09-26 05:29:07;1001482147;3;10
66;855;867;4562;7;15;0;303;1.230189596499757;1751;21;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;0;0;0;613;304;149;68;79;15;12;0;10;1751;21;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;0;0;0;613;304;149;68;79;15;12;0;104;2013;1246;448;436;25;1391;0;194;102;0.0054800526085050415;2;2001-09-26 05:34:07;1001482447;5;13
67;595;572;3225;8;13;0;218;1.3519611246095107;1100;23;2;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;414;371;106;54;28;6;3;0;11;1100;23;2;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;414;371;106;54;28;6;3;0;139;1484;666;374;316;30;1133;0;185;95;0.009302325581395349;3;2001-09-26 05:39:07;1001482747;6;10
68;569;539;3027;5;13;0;207;1.4523638968481376;1023;40;0;0;0;0;0;0;0;0;0;698;0;0;0;0;0;0;0;0;0;475;350;118;53;26;8;1;0;10;1023;40;0;0;0;0;0;0;0;0;0;698;0;0;0;0;0;0;0;0;0;475;350;118;53;26;8;1;0;153;1604;595;233;226;24;1377;0;107;67;0.007928642220019821;2;2001-09-26 05:44:07;1001483047;5;11
69;1206;1195;7546;6;16;0;626;1.2980143229166667;2634;4;0;0;0;0;0;0;0;0;0;1529;0;0;0;0;0;0;0;0;0;909;380;255;253;121;38;18;3;10;2634;4;0;0;0;0;0;0;0;0;0;1529;0;0;0;0;0;0;0;0;0;909;380;255;253;121;38;18;3;217;3114;1639;548;1333;101;2664;2;381;318;0.013384574609064405;3;2001-09-26 05:49:07;1001483347;5;10
70;941;1212;5597;12;13;0;316;1.3427925149084927;1900;2;0;0;0;0;0;0;0;0;0;1086;0;0;0;0;0;0;0;0;0;921;506;280;105;38;13;8;4;10;1900;2;0;0;0;0;0;0;0;0;0;1086;0;0;0;0;0;0;0;0;0;921;506;280;105;38;13;8;4;289;2381;1161;716;590;50;2489;1;250;151;0.008933357155619081;2;2001-09-26 05:54:07;1001483647;8;11
71;507;765;4628;4;21;0;224;1.3822654771559881;1265;2;0;0;0;1;0;0;1;0;0;1225;0;0;0;0;0;0;0;0;0;563;269;193;74;32;37;22;15;17;1265;2;0;0;0;1;0;0;1;0;0;1225;0;0;0;0;0;0;0;0;0;563;269;193;74;32;37;22;15;127;2213;858;277;914;118;1617;0;192;91;0.02549697493517718;3;2001-09-26 05:59:07;1001483947;4;11
72;1047;895;4916;4;15;0;190;1.404486586493987;1340;0;2;0;0;0;0;0;0;0;0;1221;0;0;0;0;0;0;0;0;0;1011;389;255;48;38;8;11;1;11;1340;0;2;0;0;0;0;0;0;0;0;1221;0;0;0;0;0;0;0;0;0;1011;389;255;48;38;8;11;1;174;2593;862;505;472;16;1983;0;143;143;0.0032546786004882017;2;2001-09-26 06:04:07;1001484247;4;11
73;1022;1132;5233;5;19;0;359;1.7060262397153658;1530;15;13;0;0;3;6;1;0;0;0;913;0;0;0;0;0;0;0;0;0;933;515;283;81;104;60;34;6;16;1530;15;13;0;0;3;6;1;0;0;0;913;0;0;0;0;0;0;0;0;0;933;515;283;81;104;60;34;6;156;2529;879;574;669;21;2063;0;257;206;0.004012994458245748;2;2001-09-26 06:09:07;1001484547;5;9
74;1553;1822;16612;3;21;0;2340;1.1400034740316136;6119;1;1;1;0;0;0;1;0;0;1;1885;0;0;0;0;0;0;0;0;0;1551;907;368;357;223;52;32;15;19;6119;1;1;1;0;0;0;1;0;0;1;1885;0;0;0;0;0;0;0;0;0;1551;907;368;357;223;52;32;15;232;4891;3311;740;4945;331;3216;24;622;225;0.019924155781616805;2;2001-09-26 06:14:07;1001484847;3;11
75;1202;1809;19450;6;15;0;7208;0.6114542391914655;12445;4;4;3;0;0;0;0;0;0;0;2614;0;0;0;0;0;0;0;0;0;1528;469;310;213;167;40;11;2;12;12445;4;4;3;0;0;0;0;0;0;0;2614;0;0;0;0;0;0;0;0;0;1528;469;310;213;167;40;11;2;2977;4968;1797;860;1595;55;3713;30;353;990;0.0028271820705253418;2;2001-09-26 06:19:07;1001485147;6;9
76;987;966;13704;2;15;0;8501;0.4847373055474024;10310;1;2;0;0;0;0;0;0;0;0;2093;0;0;0;0;0;0;0;0;0;455;242;141;175;92;85;29;3;11;10310;1;2;0;0;0;0;0;0;0;0;2093;0;0;0;0;0;0;0;0;0;455;242;141;175;92;85;29;3;140;3112;1580;295;71;16;2527;35;333;622;0.0011672016340822876;3;2001-09-26 06:24:07;1001485447;2;10
77;714;691;3653;3;17;0;280;1.6193588546529722;1267;107;2;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;485;264;173;46;45;28;11;11;11;1267;107;2;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;485;264;173;46;45;28;11;11;206;1698;672;357;393;28;1494;0;158;77;0.007664932931836847;2;2001-09-26 06:29:07;1001485747;3;12
78;886;900;4155;5;15;0;315;1.392578650174778;1448;5;0;1;0;0;0;0;0;0;0;841;0;0;0;0;0;0;0;0;0;663;394;195;78;63;28;3;0;12;1448;5;0;1;0;0;0;0;0;0;0;841;0;0;0;0;0;0;0;0;0;663;394;195;78;63;28;3;0;212;1937;807;448;371;8;1672;0;135;111;0.0019253910950661852;1;2001-09-26 06:34:07;1001486047;5;10
79;572;644;3659;6;16;0;219;1.1687763713080168;1403;2;0;0;0;0;0;0;0;0;0;679;0;0;0;0;0;0;0;0;0;471;293;128;73;23;6;3;0;10;1403;2;0;0;0;0;0;0;0;0;0;679;0;0;0;0;0;0;0;0;0;471;293;128;73;23;6;3;0;174;1365;944;379;537;18;1273;0;146;111;0.004919376878928669;2;2001-09-26 06:39:07;1001486347;5;11
80;1170;1113;5075;4;21;0;284;2.1672752167959835;1385;179;41;29;63;2;12;0;0;0;0;1099;0;0;0;0;0;0;0;0;0;695;522;138;104;60;37;9;7;15;1385;179;41;29;63;2;12;0;0;0;0;1099;0;0;0;0;0;0;0;0;0;695;522;138;104;60;37;9;7;198;2251;807;842;656;40;1754;0;174;109;0.007880220646178092;2;2001-09-26 06:44:07;1001486647;4;11
81;827;997;5353;2;16;0;616;1.5852127412229715;1874;10;26;42;7;0;0;0;0;0;0;628;0;0;0;0;0;0;0;0;0;822;411;234;146;68;13;13;7;13;1874;10;26;42;7;0;0;0;0;0;0;628;0;0;0;0;0;0;0;0;0;822;411;234;146;68;13;13;7;139;2009;1038;499;899;17;1746;0;200;110;0.0031746031746031746;2;2001-09-26 06:49:07;1001486947;2;10
82;670;528;4778;3;17;0;333;1.1279887482419129;1305;3;0;0;0;0;0;0;0;0;0;1353;0;0;0;0;0;0;0;0;0;406;255;163;44;14;6;2;4;10;1305;3;0;0;0;0;0;0;0;0;0;1353;0;0;0;0;0;0;0;0;0;406;255;163;44;14;6;2;4;146;2030;749;297;1211;222;1581;0;199;139;0.046462955211385513;2;2001-09-26 06:54:07;1001487247;3;10
83;1868;1854;11172;6;17;0;724;1.5056338028169014;2464;21;6;4;0;4;0;0;0;0;0;2497;0;0;0;0;0;0;0;0;0;1258;667;368;355;67;80;15;4;14;2464;21;6;4;0;4;0;0;0;0;0;2497;0;0;0;0;0;0;0;0;0;1258;667;368;355;67;80;15;4;361;4109;1225;1391;2303;180;2482;1;577;232;0.016105941302791697;3;2001-09-26 06:59:07;1001487547;4;10
84;712;630;8271;5;16;0;459;0.8414549251653324;3326;6;0;0;0;1;1;0;0;0;0;1217;0;0;0;0;0;0;0;0;0;573;371;134;36;43;14;18;6;15;3326;6;0;0;0;1;1;0;0;0;0;1217;0;0;0;0;0;0;0;0;0;573;371;134;36;43;14;18;6;115;2178;2619;375;2491;282;2403;0;227;81;0.034095030830612987;2;2001-09-26 07:04:07;1001487847;5;10
85;764;790;4132;3;14;0;272;1.6204629894255502;1332;1;0;0;0;0;0;0;0;0;0;667;0;0;0;0;0;0;0;0;0;566;402;232;153;82;47;12;5;10;1332;1;0;0;0;0;0;0;0;0;0;667;0;0;0;0;0;0;0;0;0;566;402;232;153;82;47;12;5;132;1765;827;503;553;33;1779;0;171;100;0.007986447241045498;2;2001-09-26 07:09:07;1001488147;3;12
86;657;1012;5513;4;14;0;442;1.2430904522613064;1900;10;0;1;0;0;0;0;0;0;0;1470;0;0;0;0;0;0;0;0;0;518;468;245;107;21;19;12;5;12;1900;10;0;1;0;0;0;0;0;0;0;1470;0;0;0;0;0;0;0;0;0;518;468;245;107;21;19;12;5;135;2215;1176;808;537;17;1785;0;179;121;0.0030836205332849627;2;2001-09-26 07:14:07;1001488447;4;10
87;701;1040;9164;3;13;0;312;0.9649786254521538;3231;2;0;0;0;0;0;0;0;0;0;1330;0;0;0;0;0;0;0;0;0;770;324;277;58;53;13;16;8;10;3231;2;0;0;0;0;0;0;0;0;0;1330;0;0;0;0;0;0;0;0;0;770;324;277;58;53;13;16;8;237;2518;2518;497;3007;477;2806;0;288;147;0.052051505892623307;2;2001-09-26 07:19:07;1001488747;3;9
88;812;1124;9613;5;17;0;667;0.7923297966401415;5089;11;3;0;0;0;0;0;0;0;0;2534;0;0;0;0;0;0;0;0;0;611;411;171;72;70;41;29;6;11;5089;11;3;0;0;0;0;0;0;0;0;2534;0;0;0;0;0;0;0;0;0;611;411;171;72;70;41;29;6;197;3705;4126;353;499;21;2650;0;235;99;0.002184541766358057;2;2001-09-26 07:24:07;1001489047;5;11
89;583;946;7086;6;15;0;323;0.7900485436893204;3957;2;0;0;0;0;0;0;0;0;0;1492;0;0;0;0;0;0;0;0;0;422;354;159;130;41;25;7;3;10;3957;2;0;0;0;0;0;0;0;0;0;1492;0;0;0;0;0;0;0;0;0;422;354;159;130;41;25;7;3;119;2455;3456;239;454;38;2375;0;332;111;0.005362686988427886;1;2001-09-26 07:29:07;1001489347;6;12
90;820;804;5919;5;15;0;270;1.1755200969501112;2434;1;4;6;0;0;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;0;658;425;178;134;72;21;12;5;12;2434;1;4;6;0;0;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;0;658;425;178;134;72;21;12;5;208;2217;1846;410;892;100;2231;0;253;162;0.0168947457340767;2;2001-09-26 07:34:07;1001489647;5;12
91;1413;1300;6667;6;16;0;489;1.4823117338003502;2107;23;0;15;4;0;0;0;0;0;0;1359;0;0;0;0;0;0;0;0;0;935;727;248;205;56;10;20;1;13;2107;23;0;15;4;0;0;0;0;0;0;1359;0;0;0;0;0;0;0;0;0;935;727;248;205;56;10;20;1;204;3035;1275;707;848;64;2174;0;190;191;0.0095995200239988;3;2001-09-26 07:39:07;1001489947;6;9
92;786;1432;5472;6;17;0;291;1.7249224405377457;1668;26;8;22;5;0;0;0;0;0;0;936;0;0;0;0;0;0;0;0;0;968;598;248;188;127;28;10;3;13;1668;26;8;22;5;0;0;0;0;0;0;936;0;0;0;0;0;0;0;0;0;968;598;248;188;127;28;10;3;213;2638;1053;640;590;19;1866;0;232;169;0.003472222222222222;1;2001-09-26 07:44:07;1001490247;4;10
93;1071;1050;4852;3;17;0;284;1.8100828729281768;1588;1;1;12;6;5;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;710;639;212;193;96;97;47;4;14;1588;1;1;12;6;5;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;710;639;212;193;96;97;47;4;162;2424;1066;408;465;19;1771;1;270;157;0.0039159109645507005;2;2001-09-26 07:49:07;1001490547;3;10
94;1401;1107;5621;3;17;0;355;1.6522597197552793;1800;7;2;5;0;0;0;0;0;0;0;926;0;0;0;0;0;0;0;0;0;880;755;379;182;99;16;7;9;12;1800;7;2;5;0;0;0;0;0;0;0;926;0;0;0;0;0;0;0;0;0;880;755;379;182;99;16;7;9;277;2818;1064;553;507;7;1793;0;394;222;0.0012453300124533001;1;2001-09-26 07:54:07;1001490847;3;10
95;822;1066;5887;6;14;0;252;1.5691865605658708;1802;6;2;2;2;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;606;439;318;190;113;33;24;16;13;1802;6;2;2;2;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;606;439;318;190;113;33;24;16;134;2191;1347;600;1349;22;1883;0;290;150;0.00373704773229149;1;2001-09-26 07:59:07;1001491147;5;11
96;943;1454;7568;4;17;0;518;1.3377957658779576;2700;3;1;2;0;0;0;0;0;0;0;1481;0;0;0;0;0;0;0;0;0;1115;512;205;179;101;60;44;21;12;2700;3;1;2;0;0;0;0;0;0;0;1481;0;0;0;0;0;0;0;0;0;1115;512;205;179;101;60;44;21;301;3022;1678;905;1040;36;2187;0;344;204;0.0047568710359408035;3;2001-09-26 08:04:07;1001491447;4;12
97;1738;1814;8431;4;16;0;336;1.6980169145523476;2198;2;3;18;4;4;0;0;0;0;0;1562;0;0;0;0;0;0;0;0;0;1411;773;204;441;155;55;23;5;14;2198;2;3;18;4;4;0;0;0;0;0;1562;0;0;0;0;0;0;0;0;0;1411;773;204;441;155;55;23;5;234;4232;1519;537;1528;70;2642;0;332;154;0.008299739151055252;2;2001-09-26 08:09:07;1001491747;4;10
98;1184;2008;10337;5;15;0;1115;1.2415986723827963;2868;5;4;0;0;0;0;0;0;0;0;2088;0;0;0;0;0;0;0;0;0;1007;756;228;146;63;40;20;6;11;2868;5;4;0;0;0;0;0;0;0;0;2088;0;0;0;0;0;0;0;0;0;1007;756;228;146;63;40;20;6;239;4018;1400;459;2841;101;3189;0;253;125;0.009770726516397408;3;2001-09-26 08:14:07;1001492047;5;12
99;1195;2383;8086;4;15;0;314;1.3729967380513401;2490;6;4;3;1;0;0;0;0;0;0;2300;0;0;0;0;0;0;0;0;0;821;716;408;121;111;33;29;8;13;2490;6;4;3;1;0;0;0;0;0;0;2300;0;0;0;0;0;0;0;0;0;821;716;408;121;111;33;29;8;195;3731;1867;944;339;17;2393;0;260;128;0.0021023992085085334;2;2001-09-26 08:19:07;1001492347;4;10
100;982;942;4899;3;16;0;437;1.3523016423779783;1696;2;6;13;1;0;0;0;0;0;0;1075;0;0;0;0;0;0;0;0;0;740;444;170;97;38;22;14;5;13;1696;2;6;13;1;0;0;0;0;0;0;1075;0;0;0;0;0;0;0;0;0;740;444;170;97;38;22;14;5;149;2357;1019;361;530;10;1795;0;192;116;0.0020412329046744235;1;2001-09-26 08:24:07;1001492647;3;9
101;879;1061;4919;4;13;0;308;1.3935195530726256;1812;4;0;0;0;0;0;0;0;0;0;1115;0;0;0;0;0;0;0;0;0;623;381;131;316;71;16;4;2;10;1812;4;0;0;0;0;0;0;0;0;0;1115;0;0;0;0;0;0;0;0;0;623;381;131;316;71;16;4;2;301;2252;1003;611;384;53;1763;0;144;128;0.010774547672291116;2;2001-09-26 08:29:07;1001492947;4;10
102;294;382;2677;4;13;0;203;1.1035488575595527;958;0;0;0;0;0;0;0;0;0;0;536;0;0;0;0;0;0;0;0;0;229;155;113;48;10;6;1;1;9;958;0;0;0;0;0;0;0;0;0;0;536;0;0;0;0;0;0;0;0;0;229;155;113;48;10;6;1;1;118;949;568;219;614;20;1170;0;125;45;0.007471049682480389;2;2001-09-26 08:34:07;1001493247;4;9
103;698;596;3998;4;16;0;311;1.2601880877742946;1503;0;2;2;3;0;0;0;0;0;0;800;0;0;0;0;0;0;0;0;0;559;351;156;82;34;9;7;1;13;1503;0;2;2;3;0;0;0;0;0;0;800;0;0;0;0;0;0;0;0;0;559;351;156;82;34;9;7;1;138;1734;969;357;452;33;1904;0;311;123;0.008252063015753939;3;2001-09-26 08:39:07;1001493547;4;12
