,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
31,551,845,3144,4,14,175,1.5861716621000002,823,0,1056,421,246,140,138,53,38,8,10,11,823,0,1056,421,246,140,138,53,38,8,10,202,1883,411,265,155,11,1496,0,199,95,0.0034987277000000003,1,2001-07-21 02:44:51,4,12,0.0
32,552,503,2343,7,17,168,1.7823834197,787,16,451,346,225,93,61,40,22,27,47,13,787,16,451,346,225,93,61,40,22,27,47,166,1140,425,224,198,4,1293,0,133,51,0.0017064845999999999,1,2001-07-21 02:49:51,4,10,0.0
33,1394,1317,4536,6,16,274,1.5210025528,1131,0,1860,495,320,181,142,71,61,17,10,11,1131,0,1860,495,320,181,142,71,61,17,10,236,2755,563,481,184,4,1429,33,222,1084,0.0008810573,1,2001-07-21 02:54:51,3,11,0.0
34,400,620,2290,3,15,148,1.6817964644,740,1,453,313,263,146,74,59,29,10,2,11,740,1,453,313,263,146,74,59,29,10,2,155,1213,395,182,167,0,1157,0,118,57,0.0,0,2001-07-21 02:59:51,3,9,0.0
35,594,418,2650,6,15,113,1.6726943941999999,646,7,648,369,315,91,46,16,24,32,7,12,646,7,648,369,315,91,46,16,24,32,7,147,1368,364,220,406,30,1395,0,199,58,0.0113207547,3,2001-07-21 03:04:51,6,10,0.0
36,588,467,2739,4,19,158,1.412996075,842,1,602,441,179,91,52,39,30,11,1,11,842,1,602,441,179,91,52,39,30,11,1,144,1220,508,263,403,20,1440,0,192,106,0.007301935,1,2001-07-21 03:09:51,4,12,0.0
37,442,489,2961,10,15,140,1.2354175409,982,6,694,367,139,56,78,22,28,8,0,11,982,6,694,367,139,56,78,22,28,8,0,157,1214,651,221,569,14,1447,0,171,82,0.0047281324,1,2001-07-21 03:14:51,5,10,0.0
38,415,389,2049,8,17,152,1.3467870419999999,809,3,445,295,164,49,52,23,16,7,4,14,809,3,445,295,164,49,52,23,16,7,4,171,877,448,235,137,4,1181,0,108,26,0.0019502682,1,2001-07-21 03:19:51,5,10,0.0
39,373,542,4421,4,16,148,1.2743125418999999,934,0,1231,430,151,87,80,29,15,8,11,11,934,0,1231,430,151,87,80,29,15,8,11,122,1905,617,190,1418,8,1316,0,95,73,0.0018095454,1,2001-07-21 03:24:51,4,11,0.0
40,277,311,1463,5,15,121,1.4503816794,519,2,272,259,122,45,56,7,16,6,2,11,519,2,272,259,122,45,56,7,16,6,2,122,678,255,134,143,2,910,0,63,42,0.001367054,1,2001-07-21 03:29:51,4,10,0.0
41,456,450,2471,3,22,120,1.5686771413999998,702,3,542,359,151,72,67,13,12,11,3,19,702,3,542,359,151,72,67,13,12,11,3,140,1075,401,237,420,12,1198,0,157,54,0.0048563335,1,2001-07-21 03:34:51,3,10,0.0
42,364,398,1890,8,16,114,1.4853438556999998,628,0,504,307,146,79,43,23,14,8,0,12,628,0,504,307,146,79,43,23,14,8,0,143,940,335,242,42,0,1140,0,95,82,0.0,0,2001-07-21 03:39:51,6,10,0.0
43,472,426,2051,6,15,118,1.4911012236,560,0,543,323,202,72,45,23,19,5,2,11,560,0,543,323,202,72,45,23,19,5,2,152,1020,250,258,209,3,1109,0,148,106,0.0014619882999999999,1,2001-07-21 03:44:51,3,9,0.0
44,727,960,3837,10,16,278,1.8179074447,902,1,587,357,662,356,70,9,23,6,6,11,902,1,587,357,662,356,70,9,23,6,6,205,1796,357,346,758,5,1157,0,136,47,0.0013014055,1,2001-07-21 03:49:51,7,11,0.0
45,455,359,1752,3,14,96,1.6029325513,528,6,493,286,194,89,59,17,18,6,0,11,528,6,493,286,194,89,59,17,18,6,0,109,1060,258,182,34,0,886,0,120,56,0.0,0,2001-07-21 03:54:51,3,12,0.0
46,390,618,2450,4,13,177,1.4075454122,682,0,629,513,150,59,47,41,17,6,0,11,682,0,629,513,150,59,47,41,17,6,0,105,1286,363,216,251,7,1046,0,180,57,0.0028571429,2,2001-07-21 03:59:51,4,10,0.0
47,527,508,2597,5,16,184,1.5051500224,836,1,541,375,230,100,72,40,8,9,0,13,836,1,541,375,230,100,72,40,8,9,0,148,1243,459,199,295,9,1137,0,144,94,0.0034655371999999995,2,2001-07-21 04:04:51,4,11,0.0
48,544,493,2543,9,18,141,1.731874145,738,0,470,369,257,184,103,35,12,7,0,14,738,0,470,369,257,184,103,35,12,7,0,127,1270,436,219,252,12,1127,0,135,66,0.004718836,1,2001-07-21 04:09:51,6,9,0.0
49,501,465,2798,4,17,151,1.6189176899000002,777,0,533,374,246,111,49,42,27,19,1,14,777,0,533,374,246,111,49,42,27,19,1,141,1264,451,192,567,6,1209,0,180,106,0.0021443888,1,2001-07-21 04:14:51,4,11,0.0
50,762,767,3430,6,22,164,1.9284479778999999,927,0,702,473,344,189,76,21,19,32,9,15,927,0,702,473,344,189,76,21,19,32,9,139,1640,567,383,400,11,1126,0,106,82,0.0032069971,3,2001-07-21 04:19:51,5,9,0.0
51,566,571,2312,10,15,186,1.8067910091,642,16,661,303,189,86,47,3,17,83,40,11,642,16,661,303,189,86,47,3,17,83,40,69,1241,342,253,157,2,844,0,111,92,0.0008650519,1,2001-07-21 04:24:51,4,10,0.0
52,539,688,2809,6,18,188,1.7321565618,991,15,535,406,284,143,77,43,34,33,24,12,991,15,535,406,284,143,77,43,34,33,24,194,1283,537,404,151,12,1275,0,152,85,0.0042719828999999996,1,2001-07-21 04:29:51,6,10,0.0
53,841,807,3711,6,19,159,2.2162329616,1017,19,653,504,352,193,136,99,67,112,31,15,1017,19,653,504,352,193,136,99,67,112,31,115,2052,671,231,384,15,1458,0,133,89,0.0040420372,1,2001-07-21 04:34:51,6,12,0.0
54,636,683,2924,6,17,234,1.9472700075,1036,2,496,462,214,138,46,48,73,85,11,15,1036,2,496,462,214,138,46,48,73,85,11,136,1339,590,375,219,3,1072,0,184,114,0.0010259918,1,2001-07-21 04:39:51,6,9,0.0
55,430,442,2155,3,22,154,1.7093206951,733,2,417,299,179,149,42,7,8,2,2,19,733,2,417,299,179,149,42,7,8,2,2,119,1034,424,168,251,13,932,0,157,89,0.0060324826,3,2001-07-21 04:44:51,3,9,0.0
56,569,801,3234,3,16,223,1.4821002387,1114,5,761,434,312,126,93,37,10,5,3,15,1114,5,761,434,312,126,93,37,10,5,3,208,1468,585,449,262,13,999,0,107,79,0.0040197897,1,2001-07-21 04:49:51,3,9,0.0
57,292,278,1797,7,16,172,1.2747183979999999,804,3,243,229,148,88,37,25,8,7,2,12,804,3,243,229,148,88,37,25,8,7,2,80,637,518,191,177,8,767,0,113,75,0.0044518642,2,2001-07-21 04:54:51,2,12,0.0
58,530,458,2712,3,13,150,1.1921959319,950,0,704,369,221,101,47,7,6,0,0,11,950,0,704,369,221,101,47,7,6,0,0,168,1224,580,287,230,7,916,0,160,44,0.0025811209,1,2001-07-21 04:59:51,3,9,0.0
59,613,555,3182,5,17,141,1.725047081,1083,0,556,379,248,97,28,36,60,160,5,11,1083,0,556,379,248,97,28,36,60,160,5,265,1339,605,305,464,37,1295,12,60,50,0.011627907,1,2001-07-21 05:04:51,5,10,0.0
60,476,599,3137,3,15,182,1.4185059423,822,0,626,427,260,131,38,25,16,5,1,12,822,0,626,427,260,131,38,25,16,5,1,135,1227,442,370,638,20,1213,0,142,80,0.006375518,1,2001-07-21 05:09:51,3,10,0.0
61,431,562,2624,3,17,110,1.8058013766,604,7,502,424,244,110,45,28,27,6,0,15,604,7,502,424,244,110,45,28,27,6,0,94,1228,349,253,526,8,879,13,148,101,0.0030487805,1,2001-07-21 05:14:51,3,9,0.0
62,1255,546,4358,7,15,176,1.5148435411,1135,0,1222,666,379,149,61,25,30,24,12,12,1135,0,1222,666,379,149,61,25,30,24,12,143,2443,800,177,598,9,1554,0,214,99,0.0020651675,1,2001-07-21 05:19:51,7,11,0.0
63,2563,1750,9169,4,17,408,1.5186947655,2656,10,2697,1528,1115,349,217,202,16,6,3,15,2656,10,2697,1528,1115,349,217,202,16,6,3,554,5716,1374,774,326,8,2064,0,341,151,0.0008725052,1,2001-07-21 05:24:51,4,10,0.0
64,819,2203,10619,6,16,806,1.2475085004000002,3215,8,2791,1229,585,292,218,149,14,8,1,14,3215,8,2791,1229,585,292,218,149,14,8,1,843,4779,1459,642,1932,39,2372,0,240,163,0.0036726622,1,2001-07-21 05:29:51,6,11,0.0
65,445,1193,4840,4,13,648,1.0667634253,1930,7,1171,467,306,98,64,52,28,8,0,11,1930,7,1171,467,306,98,64,52,28,8,0,127,2033,1117,209,670,26,1407,0,106,86,0.005371900799999999,2,2001-07-21 05:34:51,4,9,0.0
66,548,420,2539,6,14,161,1.3673170732,754,0,537,420,166,58,46,42,16,3,5,11,754,0,537,420,166,58,46,42,16,3,5,106,1108,457,218,471,22,1052,23,79,59,0.0086648287,1,2001-07-21 05:39:51,6,8,0.0
67,364,448,2247,5,13,144,1.0835680751,958,0,461,464,153,60,12,10,8,0,0,11,958,0,461,464,153,60,12,10,8,0,0,260,1018,525,183,96,7,922,1,229,74,0.0031152648,1,2001-07-21 05:44:51,5,10,0.0
68,371,625,3221,4,19,253,1.3422738190999999,1011,16,660,453,189,56,28,18,14,8,40,17,1011,16,660,453,189,56,28,18,14,8,40,121,1247,610,267,672,32,1227,1,216,113,0.009934802900000001,2,2001-07-21 05:49:51,4,8,0.0
69,612,622,2855,4,13,245,1.4527872581999999,961,0,575,497,346,141,76,21,15,2,0,11,961,0,575,497,346,141,76,21,15,2,0,243,1453,445,251,161,1,1108,6,186,82,0.00035026269999999997,1,2001-07-21 05:54:51,4,10,0.0
70,488,435,2503,5,14,178,1.2971014493000002,753,0,594,353,194,131,20,11,9,1,1,11,753,0,594,353,194,131,20,11,9,1,1,125,1156,401,210,400,13,1008,0,167,95,0.0051916933,2,2001-07-21 05:59:51,5,9,0.0
71,462,742,3205,3,16,193,1.4391495601,877,0,736,565,336,112,46,29,22,3,0,11,877,0,736,565,336,112,46,29,22,3,0,152,1363,471,549,300,5,1052,1,248,138,0.0015600624,1,2001-07-21 06:04:51,3,11,0.0
72,324,354,1687,4,13,140,1.3181233933,655,0,348,210,212,46,74,2,4,0,1,11,655,0,348,210,212,46,74,2,4,0,1,140,764,335,177,93,4,705,0,67,69,0.0023710729,1,2001-07-21 06:09:51,4,9,0.0
73,342,457,1868,7,16,142,1.5300794552,616,2,428,292,224,110,37,26,17,4,3,11,616,2,428,292,224,110,37,26,17,4,3,132,1029,315,144,96,4,850,0,145,122,0.0021401819,1,2001-07-21 06:14:51,7,10,0.0
74,327,331,1726,6,15,167,1.3373266078000001,591,0,477,204,166,91,26,9,6,2,11,11,591,0,477,204,166,91,26,9,6,2,11,110,895,293,121,128,6,906,0,65,57,0.0034762457,2,2001-07-21 06:19:51,6,10,0.0
75,270,307,1503,4,16,100,1.4405218726,502,3,299,255,130,52,19,6,17,10,1,12,502,3,299,255,130,52,19,6,17,10,1,80,685,299,139,184,12,760,0,126,64,0.007984031899999999,2,2001-07-21 06:24:51,4,10,0.0
76,416,341,2173,5,13,146,1.2029867257,702,0,485,371,121,95,21,3,7,0,0,11,702,0,485,371,121,95,21,3,7,0,0,128,986,403,145,312,5,972,0,87,39,0.0023009664000000003,1,2001-07-21 06:29:51,4,9,0.0
77,471,634,3765,4,17,206,1.3924095954,1046,1,789,425,240,142,62,24,33,25,0,12,1046,1,789,425,240,142,62,24,33,25,0,120,1594,699,174,835,24,1270,2,202,75,0.006374502,1,2001-07-21 06:34:51,4,12,0.0
78,576,587,2600,7,13,177,1.8110202325,807,7,515,397,189,164,87,48,61,6,29,12,807,7,515,397,189,164,87,48,61,6,29,159,1345,436,206,215,10,1159,1,212,97,0.0038461538,2,2001-07-21 06:39:51,4,9,0.0
79,405,449,1926,3,16,172,1.5756070640000002,686,3,374,308,213,99,58,21,35,6,5,13,686,3,374,308,213,99,58,21,35,6,5,132,954,341,213,89,2,1024,0,173,84,0.0010384216,1,2001-07-21 06:44:51,3,11,0.0
80,541,524,2184,4,16,151,1.6511741683,639,1,449,418,288,154,40,26,12,5,6,11,639,1,449,418,288,154,40,26,12,5,6,106,1237,341,209,109,0,855,1,156,92,0.0,0,2001-07-21 06:49:51,4,10,0.0
81,391,361,1891,4,15,131,1.3797393365000001,626,1,495,254,146,83,37,11,16,5,6,12,626,1,495,254,146,83,37,11,16,5,6,108,939,355,155,179,0,918,0,144,75,0.0,0,2001-07-21 06:54:51,4,9,0.0
82,349,362,1757,4,17,112,1.633974359,554,4,385,245,175,66,53,22,29,12,9,13,554,4,385,245,175,66,53,22,29,12,9,99,879,319,151,187,8,986,0,72,49,0.0045532157,2,2001-07-21 06:59:51,4,10,0.0
83,322,412,2441,9,15,163,1.3640606768,641,1,484,259,181,66,31,21,16,6,5,11,641,1,484,259,181,66,31,21,16,6,5,130,935,305,181,607,7,1024,0,147,32,0.0028676771999999995,1,2001-07-21 07:04:51,3,10,0.0
84,306,504,2111,3,15,90,1.6923925028,486,0,557,346,192,110,36,32,35,6,8,12,486,0,557,346,192,110,36,32,35,6,8,86,1169,296,173,264,5,1053,0,84,60,0.0023685457,1,2001-07-21 07:09:51,3,11,0.0
85,318,605,2222,7,14,105,1.2907348243,593,2,728,311,120,45,31,15,6,22,2,11,593,2,728,311,120,45,31,15,6,22,2,147,1124,310,192,288,7,771,0,110,74,0.003150315,1,2001-07-21 07:14:51,6,11,0.0
86,897,318,2358,10,17,95,1.8992420865000001,517,5,726,503,139,87,102,63,53,24,9,13,517,5,726,503,139,87,102,63,53,24,9,132,1523,272,221,103,3,963,0,86,54,0.0012722646000000002,1,2001-07-21 07:19:51,3,10,0.0
87,409,517,2139,4,14,165,1.5734824281,636,6,474,366,188,97,14,56,16,16,4,11,636,6,474,366,188,97,14,56,16,16,4,93,1121,366,133,216,11,880,0,90,38,0.00514259,2,2001-07-21 07:24:51,4,12,0.0
88,231,627,1969,4,15,123,1.1069317571,755,2,636,259,106,52,19,3,10,4,10,11,755,2,636,259,106,52,19,3,10,4,10,146,916,441,235,85,0,784,0,170,59,0.0,0,2001-07-21 07:29:51,4,9,0.0
89,284,353,1507,5,17,92,1.6280442804,466,3,386,187,118,91,46,7,12,19,15,11,466,3,386,187,118,91,46,7,12,19,15,86,761,269,147,142,7,784,0,142,43,0.0046419098,1,2001-07-21 07:34:51,5,9,0.0
90,483,549,2218,4,17,169,1.6726526424000001,614,5,513,390,188,110,24,30,28,20,20,11,614,5,513,390,188,110,24,30,28,20,20,111,1189,308,172,224,7,1232,0,136,61,0.0031559964,1,2001-07-21 07:39:51,4,12,0.0
91,327,487,2098,4,13,151,1.2398190045,711,0,424,355,169,60,19,9,15,3,0,11,711,0,424,355,169,60,19,9,15,3,0,125,844,411,237,279,19,1014,0,109,44,0.009056244,1,2001-07-21 07:44:51,4,10,0.0
92,404,332,1656,13,20,116,1.4951203643000002,497,3,438,276,179,76,34,3,20,2,3,11,497,3,438,276,179,76,34,3,20,2,3,82,857,271,211,86,0,790,0,156,66,0.0,0,2001-07-21 07:49:51,3,12,0.0
93,355,399,1817,9,13,171,1.2666666667,669,0,436,319,131,69,13,3,25,12,1,11,669,0,436,319,131,69,13,3,25,12,1,111,868,365,165,119,10,913,0,109,63,0.0055035773,2,2001-07-21 07:54:51,9,9,0.0
94,394,358,1731,7,15,127,1.4518109269,591,0,416,291,163,86,34,10,14,18,2,11,591,0,416,291,163,86,34,10,14,18,2,93,885,325,199,84,14,986,0,232,95,0.0080878105,2,2001-07-21 07:59:51,6,10,0.0
95,586,398,2004,4,19,101,2.0833790455,504,10,434,304,245,186,36,25,22,16,4,17,504,10,434,304,245,186,36,25,22,16,4,56,1191,328,147,163,6,975,0,139,74,0.0029925187,1,2001-07-21 08:04:51,4,10,0.0
96,482,699,3224,6,14,146,1.620537505,903,1,414,502,328,203,86,25,24,1,3,11,903,1,414,502,328,203,86,25,24,1,3,125,1382,558,282,581,18,1001,2,132,65,0.0055831266,2,2001-07-21 08:09:51,6,11,0.0
97,749,793,3388,4,21,337,1.58656,1116,6,671,616,315,205,101,38,27,8,8,14,1116,6,671,616,315,205,101,38,27,8,8,199,1827,529,233,233,0,1218,0,178,72,0.0,0,2001-07-21 08:14:51,4,12,0.0
98,628,441,4622,5,13,427,1.1371355335,1509,4,661,437,273,132,61,12,17,10,2,11,1509,4,661,437,273,132,61,12,17,10,2,81,1468,975,170,1458,45,1265,0,230,72,0.009736045,2,2001-07-21 08:19:51,5,10,0.0
99,295,247,1807,3,16,293,1.091967404,887,3,369,203,125,63,27,10,15,6,7,11,887,3,369,203,125,63,27,10,15,6,7,73,728,499,125,68,2,764,0,74,61,0.0011068069,1,2001-07-21 08:24:51,3,10,0.0
100,294,602,2041,4,16,177,1.6560264171999999,655,2,345,292,232,172,80,16,13,7,0,11,655,2,345,292,232,172,80,16,13,7,0,120,945,328,247,197,17,1001,0,137,76,0.0083292504,1,2001-07-21 08:29:51,4,11,0.0
101,639,464,2634,5,15,136,1.7570991699,806,18,564,329,214,158,75,46,19,16,28,12,806,18,564,329,214,158,75,46,19,16,28,106,1311,516,220,301,4,1226,22,115,116,0.0015186029,1,2001-07-21 08:34:51,5,10,0.0
102,365,477,2006,7,13,139,1.6371830986000002,695,11,419,244,143,119,52,26,18,10,28,11,695,11,419,244,143,119,52,26,18,10,28,153,873,372,238,174,6,1007,1,44,49,0.0029910269000000002,1,2001-07-21 08:39:51,7,11,0.0
103,302,420,1784,6,13,141,1.6261437908,516,6,377,253,168,103,68,18,10,4,0,12,516,6,377,253,168,103,68,18,10,4,0,80,886,278,145,246,13,757,0,108,53,0.007286995500000002,2,2001-07-21 08:44:51,6,10,0.0
104,592,1242,3397,4,13,241,1.8242149562999999,900,0,512,531,807,202,60,37,26,4,7,11,900,0,512,531,807,202,60,37,26,4,7,94,2036,541,177,288,11,1417,0,182,72,0.0032381513,1,2001-07-21 08:49:51,4,10,0.0
105,425,570,2722,6,17,143,1.5229801644999998,772,5,457,308,317,84,85,7,11,7,8,11,772,5,457,308,317,84,85,7,11,7,8,124,1156,443,201,571,69,1094,0,105,89,0.0253490081,2,2001-07-21 08:54:51,4,12,0.0
106,1118,1257,4850,5,18,186,2.2337511606000002,1043,16,934,928,640,289,129,72,83,44,15,15,1043,16,934,928,640,289,129,72,83,44,15,191,2937,647,347,458,17,1715,0,247,102,0.0035051546,3,2001-07-21 08:59:51,4,15,0.0
