,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
87,1107,769,7415,4,16,339,1.466775009,1503,4,22,0,0,0,0,0,0,0,2194,847,469,259,84,66,38,40,12,11,1503,4,22,0,0,0,0,0,0,0,2194,847,469,259,84,66,38,40,12,274,3732,829,364,1828,14,2266,9,413,212,0.0018880647,1,2001-07-23 07:28:32,4,12,0
88,1260,1876,8906,3,15,788,1.2944423535,3135,52,39,1,1,0,0,0,0,0,1991,1747,558,232,104,71,19,11,10,13,3135,52,39,1,1,0,0,0,0,0,1991,1747,558,232,104,71,19,11,10,368,4498,1854,463,720,11,2115,0,484,311,0.0012351224,2,2001-07-23 07:33:32,3,10,0
89,1075,1114,6097,4,23,506,1.2717497556,2028,0,3,0,0,0,2,0,0,0,1310,971,341,215,184,42,17,2,0,15,2028,0,3,0,0,0,2,0,0,0,1310,971,341,215,184,42,17,2,0,346,2776,1064,423,859,13,2088,0,308,98,0.0021321962,2,2001-07-23 07:38:32,4,13,0
90,1150,1078,6828,9,16,607,1.4461895413,2326,17,24,0,0,1,0,0,0,0,1464,740,393,241,139,74,83,61,40,14,2326,17,24,0,0,1,0,0,0,0,1464,740,393,241,139,74,83,61,40,404,2803,1194,595,852,13,1868,0,357,108,0.001903925,2,2001-07-23 07:43:32,8,11,0
91,1118,1156,4922,9,19,396,1.7871148459,1404,1,6,0,1,1,1,1,0,0,990,632,633,201,194,51,89,45,34,16,1404,1,6,0,1,1,1,1,0,0,990,632,633,201,194,51,89,45,34,288,2667,648,285,631,20,1648,0,365,171,0.0040633889,3,2001-07-23 07:48:32,4,11,0
92,752,915,6853,3,14,313,1.4244170096,1485,8,6,0,0,0,0,0,0,0,852,625,275,176,57,59,60,22,20,11,1485,8,6,0,0,0,0,0,0,0,852,625,275,176,57,59,60,22,20,280,1834,795,423,3043,30,2311,1,362,86,0.0043776448,2,2001-07-23 07:53:32,3,10,0
93,1208,1455,5542,4,18,321,1.5340710542,1720,0,20,2,0,0,0,0,0,0,1015,1537,424,164,126,26,84,30,3,12,1720,0,20,2,0,0,0,0,0,0,1015,1537,424,164,126,26,84,30,3,245,3151,1066,368,308,1,1753,0,301,187,0.0001804403,1,2001-07-23 07:58:32,4,11,0
94,640,564,2896,6,17,221,1.5564356436,863,1,3,0,0,0,0,0,0,0,651,439,295,115,47,27,60,20,4,11,863,1,3,0,0,0,0,0,0,0,651,439,295,115,47,27,60,20,4,206,1429,393,276,349,7,1304,0,262,85,0.0024171271,2,2001-07-23 08:03:32,6,10,0
95,886,947,5828,3,14,326,1.12804069,1846,0,3,1,0,0,0,0,0,0,1482,535,374,162,35,41,33,8,2,12,1846,0,3,1,0,0,0,0,0,0,1482,535,374,162,35,41,33,8,2,238,2343,1202,413,1266,35,2281,1,314,128,0.0060054907,3,2001-07-23 08:08:32,3,11,0
96,333,394,1929,6,23,157,1.3501385042,729,0,5,0,0,0,4,0,0,0,461,267,159,107,44,5,22,0,2,15,729,0,5,0,0,0,4,0,0,0,461,267,159,107,44,5,22,0,2,170,807,347,324,107,4,993,0,215,65,0.0020736133,2,2001-07-23 08:13:32,6,11,0
97,705,739,4378,5,15,338,1.2874617737,1492,10,29,1,0,0,0,0,0,0,1244,577,330,131,35,23,30,12,10,12,1492,10,29,1,0,0,0,0,0,0,1244,577,330,131,35,23,30,12,10,464,1958,591,573,435,13,1702,1,254,53,0.0029693924,2,2001-07-23 08:18:32,5,10,0
98,965,655,4135,6,20,233,1.4451464675,1413,2,3,4,0,0,0,0,0,0,582,855,294,157,47,23,75,12,15,12,1413,2,3,4,0,0,0,0,0,0,582,855,294,157,47,23,75,12,15,198,1842,916,293,633,77,1507,0,319,95,0.0186215236,2,2001-07-23 08:23:32,6,10,0
99,688,1219,4256,3,13,399,1.3610469592,1531,0,3,0,0,0,0,0,0,0,734,1085,244,132,33,24,98,5,8,11,1531,0,3,0,0,0,0,0,0,0,734,1085,244,132,33,24,98,5,8,225,2147,844,282,336,5,1292,0,214,94,0.001174812,2,2001-07-23 08:28:32,3,10,0
100,834,835,3639,5,17,313,1.498934551,1156,7,7,0,0,0,0,0,0,0,855,579,375,142,45,49,30,18,22,11,1156,7,7,0,0,0,0,0,0,0,855,579,375,142,45,49,30,18,22,206,1878,556,332,301,6,1648,0,210,75,0.0016488046,1,2001-07-23 08:33:32,5,12,0
101,1051,1383,5089,9,16,187,1.6868512111,1077,2,3,0,0,0,0,0,0,0,902,1164,474,213,103,41,35,26,6,11,1077,2,3,0,0,0,0,0,0,0,902,1164,474,213,103,41,35,26,6,233,2665,606,355,978,54,1811,2,312,80,0.010611122,2,2001-07-23 08:38:32,7,10,0
102,457,393,2181,8,15,207,1.2797589151,847,4,4,1,0,0,0,0,0,0,431,345,202,101,28,17,10,0,1,12,847,4,4,1,0,0,0,0,0,0,431,345,202,101,28,17,10,0,1,165,997,445,177,172,5,1130,1,242,49,0.0022925264,3,2001-07-23 08:43:32,7,9,0
103,1256,1191,5427,4,19,451,1.3711360124,2203,23,31,2,0,0,0,6,0,0,703,1478,384,217,78,27,18,5,1,16,2203,23,31,2,0,0,0,6,0,0,703,1478,384,217,78,27,18,5,1,363,2772,1333,257,225,4,1522,0,320,276,0.0007370555,1,2001-07-23 08:48:32,4,10,0
104,711,966,8721,5,13,267,1.6122792262,1327,2,3,1,0,0,0,0,0,0,757,569,309,310,200,26,37,25,1,12,1327,2,3,1,0,0,0,0,0,0,757,569,309,310,200,26,37,25,1,196,1976,787,341,5050,53,2306,1,354,143,0.0060772847,2,2001-07-23 08:53:32,4,10,0
105,538,589,7177,4,13,283,0.5046955037,5307,0,18,0,0,0,0,0,0,0,900,399,184,121,37,18,34,6,4,11,5307,0,18,0,0,0,0,0,0,0,900,399,184,121,37,18,34,6,4,164,1603,4827,151,142,4,2008,0,249,81,0.0005571031,1,2001-07-23 08:58:32,4,10,0
106,1006,980,4763,3,15,310,1.5901679241,1349,7,4,0,0,0,0,0,0,0,1191,705,365,125,146,95,67,40,15,11,1349,7,4,0,0,0,0,0,0,0,1191,705,365,125,146,95,67,40,15,250,2482,732,335,623,24,1718,20,255,105,0.0050388411,2,2001-07-23 09:03:32,3,12,0
107,953,595,3789,7,18,249,1.8439873418,928,15,9,3,1,0,0,0,0,0,780,518,428,222,109,66,56,17,8,13,928,15,9,3,1,0,0,0,0,0,780,518,428,222,109,66,56,17,8,159,2055,475,222,593,4,1773,0,492,155,0.0010556875,2,2001-07-23 09:08:32,7,13,0
108,1041,940,4349,5,14,376,1.3993138031,1342,1,4,0,0,0,0,0,0,0,704,1185,327,76,73,24,46,5,2,11,1342,1,4,0,0,0,0,0,0,0,704,1185,327,76,73,24,46,5,2,109,2324,830,150,500,2,1199,2,238,181,0.0004598758,1,2001-07-23 09:13:32,5,11,0
109,576,1007,4270,2,16,230,1.5516304348,1452,12,18,4,2,0,1,0,0,0,827,501,479,146,99,47,68,16,8,15,1452,12,18,4,2,0,1,0,0,0,827,501,479,146,99,47,68,16,8,198,1847,982,423,533,6,1493,0,269,134,0.0014051522,2,2001-07-23 09:18:32,2,11,0
110,2358,2221,12837,5,18,1411,1.4293626209,3957,9,6,0,0,0,0,0,0,0,2734,1768,799,763,466,82,33,25,11,11,3957,9,6,0,0,0,0,0,0,0,2734,1768,799,763,466,82,33,25,11,336,6423,2027,456,1979,11,3463,2,403,176,0.0008562977,1,2001-07-23 09:23:32,4,11,0
111,3631,2003,12220,5,15,1088,1.4662230458,4181,3,7,1,0,1,0,0,0,0,2357,2617,1810,562,147,82,60,38,6,14,4181,3,7,1,0,1,0,0,0,0,2357,2617,1810,562,147,82,60,38,6,683,7152,2233,716,283,3,2910,0,310,291,0.0002454992,1,2001-07-23 09:28:32,5,11,0
112,1376,1222,5206,3,13,276,1.7251271617,1456,0,4,0,0,0,0,0,0,0,1087,1000,663,404,170,57,45,25,4,11,1456,0,4,0,0,0,0,0,0,0,1087,1000,663,404,170,57,45,25,4,313,2940,773,613,274,4,1888,0,310,139,0.0007683442,1,2001-07-23 09:33:32,3,10,0
113,845,1143,5290,4,16,207,1.3974475843,1755,0,5,1,0,0,0,0,0,0,943,829,344,294,122,43,34,12,6,12,1755,0,5,1,0,0,0,0,0,0,943,829,344,294,122,43,34,12,6,581,2132,760,708,812,14,1480,0,297,48,0.0026465028,2,2001-07-23 09:38:32,4,11,0
114,889,2277,5572,9,16,310,1.8032817805,1459,6,4,1,0,0,0,0,0,0,1027,1073,1210,269,93,70,46,37,7,12,1459,6,4,1,0,0,0,0,0,0,1027,1073,1210,269,93,70,46,37,7,375,3514,675,428,222,1,1932,0,265,62,0.0001794688,1,2001-07-23 09:43:32,5,11,0
115,1263,1487,6618,2,16,458,1.3435054773,2412,3,33,4,22,0,0,0,0,0,1368,1785,442,187,50,32,13,38,1,13,2412,3,33,4,22,0,0,0,0,0,1368,1785,442,187,50,32,13,38,1,422,3816,1389,305,143,6,1823,0,275,192,0.0009066183,2,2001-07-23 09:48:32,2,9,0
116,2289,2456,8717,3,20,548,2.3878358107,1878,49,102,49,45,34,7,19,4,0,1450,1172,755,1260,419,64,14,12,0,17,1878,49,102,49,45,34,7,19,4,0,1450,1172,755,1260,419,64,14,12,0,237,5006,935,607,808,2,1984,1,352,319,0.0002292001,1,2001-07-23 09:53:32,3,12,0
117,2069,1830,8568,8,14,571,1.3969316937,3387,0,11,24,0,8,0,0,0,0,1621,1592,1020,200,95,48,139,61,7,14,3387,0,11,24,0,8,0,0,0,0,1621,1592,1020,200,95,48,139,61,7,782,4642,1909,309,339,12,2119,1,429,427,0.0014005602,2,2001-07-23 09:58:32,6,11,0
118,2003,905,5251,7,16,617,1.903484181,1444,0,11,0,0,8,0,0,0,0,1000,1037,381,623,413,46,26,4,1,14,1444,0,11,0,0,8,0,0,0,0,1000,1037,381,623,413,46,26,4,1,119,3426,684,148,244,16,1804,0,174,86,0.0030418251,2,2001-07-23 10:03:32,6,12,0
119,2307,1429,9923,6,18,203,1.716217957,1137,10,26,3,0,0,0,0,0,0,3597,1368,807,424,172,23,122,67,7,12,1137,10,26,3,0,0,0,0,0,0,3597,1368,807,424,172,23,122,67,7,213,6507,687,153,2132,25,2696,2,399,396,0.0025125628,1,2001-07-23 10:08:32,6,11,0
120,2438,3185,9882,4,16,570,1.7118857623,2531,25,7,4,0,0,0,0,0,0,2797,1619,1521,531,201,29,87,129,43,12,2531,25,7,4,0,0,0,0,0,0,2797,1619,1521,531,201,29,87,129,43,817,5585,930,1622,140,2,2398,0,386,459,0.0002010454,1,2001-07-23 10:13:32,4,10,0
121,1021,1062,5094,5,14,356,1.4838342441,1576,8,13,0,0,0,0,0,0,0,1120,713,539,211,119,31,15,22,25,11,1576,8,13,0,0,0,0,0,0,0,1120,713,539,211,119,31,15,22,25,233,2451,871,481,593,20,1829,0,322,120,0.0039215686,1,2001-07-23 10:18:32,5,10,0
122,872,1287,5444,4,13,399,1.3051652484,2028,0,7,0,12,16,4,0,0,0,1148,1208,310,133,103,61,13,10,0,15,2028,0,7,0,12,16,4,0,0,0,1148,1208,310,133,103,61,13,10,0,243,2547,1302,562,316,3,1639,0,369,286,0.0005510654,1,2001-07-23 10:23:32,3,10,0
123,637,634,3053,3,13,182,1.6491637495,878,0,21,0,0,0,0,0,0,0,565,510,333,98,59,37,45,24,1,11,878,0,21,0,0,0,0,0,0,0,565,510,333,98,59,37,45,24,1,153,1445,508,283,462,10,1400,0,234,93,0.0032754668,1,2001-07-23 10:28:32,3,12,0
124,528,436,2341,5,13,204,1.434945984,834,0,4,0,0,0,0,0,0,0,455,358,229,162,41,31,10,1,4,11,834,0,4,0,0,0,0,0,0,0,455,358,229,162,41,31,10,1,4,117,1170,471,167,197,16,982,0,146,47,0.006834686,1,2001-07-23 10:33:32,5,10,0
125,581,667,2925,3,15,244,1.6621147093,914,12,26,0,0,0,0,0,0,0,684,404,224,116,57,17,49,44,16,11,914,12,26,0,0,0,0,0,0,0,684,404,224,116,57,17,49,44,16,118,1407,517,277,271,1,1533,0,255,65,0.0003415301,1,2001-07-23 10:38:32,3,10,0
126,799,761,4227,8,17,313,1.3156370656,1561,9,9,3,4,0,0,0,0,0,1092,808,384,174,35,38,12,3,12,13,1561,9,9,3,4,0,0,0,0,0,1092,808,384,174,35,38,12,3,12,276,2340,825,390,64,1,1526,0,278,91,0.0002365744,1,2001-07-23 10:43:32,8,10,0
127,1220,1013,7439,5,18,729,1.1783555868,2669,7,4,1,0,0,0,0,0,0,2344,1221,375,297,80,71,38,5,3,12,2669,7,4,1,0,0,0,0,0,0,2344,1221,375,297,80,71,38,5,3,445,4219,1366,356,286,8,2323,0,239,100,0.0010754134,2,2001-07-23 10:48:32,5,10,0
128,910,924,3768,12,15,296,1.4505524862,1346,2,3,0,0,0,0,0,0,0,497,1110,420,133,39,21,34,5,10,11,1346,2,3,0,0,0,0,0,0,0,497,1110,420,133,39,21,34,5,10,97,2146,916,165,145,1,1222,0,235,131,0.0002653928,1,2001-07-23 10:53:32,7,10,0
129,636,814,3193,4,15,177,1.6109041653,938,2,5,4,1,0,0,0,0,0,630,721,361,137,58,60,23,10,3,13,938,2,5,4,1,0,0,0,0,0,630,721,361,137,58,60,23,10,3,171,1739,530,336,183,3,1504,0,282,83,0.0009395553,1,2001-07-23 10:58:32,4,10,0
130,902,882,3932,3,13,301,1.9528795812,1144,0,3,0,0,0,0,0,0,0,637,678,587,209,80,61,150,72,8,11,1144,0,3,0,0,0,0,0,0,0,637,678,587,209,80,61,150,72,8,281,2227,490,330,227,0,1529,3,309,213,0,0,2001-07-23 11:03:32,3,12,0
131,907,1122,4103,8,15,194,2.1199677939,1031,27,7,1,0,0,0,0,0,0,714,707,498,281,251,64,53,44,48,12,1031,27,7,1,0,0,0,0,0,0,714,707,498,281,251,64,53,44,48,167,2206,617,542,310,3,1468,0,294,128,0.0007311723,1,2001-07-23 11:08:32,8,11,0
132,1342,1001,4295,6,13,253,1.5237053246,1231,4,7,0,0,0,0,0,0,0,718,1436,478,148,46,22,14,7,2,11,1231,4,7,0,0,0,0,0,0,0,718,1436,478,148,46,22,14,7,2,120,2614,828,298,156,3,1149,0,225,230,0.0006984866,1,2001-07-23 11:13:32,6,11,0
133,1710,1881,5684,6,16,525,2.1801477211,1375,6,15,5,5,0,0,0,0,0,1000,963,654,924,502,67,26,7,2,13,1375,6,15,5,5,0,0,0,0,0,1000,963,654,924,502,67,26,7,2,177,3885,638,326,82,2,1545,29,172,79,0.0003514938,2,2001-07-23 11:18:32,6,9,0
134,2243,997,5533,3,19,440,2.1723291808,1312,1,9,2,7,0,0,0,0,0,903,999,725,807,302,178,27,20,6,13,1312,1,9,2,7,0,0,0,0,0,903,999,725,807,302,178,27,20,6,189,3609,629,431,223,3,1731,0,272,232,0.0005419075,1,2001-07-23 11:23:32,3,10,0
135,556,666,3704,4,13,282,1.347826087,966,0,3,0,0,0,0,0,0,0,1151,440,462,66,23,14,33,10,6,11,966,0,3,0,0,0,0,0,0,0,1151,440,462,66,23,14,33,10,6,136,2069,506,181,493,6,1147,0,177,66,0.0016198704,2,2001-07-23 11:28:32,4,10,0
136,1240,864,4759,7,14,267,1.604683515,1120,4,5,0,0,0,0,0,0,0,1434,822,467,227,94,46,67,19,8,11,1120,4,5,0,0,0,0,0,0,0,1434,822,467,227,94,46,67,19,8,110,3007,710,219,404,1,1774,0,185,110,0.0002101282,1,2001-07-23 11:33:32,7,9,0
137,925,508,3230,7,14,171,1.6091387245,1106,4,7,0,0,0,0,0,0,0,666,599,286,151,48,79,52,22,22,11,1106,4,7,0,0,0,0,0,0,0,666,599,286,151,48,79,52,22,22,161,1673,729,308,179,2,1241,0,304,91,0.000619195,1,2001-07-23 11:38:32,5,10,0
138,1165,1168,4924,8,15,388,1.576684492,1722,0,3,5,0,0,0,0,0,0,670,1328,460,247,90,37,18,69,26,12,1722,0,3,5,0,0,0,0,0,0,670,1328,460,247,90,37,18,69,26,184,2785,1097,221,241,4,1321,0,465,289,0.0008123477,1,2001-07-23 11:43:32,5,12,0
139,744,617,3365,4,16,270,1.6611092208,1044,1,3,0,0,0,0,0,0,0,690,401,453,103,78,26,93,44,3,11,1044,1,3,0,0,0,0,0,0,0,690,401,453,103,78,26,93,44,3,189,1663,523,294,377,1,1530,2,231,169,0.0002971768,1,2001-07-23 11:48:32,4,10,0
140,562,781,3377,3,16,223,1.6516407027,927,0,4,1,0,0,0,0,0,0,896,450,367,150,74,21,83,43,1,12,927,0,4,1,0,0,0,0,0,0,896,450,367,150,74,21,83,43,1,162,1768,490,374,317,4,1474,3,254,179,0.0011844833,1,2001-07-23 11:53:32,3,9,0
141,691,1197,4418,4,14,379,1.2280876494,1605,0,3,1,0,0,0,0,0,0,838,1051,329,87,47,23,22,5,5,12,1605,0,3,1,0,0,0,0,0,0,838,1051,329,87,47,23,22,5,5,164,2213,1023,237,368,1,1014,0,331,231,0.0002263468,1,2001-07-23 11:58:32,4,10,0
142,713,1059,4272,6,20,308,1.390461997,966,0,3,0,0,0,1,0,0,0,1249,554,347,101,42,44,43,5,0,15,966,0,3,0,0,0,1,0,0,0,1249,554,347,101,42,44,43,5,0,143,2257,453,194,814,3,1491,1,176,69,0.0007022472,1,2001-07-23 12:03:32,6,10,0
143,838,1048,4784,7,15,196,1.4937724882,1096,5,3,5,0,0,0,0,0,0,1115,716,336,185,67,9,43,28,5,12,1096,5,3,5,0,0,0,0,0,0,1115,716,336,185,67,9,43,28,5,260,2155,570,432,1110,1,1456,0,189,67,0.0002090301,1,2001-07-23 12:08:32,7,10,0
144,587,947,4879,3,16,356,1.3588426176,1068,3,4,2,0,0,0,0,0,0,1371,610,417,111,66,23,14,6,3,12,1068,3,4,2,0,0,0,0,0,0,1371,610,417,111,66,23,14,6,3,149,2401,488,304,1013,4,1527,0,297,121,0.0008198401,1,2001-07-23 12:13:32,3,12,0
145,801,738,4169,6,16,467,1.7692705639,1630,16,15,1,7,0,0,0,0,0,684,430,529,168,75,31,195,82,3,13,1630,16,15,1,7,0,0,0,0,0,684,430,529,168,75,31,195,82,3,240,2054,879,226,287,4,1702,3,241,214,0.0009594627,1,2001-07-23 12:18:32,6,10,0
146,998,1312,6024,3,18,193,1.3728077791,856,5,3,0,0,0,0,0,0,0,3376,805,335,218,89,18,28,23,3,11,856,5,3,0,0,0,0,0,0,0,3376,805,335,218,89,18,28,23,3,195,4679,410,282,223,5,1824,0,225,76,0.0008298755,1,2001-07-23 12:23:32,3,11,0
147,912,1813,6690,5,13,294,1.7467215615,1549,0,4,0,0,0,0,0,0,0,2056,1298,450,834,193,124,39,8,3,11,1549,0,4,0,0,0,0,0,0,0,2056,1298,450,834,193,124,39,8,3,154,4855,1067,188,109,4,1606,0,299,149,0.0005973716,1,2001-07-23 12:28:32,5,10,0
148,513,464,5223,6,15,407,1.1708407871,1014,0,3,6,3,0,0,0,0,0,1549,356,254,115,36,9,7,1,1,13,1014,0,3,6,3,0,0,0,0,0,1549,356,254,115,36,9,7,1,1,162,2172,398,215,1860,46,1884,0,244,95,0.0088071989,2,2001-07-23 12:33:32,6,10,0
149,481,407,2273,5,14,165,1.4462524655,690,1,4,1,0,0,0,0,0,0,525,401,256,73,27,16,24,9,1,12,690,1,4,1,0,0,0,0,0,0,525,401,256,73,27,16,24,9,1,145,1160,327,231,233,6,1104,10,312,82,0.0026396832,2,2001-07-23 12:38:32,4,10,0
150,1148,576,4910,7,15,441,1.1492983667,2082,0,3,0,0,0,0,0,0,0,772,810,385,166,71,23,23,10,2,11,2082,0,3,0,0,0,0,0,0,0,772,810,385,166,71,23,23,10,2,407,2036,1162,301,449,2,1647,0,249,110,0.000407332,1,2001-07-23 12:43:32,7,10,0
151,2925,3465,11629,4,15,672,1.7072764303,2520,3,3,0,1,0,0,0,0,0,2061,3129,2509,446,82,18,23,6,1,13,2520,3,3,0,1,0,0,0,0,0,2061,3129,2509,446,82,18,23,6,1,259,8115,1448,308,676,7,2327,0,464,241,0.0006015296,2,2001-07-23 12:48:32,4,10,0
152,623,1112,5729,5,15,233,1.419703351,1438,0,23,0,0,0,0,0,0,0,2213,945,433,198,89,28,63,27,4,11,1438,0,23,0,0,0,0,0,0,0,2213,945,433,198,89,28,63,27,4,455,3600,650,523,229,5,1825,2,140,69,0.0008727527,1,2001-07-23 12:53:32,3,10,0
153,796,1414,7202,5,15,704,1.5793626238,1662,16,11,4,0,0,0,0,0,0,2590,1001,570,218,80,41,145,89,37,12,1662,16,11,4,0,0,0,0,0,0,2590,1001,570,218,80,41,145,89,37,303,4436,588,433,574,20,2592,1,277,219,0.0027739251,1,2001-07-23 12:58:32,5,12,0
154,747,477,2689,2,16,151,1.8971229294,681,30,10,5,3,0,0,0,0,0,459,513,289,158,75,30,25,15,1,13,681,30,10,5,3,0,0,0,0,0,459,513,289,158,75,30,25,15,1,102,1446,407,188,368,5,1371,0,153,91,0.0018594273,2,2001-07-23 13:03:32,2,11,0
155,1821,2151,7980,7,18,417,1.8555512372,1838,2,14,2,1,0,0,0,0,0,1976,1843,566,872,468,77,28,22,10,13,1838,2,14,2,1,0,0,0,0,0,1976,1843,566,872,468,77,28,22,10,194,5553,1182,373,253,2,2128,0,270,213,0.0002504069,1,2001-07-23 13:08:32,7,12,0
156,627,703,3317,9,14,192,1.6520618557,1045,21,14,2,1,0,0,0,0,0,846,481,308,163,109,38,43,28,5,13,1045,21,14,2,1,0,0,0,0,0,846,481,308,163,109,38,43,28,5,223,1892,604,193,197,1,1480,1,244,80,0.0003014772,1,2001-07-23 13:13:32,6,10,0
157,708,632,2934,3,16,195,1.5048148148,916,0,3,8,4,2,0,0,0,0,717,525,292,107,47,28,31,17,3,14,916,0,3,8,4,2,0,0,0,0,717,525,292,107,47,28,31,17,3,166,1626,519,194,158,3,1407,0,288,142,0.0010224949,1,2001-07-23 13:18:32,3,10,0
158,452,408,2155,4,14,153,1.4518442623,728,0,3,0,0,0,0,0,0,0,467,337,196,121,47,25,23,3,2,11,728,0,3,0,0,0,0,0,0,0,467,337,196,121,47,25,23,3,2,130,1093,374,202,172,3,1179,0,136,109,0.0013921114,1,2001-07-23 13:23:32,4,10,0
159,778,768,3456,4,17,285,1.5614092855,1058,2,12,8,0,0,0,0,0,0,716,513,402,198,70,25,17,9,7,12,1058,2,12,8,0,0,0,0,0,0,716,513,402,198,70,25,17,9,7,185,1769,524,274,323,6,1452,0,257,118,0.0017361111,1,2001-07-23 13:28:32,4,10,0
160,1008,763,4379,4,15,322,1.7276857296,1350,1,4,6,6,2,3,0,0,0,745,584,609,176,56,13,115,67,5,15,1350,1,4,6,6,2,3,0,0,0,745,584,609,176,56,13,115,67,5,226,2062,729,403,512,10,1643,3,362,240,0.0022836264,1,2001-07-23 13:33:32,4,10,0
161,1443,1522,7399,3,17,674,1.5971876373,2750,0,15,4,12,6,3,0,0,0,1304,1377,634,138,107,126,220,116,15,15,2750,0,15,4,12,6,3,0,0,0,1304,1377,634,138,107,126,220,116,15,153,3755,1876,369,517,9,2072,1,352,273,0.0012163806,1,2001-07-23 13:38:32,3,10,0
162,919,630,4360,6,15,216,1.1264538481,1906,0,7,4,0,0,0,0,0,0,765,818,263,199,49,16,13,0,1,12,1906,0,7,4,0,0,0,0,0,0,765,818,263,199,49,16,13,0,1,120,1999,1536,170,281,4,1402,0,330,133,0.0009174312,2,2001-07-23 13:43:32,6,10,0
163,1689,1293,5935,5,15,527,1.9071442107,1533,3,4,5,0,0,0,0,0,0,1083,915,577,618,458,56,14,9,2,12,1533,3,4,5,0,0,0,0,0,0,1083,915,577,618,458,56,14,9,2,214,3317,735,484,584,1,1871,0,308,175,0.0001683785,1,2001-07-23 13:48:32,5,10,0
164,4194,1811,113032,5,17,158,1.1513356752,7943,4,17,2,7,9,2,0,0,0,7889,7031,1002,274,223,44,27,4,4,15,7943,4,17,2,7,9,2,0,0,0,7889,7031,1002,274,223,44,27,4,4,6872,3101,515,13836,494,2632,36942,57,3197,287,0.0232815278,2,2001-07-23 13:53:32,3,11,0
165,2703,982,6859,4,16,616,1.3562155144,1460,2,3,4,3,0,0,0,0,0,3041,662,532,171,164,94,23,0,3,13,1460,2,3,4,3,0,0,0,0,0,3041,662,532,171,164,94,23,0,3,195,2791,598,1962,654,13,2169,0,237,227,0.0018928363,1,2001-07-23 13:58:32,4,10,0
166,1318,1132,5470,4,17,610,1.5155243117,2093,10,3,8,3,1,0,0,0,0,628,1045,991,146,79,36,42,25,11,14,2093,10,3,8,3,1,0,0,0,0,628,1045,991,146,79,36,42,25,11,132,2859,1308,212,255,6,1629,0,327,322,0.0010952903,1,2001-07-23 14:03:32,4,11,0
167,752,835,4278,5,15,604,1.3914447135,1590,32,12,4,0,0,0,0,0,0,782,507,533,145,58,9,21,10,14,12,1590,32,12,4,0,0,0,0,0,0,782,507,533,145,58,9,21,10,14,216,1881,704,312,467,2,1669,5,342,141,0.0004666356,1,2001-07-23 14:08:32,5,10,0
168,1111,1022,5272,8,16,594,1.6282497441,2145,12,18,3,0,0,0,0,0,0,763,673,501,334,163,125,102,41,5,12,2145,12,18,3,0,0,0,0,0,0,763,673,501,334,163,125,102,41,5,192,2394,1328,377,349,1,1629,0,346,95,0.0001892148,1,2001-07-23 14:13:32,8,12,0
169,1466,879,5296,6,19,310,1.7786063855,1174,6,5,2,0,0,0,0,0,0,777,1039,845,271,94,24,35,11,8,12,1174,6,5,2,0,0,0,0,0,0,777,1039,845,271,94,24,35,11,8,160,2845,669,307,962,2,1958,0,315,257,0.000377145,1,2001-07-23 14:18:32,6,12,0
170,875,576,8990,3,16,577,1.3138461538,1549,8,8,4,1,1,0,0,0,0,3969,750,349,224,130,70,45,24,18,14,1549,8,8,4,1,1,0,0,0,0,3969,750,349,224,130,70,45,24,18,194,3756,735,1888,1807,30,2488,1,352,101,0.0033318525,2,2001-07-23 14:23:32,3,10,0
171,705,1347,7713,8,19,754,1.3662494205,2091,10,4,0,0,0,0,0,0,0,2188,1117,560,213,115,79,64,24,6,11,2091,10,4,0,0,0,0,0,0,0,2188,1117,560,213,115,79,64,24,6,311,3802,962,642,1141,8,2100,0,308,109,0.0010361352,1,2001-07-23 14:28:32,5,13,0
172,1548,1903,6742,4,14,338,1.6651975188,1716,5,8,2,0,0,0,0,0,0,1233,1817,741,267,226,56,33,14,8,12,1716,5,8,2,0,0,0,0,0,0,1233,1817,741,267,226,56,33,14,8,157,3862,1130,639,503,6,1952,1,308,336,0.0008899436,2,2001-07-23 14:33:32,4,10,0
