,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
0,309,457,5078,7,15,59,1.4770704997,519,1,3,0,0,0,0,0,0,0,211,487,140,52,21,6,8,12,1,11,519,1,3,0,0,0,0,0,0,0,211,487,140,52,21,6,8,12,1,35,909,411,47,3557,0,1414,0,277,75,0,0,2001-07-23 00:13:32,6,10,0
1,167,2148,65721,6,16,11256,0.467771024,12207,2,3,0,0,0,0,0,0,0,302,1168,1007,215,27,11,11,9,9,11,12207,2,3,0,0,0,0,0,0,0,302,1168,1007,215,27,11,11,9,9,68,2719,862,66,50601,0,18153,14,1733,63,0,0,2001-07-23 00:18:32,6,14,0
2,391,482,9383,3,16,3167,0.5666233042,4137,21,10,5,0,0,0,0,0,0,523,343,199,50,18,15,23,11,26,12,4137,21,10,5,0,0,0,0,0,0,523,343,199,50,18,15,23,11,26,73,1189,854,98,3941,0,3745,3,362,78,0,0,2001-07-23 00:23:32,3,13,0
3,374,349,2239,4,13,281,1.1392742796,899,0,3,0,0,0,0,0,0,0,440,210,199,61,17,10,25,9,1,11,899,0,3,0,0,0,0,0,0,0,440,210,199,61,17,10,25,9,1,158,900,422,113,328,0,1003,0,209,55,0,0,2001-07-23 00:28:32,4,10,0
4,253,342,1905,5,16,143,1.3582402235,602,8,6,1,0,0,0,0,0,0,353,222,124,48,30,12,13,4,9,12,602,8,6,1,0,0,0,0,0,0,353,222,124,48,30,12,13,4,9,99,676,323,191,406,0,871,11,184,74,0,0,2001-07-23 00:33:32,5,13,0
5,510,556,3276,12,16,259,1.4304051344,1120,5,3,1,1,0,0,0,0,0,454,355,177,216,117,13,18,7,6,13,1120,5,3,1,1,0,0,0,0,0,454,355,177,216,117,13,18,7,6,180,1261,652,141,727,0,1078,0,230,42,0,0,2001-07-23 00:38:32,7,11,0
6,468,470,2934,5,16,285,1.1713830211,1226,5,6,0,3,0,0,0,0,0,489,412,213,80,17,17,16,12,13,13,1226,5,6,0,3,0,0,0,0,0,489,412,213,80,17,17,16,12,13,190,1101,711,222,403,0,1161,0,296,76,0,0,2001-07-23 00:43:32,5,11,0
7,688,833,3637,5,17,260,1.2685327592,1241,12,7,4,0,1,0,0,0,0,682,1056,119,45,28,27,12,5,12,14,1241,12,7,4,0,1,0,0,0,0,682,1056,119,45,28,27,12,5,12,99,1898,840,154,352,0,891,0,171,216,0,0,2001-07-23 00:48:32,5,13,0
8,356,296,1633,5,17,104,1.7848275862,546,18,39,11,3,0,0,0,0,0,348,220,159,52,27,7,10,2,8,13,546,18,39,11,3,0,0,0,0,0,348,220,159,52,27,7,10,2,8,108,795,312,131,163,0,922,0,112,40,0,0,2001-07-23 00:53:32,5,14,0
9,442,621,3489,5,13,270,1.159586682,1159,8,4,0,0,0,0,0,0,0,541,576,223,52,10,16,13,0,11,11,1159,8,4,0,0,0,0,0,0,0,541,576,223,52,10,16,13,0,11,184,1271,652,236,782,0,1293,0,154,91,0,0,2001-07-23 00:58:32,5,11,0
10,540,518,2407,7,15,83,1.6594516595,691,4,6,3,0,0,0,0,0,0,503,393,216,128,43,36,31,14,11,12,691,4,6,3,0,0,0,0,0,0,503,393,216,128,43,36,31,14,11,112,1171,382,331,270,0,1017,0,145,71,0,0,2001-07-23 01:03:32,7,11,0
11,782,1014,5036,4,13,461,1.1422203354,2094,0,3,1,0,0,0,0,0,0,969,1057,240,283,24,16,14,3,7,12,2094,0,3,1,0,0,0,0,0,0,969,1057,240,283,24,16,14,3,7,243,2335,1357,315,260,0,1223,1,355,208,0,0,2001-07-23 01:08:32,4,13,0
12,518,431,2443,5,15,151,1.48,883,7,5,2,0,0,0,0,0,0,566,295,228,91,54,32,34,12,16,12,883,7,5,2,0,0,0,0,0,0,566,295,228,91,54,32,34,12,16,172,1203,513,186,210,0,1150,0,291,79,0,0,2001-07-23 01:13:32,5,11,0
13,525,435,5343,5,16,391,1.1712259372,1530,17,7,6,4,0,0,0,0,0,621,311,251,100,54,15,28,8,9,13,1530,17,7,6,4,0,0,0,0,0,621,311,251,100,54,15,28,8,9,287,1269,814,200,2355,0,1716,3,246,54,0,0,2001-07-23 01:18:32,5,13,0
14,613,951,5786,7,15,251,1.2434308379,1278,1,5,1,0,0,0,0,0,0,1363,899,305,103,55,2,14,6,2,12,1278,1,5,1,0,0,0,0,0,0,1363,899,305,103,55,2,14,6,2,285,2455,680,363,1605,0,1312,0,182,43,0,0,2001-07-23 01:23:32,7,11,0
15,425,839,2518,9,15,106,1.5310638298,693,9,4,0,0,0,0,0,0,0,589,678,165,126,40,25,8,3,10,11,693,9,4,0,0,0,0,0,0,0,589,678,165,126,40,25,8,3,10,141,1523,415,165,129,0,1010,0,159,109,0,0,2001-07-23 01:28:32,5,12,0
16,329,431,1939,4,16,134,1.2623595506,742,7,10,2,1,0,0,0,0,0,493,259,152,73,14,6,7,10,4,13,742,7,10,2,1,0,0,0,0,0,493,259,152,73,14,6,7,10,4,161,889,406,190,126,0,920,0,126,120,0,0,2001-07-23 01:33:32,4,12,0
17,460,482,21163,4,18,864,1.0684010523,2110,18,12,7,4,0,0,0,0,0,475,340,202,115,40,13,16,25,44,13,2110,18,12,7,4,0,0,0,0,0,475,340,202,115,40,13,16,25,44,815,1190,364,188,1266,103,6866,12,581,18,0.0048669848,2,2001-07-23 01:38:32,4,13,0
18,352,431,2086,5,17,137,1.6683222958,755,21,4,3,5,1,0,0,0,0,352,261,209,90,22,16,27,16,30,14,755,21,4,3,5,1,0,0,0,0,352,261,209,90,22,16,27,16,30,147,913,437,178,258,6,1033,0,154,63,0.0028763183,1,2001-07-23 01:43:32,4,13,0
19,501,425,2185,8,16,93,1.5934837093,688,2,3,2,1,0,0,0,0,0,515,331,214,101,58,25,28,13,14,13,688,2,3,2,1,0,0,0,0,0,515,331,214,101,58,25,28,13,14,153,1154,401,194,177,3,1120,0,187,67,0.0013729977,2,2001-07-23 01:48:32,5,11,0
20,981,567,3832,6,14,256,1.5390775144,1108,2,3,0,0,0,0,0,0,0,579,707,370,190,127,13,13,5,5,11,1108,2,3,0,0,0,0,0,0,0,579,707,370,190,127,13,13,5,5,149,1852,657,208,688,5,1065,0,146,88,0.0013048017,1,2001-07-23 01:53:32,3,11,0
21,803,1101,5743,6,14,448,1.3058798557,2100,27,21,4,0,0,0,0,0,0,881,1006,294,249,58,19,9,22,21,12,2100,27,21,4,0,0,0,0,0,0,881,1006,294,249,58,19,9,22,21,216,2467,1399,181,926,9,1826,0,289,111,0.0015671252,1,2001-07-23 01:58:32,6,10,0
22,458,380,2659,14,16,168,1.2266839378,949,2,4,0,1,0,0,0,0,0,759,221,206,69,38,28,16,8,15,13,949,2,4,0,1,0,0,0,0,0,759,221,206,69,38,28,16,8,15,209,1205,531,203,321,6,1232,0,165,67,0.0022564874,1,2001-07-23 02:03:32,10,14,0
23,421,530,2572,4,17,128,1.4860921113,957,11,6,2,1,1,0,0,0,0,427,291,251,125,57,15,16,14,19,14,957,11,6,2,1,1,0,0,0,0,427,291,251,125,57,15,16,14,19,191,991,565,318,211,4,1030,0,146,98,0.00155521,1,2001-07-23 02:08:32,4,13,0
24,695,767,3522,4,16,226,1.9926713082,814,5,5,0,0,0,0,0,0,0,608,353,350,256,197,62,54,15,10,11,814,5,5,0,0,0,0,0,0,0,608,353,350,256,197,62,54,15,10,143,1732,402,226,706,13,1215,0,266,65,0.0036910846,1,2001-07-23 02:13:32,3,13,0
25,969,785,4307,3,15,307,2.0749167592,1082,1,4,0,0,0,0,0,0,0,859,585,296,158,153,259,126,55,26,11,1082,1,4,0,0,0,0,0,0,0,859,585,296,158,153,259,126,55,26,214,2286,526,271,670,25,1488,0,324,94,0.0057883769,1,2001-07-23 02:18:32,3,10,0
26,866,540,3466,2,15,244,1.9207297892,1001,5,3,0,0,0,0,0,0,0,746,582,231,109,203,175,81,35,8,11,1001,5,3,0,0,0,0,0,0,0,746,582,231,109,203,175,81,35,8,198,1897,499,341,235,2,1154,0,283,43,0.000577034,1,2001-07-23 02:23:32,2,10,0
27,1028,832,5263,5,16,314,1.432700604,2030,14,5,1,0,0,0,0,0,0,934,532,539,247,252,38,22,8,14,12,2030,14,5,1,0,0,0,0,0,0,934,532,539,247,252,38,22,8,14,158,2423,1512,229,562,7,1380,0,299,96,0.0013300399,2,2001-07-23 02:28:32,5,12,0
28,469,1241,4089,5,17,281,1.6354705274,1366,5,5,0,3,1,0,0,0,0,852,747,354,270,42,141,44,26,12,14,1366,5,5,0,3,1,0,0,0,0,852,747,354,270,42,141,44,26,12,163,2347,879,198,199,3,1311,0,236,90,0.0007336757,1,2001-07-23 02:33:32,4,12,0
29,701,380,2893,5,16,233,1.4093725794,1068,3,6,0,3,0,0,0,0,0,572,280,331,263,24,21,8,2,1,13,1068,3,6,0,3,0,0,0,0,0,572,280,331,263,24,21,8,2,1,212,1425,550,162,298,8,1186,0,220,71,0.0027652955,2,2001-07-23 02:38:32,4,13,0
30,610,990,3252,5,17,158,2.0069565217,745,0,3,0,0,0,0,0,0,0,649,330,527,317,260,33,9,0,2,11,745,0,3,0,0,0,0,0,0,0,649,330,527,317,260,33,9,0,2,139,1919,418,241,358,2,1072,0,204,47,0.0006150062,1,2001-07-23 02:43:32,5,11,0
31,386,545,2495,4,16,159,1.6165907941,680,1,3,8,0,2,0,0,0,0,448,240,460,48,41,12,25,4,5,14,680,1,3,8,0,2,0,0,0,0,448,240,460,48,41,12,25,4,5,91,1206,397,124,505,7,813,0,186,44,0.0027932961,2,2001-07-23 02:48:32,4,9,0
32,501,624,3942,8,13,436,1.0348510399,2094,0,35,0,0,0,0,0,0,0,435,356,488,95,35,11,8,0,1,11,2094,0,35,0,0,0,0,0,0,0,435,356,488,95,35,11,8,0,1,496,1351,1129,146,365,5,1187,1,192,34,0.0012683917,1,2001-07-23 02:53:32,8,9,0
33,660,724,3023,7,16,132,1.6960418223,853,17,17,0,2,0,0,0,0,0,697,353,488,141,24,38,22,8,18,13,853,17,17,0,2,0,0,0,0,0,697,353,488,141,24,38,22,8,18,101,1724,599,122,339,2,1173,0,137,38,0.0006615944,1,2001-07-23 02:58:32,7,13,0
34,880,839,3929,4,17,321,1.5921492205,1350,12,6,0,0,1,0,0,0,0,728,493,581,231,97,24,46,20,3,14,1350,12,6,0,0,1,0,0,0,0,728,493,581,231,97,24,46,20,3,211,1915,797,348,327,6,1194,0,202,80,0.0015271061,2,2001-07-23 03:03:32,4,12,0
35,1057,756,4413,5,13,332,1.2863227638,1779,1,3,0,1,0,0,0,0,0,818,805,574,140,27,37,17,22,2,13,1779,1,3,0,1,0,0,0,0,0,818,805,574,140,27,37,17,22,2,192,2225,1215,262,166,1,1366,0,206,78,0.0002266032,1,2001-07-23 03:08:32,5,13,0
36,427,829,2619,3,16,160,1.636474411,931,19,11,3,0,0,0,0,0,0,342,642,281,120,27,33,34,9,10,12,931,19,11,3,0,0,0,0,0,0,342,642,281,120,27,33,34,9,10,112,1394,631,165,133,2,890,0,255,84,0.0007636502,1,2001-07-23 03:13:32,3,13,0
37,495,523,3345,5,17,360,1.3129874534,1543,12,6,2,1,0,0,0,0,0,456,244,460,48,55,51,38,11,22,13,1543,12,6,2,1,0,0,0,0,0,456,244,460,48,55,51,38,11,22,246,1286,902,155,339,23,1124,0,165,36,0.0068759342,3,2001-07-23 03:18:32,5,13,0
38,832,842,4739,11,17,352,1.2836961556,1994,20,14,2,0,0,0,0,0,0,962,491,508,138,49,102,22,10,6,12,1994,20,14,2,0,0,0,0,0,0,962,491,508,138,49,102,22,10,6,354,2147,1140,325,319,4,1557,0,203,143,0.0008440599,1,2001-07-23 03:23:32,4,13,0
39,738,582,3769,4,15,362,1.3345599509,1402,1,5,1,3,1,0,0,0,0,709,337,600,95,38,37,16,9,7,14,1402,1,5,1,3,1,0,0,0,0,709,337,600,95,38,37,16,9,7,160,1658,832,249,446,10,1333,0,241,53,0.0026532237,2,2001-07-23 03:28:32,4,13,0
40,1371,1237,5106,6,14,235,1.6312306101,1650,48,12,0,0,0,0,0,0,0,670,1499,616,174,66,26,37,15,22,11,1650,48,12,0,0,0,0,0,0,0,670,1499,616,174,66,26,37,15,22,205,2976,1177,242,233,4,1322,0,249,113,0.0007833921,1,2001-07-23 03:33:32,6,10,0
41,658,645,2872,3,16,202,1.7195076464,839,8,6,4,1,0,0,0,0,0,733,290,533,85,63,59,22,14,24,13,839,8,6,4,1,0,0,0,0,0,733,290,533,85,63,59,22,14,24,139,1735,470,135,183,3,1243,1,133,63,0.0010445682,2,2001-07-23 03:38:32,3,14,0
42,457,744,2727,4,16,169,1.8183299389,787,25,24,5,2,0,0,0,0,0,674,382,270,131,52,6,27,23,47,13,787,25,24,5,2,0,0,0,0,0,674,382,270,131,52,6,27,23,47,165,1233,413,475,252,5,1368,0,174,54,0.0018335167,2,2001-07-23 03:43:32,4,13,0
43,1113,691,4076,6,17,299,1.4917012448,1381,22,10,4,1,1,0,0,0,0,979,563,622,150,56,29,7,6,25,14,1381,22,10,4,1,1,0,0,0,0,979,563,622,150,56,29,7,6,25,234,2239,799,285,157,3,1330,0,173,138,0.0007360157,1,2001-07-23 03:48:32,6,14,0
44,728,961,3676,4,14,234,1.7449563385,1098,10,8,2,1,0,0,0,0,0,663,361,871,174,46,25,19,24,19,13,1098,10,8,2,1,0,0,0,0,0,663,361,871,174,46,25,19,24,19,184,1991,645,267,336,3,1246,0,295,82,0.0008161045,2,2001-07-23 03:53:32,4,12,0
45,1560,1133,6258,3,16,330,2.0219648562,1533,8,6,1,0,0,0,0,0,0,955,441,1108,479,142,193,123,9,10,12,1533,8,6,1,0,0,0,0,0,0,955,441,1108,479,142,193,123,9,10,290,3275,886,227,1208,8,1475,0,239,106,0.0012783637,2,2001-07-23 03:58:32,3,11,0
46,1289,1586,5206,3,17,428,2.3624161074,1461,6,8,3,1,0,0,0,0,0,617,385,927,908,282,97,166,39,17,13,1461,6,8,3,1,0,0,0,0,0,617,385,927,908,282,97,166,39,17,170,3071,808,440,188,3,1646,0,213,108,0.0005752637,1,2001-07-23 04:03:32,3,13,0
47,918,791,3740,3,18,257,1.7128656632,1101,24,5,0,1,0,0,0,0,0,895,509,613,145,85,82,24,27,10,13,1101,24,5,0,1,0,0,0,0,0,895,509,613,145,85,82,24,27,10,227,2106,556,375,195,4,1436,1,239,102,0.0010695187,1,2001-07-23 04:08:32,3,12,0
48,753,633,3450,3,17,174,1.3587320939,1457,18,7,4,0,0,0,0,0,0,475,696,430,105,29,20,22,5,13,12,1457,18,7,4,0,0,0,0,0,0,475,696,430,105,29,20,22,5,13,129,1691,1116,171,164,6,1141,0,148,70,0.0017391304,2,2001-07-23 04:13:32,3,13,0
49,1081,889,4709,7,18,326,1.6205275529,1352,14,12,5,2,1,0,0,0,0,815,655,572,212,95,45,15,12,22,14,1352,14,12,5,2,1,0,0,0,0,815,655,572,212,95,45,15,12,22,396,2237,560,310,813,1,1506,0,121,79,0.0002123593,1,2001-07-23 04:18:32,7,13,0
50,522,660,2343,3,15,191,1.8178506375,734,9,13,3,0,0,0,0,0,0,445,266,501,68,49,73,9,9,17,12,734,9,13,3,0,0,0,0,0,0,445,266,501,68,49,73,9,9,17,135,1232,361,277,107,6,999,0,190,30,0.0025608195,1,2001-07-23 04:23:32,3,14,0
51,1305,1369,5398,3,17,209,1.724317817,1577,32,19,4,1,1,0,0,0,0,750,1739,452,123,96,48,51,30,61,14,1577,32,19,4,1,1,0,0,0,0,750,1739,452,123,96,48,51,30,61,152,3094,1168,361,330,3,1444,0,298,179,0.0005557614,2,2001-07-23 04:28:32,3,11,0
52,628,1144,3868,3,15,303,1.8625204583,1269,22,20,2,0,0,0,0,0,0,671,561,595,223,74,118,86,11,14,12,1269,22,20,2,0,0,0,0,0,0,671,561,595,223,74,118,86,11,14,147,2012,778,426,167,3,1316,0,181,73,0.0007755946,1,2001-07-23 04:33:32,3,13,0
53,501,550,2473,2,16,177,1.4877192982,817,20,6,3,1,0,0,0,0,0,645,404,212,76,20,15,20,15,26,13,817,20,6,3,1,0,0,0,0,0,645,404,212,76,20,15,20,15,26,183,1271,402,247,187,3,1234,1,150,67,0.0012131015,1,2001-07-23 04:38:32,2,12,0
54,4514,1234,9301,3,18,347,2.5674676525,1128,14,18,4,1,1,0,0,0,0,730,2105,1577,1243,377,218,106,13,39,14,1128,14,18,4,1,1,0,0,0,0,730,2105,1577,1243,377,218,106,13,39,145,6213,605,264,1676,90,2505,0,195,68,0.0096732588,2,2001-07-23 04:43:32,3,13,0
55,1010,1581,9874,4,16,229,2.1202764977,1130,9,7,3,0,0,0,0,0,0,793,746,627,582,268,78,85,6,6,12,1130,9,7,3,0,0,0,0,0,0,793,746,627,582,268,78,85,6,6,245,2793,571,502,135,13,2563,4,354,177,0.001316589,1,2001-07-23 04:48:32,4,13,0
56,1762,2128,7578,2,14,397,1.9946578111,2206,0,3,0,0,0,0,0,0,0,957,1416,745,791,449,201,131,17,10,11,2206,0,3,0,0,0,0,0,0,0,957,1416,745,791,449,201,131,17,10,224,4426,1523,356,526,5,1588,0,273,441,0.0006595436,3,2001-07-23 04:53:32,2,9,0
57,478,413,2221,5,14,161,1.3981253083,752,11,3,1,0,0,0,0,0,0,536,325,247,83,36,11,10,4,8,12,752,11,3,1,0,0,0,0,0,0,536,325,247,83,36,11,10,4,8,162,1122,392,190,154,1,1122,0,163,66,0.0004502476,1,2001-07-23 04:58:32,5,13,0
58,632,611,2765,4,17,146,1.5927898402,791,2,9,3,0,0,0,0,0,0,685,378,295,130,57,48,32,9,2,12,791,2,9,3,0,0,0,0,0,0,685,378,295,130,57,48,32,9,2,162,1397,436,300,301,8,1276,0,240,91,0.0028933092,1,2001-07-23 05:03:32,4,13,0
59,824,546,3007,4,19,190,2.0872431175,848,17,29,14,11,14,0,0,0,0,486,414,287,259,118,33,20,13,16,14,848,17,29,14,11,14,0,0,0,0,486,414,287,259,118,33,20,13,16,145,1532,473,239,393,2,1250,0,227,90,0.0006651147,1,2001-07-23 05:08:32,4,10,0
60,516,576,2294,3,19,131,1.6874409821,682,5,14,2,0,0,2,0,1,0,541,382,256,99,55,15,53,5,6,17,682,5,14,2,0,0,2,0,1,0,541,382,256,99,55,15,53,5,6,104,1137,408,338,150,4,1132,0,202,74,0.0017436792,2,2001-07-23 05:13:32,3,13,0
61,376,662,2246,3,14,106,1.9315002412,632,11,3,17,0,0,0,0,0,0,489,347,246,161,61,26,33,23,24,12,632,11,3,17,0,0,0,0,0,0,489,347,246,161,61,26,33,23,24,153,1143,320,351,168,4,1118,0,165,44,0.0017809439,1,2001-07-23 05:18:32,3,13,0
62,580,569,2754,5,15,162,1.6897552883,801,8,7,0,0,0,0,0,0,0,631,377,279,74,50,147,33,0,4,11,801,8,7,0,0,0,0,0,0,0,631,377,279,74,50,147,33,0,4,160,1367,449,273,310,3,1207,0,174,97,0.0010893246,2,2001-07-23 05:23:32,5,9,0
63,722,745,3086,6,20,249,1.8148928697,992,11,7,0,7,6,30,12,0,0,711,383,379,153,91,21,14,12,18,16,992,11,7,0,7,6,30,12,0,0,711,383,379,153,91,21,14,12,18,216,1552,459,371,225,1,1248,0,240,56,0.0003237294,1,2001-07-23 05:28:32,6,15,0
64,873,836,3911,4,17,271,1.4864707594,1220,1,7,0,4,1,0,0,0,0,746,842,316,133,79,24,23,23,18,14,1220,1,7,0,4,1,0,0,0,0,746,842,316,133,79,24,23,23,18,152,1988,759,267,446,12,1275,0,292,110,0.003068269,2,2001-07-23 05:33:32,4,13,0
65,681,1055,3755,4,13,229,1.5519955031,1073,0,3,0,0,0,0,0,0,0,795,977,322,286,46,16,26,4,10,11,1073,0,3,0,0,0,0,0,0,0,795,977,322,286,46,16,26,4,10,109,2332,695,193,167,6,1178,1,195,82,0.0015978695,2,2001-07-23 05:38:32,4,10,0
66,928,1165,4244,8,17,283,2.0084889643,1040,22,11,1,1,0,0,0,0,0,502,621,792,367,68,39,20,20,30,13,1040,22,11,1,1,0,0,0,0,0,502,621,792,367,68,39,20,20,30,184,2213,545,309,704,1,1247,0,194,118,0.0002356268,1,2001-07-23 05:43:32,8,13,0
67,1586,1357,5013,8,17,273,2.4109704641,1137,15,5,0,0,0,0,0,0,0,771,696,488,969,396,173,46,16,28,11,1137,15,5,0,0,0,0,0,0,0,771,696,488,969,396,173,46,16,28,92,3365,739,271,242,4,1592,0,180,114,0.0007969715,1,2001-07-23 05:48:32,6,12,0
68,2405,2505,11109,4,16,546,1.698630137,2174,19,7,1,0,0,0,0,0,0,2663,1547,1213,552,309,131,36,25,10,12,2174,19,7,1,0,0,0,0,0,0,2663,1547,1213,552,309,131,36,25,10,361,5589,1103,1088,2144,18,3476,0,347,479,0.0016110266,1,2001-07-23 05:53:32,4,10,0
69,3339,2885,15306,5,15,537,1.3924110458,7500,96,28,1,0,0,0,0,0,0,1125,2762,2039,599,269,146,76,102,68,12,7500,96,28,1,0,0,0,0,0,0,1125,2762,2039,599,269,146,76,102,68,4941,6717,1586,1030,249,7,3483,3,550,272,0.0004568892,1,2001-07-23 05:58:32,5,12,0
70,795,1874,4967,4,16,242,1.8247581354,1167,8,5,1,1,0,0,0,0,0,810,979,1225,215,65,32,16,9,15,13,1167,8,5,1,1,0,0,0,0,0,810,979,1225,215,65,32,16,9,15,177,3238,704,187,406,6,1680,0,295,171,0.0012079726,1,2001-07-23 06:03:32,4,13,0
71,791,627,3748,4,16,304,1.6517336606,1235,50,23,0,0,0,0,0,0,0,733,464,425,147,95,34,17,16,20,11,1235,50,23,0,0,0,0,0,0,0,733,464,425,147,95,34,17,16,20,165,1847,716,227,413,4,1429,0,230,59,0.0010672359,1,2001-07-23 06:08:32,4,14,0
72,635,959,8568,8,15,240,0.7418534222,6068,59,15,0,0,0,0,0,0,0,619,659,442,151,100,63,33,21,25,11,6068,59,15,0,0,0,0,0,0,0,619,659,442,151,100,63,33,21,25,4918,1821,458,818,291,1,2414,3,297,51,0.0001167134,1,2001-07-23 06:13:32,8,10,0
73,1836,1458,6128,3,16,692,2.1883954155,1588,14,8,7,3,0,0,0,0,0,996,718,644,898,437,206,39,15,11,13,1588,14,8,7,3,0,0,0,0,0,996,718,644,898,437,206,39,15,11,122,3877,737,156,509,14,1770,2,194,76,0.0022793878,2,2001-07-23 06:18:32,3,13,0
74,1793,1345,5893,8,15,282,2.1275092937,1236,57,23,2,0,0,0,0,0,0,1405,941,494,590,473,78,34,24,23,12,1236,57,23,2,0,0,0,0,0,0,1405,941,494,590,473,78,34,24,23,189,3458,700,751,437,2,1945,0,258,143,0.0003393857,1,2001-07-23 06:23:32,4,11,0
75,1039,1684,6224,6,13,643,1.9738030714,1970,27,25,0,0,0,0,0,0,0,837,774,468,925,286,153,29,29,12,11,1970,27,25,0,0,0,0,0,0,0,837,774,468,925,286,153,29,29,12,244,3290,1001,357,640,10,2280,1,306,108,0.0016043639,2,2001-07-23 06:28:32,6,10,0
76,2002,1334,10485,6,13,467,2.0732348112,2045,23,3,0,0,0,0,0,0,0,760,1141,744,692,282,51,202,132,15,11,2045,23,3,0,0,0,0,0,0,0,760,1141,744,692,282,51,202,132,15,152,3663,1377,431,4346,19,2388,6,405,298,0.0018121125,2,2001-07-23 06:33:32,6,13,0
77,10496,4008,31299,4,15,2467,1.5637043189,5909,11,31,11,0,0,0,0,0,0,6018,7843,2142,1830,206,12,31,22,14,12,5909,11,31,11,0,0,0,0,0,0,6018,7843,2142,1830,206,12,31,22,14,205,17135,3190,1083,7159,5,2148,29,392,410,0.0001597495,2,2001-07-23 06:38:32,4,10,0
78,3162,1616,7289,3,21,291,2.0596739901,1265,42,8,3,0,0,0,3,1,0,1214,2263,1517,432,133,63,54,31,26,17,1265,42,8,3,0,0,0,3,1,0,1214,2263,1517,432,133,63,54,31,26,153,5410,773,428,208,6,1601,0,338,256,0.0008231582,2,2001-07-23 06:43:32,3,12,0
79,574,649,3793,3,15,236,1.257457847,1115,2,22,0,0,0,0,0,0,0,1139,397,234,84,16,3,39,23,10,11,1115,2,22,0,0,0,0,0,0,0,1139,397,234,84,16,3,39,23,10,256,1677,576,339,659,8,1373,2,243,143,0.0021080369,1,2001-07-23 06:48:32,3,11,0
80,729,749,4672,6,21,303,1.24340501,1325,4,4,0,0,0,0,2,1,0,1967,544,395,151,91,13,13,1,0,17,1325,4,4,0,0,0,0,2,1,0,1967,544,395,151,91,13,13,1,0,278,2965,690,275,150,2,1638,4,266,134,0.0004280822,1,2001-07-23 06:53:32,4,10,0
81,922,2090,5849,5,15,463,1.9206614641,1666,2,3,2,0,0,0,2,1,0,1036,721,699,859,220,131,19,8,13,17,1666,2,3,2,0,0,0,2,1,0,1036,721,699,859,220,131,19,8,13,313,3104,841,661,413,5,1506,0,330,119,0.0008535336,2,2001-07-23 06:58:32,5,12,0
82,672,872,4210,8,21,347,1.7070981779,1290,36,18,2,0,0,0,4,1,0,865,547,406,335,81,31,18,7,36,17,1290,36,18,2,0,0,0,4,1,0,865,547,406,335,81,31,18,7,36,222,2118,669,321,512,11,1663,0,456,145,0.0026128266,1,2001-07-23 07:03:32,5,10,0
83,1029,1216,5379,6,16,315,1.5058562197,1871,23,17,0,0,0,0,0,0,0,1034,1156,364,196,106,83,53,22,27,11,1871,23,17,0,0,0,0,0,0,0,1034,1156,364,196,106,83,53,22,27,370,2639,1056,572,355,4,2037,0,405,119,0.0007436326,1,2001-07-23 07:08:32,3,10,0
84,1831,1976,7383,7,15,232,1.808137045,1291,8,5,0,1,0,0,0,0,0,1885,1510,1882,271,80,38,22,7,5,13,1291,8,5,0,1,0,0,0,0,0,1885,1510,1882,271,80,38,22,7,5,248,5430,679,416,287,8,1917,1,304,185,0.0010835704,2,2001-07-23 07:13:32,7,10,0
85,942,1140,6796,8,14,460,1.7617682198,1275,1,5,0,0,0,0,0,1,0,1102,599,511,273,250,96,45,18,9,17,1275,1,5,0,0,0,0,0,1,0,1102,599,511,273,250,96,45,18,9,239,2662,509,315,2371,25,1680,0,271,130,0.0036770113,2,2001-07-23 07:18:32,2,11,0
86,557,770,4396,8,20,271,1.4059159831,1002,1,4,2,2,0,0,1,0,0,1740,629,321,178,64,29,34,13,3,16,1002,1,4,2,2,0,0,1,0,0,1740,629,321,178,64,29,34,13,3,164,2825,543,220,346,7,1550,0,304,101,0.0015923567,1,2001-07-23 07:23:32,6,11,0
