,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
30,471,304,1480,5,17,26,2.4288288288,151,6,247,255,161,167,56,31,26,10,0,10,151,6,247,255,161,167,56,31,26,10,0,31,872,90,91,345,37,368,1,89,4,0.025,2,2001-07-18 02:40:01,5,11,0
31,268,339,1006,5,16,48,2.4039517014,166,0,215,169,67,181,59,18,9,1,24,11,166,0,215,169,67,181,59,18,9,1,24,80,626,30,127,79,35,323,0,58,8,0.0347912525,3,2001-07-18 02:45:01,5,11,0
32,193,362,1130,5,17,12,1.9693989071,210,2,188,282,62,101,28,12,20,4,5,11,210,2,188,282,62,101,28,12,20,4,5,36,612,53,202,103,27,355,0,70,68,0.023893805299999998,2,2001-07-18 02:50:01,5,11,0
33,206,156,651,6,16,8,1.8132854578,130,0,94,218,22,73,5,10,4,0,1,9,130,0,94,218,22,73,5,10,4,0,1,52,368,46,83,31,19,245,0,28,0,0.0291858679,2,2001-07-18 02:55:01,6,10,0
34,364,267,1520,6,13,13,2.3807486631,212,2,172,145,163,76,115,15,12,5,18,10,212,2,172,145,163,76,115,15,12,5,18,138,640,48,96,557,69,395,0,48,1,0.045394736799999995,3,2001-07-18 03:00:01,6,9,0
35,303,290,1023,5,14,35,2.5279187817,125,0,144,166,107,126,37,78,3,1,1,9,125,0,144,166,107,126,37,78,3,1,1,62,435,20,236,108,49,313,0,24,3,0.0478983382,3,2001-07-18 03:05:01,4,13,0
36,66,154,396,6,12,25,1.9277456647,87,4,100,63,23,28,31,5,5,0,0,10,87,4,100,63,23,28,31,5,5,0,0,27,225,30,39,37,14,225,0,28,10,0.035353535400000004,2,2001-07-18 03:10:01,6,8,0
37,117,98,761,4,13,30,1.1701754386,306,0,92,73,43,23,16,3,9,0,4,11,306,0,92,73,43,23,16,3,9,0,4,244,222,19,55,165,77,345,0,24,10,0.10118265439999999,3,2001-07-18 03:15:01,4,10,0
38,72,295,726,7,13,34,1.8530734633000001,203,1,202,77,48,33,57,27,11,4,3,11,203,1,202,77,48,33,57,27,11,4,3,138,405,22,68,32,20,296,0,29,5,0.0275482094,1,2001-07-18 03:20:01,6,9,0
39,135,174,891,7,14,72,1.5300546447999999,290,0,165,92,85,47,24,4,18,5,2,9,290,0,165,92,85,47,24,4,18,5,2,174,359,32,95,146,59,352,0,81,13,0.0662177329,2,2001-07-18 03:25:01,5,10,0
40,381,508,1513,4,15,54,2.4851794072,169,0,268,368,140,55,167,104,7,2,2,9,169,0,268,368,140,55,167,104,7,2,2,58,954,38,178,192,52,432,0,19,5,0.0341880342,2,2001-07-18 03:30:01,4,9,0
41,150,342,1026,4,12,34,1.8624113475,118,1,242,184,62,47,23,5,15,3,5,10,118,1,242,184,62,47,23,5,15,3,5,52,534,24,61,265,44,342,0,48,10,0.0426356589,2,2001-07-18 03:35:01,4,10,0
42,188,99,531,7,13,6,2.2293333333,50,1,93,88,81,26,21,4,9,0,2,10,50,1,93,88,81,26,21,4,9,0,2,25,296,19,29,149,23,248,0,7,2,0.0433145009,2,2001-07-18 03:40:01,7,10,0
43,85,138,448,10,13,86,1.5839598997,150,0,90,72,44,3,12,12,10,2,4,9,150,0,90,72,44,3,12,12,10,2,4,58,209,4,42,42,24,205,0,14,0,0.053571428600000005,2,2001-07-18 03:45:01,10,10,0
44,195,201,623,3,15,21,2.1054613936,70,6,222,92,61,13,26,16,15,4,6,10,70,6,222,92,61,13,26,16,15,4,6,19,416,23,52,78,44,280,0,30,6,0.07062600320000001,3,2001-07-18 03:50:01,3,11,0
45,191,185,866,6,13,177,1.5,226,0,344,94,48,26,29,23,10,8,2,9,226,0,344,94,48,26,29,23,10,8,2,27,542,18,46,53,22,260,0,37,5,0.025404157000000004,2,2001-07-18 03:55:01,6,10,0
46,91,161,510,5,17,12,2.0922619048,63,1,78,90,49,23,12,9,8,1,2,10,63,1,78,90,49,23,12,9,8,1,2,32,239,18,35,139,41,246,0,27,26,0.0803921569,2,2001-07-18 04:00:01,5,12,0
47,190,179,567,6,13,29,2.1119544591999997,76,0,173,116,71,19,20,48,2,1,1,9,76,0,173,116,71,19,20,48,2,1,1,28,367,11,92,31,36,252,0,31,2,0.0634920635,3,2001-07-18 04:05:01,6,9,0
48,149,108,613,5,13,11,2.1285046729,62,6,140,101,51,26,24,7,7,1,0,11,62,6,140,101,51,26,24,7,7,1,0,30,344,18,25,164,88,294,0,5,16,0.1435562806,3,2001-07-18 04:10:01,5,11,0
49,112,89,431,5,15,24,2.0348837209,79,3,91,75,35,30,15,3,5,2,3,11,79,3,91,75,35,30,15,3,5,2,3,24,210,27,59,84,42,259,0,33,4,0.0974477958,3,2001-07-18 04:15:01,5,11,0
50,208,188,643,2,13,21,2.2902621723,63,0,167,116,50,29,104,2,0,1,2,9,63,0,167,116,50,29,104,2,0,1,2,30,414,11,58,95,52,267,0,45,2,0.0808709176,3,2001-07-18 04:20:01,2,9,0
51,388,302,1592,10,17,137,1.9702537183000002,221,1,369,162,270,40,22,21,13,7,7,14,221,1,369,162,270,40,22,21,13,7,7,43,764,28,171,375,114,401,0,36,50,0.0716080402,2,2001-07-18 04:25:01,6,12,0
52,260,345,1210,3,19,48,2.5761741123,173,2,134,200,118,94,48,60,14,15,12,16,173,2,134,200,118,94,48,60,14,15,12,78,572,21,154,244,38,352,0,33,3,0.0314049587,2,2001-07-18 04:30:01,3,9,0
53,151,179,678,14,16,36,2.2575250836,118,9,137,183,59,10,44,8,3,3,21,14,118,9,137,183,59,10,44,8,3,3,21,31,394,43,94,58,20,334,0,19,16,0.0294985251,1,2001-07-18 04:35:01,7,10,0
54,112,146,406,8,15,12,2.7418478261000003,75,0,55,52,43,17,116,6,1,1,1,13,75,0,55,52,43,17,116,6,1,1,1,39,219,22,76,29,18,183,0,37,4,0.0443349754,2,2001-07-18 04:40:01,5,8,0
55,80,163,710,3,12,10,1.8475750577,67,1,166,63,85,21,25,3,0,2,0,10,67,1,166,63,85,21,25,3,0,2,0,18,309,29,67,229,61,294,0,34,2,0.08591549300000001,3,2001-07-18 04:45:01,3,9,0
56,181,248,1031,8,19,25,1.8974970203000001,187,2,257,150,130,27,41,39,2,0,0,16,187,2,257,150,130,27,41,39,2,0,0,92,585,40,97,150,23,294,0,50,3,0.0223084384,1,2001-07-18 04:50:01,7,8,0
57,187,181,581,4,12,35,2.1263383298,78,1,126,42,176,12,8,15,6,2,1,10,78,1,126,42,176,12,8,15,6,2,1,15,354,23,40,68,25,212,0,33,0,0.043029259900000005,2,2001-07-18 04:55:01,4,10,0
58,155,247,743,7,19,58,2.5429497569,163,9,73,103,110,77,32,9,4,13,24,10,163,9,73,103,110,77,32,9,4,13,24,89,364,9,97,109,63,327,0,64,0,0.08479138630000001,3,2001-07-18 05:00:01,7,9,0
59,378,296,1207,6,15,160,2.1037906137,218,4,268,272,117,99,93,12,14,6,3,11,218,4,268,272,117,99,93,12,14,6,3,26,843,23,56,88,49,339,0,61,0,0.0405965203,4,2001-07-18 05:05:01,4,12,0
60,80,111,421,4,15,13,2.2792792793,67,0,84,64,35,16,54,4,1,1,4,11,67,0,84,64,35,16,54,4,1,1,4,34,244,17,25,76,28,209,0,39,3,0.0665083135,2,2001-07-18 05:10:01,4,9,0
61,172,250,944,4,12,62,2.0355781449,221,0,109,240,87,48,38,2,8,4,30,9,221,0,109,240,87,48,38,2,8,4,30,110,456,36,123,51,29,338,0,88,6,0.030720339,2,2001-07-18 05:15:01,4,9,0
62,455,268,1122,4,20,113,1.4720314033000002,167,0,549,167,40,40,26,16,7,1,6,9,167,0,549,167,40,40,26,16,7,1,6,18,813,30,45,91,25,336,0,22,3,0.0222816399,2,2001-07-18 05:20:01,4,10,0
63,450,950,2068,8,23,57,2.5901551632,279,11,521,329,116,251,169,115,25,13,31,13,279,11,521,329,116,251,169,115,25,13,31,96,1200,95,421,108,45,520,0,99,35,0.021760154700000003,3,2001-07-18 05:25:01,7,10,0
64,177,222,825,3,12,47,1.9652173913,350,0,104,64,45,119,83,7,5,5,23,9,350,0,104,64,45,119,83,7,5,5,23,257,346,33,122,16,33,303,0,46,11,0.04,5,2001-07-18 05:30:01,3,10,0
65,133,73,679,3,12,43,1.6597402597,141,0,73,43,69,42,6,4,6,0,1,9,141,0,73,43,69,42,6,4,6,0,1,18,190,45,89,196,43,184,4,23,5,0.0633284242,2,2001-07-18 05:35:01,3,8,0
66,137,264,881,6,15,75,1.7077131258000002,206,2,169,161,124,36,27,6,3,2,3,10,206,2,169,161,124,36,27,6,3,2,3,40,412,87,125,120,36,278,11,34,35,0.0408626561,3,2001-07-18 05:40:01,6,10,0
67,196,137,1290,8,20,39,2.1914008322,173,2,143,83,208,38,29,22,7,7,5,13,173,2,143,83,208,38,29,22,7,7,5,60,496,61,65,543,99,391,0,53,1,0.07674418599999999,2,2001-07-18 05:45:01,8,10,0
68,236,184,836,5,19,43,2.0743670886000003,98,0,151,188,81,62,30,14,6,1,1,9,98,0,151,188,81,62,30,14,6,1,1,32,440,18,99,169,56,322,0,30,6,0.0669856459,3,2001-07-18 05:50:01,5,10,0
69,118,125,551,6,15,47,1.9410377358000002,95,0,142,82,37,21,11,14,6,3,13,9,95,0,142,82,37,21,11,14,6,3,13,36,264,10,67,114,39,264,0,50,4,0.07078039929999999,2,2001-07-18 05:55:01,6,9,0
70,177,247,890,4,19,66,2.0291666666999997,238,12,128,111,121,44,17,18,16,4,7,13,238,12,128,111,121,44,17,18,16,4,7,117,401,52,84,152,50,406,0,38,11,0.056179775300000005,2,2001-07-18 06:00:01,4,9,0
71,197,221,864,5,23,53,2.0450581395,118,1,216,134,95,59,30,14,14,3,4,10,118,1,216,134,95,59,30,14,14,3,4,39,481,15,100,118,34,357,0,16,0,0.0393518519,2,2001-07-18 06:05:01,5,10,0
72,169,109,568,7,21,24,2.0618101545,126,0,109,65,46,55,17,19,8,0,4,12,126,0,109,65,46,55,17,19,8,0,4,37,276,55,61,98,48,316,0,14,6,0.0845070423,2,2001-07-18 06:10:01,4,11,0
73,315,151,865,4,16,78,2.435530086,149,3,109,133,142,67,50,14,2,10,18,11,149,3,109,133,142,67,50,14,2,10,18,31,469,30,90,150,23,358,0,42,2,0.0265895954,1,2001-07-18 06:15:01,4,10,0
74,161,159,821,7,19,66,2.1526315789,126,0,125,136,65,50,18,26,13,1,10,9,126,0,125,136,65,50,18,26,13,1,10,44,367,11,82,248,66,342,0,21,4,0.08038976860000001,2,2001-07-18 06:20:01,7,9,0
75,142,309,1027,9,14,64,2.401369863,172,0,124,122,99,121,28,30,6,14,12,11,172,0,124,122,99,121,28,30,6,14,12,53,428,47,138,211,67,316,0,49,14,0.0652385589,3,2001-07-18 06:25:01,5,8,0
76,135,160,678,9,14,72,1.9418803419,152,2,154,115,55,43,23,24,7,7,2,13,152,2,154,115,55,43,23,24,7,7,2,33,344,39,97,78,50,319,0,66,35,0.0737463127,3,2001-07-18 06:30:01,6,11,0
77,108,163,534,4,14,36,2.2702702703,100,0,86,79,122,32,33,21,6,1,0,13,100,0,86,79,122,32,33,21,6,1,0,46,316,14,69,35,18,230,0,43,12,0.0337078652,2,2001-07-18 06:35:01,4,10,0
78,111,146,570,4,21,28,1.9112709831999999,99,0,105,93,57,33,12,7,6,3,0,19,99,0,105,93,57,33,12,7,6,3,0,37,247,32,73,141,62,278,0,46,8,0.1087719298,3,2001-07-18 06:40:01,4,10,0
79,159,174,662,5,23,49,1.9335863378,105,0,168,96,72,38,24,9,4,10,1,9,105,0,168,96,72,38,24,9,4,10,1,24,297,20,137,91,47,293,0,44,23,0.0709969789,2,2001-07-18 06:45:01,5,10,0
80,177,224,773,6,13,30,1.9717425432,113,0,185,171,63,44,28,15,11,6,1,9,113,0,185,171,63,44,28,15,11,6,1,46,426,26,109,102,63,391,0,52,5,0.08150064679999999,2,2001-07-18 06:50:01,5,10,0
81,137,399,920,5,15,37,2.4412955466,96,8,164,142,156,127,20,11,4,8,4,11,96,8,164,142,156,127,20,11,4,8,4,37,413,19,235,161,36,356,0,46,3,0.0391304348,2,2001-07-18 06:55:01,5,9,0
82,154,196,631,7,17,18,2.4723320158,89,3,94,153,53,28,30,22,10,21,2,12,89,3,94,153,53,28,30,22,10,21,2,43,323,28,94,100,44,336,0,39,16,0.0697305864,3,2001-07-18 07:00:01,5,14,0
83,195,242,969,7,15,72,1.8928067701,155,0,243,122,58,64,19,27,8,5,8,9,155,0,243,122,58,64,19,27,8,5,8,42,461,35,99,233,109,418,10,41,1,0.1124871001,4,2001-07-18 07:05:01,5,15,0
84,279,272,963,8,15,67,2.6221374046,159,12,186,146,74,55,46,44,22,25,7,11,159,12,186,146,74,55,46,44,22,25,7,44,533,41,101,161,30,410,7,57,14,0.031152647999999998,2,2001-07-18 07:10:01,8,11,0
85,180,174,1410,4,14,93,1.5865490628,199,1,399,152,48,33,36,10,22,7,0,10,199,1,399,152,48,33,36,10,22,7,0,42,643,54,75,486,129,418,0,57,0,0.0912305516,2,2001-07-18 07:15:01,4,9,0
86,182,315,1302,5,19,38,2.512,167,0,195,146,117,29,145,48,16,4,2,13,167,0,195,146,117,29,145,48,16,4,2,91,614,29,103,410,46,399,0,70,8,0.035330261099999996,2,2001-07-18 07:20:01,4,10,0
87,846,333,2125,2,16,24,2.3954727031,146,3,621,200,144,135,127,37,56,8,7,12,146,3,621,200,144,135,127,37,56,8,7,73,1269,39,97,567,125,567,0,48,2,0.05882352940000001,3,2001-07-18 07:25:01,2,12,0
88,242,218,741,6,15,21,2.0833333333,119,14,220,101,99,28,29,8,3,5,7,13,119,14,220,101,99,28,29,8,3,5,7,58,424,31,102,86,42,324,0,36,5,0.05668016190000001,2,2001-07-18 07:30:01,6,11,0
89,126,119,568,7,18,23,1.8372093022999998,105,1,131,74,73,12,10,4,10,3,6,12,105,1,131,74,73,12,10,4,10,3,6,36,273,38,60,102,40,280,0,38,0,0.0704225352,3,2001-07-18 07:35:01,5,10,0
90,230,212,672,4,21,35,2.3131147541,117,0,180,64,64,66,98,8,3,2,8,9,117,0,180,64,64,66,98,8,3,2,8,44,441,25,65,41,19,302,0,26,0,0.0282317979,1,2001-07-18 07:40:01,4,9,0
91,462,249,1605,2,15,24,2.6382352941,119,9,262,185,129,103,175,10,7,3,18,10,119,9,262,185,129,103,175,10,7,3,18,29,789,39,139,526,118,567,0,65,3,0.0734744707,3,2001-07-18 07:45:01,2,11,0
92,157,211,972,4,15,63,2.4071322437,149,3,167,104,87,67,42,10,3,3,29,13,149,3,167,104,87,67,42,10,3,3,29,44,440,38,88,240,76,389,0,82,12,0.0781893004,2,2001-07-18 07:50:01,3,11,0
93,140,145,593,14,18,32,1.9834024896,110,3,137,100,60,32,11,3,16,3,4,12,110,3,137,100,60,32,11,3,16,3,4,46,327,21,56,92,34,316,0,33,2,0.0573355818,3,2001-07-18 07:55:01,7,10,0
94,239,245,1201,5,21,35,2.0939675174000003,187,2,192,232,84,84,19,22,14,24,0,12,187,2,192,232,84,84,19,22,14,24,0,67,615,57,88,282,76,425,0,29,1,0.0632805995,2,2001-07-18 08:00:01,4,10,0
95,148,535,1880,2,22,108,1.753458096,295,3,401,280,155,30,15,2,23,13,0,19,295,3,401,280,155,30,15,2,23,13,0,35,871,140,75,560,50,363,0,75,40,0.026595744700000003,2,2001-07-18 08:05:01,2,9,0
96,200,393,1775,7,17,58,1.6490125672999998,185,1,485,174,150,89,14,2,11,2,0,13,185,1,485,174,150,89,14,2,11,2,0,80,834,30,112,618,135,442,0,57,11,0.076056338,2,2001-07-18 08:10:01,7,9,0
97,508,675,2576,9,13,199,1.7115666179,371,0,543,671,356,61,18,5,17,2,2,15,371,0,543,671,356,61,18,5,17,2,2,71,1483,80,216,502,183,631,1,68,87,0.07104037269999999,2,2001-07-18 08:15:01,7,10,0
98,332,423,1302,5,11,48,1.6856677524,276,0,313,380,135,73,14,29,8,0,0,7,276,0,313,380,135,73,14,29,8,0,0,121,885,90,84,56,33,433,0,30,0,0.0253456221,3,2001-07-18 08:20:01,5,9,0
99,253,236,933,5,16,77,1.7525,227,0,203,145,91,88,8,27,9,1,0,11,227,0,203,145,91,88,8,27,9,1,0,78,405,69,171,127,43,257,0,76,5,0.04608788849999999,3,2001-07-18 08:25:01,3,13,0
100,362,392,8635,5,15,156,2.2500703235,210,1,274,2187,608,106,36,88,11,3,29,12,210,1,274,2187,608,106,36,88,11,3,29,22,3270,27,80,5051,1250,2668,4,157,10,0.1447596989,4,2001-07-18 08:30:01,3,9,0
101,490,521,27972,4,16,935,1.1540930979000001,1046,1,722,397,189,50,9,53,4,13,0,11,1046,1,722,397,189,50,9,53,4,13,0,54,1370,55,78,25444,395,9126,10,671,22,0.0141197498,3,2001-07-18 08:35:01,4,9,0
102,363,2287,76150,5,21,3712,0.9068891956,4273,6,1987,986,309,216,84,43,14,12,5,18,4273,6,1987,986,309,216,84,43,14,12,5,140,3383,379,355,68098,0,23676,45,2241,51,0.0,0,2001-07-18 08:40:01,5,12,0
103,169,209,881,8,21,120,1.9109414758,216,0,161,167,117,66,23,8,16,10,0,19,216,0,161,167,117,66,23,8,16,10,0,49,410,36,171,64,0,313,0,39,6,0.0,0,2001-07-18 08:45:01,4,10,0
104,540,199,1098,7,16,24,1.704950495,86,0,516,194,119,54,18,9,12,1,1,9,86,0,516,194,119,54,18,9,12,1,1,35,781,23,147,57,0,415,0,36,14,0.0,0,2001-07-18 08:50:01,7,9,0
105,287,842,2164,4,20,82,2.4989316239,220,7,453,497,200,189,102,165,20,8,10,11,220,7,453,497,200,189,102,165,20,8,10,74,1265,49,402,282,0,431,0,68,3,0.0,0,2001-07-18 08:55:01,4,10,0
106,381,432,1361,3,21,23,1.7686688312,204,1,440,304,145,92,15,11,7,9,2,19,204,1,440,304,145,92,15,11,7,9,2,61,874,98,176,122,0,504,0,72,25,0.0,0,2001-07-18 09:00:01,3,16,0
107,312,344,1014,5,11,18,1.8231644261000002,119,0,283,371,59,123,5,5,2,0,0,7,119,0,283,371,59,123,5,5,2,0,0,31,758,46,114,37,0,280,0,57,1,0.0,0,2001-07-18 09:05:01,5,10,0
108,338,476,1315,4,13,50,2.0218423552,145,0,221,332,254,64,14,14,4,3,1,11,145,0,221,332,254,64,14,14,4,3,1,62,826,32,83,139,0,447,0,72,16,0.0,0,2001-07-18 09:10:01,2,10,0
109,442,401,1334,5,14,30,2.2345779221,220,2,250,335,145,144,74,40,7,7,1,12,220,2,250,335,145,144,74,40,7,7,1,93,888,68,153,54,0,470,0,82,3,0.0,0,2001-07-18 09:15:01,5,10,0
110,402,308,1513,4,13,81,2.121024735,212,0,305,211,86,234,39,36,6,0,3,9,212,0,305,211,86,234,39,36,6,0,3,48,795,60,148,214,0,439,0,124,3,0.0,0,2001-07-18 09:20:01,4,9,0
111,251,192,815,6,11,30,1.7318518519,97,0,199,246,91,22,9,6,4,1,0,8,97,0,199,246,91,22,9,6,4,1,0,37,530,23,55,62,0,299,0,79,15,0.0,0,2001-07-18 09:25:01,5,9,0
