,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_20_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_20_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
149,344,408,1850,4,14,67,1.7355800389,507,0,0,0,0,0,0,0,0,0,0,315,0,185,325,132,29,19,17,14,0,8,507,0,0,0,0,0,0,0,0,0,0,315,0,185,325,132,29,19,17,14,0,196,956,190,134,215,18,439,0,112,12,0.0097297297,2,2001-07-16 12:34:36,4,8,0
150,211,527,1217,7,16,71,1.5381165919,274,0,0,0,0,0,0,0,0,0,0,308,0,313,156,34,14,10,1,5,0,8,274,0,0,0,0,0,0,0,0,0,0,308,0,313,156,34,14,10,1,5,0,115,713,71,145,92,8,358,1,114,1,0.0065735415,1,2001-07-16 12:39:36,5,11,0
151,335,496,1579,8,11,151,1.4989912576,488,0,0,0,0,0,0,0,0,0,0,282,0,423,127,129,28,7,2,1,0,8,488,0,0,0,0,0,0,0,0,0,0,282,0,423,127,129,28,7,2,1,0,182,891,113,150,70,12,464,0,60,3,0.0075997467,3,2001-07-16 12:44:36,5,10,0
152,1160,784,2621,5,13,44,1.7928109855,299,2,0,0,0,0,0,0,0,0,0,784,0,905,270,145,34,15,3,17,2,10,299,2,0,0,0,0,0,0,0,0,0,784,0,905,270,145,34,15,3,17,2,176,1887,51,318,71,9,554,0,206,1,0.0034338039,1,2001-07-16 12:49:36,4,11,0
153,1136,652,2581,5,16,133,1.8422339992,556,0,0,0,0,0,0,0,0,0,0,617,0,512,353,306,68,33,7,1,0,8,556,0,0,0,0,0,0,0,0,0,0,617,0,512,353,306,68,33,7,1,0,355,1629,53,283,113,14,458,0,132,6,0.0054242542,3,2001-07-16 12:54:36,5,10,0
154,416,457,1586,5,19,48,2.0153129161,490,2,0,0,0,0,0,0,0,0,0,132,0,368,267,80,76,17,32,30,8,10,490,2,0,0,0,0,0,0,0,0,0,132,0,368,267,80,76,17,32,30,8,381,819,49,205,72,6,497,0,107,4,0.0037831021,1,2001-07-16 12:59:36,5,11,0
155,312,427,1470,7,15,69,2.4469635628,195,1,1,0,0,0,0,0,0,0,0,212,0,326,242,99,59,25,36,33,6,11,195,1,1,0,0,0,0,0,0,0,0,212,0,326,242,99,59,25,36,33,6,86,921,35,124,215,10,491,0,68,2,0.0067980965,2,2001-07-16 13:04:36,7,11,0
156,332,272,963,5,13,19,1.9716775599,214,1,0,0,0,0,0,0,0,0,0,111,0,220,301,44,12,4,6,1,4,10,214,1,0,0,0,0,0,0,0,0,0,111,0,220,301,44,12,4,6,1,4,168,645,18,68,35,7,298,0,120,13,0.0072614108,1,2001-07-16 13:09:36,5,9,0
157,258,289,1233,5,14,86,1.6450511945,443,0,0,0,0,0,0,0,0,0,0,191,0,221,167,47,53,26,9,13,2,9,443,0,0,0,0,0,0,0,0,0,0,191,0,221,167,47,53,26,9,13,2,289,623,36,138,50,3,444,0,58,2,0.00243309,1,2001-07-16 13:14:36,5,9,0
158,484,530,2021,5,17,51,1.6632321041,582,0,0,0,0,0,0,0,0,0,0,404,0,334,323,89,50,32,15,12,3,9,582,0,0,0,0,0,0,0,0,0,0,404,0,334,323,89,50,32,15,12,3,459,1010,46,278,155,11,469,0,100,7,0.0054428501,1,2001-07-16 13:19:36,5,10,0
159,499,256,1521,5,17,44,1.8020989505,365,1,1,0,0,0,0,0,0,0,0,302,0,286,191,75,69,25,11,8,0,11,365,1,1,0,0,0,0,0,0,0,0,302,0,286,191,75,69,25,11,8,0,273,757,41,219,157,7,515,0,86,13,0.0046022354,1,2001-07-16 13:24:36,4,10,0
160,193,294,1315,4,13,307,1.5421276596,494,9,18,0,0,0,0,0,0,0,0,248,0,170,108,61,47,9,9,2,0,11,494,9,18,0,0,0,0,0,0,0,0,248,0,170,108,61,47,9,9,2,0,125,577,48,118,120,9,496,6,76,4,0.006833713,2,2001-07-16 13:29:36,4,10,0
161,295,355,1394,6,13,129,1.7029478458,400,0,1,0,0,0,0,0,0,0,0,298,0,258,226,48,45,13,19,13,2,11,400,0,1,0,0,0,0,0,0,0,0,298,0,258,226,48,45,13,19,13,2,235,822,30,107,40,2,571,0,57,11,0.0014347202,1,2001-07-16 13:34:36,6,10,0
162,145,305,918,6,13,91,1.7617411226,246,0,0,0,0,0,0,0,0,0,0,177,0,208,113,84,25,6,4,9,1,9,246,0,0,0,0,0,0,0,0,0,0,177,0,208,113,84,25,6,4,9,1,105,542,35,100,28,3,335,0,92,29,0.0032679739,2,2001-07-16 13:39:36,4,9,0
163,327,331,1197,6,12,60,2.1424501425,192,0,0,0,0,0,0,0,0,0,0,256,0,203,219,77,50,29,16,6,5,9,192,0,0,0,0,0,0,0,0,0,0,256,0,203,219,77,50,29,16,6,5,88,671,34,200,122,6,497,10,55,1,0.0050125313,1,2001-07-16 13:44:36,6,9,0
164,92,394,1077,6,15,150,1.8040201005,265,19,12,0,0,0,0,0,0,0,0,308,0,181,132,37,13,8,16,2,2,11,265,19,12,0,0,0,0,0,0,0,0,308,0,181,132,37,13,8,16,2,2,24,643,68,110,60,3,421,6,106,4,0.0027855153,1,2001-07-16 13:49:36,4,9,0
165,261,203,827,10,12,26,1.8744939271,132,1,0,0,0,0,0,0,0,0,0,230,0,198,73,59,19,11,9,7,2,10,132,1,0,0,0,0,0,0,0,0,0,230,0,198,73,59,19,11,9,7,2,51,494,42,128,79,1,364,0,70,6,0.0012091898,1,2001-07-16 13:54:36,7,9,0
166,1039,558,2208,4,13,62,1.7455565949,379,0,0,0,0,0,0,0,0,0,0,575,0,735,249,110,58,17,13,1,1,9,379,0,0,0,0,0,0,0,0,0,0,575,0,735,249,110,58,17,13,1,1,244,1649,58,125,58,6,540,0,149,10,0.0027173913,2,2001-07-16 13:59:36,4,10,0
167,135,394,1268,4,12,269,1.2875536481,532,0,0,0,0,0,0,0,0,0,0,115,0,277,177,37,18,5,1,2,1,9,532,0,0,0,0,0,0,0,0,0,0,115,0,277,177,37,18,5,1,2,1,225,554,32,85,94,12,307,0,93,7,0.0094637224,2,2001-07-16 14:04:36,4,9,0
168,279,197,1089,5,11,21,1.4274973147,347,0,0,0,0,0,0,0,0,0,0,189,0,194,118,26,50,5,2,0,0,7,347,0,0,0,0,0,0,0,0,0,0,189,0,194,118,26,50,5,2,0,0,148,520,166,76,149,7,337,0,75,7,0.0064279155,1,2001-07-16 14:09:36,4,9,0
169,161,221,1342,6,12,90,1.3278837421,333,0,3,0,0,0,0,0,0,0,0,451,0,130,100,41,20,13,5,4,1,11,333,0,3,0,0,0,0,0,0,0,0,451,0,130,100,41,20,13,5,4,1,85,678,154,94,233,7,376,0,87,2,0.0052160954,1,2001-07-16 14:14:36,6,9,0
170,588,692,2815,5,14,122,1.8847969783,475,2,5,9,0,0,0,0,0,0,0,364,0,669,399,103,73,9,4,3,3,12,475,2,5,9,0,0,0,0,0,0,0,364,0,669,399,103,73,9,4,3,3,228,1541,54,173,480,23,801,1,109,2,0.0081705151,2,2001-07-16 14:19:36,5,10,0
171,657,219,2124,5,16,23,1.3620025674,432,0,3,9,0,0,0,0,0,0,0,622,0,283,126,25,40,14,2,1,1,12,432,0,3,9,0,0,0,0,0,0,0,622,0,283,126,25,40,14,2,1,1,270,1082,87,96,462,40,604,1,80,18,0.0188323917,2,2001-07-16 14:24:36,4,11,0
172,171,163,851,3,15,61,1.5006369427,286,0,0,0,0,0,0,0,0,0,0,159,0,175,72,52,19,10,8,2,2,9,286,0,0,0,0,0,0,0,0,0,0,159,0,175,72,52,19,10,8,2,2,179,431,34,80,55,9,356,5,68,5,0.0105757932,2,2001-07-16 14:29:36,2,12,0
173,188,143,1040,4,14,274,1.1340314136,539,0,0,0,0,0,0,0,0,0,0,101,0,123,104,45,26,10,3,3,1,9,539,0,0,0,0,0,0,0,0,0,0,101,0,123,104,45,26,10,3,3,1,191,348,67,75,60,9,395,0,82,4,0.0086538462,2,2001-07-16 14:34:36,4,10,0
174,829,580,2630,7,12,456,1.5386130812,873,0,0,0,0,0,0,0,0,0,0,524,0,485,396,152,60,30,9,9,0,8,873,0,0,0,0,0,0,0,0,0,0,524,0,485,396,152,60,30,9,9,0,231,1484,171,196,60,5,639,2,113,8,0.0019011407,1,2001-07-16 14:39:36,7,9,0
175,921,598,2151,4,14,76,2.0061611374,370,7,0,0,0,0,0,0,0,0,0,517,0,672,268,105,74,32,20,29,16,10,370,7,0,0,0,0,0,0,0,0,0,517,0,672,268,105,74,32,20,29,16,232,1513,50,239,34,5,512,8,107,1,0.0023234201,2,2001-07-16 14:44:36,4,11,0
176,340,185,1219,6,19,54,1.6321428571,397,7,8,0,1,2,0,0,2,0,0,316,0,165,101,48,26,24,7,13,3,17,397,7,8,0,1,2,0,0,2,0,0,316,0,165,101,48,26,24,7,13,3,310,645,21,90,90,8,516,0,84,13,0.006557377,1,2001-07-16 14:49:36,6,11,0
177,360,263,1676,11,14,158,1.7646103896,440,6,1,0,0,0,0,0,0,0,0,191,0,265,114,98,92,5,10,2,8,11,440,6,1,0,0,0,0,0,0,0,0,191,0,265,114,98,92,5,10,2,8,162,609,101,202,422,49,491,0,86,13,0.0292362768,1,2001-07-16 14:54:36,5,11,0
178,173,226,1562,5,13,227,1.1174603175,740,1,0,0,0,0,0,0,0,0,0,160,0,137,105,31,36,15,28,4,3,10,740,1,0,0,0,0,0,0,0,0,0,160,0,137,105,31,36,15,28,4,3,187,445,296,105,282,26,461,0,111,2,0.0166453265,1,2001-07-16 14:59:36,5,11,0
179,196,171,886,6,13,26,1.6476821192,290,1,0,0,0,0,0,0,0,0,0,146,0,117,80,55,37,10,6,10,3,10,290,1,0,0,0,0,0,0,0,0,0,146,0,117,80,55,37,10,6,10,3,198,394,55,82,120,8,340,0,99,10,0.0090293454,1,2001-07-16 15:04:36,6,9,0
180,186,457,1123,7,15,47,1.7658959538,225,0,0,0,0,0,0,0,0,0,0,293,0,246,123,111,12,21,7,0,0,7,225,0,0,0,0,0,0,0,0,0,0,293,0,246,123,111,12,21,7,0,0,133,693,40,125,70,9,379,0,115,1,0.0080071174,2,2001-07-16 15:09:36,6,10,0
181,118,279,768,2,11,21,1.895280236,223,0,5,7,0,0,0,0,0,0,0,114,0,150,42,105,16,12,1,0,3,12,223,0,5,7,0,0,0,0,0,0,0,114,0,150,42,105,16,12,1,0,3,142,389,53,73,86,7,308,0,71,11,0.0091145833,2,2001-07-16 15:14:36,2,10,0
182,168,175,748,12,13,66,1.7750410509,182,0,0,0,0,0,0,0,0,0,0,111,0,161,76,30,20,10,13,5,1,9,182,0,0,0,0,0,0,0,0,0,0,111,0,161,76,30,20,10,13,5,1,64,358,35,86,71,3,307,0,70,6,0.0040106952,1,2001-07-16 15:19:36,6,10,0
183,133,456,1348,3,13,35,1.5111821086,247,0,0,0,0,0,0,0,0,0,0,224,0,323,89,27,13,7,7,0,2,9,247,0,0,0,0,0,0,0,0,0,0,224,0,323,89,27,13,7,7,0,2,72,616,121,95,401,11,378,0,62,13,0.0081602374,1,2001-07-16 15:24:36,3,13,0
184,236,460,1338,4,11,65,1.9159584514,221,0,0,0,0,0,0,0,0,0,0,256,0,246,183,84,40,14,10,3,2,9,221,0,0,0,0,0,0,0,0,0,0,256,0,246,183,84,40,14,10,3,2,60,668,92,174,272,12,337,0,67,9,0.0089686099,2,2001-07-16 15:29:36,4,10,0
185,141,157,665,14,15,11,1.5440140845,181,0,0,0,0,0,0,0,0,0,0,134,0,135,55,33,20,3,1,3,3,9,181,0,0,0,0,0,0,0,0,0,0,134,0,135,55,33,20,3,1,3,3,61,308,102,86,69,5,254,0,30,1,0.007518797,2,2001-07-16 15:34:36,5,9,0
186,123,118,630,4,15,15,2.445026178,71,0,0,0,5,0,0,0,0,0,0,57,0,85,95,31,18,11,1,2,6,13,71,0,0,0,5,0,0,0,0,0,0,57,0,85,95,31,18,11,1,2,6,35,223,19,90,239,25,253,0,44,3,0.0396825397,2,2001-07-16 15:39:36,4,10,0
187,432,364,1324,7,16,92,1.9785373609,187,0,0,0,1,1,0,0,0,0,0,291,0,287,420,40,15,10,6,0,0,14,187,0,0,0,1,1,0,0,0,0,0,291,0,287,420,40,15,10,6,0,0,57,1012,23,74,56,7,439,0,72,5,0.0052552553,1,2001-07-16 15:44:36,7,9,0
188,414,616,1657,5,11,85,2.2052002811,302,0,0,0,0,0,0,0,0,0,0,206,0,333,253,200,95,14,16,0,4,9,302,0,0,0,0,0,0,0,0,0,0,206,0,333,253,200,95,14,16,0,4,188,858,22,270,185,5,355,0,70,1,0.0030175015,1,2001-07-16 15:49:36,4,10,0
189,196,160,880,3,15,33,1.7268722467,114,0,1,0,0,0,0,0,0,0,0,251,0,164,91,27,13,8,6,4,2,11,114,0,1,0,0,0,0,0,0,0,0,251,0,164,91,27,13,8,6,4,2,38,478,34,98,169,20,357,0,45,3,0.0227272727,1,2001-07-16 15:54:36,3,11,0
190,197,286,1014,3,15,50,2.1922563418,152,0,29,0,0,0,0,0,0,0,0,205,0,169,83,48,52,4,3,2,2,11,152,0,29,0,0,0,0,0,0,0,0,205,0,169,83,48,52,4,3,2,2,52,533,41,73,197,17,365,0,73,7,0.016765286,1,2001-07-16 15:59:36,3,11,0
191,692,606,2226,2,16,30,1.898694517,343,12,2,0,0,0,0,0,0,0,0,484,0,647,281,36,29,38,5,21,17,11,343,12,2,0,0,0,0,0,0,0,0,484,0,647,281,36,29,38,5,21,17,238,1453,63,131,187,15,662,0,99,22,0.0067385445,1,2001-07-16 16:04:36,2,9,0
192,239,352,1086,9,13,37,2.1322033898,140,0,2,0,0,0,0,0,0,0,0,222,0,229,117,110,27,18,14,1,5,11,140,0,2,0,0,0,0,0,0,0,0,222,0,229,117,110,27,18,14,1,5,84,603,13,148,118,13,395,0,46,5,0.0119705341,1,2001-07-16 16:09:36,9,10,0
193,534,316,1199,6,16,46,1.9511312217,166,4,0,0,0,3,0,0,0,0,0,334,0,300,167,74,23,17,12,3,2,14,166,4,0,0,0,3,0,0,0,0,0,334,0,300,167,74,23,17,12,3,2,84,805,32,138,50,2,406,0,97,1,0.0016680567,1,2001-07-16 16:14:36,6,14,0
194,1224,936,3180,8,15,137,1.9165782962,220,0,0,0,0,0,0,0,0,0,0,1016,0,842,359,354,17,8,9,3,1,9,220,0,0,0,0,0,0,0,0,0,0,1016,0,842,359,354,17,8,9,3,1,64,2333,15,280,327,56,684,2,110,8,0.0176100629,2,2001-07-16 16:19:36,4,14,0
195,1020,488,2525,5,13,348,1.6131653799,432,1,0,0,0,0,0,0,0,0,0,818,0,805,147,214,29,15,0,0,0,10,432,1,0,0,0,0,0,0,0,0,0,818,0,805,147,214,29,15,0,0,0,60,1897,18,138,41,9,586,0,116,1,0.0035643564,1,2001-07-16 16:24:36,5,11,0
196,460,179,1080,6,15,46,1.7065111759,258,1,0,0,0,0,0,0,0,0,0,206,0,323,157,33,31,10,7,0,3,10,258,1,0,0,0,0,0,0,0,0,0,206,0,323,157,33,31,10,7,0,3,180,657,29,117,44,14,441,0,82,0,0.012962963,3,2001-07-16 16:29:36,4,13,0
197,513,431,2161,4,21,80,1.5850379895,433,1,0,0,0,0,1,0,0,0,0,325,0,713,129,45,39,10,9,3,3,15,433,1,0,0,0,0,1,0,0,0,0,325,0,713,129,45,39,10,9,3,3,287,1172,51,121,278,21,569,0,146,0,0.0097177233,1,2001-07-16 16:34:36,4,12,0
198,1091,734,3072,3,14,132,1.8811594203,680,5,3,6,0,0,0,0,0,0,0,532,0,567,670,215,28,31,13,6,4,12,680,5,3,6,0,0,0,0,0,0,0,532,0,567,670,215,28,31,13,6,4,313,1835,229,251,303,14,467,0,173,5,0.0045558087,1,2001-07-16 16:39:36,3,10,0
199,269,433,1062,4,14,65,2.1886792453,236,9,0,0,0,0,0,0,0,0,0,170,0,162,280,23,101,11,7,4,4,10,236,9,0,0,0,0,0,0,0,0,0,170,0,162,280,23,101,11,7,4,4,152,657,15,118,52,9,294,0,110,4,0.0084745763,2,2001-07-16 16:44:36,4,12,0
200,95,122,492,3,11,35,2.0946882217,150,22,0,0,0,0,0,0,0,0,0,65,0,95,35,31,18,8,7,2,0,10,150,22,0,0,0,0,0,0,0,0,0,65,0,95,35,31,18,8,7,2,0,42,237,71,48,31,7,202,0,52,4,0.0142276423,1,2001-07-16 16:49:36,3,10,0
201,176,138,623,4,15,27,1.873046875,114,2,0,0,0,0,0,0,0,0,0,136,0,110,78,39,16,9,5,3,0,10,114,2,0,0,0,0,0,0,0,0,0,136,0,110,78,39,16,9,5,3,0,59,318,12,96,98,5,251,0,56,3,0.0080256822,1,2001-07-16 16:54:36,4,11,0
202,105,244,696,5,16,39,2.0904347826,131,7,0,1,0,0,0,0,0,0,0,79,0,190,97,31,11,16,6,1,5,12,131,7,0,1,0,0,0,0,0,0,0,79,0,190,97,31,11,16,6,1,5,52,355,33,96,114,3,280,0,57,8,0.0043103448,1,2001-07-16 16:59:36,5,12,0
203,175,259,799,4,16,26,2.0920502092,166,1,10,0,0,0,0,0,0,0,0,108,0,190,151,48,26,9,3,3,2,11,166,1,10,0,0,0,0,0,0,0,0,108,0,190,151,48,26,9,3,3,2,61,420,62,148,52,10,344,0,44,2,0.0125156446,2,2001-07-16 17:04:36,4,13,0
204,201,578,1047,5,11,40,2.2266800401,121,0,0,0,0,0,0,0,0,0,0,153,0,269,327,100,18,7,0,2,0,8,121,0,0,0,0,0,0,0,0,0,0,153,0,269,327,100,18,7,0,2,0,42,750,33,132,42,10,331,0,101,21,0.0095510984,1,2001-07-16 17:09:36,5,9,0
205,300,381,1106,3,15,28,2.0830704522,154,0,0,0,0,0,0,0,0,0,0,147,0,279,295,31,22,8,12,2,1,9,154,0,0,0,0,0,0,0,0,0,0,147,0,279,295,31,22,8,12,2,1,89,679,29,126,146,11,307,0,121,6,0.0099457505,1,2001-07-16 17:14:36,3,11,0
206,830,787,2513,4,14,256,2.1160794941,417,15,2,0,0,0,0,0,0,0,0,478,0,648,393,40,79,45,64,10,23,11,417,15,2,0,0,0,0,0,0,0,0,478,0,648,393,40,79,45,64,10,23,142,1529,16,271,241,87,432,0,153,11,0.0346199761,3,2001-07-16 17:19:36,4,13,0
207,1271,799,2616,3,16,103,1.8957915832,252,0,2,0,0,0,0,0,0,0,0,766,0,968,287,82,60,48,13,15,2,11,252,0,2,0,0,0,0,0,0,0,0,766,0,968,287,82,60,48,13,15,2,106,1889,34,363,107,9,441,0,120,15,0.003440367,1,2001-07-16 17:24:36,3,11,0
208,661,379,1586,5,16,17,1.7509803922,370,2,0,0,0,0,0,0,0,0,0,279,0,510,215,102,33,6,3,5,5,10,370,2,0,0,0,0,0,0,0,0,0,279,0,510,215,102,33,6,3,5,5,314,1082,35,82,44,6,371,0,114,1,0.0037831021,1,2001-07-16 17:29:36,5,9,0
209,193,259,1103,8,12,170,1.4860943168,242,0,0,0,0,0,0,0,0,0,0,117,0,363,65,23,5,10,2,0,0,7,242,0,0,0,0,0,0,0,0,0,0,117,0,363,65,23,5,10,2,0,0,48,534,21,54,274,17,243,0,39,9,0.0154125113,2,2001-07-16 17:34:36,8,9,0
210,609,571,2184,7,13,89,1.6526610644,254,0,0,0,0,0,0,0,0,0,0,787,0,331,225,143,30,8,3,1,3,9,254,0,0,0,0,0,0,0,0,0,0,787,0,331,225,143,30,8,3,1,3,123,1406,27,140,371,31,342,0,66,1,0.0141941392,2,2001-07-16 17:39:36,4,8,0
211,434,219,1140,5,17,84,2.0058536585,244,3,1,0,0,0,0,0,0,0,0,238,0,192,172,75,61,13,18,4,4,11,244,3,1,0,0,0,0,0,0,0,0,238,0,192,172,75,61,13,18,4,4,81,708,61,91,64,15,396,0,45,0,0.0131578947,1,2001-07-16 17:44:36,5,10,0
212,513,529,3330,6,14,322,1.3795286669,1107,0,0,0,0,0,0,0,0,0,0,809,0,257,369,129,115,14,30,10,3,9,1107,0,0,0,0,0,0,0,0,0,0,809,0,257,369,129,115,14,30,10,3,357,1400,357,407,369,22,737,0,96,15,0.0066066066,2,2001-07-16 17:49:36,6,10,0
213,306,375,1386,9,16,57,2.1476578411,178,0,0,0,0,0,0,0,0,0,0,196,0,216,167,170,35,16,3,1,0,8,178,0,0,0,0,0,0,0,0,0,0,196,0,216,167,170,35,16,3,1,0,35,672,84,134,383,41,330,0,52,10,0.0295815296,1,2001-07-16 17:54:36,6,9,0
214,799,642,2560,6,17,99,2.6654343808,363,4,1,1,0,0,0,0,0,0,0,290,0,438,458,205,234,70,60,25,15,12,363,4,1,1,0,0,0,0,0,0,0,290,0,438,458,205,234,70,60,25,15,164,1653,93,155,356,28,585,0,117,31,0.0109375,2,2001-07-16 17:59:36,6,11,0
215,128,215,766,11,13,64,1.6610687023,175,0,0,0,0,0,0,0,0,0,0,179,0,161,58,40,19,12,6,1,4,9,175,0,0,0,0,0,0,0,0,0,0,179,0,161,58,40,19,12,6,1,4,62,440,44,45,89,12,392,3,53,8,0.0156657963,2,2001-07-16 18:04:36,10,10,0
216,257,837,1770,5,16,77,2.3014796547,362,3,2,2,0,0,0,0,0,0,0,221,0,287,457,41,208,6,17,12,4,12,362,3,2,2,0,0,0,0,0,0,0,221,0,287,457,41,208,6,17,12,4,54,1152,182,157,91,8,513,2,97,7,0.004519774,2,2001-07-16 18:09:36,5,10,0
217,176,443,1179,5,11,140,1.5497757848,252,0,0,0,0,0,0,0,0,0,0,351,0,325,112,25,19,23,6,2,0,8,252,0,0,0,0,0,0,0,0,0,0,351,0,325,112,25,19,23,6,2,0,36,702,64,173,54,12,412,0,56,4,0.010178117,1,2001-07-16 18:14:36,5,11,0
218,489,528,1758,6,12,178,1.8668407311,337,0,0,0,0,0,0,0,0,0,0,267,0,471,244,175,17,15,4,2,0,8,337,0,0,0,0,0,0,0,0,0,0,267,0,471,244,175,17,15,4,2,0,96,1035,54,169,221,13,363,0,74,1,0.0073947668,1,2001-07-16 18:19:36,6,11,0
219,756,737,3531,6,15,313,1.6653121537,886,0,9,0,0,0,0,0,0,0,0,738,0,147,541,275,70,10,7,21,3,11,886,0,9,0,0,0,0,0,0,0,0,738,0,147,541,275,70,10,7,21,3,486,1545,47,316,38,33,574,0,76,10,0.0093431484,2,2001-07-16 18:24:36,4,11,0
220,437,390,1683,6,15,56,2.1682661548,292,3,11,0,0,0,0,0,0,0,0,373,0,208,423,144,68,31,4,4,2,11,292,3,11,0,0,0,0,0,0,0,0,373,0,208,423,144,68,31,4,4,2,46,1188,112,161,100,23,428,0,87,2,0.0136660725,3,2001-07-16 18:29:36,6,13,0
221,442,212,1201,7,16,180,1.8502994012,264,0,0,0,0,0,0,0,0,0,0,293,0,311,138,68,49,14,27,1,4,9,264,0,0,0,0,0,0,0,0,0,0,293,0,311,138,68,49,14,27,1,4,49,798,30,112,19,4,291,0,39,1,0.0033305579,1,2001-07-16 18:34:36,7,13,0
222,234,256,1094,7,13,63,1.7192460317,262,0,0,0,0,0,0,0,0,0,0,293,0,189,83,112,53,12,4,0,0,7,262,0,0,0,0,0,0,0,0,0,0,293,0,189,83,112,53,12,4,0,0,36,657,132,120,77,10,348,0,45,7,0.0091407678,1,2001-07-16 18:39:36,7,10,0
223,148,275,1084,4,13,118,1.5546772069,250,0,1,0,0,0,0,0,0,0,0,149,0,200,74,46,28,5,4,2,0,11,250,0,1,0,0,0,0,0,0,0,0,149,0,200,74,46,28,5,4,2,0,88,392,35,126,295,43,358,0,60,7,0.0396678967,3,2001-07-16 18:44:36,4,10,0
224,309,250,1004,4,13,67,2.2149425287,190,1,2,0,0,0,0,0,0,0,0,216,0,159,103,77,56,9,48,7,2,11,190,1,2,0,0,0,0,0,0,0,0,216,0,159,103,77,56,9,48,7,2,57,598,46,102,86,30,388,7,64,5,0.0298804781,2,2001-07-16 18:49:36,4,10,0
225,177,180,807,5,15,40,1.952732644,195,0,0,0,0,0,0,0,0,0,0,158,0,121,79,56,15,14,11,27,1,9,195,0,0,0,0,0,0,0,0,0,0,158,0,121,79,56,15,14,11,27,1,84,376,59,118,88,15,407,0,65,1,0.0185873606,1,2001-07-16 18:54:36,5,11,0
226,269,62,1631,7,14,31,1.4411262799,91,0,0,0,0,0,0,0,0,0,0,752,0,191,22,101,10,1,3,1,0,8,91,0,0,0,0,0,0,0,0,0,0,752,0,191,22,101,10,1,3,1,0,22,1015,30,74,455,169,464,0,29,2,0.1036174126,1,2001-07-16 18:59:36,5,13,0
227,466,415,3066,6,15,114,1.6127873563,335,0,0,0,0,0,0,0,0,0,0,545,0,321,43,42,15,19,10,56,6,9,335,0,0,0,0,0,0,0,0,0,0,545,0,321,43,42,15,19,10,56,6,78,991,85,124,1667,43,445,0,105,19,0.014024788,1,2001-07-16 19:04:36,6,15,0
228,1583,416,3593,3,15,742,2.2818121252,883,0,0,8,0,0,0,0,0,0,0,506,0,172,424,790,51,55,18,94,1,12,883,0,0,8,0,0,0,0,0,0,0,506,0,172,424,790,51,55,18,94,1,35,2008,90,127,575,10,559,0,80,22,0.0027831895,1,2001-07-16 19:09:36,3,14,0
229,225,226,822,6,14,45,1.7799717913,149,0,0,0,0,0,0,0,0,0,0,203,0,164,113,30,33,12,5,0,0,7,149,0,0,0,0,0,0,0,0,0,0,203,0,164,113,30,33,12,5,0,0,68,501,34,61,90,13,297,0,73,11,0.0158150852,3,2001-07-16 19:14:36,6,13,0
230,386,445,1722,5,15,67,1.7873779113,307,0,0,0,0,0,0,0,0,0,0,320,0,392,157,80,23,17,18,12,5,9,307,0,0,0,0,0,0,0,0,0,0,320,0,392,157,80,23,17,18,12,5,87,916,139,122,361,40,449,0,63,6,0.0232288037,3,2001-07-16 19:19:36,5,13,0
231,336,440,1509,5,14,45,2.2456286428,228,0,0,0,0,0,0,0,0,0,0,219,0,338,163,96,77,34,37,0,9,9,228,0,0,0,0,0,0,0,0,0,0,219,0,338,163,96,77,34,37,0,9,80,730,101,245,203,43,381,0,74,0,0.0284956925,2,2001-07-16 19:24:36,5,12,0
232,287,360,103832,4,18,92,2.2618806876,230,0,0,0,0,0,0,0,0,0,0,63,0,313,180,112,40,9,35,2,5,9,230,0,0,0,0,0,0,0,0,0,0,63,0,313,180,112,40,9,35,2,5,93,609,41,154,102840,1202,33289,3495,1448,8,0.0115743861,5,2001-07-16 19:29:36,4,12,0
233,84,115,47320,4,15,44076,0.0186798708,46650,1,0,0,0,0,0,0,0,0,0,228,0,62,29,49,10,11,13,0,3,10,46650,1,0,0,0,0,0,0,0,0,0,228,0,62,29,49,10,11,13,0,3,88,382,2482,28,230,0,15939,1568,820,11,0,0,2001-07-16 19:34:36,4,12,0
