,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_20_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_20_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
64,146,101,559,7,16,60,1.9653061224,162,0,0,10,0,10,0,0,0,0,0,134,0,68,45,33,12,10,2,4,0,14,162,0,0,10,0,10,0,0,0,0,0,134,0,68,45,33,12,10,2,4,0,35,292,48,55,51,4,256,0,29,26,0.0071556351,1,2001-07-16 05:29:36,4,10,0
65,100,189,657,3,13,71,1.7013888889,150,0,0,0,0,0,0,0,0,0,0,188,0,65,74,63,29,6,1,0,0,7,150,0,0,0,0,0,0,0,0,0,0,188,0,65,74,63,29,6,1,0,0,33,244,35,193,62,14,250,0,39,6,0.0213089802,4,2001-07-16 05:34:36,3,8,0
66,135,171,642,4,17,88,1.6388888889,202,6,0,4,2,0,0,0,0,0,0,127,0,104,75,37,16,1,0,2,0,13,202,6,0,4,2,0,0,0,0,0,0,127,0,104,75,37,16,1,0,2,0,34,313,64,77,59,9,275,0,32,12,0.0140186916,2,2001-07-16 05:39:36,4,9,0
67,126,140,515,9,16,66,1.8895833333,154,6,0,4,2,0,0,0,0,0,0,102,0,82,69,29,15,12,4,0,1,13,154,6,0,4,2,0,0,0,0,0,0,102,0,82,69,29,15,12,4,0,1,35,257,40,82,30,9,250,0,46,13,0.0174757282,3,2001-07-16 05:44:36,6,10,0
68,125,96,677,4,18,137,1.5097345133,215,0,0,0,0,0,0,0,0,0,0,84,0,154,53,31,8,5,12,3,0,8,215,0,0,0,0,0,0,0,0,0,0,84,0,154,53,31,8,5,12,3,0,26,276,36,90,95,8,274,0,26,3,0.011816839,2,2001-07-16 05:49:36,4,10,0
69,149,156,620,11,12,36,1.610915493,178,0,1,1,0,0,0,0,0,0,0,151,0,121,58,18,12,8,15,5,0,12,178,0,1,1,0,0,0,0,0,0,0,151,0,121,58,18,12,8,15,5,0,66,305,49,112,36,5,247,0,66,3,0.0080645161,2,2001-07-16 05:54:36,5,9,0
70,482,453,1437,4,16,15,2.032627866,151,0,0,0,3,0,0,0,0,0,0,256,0,327,325,28,11,21,8,4,0,13,151,0,0,0,3,0,0,0,0,0,0,256,0,327,325,28,11,21,8,4,0,118,845,13,143,287,3,240,0,103,0,0.0020876827,1,2001-07-16 05:59:36,4,9,0
71,515,311,1153,7,15,43,2.2763028515,151,1,0,1,0,0,0,0,0,0,0,91,0,473,92,146,21,17,3,21,0,12,151,1,0,1,0,0,0,0,0,0,0,91,0,473,92,146,21,17,3,21,0,78,787,25,84,96,13,292,0,114,15,0.011274935,2,2001-07-16 06:04:36,7,10,0
72,621,400,1585,6,14,147,1.7173462336,333,3,1,3,0,0,0,0,0,0,0,344,0,465,194,22,52,17,6,3,4,12,333,3,1,3,0,0,0,0,0,0,0,344,0,465,194,22,52,17,6,3,4,150,1077,26,47,124,8,363,0,65,5,0.0050473186,1,2001-07-16 06:09:36,5,11,0
73,937,529,2055,7,13,32,1.8985107557,234,9,0,0,0,2,0,1,0,0,0,522,0,683,172,129,24,14,4,15,4,16,234,9,0,0,0,2,0,1,0,0,0,522,0,683,172,129,24,14,4,15,4,188,1371,9,213,103,11,386,0,94,4,0.0053527981,1,2001-07-16 06:14:36,5,9,0
74,691,452,1949,4,15,81,2.1692825112,363,22,2,0,0,0,0,0,0,0,0,253,0,628,284,85,62,29,19,23,14,11,363,22,2,0,0,0,0,0,0,0,0,253,0,628,284,85,62,29,19,23,14,255,1321,19,108,123,17,516,0,80,3,0.0087224218,1,2001-07-16 06:19:36,4,10,0
75,510,470,2013,6,14,131,1.6550027337,423,5,0,1,0,0,0,0,0,0,0,584,0,376,333,20,31,28,3,19,6,12,423,5,0,1,0,0,0,0,0,0,0,584,0,376,333,20,31,28,3,19,6,248,1230,21,199,163,10,593,0,111,5,0.0049677099,2,2001-07-16 06:24:36,5,10,0
76,374,250,1232,5,13,44,1.9568345324,177,0,0,0,0,0,0,0,0,0,0,276,0,318,207,81,23,15,9,3,3,9,177,0,0,0,0,0,0,0,0,0,0,276,0,318,207,81,23,15,9,3,3,103,805,16,144,102,17,461,0,116,2,0.0137987013,2,2001-07-16 06:29:36,4,9,0
77,328,209,1234,7,14,69,1.676728335,260,0,1,0,0,0,0,0,0,0,0,307,0,186,159,67,22,10,3,12,0,11,260,0,1,0,0,0,0,0,0,0,0,307,0,186,159,67,22,10,3,12,0,105,639,63,151,187,12,476,0,48,5,0.0097244733,2,2001-07-16 06:34:36,4,9,0
78,298,217,1094,9,13,25,2.1570680628,186,1,0,0,0,0,0,0,0,0,0,156,0,147,111,40,78,27,7,5,6,10,186,1,0,0,0,0,0,0,0,0,0,156,0,147,111,40,78,27,7,5,6,96,468,51,124,324,17,356,0,70,4,0.0155393053,2,2001-07-16 06:39:36,7,9,0
79,801,1159,3186,5,14,162,2.2484870061,541,0,0,0,0,0,0,0,0,0,0,655,0,255,728,331,223,29,22,25,0,8,541,0,0,0,0,0,0,0,0,0,0,655,0,255,728,331,223,29,22,25,0,295,1942,51,359,293,27,572,0,147,9,0.008466604,3,2001-07-16 06:44:36,5,10,0
80,1085,615,2747,4,13,57,1.8346965131,384,5,0,0,0,0,0,0,0,0,0,677,0,700,248,214,53,27,12,3,0,10,384,5,0,0,0,0,0,0,0,0,0,677,0,700,248,214,53,27,12,3,0,259,1711,65,231,372,24,561,0,143,5,0.0087336245,2,2001-07-16 06:49:36,4,9,0
81,409,445,1635,6,12,77,1.9559532003,308,2,0,0,0,0,0,0,0,0,0,287,0,312,423,30,48,23,17,2,1,10,308,2,0,0,0,0,0,0,0,0,0,287,0,312,423,30,48,23,17,2,1,183,1018,34,141,144,19,496,0,110,4,0.0116136919,2,2001-07-16 06:54:36,6,10,0
82,321,329,1695,6,15,81,1.3849232822,720,0,0,1,0,0,0,0,0,0,0,258,0,182,107,110,89,8,5,18,1,12,720,0,0,1,0,0,0,0,0,0,0,258,0,182,107,110,89,8,5,18,1,585,584,41,208,144,11,457,0,103,6,0.0064896755,2,2001-07-16 06:59:36,6,12,0
83,524,390,1980,5,15,48,1.715380405,693,3,3,6,3,0,0,0,0,0,0,396,0,254,198,70,116,32,19,29,5,13,693,3,3,6,3,0,0,0,0,0,0,396,0,254,198,70,116,32,19,29,5,550,1009,67,153,131,13,575,0,97,4,0.0065656566,2,2001-07-16 07:04:36,5,10,0
84,417,439,1827,5,13,108,1.7011572498,349,4,2,1,0,0,0,0,0,0,0,522,0,241,164,95,49,15,5,19,3,12,349,4,2,1,0,0,0,0,0,0,0,522,0,241,164,95,49,15,5,19,3,122,933,61,245,285,20,527,0,106,15,0.0109469075,3,2001-07-16 07:09:36,5,10,0
85,571,515,2463,7,14,244,1.7354323308,744,1,0,0,0,0,0,0,0,0,0,478,0,261,278,169,122,18,17,24,16,10,744,1,0,0,0,0,0,0,0,0,0,478,0,261,278,169,122,18,17,24,16,370,1221,124,169,303,21,649,0,69,2,0.0085261876,2,2001-07-16 07:14:36,4,10,0
86,138,198,825,4,13,93,1.4882108183,295,1,1,0,0,0,0,0,0,0,0,115,0,139,91,27,41,7,2,1,1,11,295,1,1,0,0,0,0,0,0,0,0,115,0,139,91,27,41,7,2,1,1,132,295,64,137,98,8,306,0,74,44,0.0096969697,2,2001-07-16 07:19:36,4,10,0
87,360,261,990,6,15,13,2.4298957126,156,0,0,0,0,0,0,0,0,0,0,177,0,155,124,137,53,25,17,15,4,9,156,0,0,0,0,0,0,0,0,0,0,177,0,155,124,137,53,25,17,15,4,90,638,34,88,94,11,374,0,104,6,0.0111111111,3,2001-07-16 07:24:36,6,9,0
88,249,443,1293,3,11,95,1.9361158433,319,0,3,0,0,0,0,0,0,0,0,184,0,277,152,182,32,19,4,2,0,11,319,0,3,0,0,0,0,0,0,0,0,184,0,277,152,182,32,19,4,2,0,137,703,67,172,62,6,387,0,88,3,0.0046367852,2,2001-07-16 07:29:36,3,10,0
89,206,185,821,4,15,41,1.909212283,261,0,2,6,1,0,0,0,0,0,0,143,0,131,79,50,26,22,5,23,0,13,261,0,2,6,1,0,0,0,0,0,0,143,0,131,79,50,26,22,5,23,0,144,406,61,97,64,8,292,0,78,8,0.0097442144,2,2001-07-16 07:34:36,4,11,0
90,159,308,1101,6,14,17,1.8664495114,226,2,1,0,0,0,0,0,0,0,0,200,0,290,90,43,19,12,8,27,3,11,226,2,1,0,0,0,0,0,0,0,0,200,0,290,90,43,19,12,8,27,3,188,583,19,114,171,19,355,0,63,2,0.0172570391,1,2001-07-16 07:39:36,6,10,0
91,178,224,723,5,11,31,1.9947460595,121,0,0,0,0,0,0,0,0,0,0,123,0,125,120,33,27,18,2,1,1,9,121,0,0,0,0,0,0,0,0,0,0,123,0,125,120,33,27,18,2,1,1,75,388,10,67,91,13,270,0,65,2,0.0179806362,3,2001-07-16 07:44:36,5,9,0
92,290,408,1520,8,14,99,1.5376260667,398,3,2,0,0,0,0,0,0,0,0,361,0,299,93,45,35,41,7,3,2,11,398,3,2,0,0,0,0,0,0,0,0,361,0,299,93,45,35,41,7,3,2,194,774,80,142,151,17,401,0,63,6,0.0111842105,2,2001-07-16 07:49:36,8,9,0
93,324,510,1429,4,13,128,2.0183284457,416,0,0,0,0,0,0,0,0,0,0,280,0,160,223,124,70,34,26,27,4,9,416,0,0,0,0,0,0,0,0,0,0,280,0,160,223,124,70,34,26,27,4,187,801,73,175,45,5,440,0,101,8,0.0034989503,1,2001-07-16 07:54:36,4,12,0
94,242,153,781,2,16,54,1.6587743733,236,0,0,0,1,0,0,0,0,0,0,135,0,181,60,55,31,10,6,3,0,13,236,0,0,0,1,0,0,0,0,0,0,135,0,181,60,55,31,10,6,3,0,78,400,86,100,61,12,340,0,53,2,0.0153649168,2,2001-07-16 07:59:36,2,11,0
95,278,278,1225,5,16,107,1.7661870504,423,0,0,0,0,0,0,0,0,0,0,172,0,205,131,67,46,27,8,24,9,9,423,0,0,0,0,0,0,0,0,0,0,172,0,205,131,67,46,27,8,24,9,210,594,85,116,109,5,439,0,63,2,0.0040816327,1,2001-07-16 08:04:36,3,9,0
96,475,501,1832,4,14,62,1.9418158568,344,1,0,0,0,0,0,0,0,0,0,331,0,318,399,85,33,29,11,10,3,10,344,1,0,0,0,0,0,0,0,0,0,331,0,318,399,85,33,29,11,10,3,162,1089,99,152,205,25,682,0,90,8,0.0136462882,2,2001-07-16 08:09:36,4,12,0
97,1103,832,2922,5,14,136,2.1973194341,528,1,4,0,0,0,0,0,0,0,0,434,0,561,781,138,107,96,14,10,12,11,528,1,4,0,0,0,0,0,0,0,0,434,0,561,781,138,107,96,14,10,12,323,1859,55,313,214,12,845,0,141,6,0.0040997608,2,2001-07-16 08:14:36,5,10,0
98,223,252,1341,5,14,41,1.6788793103,310,0,0,0,0,0,0,0,0,0,0,208,0,171,93,49,67,20,2,8,0,8,310,0,0,0,0,0,0,0,0,0,0,208,0,171,93,49,67,20,2,8,0,130,498,107,152,117,44,440,0,85,2,0.0325684678,3,2001-07-16 08:19:36,5,10,0
99,325,246,1114,4,18,101,1.6606243706,319,6,0,0,0,0,0,0,0,0,0,239,0,169,124,94,17,7,10,5,3,10,319,6,0,0,0,0,0,0,0,0,0,239,0,169,124,94,17,7,10,5,3,74,620,120,78,107,4,381,0,70,3,0.0035906643,1,2001-07-16 08:24:36,4,9,0
100,306,319,1124,5,12,39,2.5150884495,186,11,0,0,0,0,0,0,0,0,0,145,0,225,162,92,47,47,29,15,2,10,186,11,0,0,0,0,0,0,0,0,0,145,0,225,162,92,47,47,29,15,2,64,623,51,184,132,11,494,0,25,5,0.0097431355,2,2001-07-16 08:29:36,2,9,0
101,431,323,1280,11,21,41,2.5193465176,200,3,0,0,0,0,0,0,0,0,0,161,0,332,252,57,56,16,17,25,44,10,200,3,0,0,0,0,0,0,0,0,0,161,0,332,252,57,56,16,17,25,44,75,835,59,153,78,13,556,0,56,3,0.0101167315,2,2001-07-16 08:34:36,4,12,0
102,519,315,2537,3,14,39,1.9920265781,264,0,0,0,0,0,0,0,0,0,0,470,0,326,204,104,51,39,26,12,9,9,264,0,0,0,0,0,0,0,0,0,0,470,0,326,204,104,51,39,26,12,9,120,1106,83,157,969,122,772,1,114,42,0.0480882933,3,2001-07-16 08:39:36,3,10,0
103,470,728,2863,5,15,152,2.1099099099,494,16,0,0,0,2,0,0,2,2,0,527,0,485,254,237,67,87,28,5,14,18,494,16,0,0,0,2,0,0,2,2,0,527,0,485,254,237,67,87,28,5,14,155,1407,141,365,571,45,787,1,127,58,0.0157177786,3,2001-07-16 08:44:36,3,10,0
104,417,603,1911,4,14,49,1.8741954359,385,2,0,2,0,0,0,0,0,0,0,403,0,389,263,179,60,14,9,1,2,12,385,2,0,2,0,0,0,0,0,0,0,403,0,389,263,179,60,14,9,1,2,137,1118,143,262,157,11,561,0,62,5,0.0057561486,1,2001-07-16 08:49:36,4,9,0
105,498,841,2521,5,13,74,2.0265870863,266,0,1,0,0,0,0,0,0,0,0,642,0,305,316,140,120,25,18,2,8,11,266,0,1,0,0,0,0,0,0,0,0,642,0,305,316,140,120,25,18,2,8,88,1416,81,184,613,52,718,0,95,14,0.0206267354,2,2001-07-16 08:54:36,5,9,0
106,687,746,2231,5,15,45,2.2282388664,320,2,0,0,0,0,0,0,0,0,0,422,0,442,409,188,97,75,11,4,6,10,320,2,0,0,0,0,0,0,0,0,0,422,0,442,409,188,97,75,11,4,6,161,1300,92,378,160,12,532,0,85,12,0.0053787539,2,2001-07-16 08:59:36,5,10,0
107,605,549,1934,5,14,193,1.8183279743,375,0,0,0,0,0,0,0,0,0,0,563,0,532,179,85,49,9,20,36,18,9,375,0,0,0,0,0,0,0,0,0,0,563,0,532,179,85,49,9,20,36,18,50,1376,97,150,55,6,469,0,81,3,0.0031023785,2,2001-07-16 09:04:36,5,8,0
108,477,720,1672,4,15,101,1.9394884591,238,3,0,0,0,0,0,0,0,0,0,524,0,440,213,67,44,22,6,40,6,10,238,3,0,0,0,0,0,0,0,0,0,524,0,440,213,67,44,22,6,40,6,43,1288,63,108,61,9,448,0,88,14,0.0053827751,2,2001-07-16 09:09:36,4,10,0
109,190,274,778,2,12,15,1.8599105812,107,0,0,0,0,0,0,0,0,0,0,246,0,146,69,58,17,12,14,2,0,8,107,0,0,0,0,0,0,0,0,0,0,246,0,146,69,58,17,12,14,2,0,43,377,32,204,102,12,346,1,63,11,0.0154241645,4,2001-07-16 09:14:36,2,11,0
110,213,294,1125,10,17,81,1.6086956522,357,0,0,0,0,0,0,0,0,0,0,182,0,233,108,97,48,6,3,1,0,8,357,0,0,0,0,0,0,0,0,0,0,182,0,233,108,97,48,6,3,1,0,83,514,126,231,59,14,448,0,45,7,0.0124444444,2,2001-07-16 09:19:36,7,11,0
111,166,234,946,7,17,78,1.8066225166,255,0,1,0,0,0,0,0,0,0,0,100,0,137,150,72,13,18,6,1,2,11,255,0,1,0,0,0,0,0,0,0,0,100,0,137,150,72,13,18,6,1,2,55,416,87,119,160,16,408,0,56,3,0.0169133192,2,2001-07-16 09:24:36,7,10,0
112,271,239,1073,6,12,76,1.5890132248,296,2,0,0,0,0,0,0,0,0,0,222,0,239,118,63,30,7,4,2,0,10,296,2,0,0,0,0,0,0,0,0,0,222,0,239,118,63,30,7,4,2,0,92,529,100,186,79,20,359,0,67,6,0.018639329,2,2001-07-16 09:29:36,6,10,0
113,1194,885,2473,7,15,65,2.0494966443,159,4,0,2,0,0,0,0,0,0,0,708,0,793,532,84,58,20,13,4,7,12,159,4,0,2,0,0,0,0,0,0,0,708,0,793,532,84,58,20,13,4,7,54,1790,32,443,76,13,459,0,111,9,0.0052334944,2,2001-07-16 09:34:36,7,11,0
114,404,91,811,5,11,39,2.1031390135,104,0,0,0,0,0,0,0,0,0,0,90,0,276,65,110,15,8,1,0,0,7,104,0,0,0,0,0,0,0,0,0,0,90,0,276,65,110,15,8,1,0,0,31,378,20,201,129,10,270,0,34,6,0.0123152709,2,2001-07-16 09:39:36,5,10,0
115,372,485,1892,5,16,181,1.7693452381,295,1,0,0,0,0,0,0,0,0,0,370,0,234,330,65,25,17,5,0,2,10,295,1,0,0,0,0,0,0,0,0,0,370,0,234,330,65,25,17,5,0,2,71,960,26,106,510,14,581,0,48,6,0.0073917635,2,2001-07-16 09:44:36,4,10,0
116,243,276,1069,7,11,84,1.8739076155,194,0,0,0,0,0,0,0,0,0,0,168,0,190,98,103,41,7,0,0,0,6,194,0,0,0,0,0,0,0,0,0,0,168,0,190,98,103,41,7,0,0,0,76,437,23,181,245,7,321,0,64,9,0.0065481759,1,2001-07-16 09:49:36,7,10,0
117,318,168,885,6,20,10,2.7869101979,103,3,6,2,0,10,0,0,2,8,0,138,0,152,102,90,9,10,4,10,8,18,103,3,6,2,0,10,0,0,2,8,0,138,0,152,102,90,9,10,4,10,8,65,501,24,57,209,6,251,0,86,22,0.006779661,1,2001-07-16 09:54:36,3,11,0
118,432,358,1421,5,16,80,2.266025641,177,2,2,0,0,0,0,0,0,0,0,306,0,343,167,125,37,49,9,28,3,11,177,2,2,0,0,0,0,0,0,0,0,306,0,343,167,125,37,49,9,28,3,58,942,33,135,139,9,514,0,42,16,0.0063335679,2,2001-07-16 09:59:36,5,12,0
119,281,510,1285,4,15,76,2.3397328881,276,9,5,1,0,0,0,0,0,0,0,276,0,161,206,126,10,66,19,40,3,12,276,9,5,1,0,0,0,0,0,0,0,276,0,161,206,126,10,66,19,40,3,150,802,39,131,81,7,344,0,61,7,0.0054432348,2,2001-07-16 10:04:36,4,9,0
120,749,525,1903,4,15,32,1.8670745273,363,0,1,0,0,0,0,0,0,0,0,481,0,511,74,310,18,10,13,13,4,11,363,0,1,0,0,0,0,0,0,0,0,481,0,511,74,310,18,10,13,13,4,179,1166,125,296,72,11,394,0,58,29,0.0057803468,2,2001-07-16 10:09:36,4,10,0
121,338,249,972,3,13,62,1.8411764706,167,1,0,0,0,0,0,0,0,0,0,235,0,186,183,37,19,12,2,2,6,10,167,1,0,0,0,0,0,0,0,0,0,235,0,186,183,37,19,12,2,2,6,40,604,41,103,104,14,392,0,25,6,0.0144032922,2,2001-07-16 10:14:36,3,9,0
122,377,413,1444,4,16,97,2.1213592233,287,5,11,12,10,0,0,0,0,0,0,281,0,328,130,95,31,25,10,4,7,13,287,5,11,12,10,0,0,0,0,0,0,281,0,328,130,95,31,25,10,4,7,94,774,84,187,151,11,492,0,104,35,0.0076177285,2,2001-07-16 10:19:36,4,11,0
123,540,644,1709,2,12,34,1.8502842704,228,0,0,0,0,0,0,0,0,0,0,357,0,610,268,81,15,22,0,1,1,9,228,0,0,0,0,0,0,0,0,0,0,357,0,610,268,81,15,22,0,1,1,123,1052,61,313,98,13,443,0,87,3,0.0076067876,2,2001-07-16 10:24:36,2,9,0
124,270,236,1131,3,15,72,1.7798466594,241,0,0,0,0,0,0,0,0,0,0,284,0,158,114,35,25,20,5,16,15,9,241,0,0,0,0,0,0,0,0,0,0,284,0,158,114,35,25,20,5,16,15,68,535,70,168,82,7,480,0,29,10,0.0061892131,1,2001-07-16 10:29:36,3,9,0
125,205,143,723,6,12,58,1.7383458647,145,0,0,0,0,0,0,0,0,0,0,219,0,155,58,32,20,30,3,3,0,8,145,0,0,0,0,0,0,0,0,0,0,219,0,155,58,32,20,30,3,3,0,45,448,32,82,54,5,274,0,59,2,0.0069156293,2,2001-07-16 10:34:36,6,9,0
126,340,458,1498,4,15,54,1.9414668547,380,0,0,2,0,0,0,0,0,0,0,228,0,399,158,177,7,20,12,33,2,12,380,0,0,2,0,0,0,0,0,0,0,228,0,399,158,177,7,20,12,33,2,170,775,132,287,64,7,387,0,71,14,0.0046728972,2,2001-07-16 10:39:36,4,10,0
127,267,223,1025,7,15,78,1.7420382166,266,1,2,0,1,0,0,0,0,0,0,203,0,240,112,59,28,17,7,4,2,13,266,1,2,0,1,0,0,0,0,0,0,203,0,240,112,59,28,17,7,4,2,102,574,64,124,69,8,470,0,59,9,0.007804878,2,2001-07-16 10:44:36,7,10,0
128,923,312,2032,4,10,97,1.5411946447,281,0,0,0,0,0,0,0,0,0,0,730,0,677,171,42,20,19,2,0,0,7,281,0,0,0,0,0,0,0,0,0,0,730,0,677,171,42,20,19,2,0,0,78,1495,66,206,60,11,415,0,108,3,0.0053868756,3,2001-07-16 10:49:36,4,9,0
129,989,757,2453,4,17,68,1.389626556,450,0,0,0,0,0,0,0,0,0,0,1040,0,574,277,36,18,11,3,0,1,9,450,0,0,0,0,0,0,0,0,0,0,1040,0,574,277,36,18,11,3,0,1,325,1778,41,198,24,4,457,0,191,4,0.0016306563,2,2001-07-16 10:54:36,4,12,0
130,1161,778,2622,6,14,63,1.8072,216,0,1,1,0,0,0,0,0,0,0,911,0,899,228,173,36,21,11,0,3,12,216,0,1,1,0,0,0,0,0,0,0,911,0,899,228,173,36,21,11,0,3,102,1968,41,326,110,16,551,0,141,4,0.0061022121,2,2001-07-16 10:59:36,6,10,0
131,418,488,1503,5,16,87,1.9805194805,273,0,0,0,0,0,0,0,0,0,0,363,0,318,235,82,33,52,6,22,2,9,273,0,0,0,0,0,0,0,0,0,0,363,0,318,235,82,33,52,6,22,2,172,996,8,123,107,7,393,0,88,1,0.004657352,2,2001-07-16 11:04:36,5,12,0
132,380,245,1573,5,16,90,1.6875489428,311,0,0,0,0,0,0,0,0,0,0,362,0,291,161,84,38,10,19,0,1,9,311,0,0,0,0,0,0,0,0,0,0,362,0,291,161,84,38,10,19,0,1,168,823,45,151,273,53,463,0,72,3,0.0336935791,1,2001-07-16 11:09:36,5,9,0
133,159,279,1137,3,13,70,1.7880184332,249,2,5,1,0,0,0,0,0,0,0,166,0,239,116,47,12,14,5,2,10,12,249,2,5,1,0,0,0,0,0,0,0,166,0,239,116,47,12,14,5,2,10,70,456,82,190,247,34,415,0,41,0,0.0299032542,2,2001-07-16 11:14:36,3,10,0
134,244,303,1054,2,11,46,1.5748987854,266,1,0,0,0,0,0,0,0,0,0,260,0,265,109,35,34,12,3,1,2,10,266,1,0,0,0,0,0,0,0,0,0,260,0,265,109,35,34,12,3,1,2,166,535,50,191,48,8,345,0,78,8,0.0075757576,2,2001-07-16 11:19:36,2,10,0
135,218,364,1140,5,15,73,1.6985743381,333,1,2,0,1,0,0,0,0,0,0,220,0,206,80,38,52,23,12,9,5,13,333,1,2,0,1,0,0,0,0,0,0,220,0,206,80,38,52,23,12,9,5,196,538,51,124,139,10,404,0,61,7,0.0087719298,2,2001-07-16 11:24:36,5,10,0
136,585,639,3025,5,17,120,1.5924989465,759,11,0,1,1,0,0,0,0,0,0,571,0,512,233,175,55,33,8,5,9,13,759,11,0,1,1,0,0,0,0,0,0,571,0,512,233,175,55,33,8,5,9,218,1341,242,452,408,27,796,0,127,4,0.0089256198,2,2001-07-16 11:29:36,5,9,0
137,237,283,1050,11,13,148,2.040959041,326,0,4,1,0,0,0,0,0,0,0,139,0,208,118,95,33,44,9,10,14,12,326,0,4,1,0,0,0,0,0,0,0,139,0,208,118,95,33,44,9,10,14,140,510,35,168,44,2,307,0,67,8,0.0019047619,2,2001-07-16 11:34:36,6,9,0
138,411,404,1339,2,17,48,1.9216626699,371,5,4,0,0,1,0,0,0,0,0,155,0,217,410,22,30,23,5,6,2,14,371,5,4,0,0,1,0,0,0,0,0,155,0,217,410,22,30,23,5,6,2,276,790,29,108,69,12,344,0,61,3,0.0089619119,2,2001-07-16 11:39:36,2,9,0
139,163,263,885,6,19,38,1.800472255,249,4,6,1,0,0,1,0,0,0,0,249,0,117,130,36,14,11,5,12,12,15,249,4,6,1,0,0,1,0,0,0,0,249,0,117,130,36,14,11,5,12,12,175,503,28,103,34,8,326,0,51,10,0.009039548,2,2001-07-16 11:44:36,4,8,0
140,721,380,1888,5,16,44,1.819633353,356,4,1,0,0,0,0,0,0,0,0,502,0,347,275,124,41,12,4,21,4,11,356,4,1,0,0,0,0,0,0,0,0,502,0,347,275,124,41,12,4,21,4,172,1125,137,213,149,29,467,0,107,6,0.0153601695,3,2001-07-16 11:49:36,5,10,0
141,527,489,1630,4,18,63,1.9238095238,307,11,3,0,2,0,0,0,0,0,0,344,0,400,192,149,41,13,4,4,0,13,307,11,3,0,2,0,0,0,0,0,0,344,0,400,192,149,41,13,4,4,0,207,935,27,238,106,18,494,0,109,1,0.0110429448,2,2001-07-16 11:54:36,4,9,0
142,474,375,1602,8,15,75,1.6440329218,441,9,0,0,0,0,0,0,0,0,0,263,0,430,193,41,49,30,1,0,1,10,441,9,0,0,0,0,0,0,0,0,0,263,0,430,193,41,49,30,1,0,1,348,853,12,170,110,18,415,0,79,0,0.0112359551,2,2001-07-16 11:59:36,5,9,0
143,326,262,1047,5,18,44,1.7558386412,157,12,0,0,1,0,0,0,0,0,0,323,0,269,114,25,30,9,2,0,0,13,157,12,0,0,1,0,0,0,0,0,0,323,0,269,114,25,30,9,2,0,0,56,677,40,125,76,8,435,0,64,0,0.0076408787,2,2001-07-16 12:04:36,5,10,0
144,727,513,2515,4,15,661,1.4456431535,977,0,0,0,0,0,0,0,0,0,0,351,0,312,637,84,36,9,4,0,0,7,977,0,0,0,0,0,0,0,0,0,0,351,0,312,637,84,36,9,4,0,0,136,1310,130,173,76,5,440,0,103,2,0.0019880716,1,2001-07-16 12:09:36,4,14,0
145,354,478,1403,4,15,86,1.9857142857,357,0,3,3,6,0,0,0,0,0,0,141,0,315,408,36,35,14,4,4,4,13,357,0,3,3,6,0,0,0,0,0,0,141,0,315,408,36,35,14,4,4,4,198,878,62,106,57,5,449,0,72,0,0.0035637919,2,2001-07-16 12:14:36,4,9,0
146,448,262,1406,5,12,172,1.4463615904,385,0,1,0,0,0,0,0,0,0,0,452,0,179,214,69,20,8,1,2,2,11,385,0,1,0,0,0,0,0,0,0,0,452,0,179,214,69,20,8,1,2,2,108,813,96,144,33,7,437,0,71,1,0.0049786629,2,2001-07-16 12:19:36,5,9,0
147,179,312,1245,8,15,48,1.359375,408,2,0,0,0,0,0,0,0,0,0,228,0,259,112,36,30,10,1,2,0,10,408,2,0,0,0,0,0,0,0,0,0,228,0,259,112,36,30,10,1,2,0,114,598,201,127,138,9,448,0,61,4,0.0072289157,2,2001-07-16 12:24:36,5,10,0
148,263,287,1332,7,18,148,1.7785407725,311,1,8,2,0,0,0,0,0,0,0,335,0,181,162,97,39,23,4,0,2,12,311,1,8,2,0,0,0,0,0,0,0,335,0,181,162,97,39,23,4,0,2,113,810,45,49,149,17,516,0,78,8,0.0127627628,2,2001-07-16 12:29:36,6,10,0
