,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
15,93,124,923,4,15,25,1.0064935065,511,3,56,55,85,25,16,12,1,1,0,12,511,3,56,55,85,25,16,12,1,1,0,461,215,10,59,119,28,256,1,64,0,0.0303358613,2,2001-07-19 01:25:16,3,11,0
16,117,263,1242,5,13,17,1.8602693603,70,2,270,86,103,30,16,8,2,2,1,13,70,2,270,86,103,30,16,8,2,2,1,14,404,25,134,534,123,327,1,92,6,0.0988745981,3,2001-07-19 01:30:16,4,11,0
17,139,87,1232,8,15,181,1.3194842407,255,6,237,92,62,29,5,5,0,1,0,13,255,6,237,92,62,29,5,5,0,1,0,27,428,42,20,528,119,356,3,50,2,0.0965909091,4,2001-07-19 01:35:16,8,10,0
18,57,57,216,6,16,12,2.0691489362,45,0,31,40,29,35,2,3,1,2,0,8,45,0,31,40,29,35,2,3,1,2,0,20,125,12,19,24,11,117,0,39,0,0.0509259259,2,2001-07-19 01:40:16,6,10,0
19,373,304,1325,6,19,181,1.8914185638999998,395,9,200,100,318,42,19,21,6,9,21,12,395,9,200,100,318,42,19,21,6,9,21,188,665,17,91,141,50,361,0,75,29,0.0377358491,2,2001-07-19 01:45:16,4,11,0
20,126,141,867,4,13,146,1.6351351350999999,422,8,64,65,71,20,21,14,13,31,7,15,422,8,64,65,71,20,21,14,13,31,7,260,278,12,44,107,19,275,0,42,2,0.021914648199999998,2,2001-07-19 01:50:16,4,10,0
21,594,294,2026,4,17,98,1.7120195241,671,8,124,250,391,130,35,8,3,6,13,10,671,8,124,250,391,130,35,8,3,6,13,538,899,25,79,367,28,359,0,93,5,0.013513513500000001,4,2001-07-19 01:55:16,4,9,0
22,773,743,2804,3,14,205,1.8022944551,777,3,328,539,702,195,50,7,13,1,0,10,777,3,328,539,702,195,50,7,13,1,0,544,1762,22,82,178,66,563,5,79,8,0.023521026400000002,3,2001-07-19 02:00:16,3,10,0
23,234,750,1615,4,14,54,2.1952908587,351,2,107,342,436,91,61,21,12,17,4,10,351,2,107,342,436,91,61,21,12,17,4,243,659,20,468,56,26,363,0,51,0,0.016099071200000002,2,2001-07-19 02:05:16,4,11,0
24,56,138,905,6,11,67,0.9908675799,368,0,92,95,66,18,14,2,0,1,1,9,368,0,92,95,66,18,14,2,0,1,1,264,207,21,98,204,43,239,0,48,9,0.0475138122,3,2001-07-19 02:10:16,6,9,0
25,634,481,4481,5,16,81,1.9559300065,720,3,822,442,655,146,109,147,18,18,6,10,720,3,822,442,655,146,109,147,18,18,6,477,2085,125,318,1347,95,716,0,60,5,0.021054964500000002,4,2001-07-19 02:15:16,5,10,0
26,703,520,2510,4,16,278,1.6383731211,423,7,1027,328,229,131,39,40,8,21,8,11,423,7,1027,328,229,131,39,40,8,21,8,91,1613,42,238,189,47,538,0,90,27,0.018710191100000002,2,2001-07-19 02:20:16,4,10,0
27,323,313,1176,5,14,16,1.6034669556,151,0,435,103,154,55,7,10,3,4,1,9,151,0,435,103,154,55,7,10,3,4,1,124,623,7,153,237,131,311,0,48,6,0.11139455779999999,3,2001-07-19 02:25:16,5,11,0
28,114,140,549,3,19,19,1.7790055249,48,0,119,107,61,15,7,4,0,0,1,9,48,0,119,107,61,15,7,4,0,0,1,12,280,17,34,171,32,142,0,82,9,0.058287795999999996,2,2001-07-19 02:30:16,3,9,0
29,281,224,1134,4,15,86,1.4653148346,290,0,265,155,159,30,28,9,1,0,0,7,290,0,265,155,159,30,28,9,1,0,0,140,556,58,97,165,42,272,0,127,16,0.036939314,3,2001-07-19 02:35:16,4,9,0
30,270,942,2962,11,15,179,1.4216730038,943,14,798,206,469,121,30,24,14,5,2,12,943,14,798,206,469,121,30,24,14,5,2,198,1608,419,226,136,50,514,0,120,7,0.016880486200000003,2,2001-07-19 02:40:16,7,10,0
31,188,245,875,5,15,47,2.0128205128,149,1,133,251,76,36,10,26,3,2,9,13,149,1,133,251,76,36,10,26,3,2,9,19,456,74,106,155,25,232,0,57,5,0.0284414107,2,2001-07-19 02:45:16,5,11,0
32,50,92,757,6,14,43,1.2687747035999999,237,7,129,54,35,21,12,4,0,3,3,11,237,7,129,54,35,21,12,4,0,3,3,155,217,34,57,243,62,269,0,28,3,0.0819022457,2,2001-07-19 02:50:16,6,11,0
33,240,236,1220,4,15,54,1.6131243879,422,2,170,172,96,78,27,31,9,1,11,11,422,2,170,172,96,78,27,31,9,1,11,272,484,70,141,187,44,401,0,36,0,0.0360655738,2,2001-07-19 02:55:16,4,10,0
34,638,188,1616,10,13,17,1.6939048895,587,0,100,254,390,86,56,13,7,0,0,7,587,0,100,254,390,86,56,13,7,0,0,526,827,31,92,100,36,327,0,61,0,0.0222772277,4,2001-07-19 03:00:16,10,12,0
35,762,708,2262,5,14,15,2.2489371752,522,4,121,438,688,203,84,24,8,7,13,11,522,4,121,438,688,203,84,24,8,7,13,403,1495,94,110,126,23,490,0,89,8,0.0101679929,2,2001-07-19 03:05:16,5,9,0
36,213,718,1668,4,14,71,1.9415204678,353,2,164,328,394,52,49,12,10,2,0,12,353,2,164,328,394,52,49,12,10,2,0,255,556,12,474,171,44,418,0,52,9,0.0263788969,2,2001-07-19 03:10:16,4,11,0
37,90,173,700,5,13,15,1.7859712230000002,214,0,118,72,57,10,32,32,11,5,2,11,214,0,118,72,57,10,32,32,11,5,2,148,248,44,101,129,27,261,0,38,6,0.0385714286,2,2001-07-19 03:15:16,5,9,0
38,655,387,2394,19,19,135,2.1444188722999997,461,0,291,334,271,192,71,90,8,5,2,17,461,0,291,334,271,192,71,90,8,5,2,236,1105,74,188,493,122,636,0,40,0,0.050939457199999996,3,2001-07-19 03:20:16,7,9,0
39,159,389,1232,8,21,31,2.2035928144,362,1,109,159,56,165,89,33,1,6,6,13,362,1,109,159,56,165,89,33,1,6,6,292,455,28,196,134,15,475,0,37,2,0.0121753247,2,2001-07-19 03:25:16,3,10,0
40,119,75,468,7,17,18,1.88,162,0,68,47,43,29,24,13,3,1,1,13,162,0,68,47,43,29,24,13,3,1,1,135,206,5,36,60,27,247,0,36,3,0.057692307699999994,3,2001-07-19 03:30:16,7,11,0
41,92,119,667,8,16,21,1.9491525424,194,0,54,84,40,33,20,18,15,3,6,11,194,0,54,84,40,33,20,18,15,3,6,144,216,13,78,152,15,287,0,15,3,0.0224887556,2,2001-07-19 03:35:16,7,8,0
42,79,98,556,5,16,10,1.5182795699,144,1,149,67,62,13,17,2,5,2,3,10,144,1,149,67,62,13,17,2,5,2,3,125,230,5,95,81,49,204,0,31,13,0.08812949640000001,3,2001-07-19 03:40:16,5,9,0
43,604,237,2084,4,16,77,1.4548302872,972,9,122,233,376,102,66,24,5,2,0,12,972,9,122,233,376,102,66,24,5,2,0,630,892,197,119,159,50,537,0,65,2,0.0239923225,3,2001-07-19 03:45:16,4,10,0
44,141,549,1180,6,14,22,2.3977389517,190,5,101,204,334,60,42,10,5,9,8,19,190,5,101,204,334,60,42,10,5,9,8,135,742,22,52,204,54,352,0,21,1,0.0456852792,2,2001-07-19 03:50:16,6,11,0
45,99,280,1115,5,13,69,1.4622641509,173,6,326,111,90,14,6,9,2,0,1,11,173,6,326,111,90,14,6,9,2,0,1,24,531,68,50,370,33,317,0,55,0,0.029596412599999997,1,2001-07-19 03:55:16,5,11,0
46,243,128,705,2,14,24,1.9961685824000002,88,3,203,94,49,40,12,12,6,3,8,11,88,3,203,94,49,40,12,12,6,3,8,29,315,26,128,176,36,291,0,36,1,0.0510638298,2,2001-07-19 04:00:16,2,11,0
47,325,152,1142,4,15,54,1.9482288828,188,5,128,134,225,29,7,5,2,3,1,13,188,5,128,134,225,29,7,5,2,3,1,31,473,91,85,336,44,362,0,30,13,0.0385288967,2,2001-07-19 04:05:16,4,12,0
48,113,96,515,4,12,7,1.7804878049000001,105,1,75,73,66,31,10,4,2,2,0,10,105,1,75,73,66,31,10,4,2,2,0,26,211,56,69,132,40,276,0,26,14,0.0776699029,2,2001-07-19 04:10:16,4,10,0
49,165,163,1109,5,14,104,1.5280748663,190,1,275,149,55,32,22,15,7,0,2,10,190,1,275,149,55,32,22,15,7,0,2,21,475,40,108,318,59,290,0,42,4,0.0532010821,2,2001-07-19 04:15:16,5,11,0
50,150,239,1035,6,14,65,1.7697740113,176,1,154,146,167,54,2,2,1,2,0,12,176,1,154,146,167,54,2,2,1,2,0,53,425,56,109,256,36,295,0,46,28,0.0347826087,2,2001-07-19 04:20:16,6,9,0
51,108,324,734,3,13,25,2.2100313480000002,127,0,94,128,190,43,37,12,0,4,2,11,127,0,94,128,190,43,37,12,0,4,2,68,341,16,188,58,28,243,0,10,0,0.038147139,3,2001-07-19 04:25:16,3,9,0
52,52,131,541,5,24,18,2.8899676375,87,1,60,45,22,37,20,4,3,2,2,21,87,1,60,45,22,37,20,4,3,2,2,27,166,42,56,182,72,238,0,26,11,0.13308687619999998,3,2001-07-19 04:30:16,5,9,0
53,102,178,677,5,13,24,1.8363273453,148,2,91,96,73,65,18,8,0,0,0,10,148,2,91,96,73,65,18,8,0,0,0,98,306,19,54,162,21,255,0,23,0,0.0310192024,2,2001-07-19 04:35:16,4,10,0
54,161,90,564,3,14,22,2.7342857143,58,0,73,58,41,20,61,23,12,0,3,11,58,0,73,58,41,20,61,23,12,0,3,19,237,11,61,202,59,197,0,14,2,0.1046099291,2,2001-07-19 04:40:16,3,9,0
55,259,153,803,12,25,34,3.2564491654000003,161,7,99,127,66,40,62,13,16,3,23,22,161,7,99,127,66,40,62,13,16,3,23,57,413,69,86,133,37,291,0,38,26,0.0460772105,3,2001-07-19 04:45:16,6,16,0
56,170,231,856,11,16,44,3.0560131796,124,37,109,157,56,42,13,3,20,4,19,14,124,37,109,157,56,42,13,3,20,4,19,21,392,50,100,166,38,255,0,47,3,0.0443925234,2,2001-07-19 04:50:16,5,12,0
57,103,335,914,7,13,21,2.5358306189,79,0,134,176,49,40,92,24,5,10,5,9,79,0,134,176,49,40,92,24,5,10,5,29,419,25,120,262,64,282,0,23,3,0.07002188179999999,3,2001-07-19 04:55:16,5,8,0
58,277,282,1502,3,13,150,1.9313052012,217,2,288,212,162,52,30,32,8,0,16,10,217,2,288,212,162,52,30,32,8,0,16,34,688,28,119,321,141,478,0,55,6,0.0938748336,3,2001-07-19 05:00:16,3,9,0
59,337,323,1413,4,15,103,1.7611301369999999,402,1,162,215,240,86,21,16,17,3,4,11,402,1,162,215,240,86,21,16,17,3,4,164,684,119,98,191,109,484,0,30,0,0.0771408351,3,2001-07-19 05:05:16,4,9,0
60,162,206,1185,3,13,33,1.2236328125,520,0,176,122,102,39,32,20,13,0,0,7,520,0,176,122,102,39,32,20,13,0,0,393,446,51,101,128,52,356,0,43,5,0.043881856500000004,2,2001-07-19 05:10:16,3,8,0
61,378,211,1454,3,13,248,1.8478431373,532,18,190,143,248,44,21,4,3,36,27,11,532,18,190,143,248,44,21,4,3,36,27,203,629,64,131,153,33,331,0,57,0,0.022696011000000002,2,2001-07-19 05:15:16,3,8,0
62,139,211,842,11,15,50,1.7682926828999999,120,0,237,79,48,37,7,35,9,1,0,12,120,0,237,79,48,37,7,35,9,1,0,17,418,37,52,228,33,300,0,45,2,0.039192398999999996,2,2001-07-19 05:20:16,10,10,0
63,191,367,1174,5,14,149,1.8822170901,221,4,208,231,61,58,44,17,9,8,0,12,221,4,208,231,61,58,44,17,9,8,0,32,505,37,143,280,57,385,0,55,2,0.0485519591,2,2001-07-19 05:25:16,5,11,0
64,533,288,1651,3,14,17,2.1945080091999998,189,2,413,174,269,146,47,42,18,7,4,10,189,2,413,174,269,146,47,42,18,7,4,24,1000,129,141,296,121,536,0,73,6,0.0732889158,3,2001-07-19 05:30:16,3,9,0
65,267,461,1473,5,14,59,2.0480847596,220,1,420,145,171,166,54,19,23,3,4,11,220,1,420,145,171,166,54,19,23,3,4,64,816,45,243,169,35,360,0,55,2,0.0237610319,2,2001-07-19 05:35:16,5,9,0
66,625,339,1590,5,17,63,2.3049546406,255,6,323,273,337,126,41,11,6,27,8,15,255,6,323,273,337,126,41,11,6,27,8,78,1026,101,165,134,40,561,0,33,0,0.0251572327,2,2001-07-19 05:40:16,5,10,0
67,203,417,998,3,13,68,3.0891920252,227,17,94,110,119,153,143,15,15,17,27,13,227,17,94,110,119,153,143,15,15,17,27,104,536,44,201,35,21,398,1,22,3,0.0210420842,1,2001-07-19 05:45:16,3,9,0
68,187,334,981,8,11,110,1.9724770641999998,203,1,274,121,141,47,33,5,14,27,1,13,203,1,274,121,141,47,33,5,14,27,1,56,546,22,138,93,51,369,5,38,1,0.0519877676,2,2001-07-19 05:50:16,8,8,0
69,202,188,984,5,13,50,1.7321156773,115,0,257,152,48,31,33,9,7,4,1,9,115,0,257,152,48,31,33,9,7,4,1,36,498,25,48,322,91,351,0,67,3,0.09247967480000001,3,2001-07-19 05:55:16,4,9,0
70,152,252,1717,5,11,81,1.6175847458000001,383,0,152,154,101,69,46,21,12,6,0,8,383,0,152,154,101,69,46,21,12,6,0,44,447,160,212,690,98,438,0,70,11,0.0570762959,3,2001-07-19 06:00:16,5,9,0
71,105,769,1258,11,18,17,1.8834519573,114,0,339,491,68,50,27,7,9,19,0,8,114,0,339,491,68,50,27,7,9,19,0,60,919,34,94,79,53,327,0,31,132,0.042130365700000005,2,2001-07-19 06:05:16,4,8,0
72,248,218,1021,3,19,45,2.102960103,167,0,203,167,102,51,36,6,16,24,0,15,167,0,203,167,102,51,36,6,16,24,0,35,516,72,109,195,44,439,0,46,1,0.043095004900000004,4,2001-07-19 06:10:16,3,10,0
73,217,185,843,4,15,64,2.06095791,175,1,159,88,134,37,66,14,10,4,1,10,175,1,159,88,134,37,66,14,10,4,1,50,466,47,62,97,53,417,0,45,7,0.06287069990000001,3,2001-07-19 06:15:16,4,10,0
74,125,167,577,6,14,39,2.1941544884999997,87,0,137,106,61,22,20,22,9,5,7,11,87,0,137,106,61,22,20,22,9,5,7,24,330,17,69,94,46,326,0,36,4,0.0797227036,2,2001-07-19 06:20:16,6,11,0
75,190,219,672,4,16,34,2.5564924115,117,2,115,119,92,30,42,25,25,24,1,11,117,2,115,119,92,30,42,25,25,24,1,45,403,27,84,65,28,359,0,47,1,0.0416666667,1,2001-07-19 06:25:16,4,10,0
76,294,228,1535,5,14,60,1.8988764045,505,2,159,146,141,76,50,26,5,17,12,19,505,2,159,146,141,76,50,26,5,17,12,127,525,139,306,312,93,528,0,73,1,0.0605863192,3,2001-07-19 06:30:16,5,14,0
77,344,616,1667,4,13,148,1.8808479532,237,1,372,444,154,68,32,36,19,1,0,15,237,1,372,444,154,68,32,36,19,1,0,69,905,16,230,278,50,471,0,95,3,0.029994001200000002,2,2001-07-19 06:35:16,4,10,0
78,577,404,1332,5,14,95,1.8533007335,188,0,362,370,188,62,23,18,5,3,6,12,188,0,362,370,188,62,23,18,5,3,6,33,986,14,99,48,23,267,0,69,2,0.0172672673,2,2001-07-19 06:40:16,5,11,0
79,1224,393,2298,9,15,33,2.1287076271000003,97,3,516,768,299,125,28,13,5,22,11,12,97,3,516,768,299,125,28,13,5,22,11,40,1567,13,235,352,32,406,0,87,7,0.0139251523,2,2001-07-19 06:45:16,5,10,0
80,500,411,1299,4,12,44,1.9103618421000002,244,0,247,383,161,112,46,15,5,3,0,8,244,0,247,383,161,112,46,15,5,3,0,169,695,25,283,59,34,321,0,82,12,0.02617398,2,2001-07-19 06:50:16,4,9,0
81,331,255,1259,9,12,20,1.6738072055000002,323,4,274,191,89,42,62,23,15,1,3,10,323,4,274,191,89,42,62,23,15,1,3,271,555,24,157,208,62,360,0,90,0,0.049245432900000004,2,2001-07-19 06:55:16,3,11,0
82,184,274,986,7,16,39,2.3329369798,274,0,131,138,97,44,48,23,3,62,20,13,274,0,131,138,97,44,48,23,3,62,20,123,390,89,200,114,68,388,3,54,5,0.06896551719999999,2,2001-07-19 07:00:16,7,12,0
83,227,215,973,8,15,62,1.8925979681,177,1,128,175,108,52,24,12,7,2,3,10,177,1,128,175,108,52,24,12,7,2,3,76,437,36,78,240,117,355,0,82,0,0.1202466598,3,2001-07-19 07:05:16,8,10,0
84,155,283,1247,7,14,54,1.9728506787,127,0,153,212,82,32,25,13,1,17,0,11,127,0,153,212,82,32,25,13,1,17,0,50,471,20,68,409,99,395,0,67,6,0.07939053730000001,2,2001-07-19 07:10:16,4,8,0
85,185,245,1165,4,13,48,1.5827250608,218,0,209,224,97,35,23,14,2,0,0,7,218,0,209,224,97,35,23,14,2,0,0,127,556,28,63,316,72,426,0,72,7,0.0618025751,2,2001-07-19 07:15:16,4,9,0
86,199,520,1900,4,15,32,1.6952850106,315,0,471,246,264,40,43,22,14,5,1,9,315,0,471,246,264,40,43,22,14,5,1,123,864,146,256,308,118,613,0,127,14,0.062105263200000003,2,2001-07-19 07:20:16,4,11,0
87,292,515,1898,4,16,163,1.5698992443000002,584,0,232,362,249,74,59,11,12,0,3,11,584,0,232,362,249,74,59,11,12,0,3,314,782,88,241,196,76,583,0,92,63,0.0400421496,3,2001-07-19 07:25:16,4,10,0
88,290,210,1178,7,13,41,1.9671132765000001,182,0,187,220,86,67,35,34,6,1,0,11,182,0,187,220,86,67,35,34,6,1,0,61,534,72,113,336,64,446,0,82,11,0.0543293718,3,2001-07-19 07:30:16,7,9,0
89,282,888,2387,3,13,41,1.9392265193,227,0,537,465,326,219,28,7,1,0,0,7,227,0,537,465,326,219,28,7,1,0,0,48,1199,82,440,403,140,486,0,82,6,0.058651026399999986,2,2001-07-19 07:35:16,3,8,0
90,326,385,1927,4,13,204,1.4946313529,412,1,334,404,164,25,25,16,9,3,4,10,412,1,334,404,164,25,25,16,9,3,4,79,903,119,92,311,89,579,0,103,5,0.0460901088,2,2001-07-19 07:40:16,4,10,0
91,283,392,1450,5,22,55,1.8062622309,252,2,277,197,184,41,25,18,12,6,7,11,252,2,277,197,184,41,25,18,12,6,7,77,586,89,215,393,28,382,2,55,1,0.0193103448,2,2001-07-19 07:45:16,5,10,0
92,236,276,1335,3,25,184,1.5154320987999998,371,2,148,268,67,62,27,21,3,0,2,20,371,2,148,268,67,62,27,21,3,0,2,83,468,95,142,340,90,434,0,25,11,0.0674157303,3,2001-07-19 07:50:16,3,11,0
93,202,261,942,5,27,114,1.5107398568000001,263,0,190,229,60,70,15,9,0,0,1,20,263,0,190,229,60,70,15,9,0,0,1,98,428,41,157,74,25,352,0,64,19,0.0265392781,2,2001-07-19 07:55:16,5,11,0
94,974,754,2541,9,19,53,2.1727192205000003,337,2,406,768,412,192,54,22,32,7,14,11,337,2,406,768,412,192,54,22,32,7,14,251,1440,24,490,191,43,482,3,124,8,0.016922471499999998,2,2001-07-19 08:00:16,8,10,0
95,507,331,1812,6,13,195,1.7741935484,415,1,272,386,208,104,88,5,2,1,6,10,415,1,272,386,208,104,88,5,2,1,6,151,914,48,180,90,49,441,5,58,5,0.027041942599999997,3,2001-07-19 08:05:16,6,10,0
96,266,587,1705,4,12,137,1.968892261,297,0,241,275,336,95,45,18,5,6,0,8,297,0,241,275,336,95,45,18,5,6,0,93,681,48,359,302,105,476,3,59,10,0.061583577699999996,2,2001-07-19 08:10:16,4,10,0
97,585,581,1961,5,12,73,2.5848610290000003,328,0,222,497,228,110,39,123,61,76,7,9,328,0,222,497,228,110,39,123,61,76,7,143,1051,85,339,181,18,449,2,65,14,0.0091789903,1,2001-07-19 08:15:16,5,10,0
98,137,131,608,5,12,33,1.8326359833,132,0,96,114,60,39,21,7,5,2,2,9,132,0,96,114,60,39,21,7,5,2,2,65,297,28,55,101,32,280,0,62,5,0.052631578899999996,3,2001-07-19 08:20:16,5,10,0
99,333,466,1250,4,13,39,1.9513564078999999,179,4,257,328,170,85,22,8,6,7,3,10,179,4,257,328,170,85,22,8,6,7,3,67,795,64,104,163,43,433,1,81,6,0.0344,2,2001-07-19 08:25:16,4,9,0
100,477,654,1920,4,14,163,2.1330108827000003,327,0,329,462,174,181,106,54,11,4,0,11,327,0,329,462,174,181,106,54,11,4,0,70,946,82,393,193,40,513,1,123,5,0.0208333333,1,2001-07-19 08:30:16,3,9,0
101,228,145,683,4,12,17,1.9090909091,136,0,156,132,70,50,24,11,5,7,3,9,136,0,156,132,70,50,24,11,5,7,3,58,379,42,98,81,34,331,1,29,0,0.0497803807,1,2001-07-19 08:35:16,4,10,0
102,136,206,825,8,12,22,1.7242380261,236,0,152,131,73,30,16,22,12,14,3,9,236,0,152,131,73,30,16,22,12,14,3,111,302,62,192,92,58,379,1,49,6,0.0703030303,2,2001-07-19 08:40:16,8,9,0
103,213,257,811,5,15,42,1.5181058496000002,157,0,299,124,62,51,11,6,5,0,3,9,157,0,299,124,62,51,11,6,5,0,3,55,452,56,113,82,19,312,1,49,1,0.023427866800000002,2,2001-07-19 08:45:16,4,9,0
104,184,135,692,4,14,28,1.8260869565,117,0,213,90,81,59,18,12,6,2,0,8,117,0,213,90,81,59,18,12,6,2,0,46,407,32,85,85,45,295,0,66,7,0.0650289017,2,2001-07-19 08:50:16,4,10,0
105,251,411,1453,3,11,94,1.6385642738,295,0,379,306,93,64,9,10,4,38,0,8,295,0,379,306,93,64,9,10,4,38,0,97,712,96,199,207,19,347,0,70,7,0.013076393700000001,1,2001-07-19 08:55:16,3,9,0
106,207,634,1373,4,11,30,1.5933391762,194,0,537,201,90,41,42,17,19,0,0,7,194,0,537,201,90,41,42,17,19,0,0,64,833,91,123,191,68,445,1,74,3,0.0495265841,2,2001-07-19 09:00:16,4,9,0
107,158,345,1051,5,13,62,1.7006369427,202,0,261,119,103,40,35,8,5,8,1,12,202,0,261,119,103,40,35,8,5,8,1,90,513,49,71,231,83,351,4,46,3,0.0789724072,2,2001-07-19 09:05:16,5,9,0
108,185,100,759,5,12,75,1.3100890208,322,1,81,169,37,27,12,11,7,3,4,10,322,1,81,169,37,27,12,11,7,3,4,115,296,120,68,85,51,317,0,43,2,0.0671936759,2,2001-07-19 09:10:16,5,12,0
109,203,251,1134,4,13,115,1.6743589744,264,0,116,145,188,23,33,4,2,4,1,9,264,0,116,145,188,23,33,4,2,4,1,101,441,36,87,304,135,436,0,83,18,0.11904761900000001,2,2001-07-19 09:15:16,4,9,0
110,81,151,3588,3,15,364,1.0286885246,550,3,119,188,66,13,23,3,4,1,3,11,550,3,119,188,66,13,23,3,4,1,3,89,316,75,132,2606,716,1108,1,105,9,0.1995540691,5,2001-07-19 09:20:16,3,12,0
