,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
143,318,432,1668,4,12,138,1.3333333333,344,0,0,0,0,0,0,0,0,0,0,491,276,105,34,16,23,0,1,0,8,344,0,0,0,0,0,0,0,0,0,0,491,276,105,34,16,23,0,1,0,149,866,42,95,164,39,580,0,105,1,0.023381295,2,2001-07-20 12:05:28,4,10,0
144,399,215,1113,7,14,60,1.628256513,228,0,0,0,0,0,0,0,0,0,0,318,209,141,67,16,15,4,0,0,7,228,0,0,0,0,0,0,0,0,0,0,318,209,141,67,16,15,4,0,0,61,710,85,82,111,16,535,0,54,14,0.0143755615,2,2001-07-20 12:10:28,5,11,0
145,379,459,1463,4,14,34,1.8053097345,217,0,2,0,0,0,0,0,0,0,0,425,284,152,91,36,28,4,3,1,11,217,0,2,0,0,0,0,0,0,0,0,425,284,152,91,36,28,4,3,1,119,863,48,179,179,31,531,0,41,29,0.021189337,1,2001-07-20 12:15:28,4,12,0
146,181,170,971,4,13,75,1.5704787234,322,0,0,0,0,0,0,0,0,0,0,169,94,54,23,23,34,20,6,7,9,322,0,0,0,0,0,0,0,0,0,0,169,94,54,23,23,34,20,6,7,56,365,155,101,183,40,446,0,66,28,0.0410677618,2,2001-07-20 12:20:28,4,10,0
147,279,243,1163,5,16,76,1.7946336429,289,3,0,0,3,0,0,0,0,0,0,291,155,94,41,31,14,21,6,21,13,289,3,0,0,3,0,0,0,0,0,0,291,155,94,41,31,14,21,6,21,149,575,53,116,176,17,542,0,47,10,0.0145797599,1,2001-07-20 12:25:28,4,9,0
148,244,393,1182,6,16,88,1.7979323308,308,0,9,3,0,2,0,0,0,0,0,291,174,122,62,70,18,2,2,1,14,308,0,9,3,0,2,0,0,0,0,0,291,174,122,62,70,18,2,2,1,95,543,109,229,88,22,580,0,62,6,0.0185967878,1,2001-07-20 12:30:28,6,10,0
149,264,210,1110,3,15,96,1.7410714286,217,2,1,0,0,0,0,0,0,0,0,272,189,107,57,15,16,9,3,8,11,217,2,1,0,0,0,0,0,0,0,0,272,189,107,57,15,16,9,3,8,44,619,62,75,199,24,525,0,42,25,0.0216021602,2,2001-07-20 12:35:28,3,11,0
150,213,317,1198,7,14,95,1.6741116751,264,0,0,0,0,0,0,0,0,0,0,227,270,104,74,24,2,18,2,0,8,264,0,0,0,0,0,0,0,0,0,0,227,270,104,74,24,2,18,2,0,104,542,47,197,186,26,488,0,50,33,0.0216666667,2,2001-07-20 12:40:28,4,10,0
151,224,231,893,3,13,49,2.0025575448,177,0,0,0,0,0,0,0,0,0,0,171,192,115,64,16,9,32,2,4,9,177,0,0,0,0,0,0,0,0,0,0,171,192,115,64,16,9,32,2,4,57,524,62,90,102,26,528,0,28,22,0.0291153415,1,2001-07-20 12:45:28,3,11,0
152,283,205,928,7,14,58,1.6591981132,234,0,0,0,0,0,0,0,0,0,0,270,156,80,49,17,9,19,9,5,9,234,0,0,0,0,0,0,0,0,0,0,270,156,80,49,17,9,19,9,5,91,546,79,74,60,14,548,0,47,30,0.0150537634,1,2001-07-20 12:50:28,7,9,0
153,217,277,1237,5,13,64,1.5180226571,274,0,1,0,0,0,0,0,0,0,0,293,234,68,44,36,11,5,4,1,11,274,0,1,0,0,0,0,0,0,0,0,293,234,68,44,36,11,5,4,1,81,578,102,146,233,44,553,0,51,17,0.0355125101,2,2001-07-20 12:55:28,5,10,0
154,352,214,1254,5,16,112,1.8907317073,264,4,0,0,2,0,0,0,0,0,0,274,228,103,62,24,20,18,15,11,13,264,4,0,0,2,0,0,0,0,0,0,274,228,103,62,24,20,18,15,11,57,674,77,105,217,20,576,0,55,14,0.015936255,1,2001-07-20 13:00:28,5,11,0
155,283,360,1407,7,15,107,1.7599009901,282,1,0,0,0,0,0,0,0,0,0,443,179,101,92,62,28,20,3,1,10,282,1,0,0,0,0,0,0,0,0,0,443,179,101,92,62,28,20,3,1,60,761,42,242,113,26,612,0,66,12,0.0184659091,2,2001-07-20 13:05:28,7,9,0
156,362,280,1296,2,15,78,1.7453531599,293,1,5,0,0,0,0,0,0,0,0,301,206,124,69,35,27,10,0,5,11,293,1,5,0,0,0,0,0,0,0,0,301,206,124,69,35,27,10,0,5,81,642,114,161,198,26,588,0,74,15,0.0200617284,2,2001-07-20 13:10:28,2,10,0
157,257,609,1954,3,14,98,1.4773960217,372,1,0,0,0,0,0,0,0,0,0,706,265,206,42,14,33,10,9,1,10,372,1,0,0,0,0,0,0,0,0,0,706,265,206,42,14,33,10,9,1,193,1192,69,107,281,15,636,0,82,32,0.0076726343,1,2001-07-20 13:15:28,3,9,0
158,242,1757,3575,5,14,123,1.9138345348,776,0,0,0,0,0,0,0,0,0,0,513,892,97,292,278,36,22,4,3,9,776,0,0,0,0,0,0,0,0,0,0,513,892,97,292,278,36,22,4,3,580,758,50,1402,198,51,719,0,135,24,0.0142577579,2,2001-07-20 13:20:28,5,9,0
159,497,506,3149,6,11,331,1.1975,1069,0,0,0,0,0,0,0,0,0,0,826,564,132,128,35,12,28,6,0,8,1069,0,0,0,0,0,0,0,0,0,0,826,564,132,128,35,12,28,6,0,538,1605,143,183,305,9,904,0,151,25,0.0028571429,1,2001-07-20 13:25:28,6,10,0
160,295,277,1830,5,13,75,1.2082818294,763,7,0,0,0,0,0,0,0,0,0,339,267,116,55,32,13,13,2,11,10,763,7,0,0,0,0,0,0,0,0,0,339,267,116,55,32,13,13,2,11,619,672,50,202,193,52,646,0,40,10,0.0283997815,1,2001-07-20 13:30:28,5,10,0
161,244,282,1701,4,14,85,0.9578813019,865,7,0,0,0,0,0,0,0,0,0,371,153,90,24,20,13,3,0,21,10,865,7,0,0,0,0,0,0,0,0,0,371,153,90,24,20,13,3,0,21,605,608,130,139,118,23,569,0,87,23,0.013521458,2,2001-07-20 13:35:28,4,8,0
162,271,227,1796,4,13,86,1.0475552579,774,0,0,0,0,0,0,0,0,0,0,306,155,140,81,27,3,6,0,1,9,774,0,0,0,0,0,0,0,0,0,0,306,155,140,81,27,3,6,0,1,610,615,39,143,269,20,610,0,61,8,0.0111358575,2,2001-07-20 13:40:28,4,8,0
163,432,438,2447,5,14,109,1.5401322002,766,0,0,0,0,0,0,0,0,0,0,507,301,228,187,81,31,8,7,2,9,766,0,0,0,0,0,0,0,0,0,0,507,301,228,187,81,31,8,7,2,582,1138,50,239,276,22,791,0,81,6,0.0089906007,1,2001-07-20 13:45:28,5,10,0
164,588,585,2676,3,14,91,1.5685714286,912,0,0,0,0,0,0,0,0,0,0,401,381,488,174,57,31,2,1,3,9,912,0,0,0,0,0,0,0,0,0,0,401,381,488,174,57,31,2,1,3,406,1364,312,277,139,21,874,0,71,15,0.0078475336,1,2001-07-20 13:50:28,3,10,0
165,483,421,2535,3,13,219,1.1890790546,1242,0,0,0,0,0,0,0,0,0,0,407,299,290,122,48,23,12,6,5,9,1242,0,0,0,0,0,0,0,0,0,0,407,299,290,122,48,23,12,6,5,775,1117,125,218,71,15,818,0,43,5,0.0059148265,1,2001-07-20 13:55:28,3,10,0
166,436,501,2557,4,11,223,1.3257777778,1033,1,1,0,0,0,0,0,0,0,0,367,396,133,231,63,17,4,1,3,11,1033,1,1,0,0,0,0,0,0,0,0,367,396,133,231,63,17,4,1,3,551,1029,203,244,301,47,680,0,86,32,0.0183809151,1,2001-07-20 14:00:28,4,10,0
167,523,313,1959,5,17,94,1.2985327314,766,0,0,0,0,2,0,0,0,0,0,357,325,142,102,57,10,5,2,4,14,766,0,0,0,0,2,0,0,0,0,0,357,325,142,102,57,10,5,2,4,594,907,43,134,154,30,770,0,70,28,0.0153139357,2,2001-07-20 14:05:28,5,13,0
168,272,504,1997,5,15,222,1.6074303406,564,0,0,0,0,0,0,0,0,0,0,339,349,85,160,68,36,4,10,0,8,564,0,0,0,0,0,0,0,0,0,0,339,349,85,160,68,36,4,10,0,291,812,39,251,346,37,610,0,87,4,0.0185277917,2,2001-07-20 14:10:28,5,10,0
169,391,1421,4635,8,17,80,2.2414201183,507,1,0,0,2,0,0,0,0,0,0,246,1022,194,204,259,53,33,12,2,13,507,1,0,0,2,0,0,0,0,0,0,246,1022,194,204,259,53,33,12,2,375,1861,37,182,2052,250,1072,0,63,43,0.0538793103,2,2001-07-20 14:15:28,8,10,0
170,176,1279,2236,5,14,49,2.0492251595,582,1,0,0,0,0,0,0,0,0,0,133,861,181,238,98,69,17,13,1,10,582,1,0,0,0,0,0,0,0,0,0,133,861,181,238,98,69,17,13,1,481,1536,28,100,26,37,634,0,58,24,0.0165474061,1,2001-07-20 14:20:28,5,10,0
171,208,222,1714,3,13,72,0.912195122,949,0,2,0,0,0,0,0,0,0,0,274,224,108,21,40,17,0,3,2,11,949,0,2,0,0,0,0,0,0,0,0,274,224,108,21,40,17,0,3,2,784,556,65,163,66,18,486,0,28,26,0.0104956268,2,2001-07-20 14:25:28,3,10,0
172,177,237,1147,4,15,61,1.1950757576,508,0,0,0,0,0,0,0,0,0,0,185,166,115,43,18,14,4,1,2,9,508,0,0,0,0,0,0,0,0,0,0,185,166,115,43,18,14,4,1,2,377,457,58,103,88,10,453,0,48,23,0.0087183958,2,2001-07-20 14:30:28,4,10,0
173,201,209,1473,5,15,83,0.9118942731,753,1,0,0,0,0,0,0,0,0,0,292,138,107,35,22,9,3,0,2,10,753,1,0,0,0,0,0,0,0,0,0,292,138,107,35,22,9,3,0,2,621,530,35,93,100,16,478,0,39,7,0.0108548168,1,2001-07-20 14:35:28,5,10,0
174,249,153,1086,10,16,81,1.3518518519,401,1,0,1,0,0,0,0,0,0,0,233,152,93,34,13,37,4,2,1,12,401,1,0,1,0,0,0,0,0,0,0,233,152,93,34,13,37,4,2,1,261,517,41,72,100,19,473,0,72,25,0.0174632353,2,2001-07-20 14:40:28,6,11,0
175,225,184,800,6,18,55,1.6956521739,155,3,1,0,0,0,0,0,0,0,0,232,186,63,37,16,6,5,5,4,11,155,3,1,0,0,0,0,0,0,0,0,232,186,63,37,16,6,5,5,4,42,462,48,106,72,6,417,0,63,11,0.0074906367,1,2001-07-20 14:45:28,6,11,0
176,150,161,738,7,17,46,1.9542097489,151,17,4,0,0,0,0,0,0,0,0,227,135,77,24,17,3,3,10,9,11,151,17,4,0,0,0,0,0,0,0,0,227,135,77,24,17,3,3,10,9,64,420,27,120,51,12,373,0,45,7,0.0162381597,2,2001-07-20 14:50:28,7,10,0
177,307,241,1107,4,11,88,1.8781676413,235,0,0,0,0,0,0,0,0,0,0,327,164,86,120,51,25,15,3,0,8,235,0,0,0,0,0,0,0,0,0,0,327,164,86,120,51,25,15,3,0,66,740,61,71,74,12,508,0,56,56,0.0108401084,2,2001-07-20 14:55:28,4,10,0
178,182,227,956,4,16,90,1.8655043587,199,5,0,2,0,2,0,0,0,0,0,254,173,67,27,28,7,14,18,7,14,199,5,0,2,0,2,0,0,0,0,0,254,173,67,27,28,7,14,18,7,34,522,61,96,100,26,454,0,51,12,0.0271682341,2,2001-07-20 15:00:28,4,12,0
179,342,431,1660,5,14,117,1.8066992324,363,5,0,0,1,0,0,0,0,0,0,370,342,182,73,26,18,30,21,2,13,363,5,0,0,1,0,0,0,0,0,0,370,342,182,73,26,18,30,21,2,139,975,94,108,198,21,529,0,68,16,0.0126429862,2,2001-07-20 15:05:28,5,11,0
180,164,186,849,4,12,87,1.379403794,211,0,0,0,0,0,0,0,0,0,0,265,160,53,12,15,8,11,1,2,9,211,0,0,0,0,0,0,0,0,0,0,265,160,53,12,15,8,11,1,2,80,473,41,57,95,12,352,0,31,14,0.0141176471,1,2001-07-20 15:10:28,4,9,0
181,318,226,1298,3,15,65,1.7489130435,212,0,0,0,0,0,0,0,0,0,0,278,169,174,32,19,14,12,10,0,8,212,0,0,0,0,0,0,0,0,0,0,278,169,174,32,19,14,12,10,0,66,633,75,81,353,75,545,0,46,14,0.0577812018,2,2001-07-20 15:15:28,3,10,0
182,492,518,1885,5,18,79,2.4304932735,194,1,1,8,23,0,2,0,0,0,0,489,393,152,67,67,142,17,2,3,15,194,1,1,8,23,0,2,0,0,0,0,489,393,152,67,67,142,17,2,3,57,1231,36,158,228,26,727,0,111,21,0.01378579,2,2001-07-20 15:20:28,5,10,0
183,224,364,1397,9,14,41,1.9268292683,296,0,1,1,5,0,0,2,0,0,0,284,206,114,45,21,56,11,18,6,16,296,0,1,1,5,0,0,2,0,0,0,284,206,114,45,21,56,11,18,6,165,628,80,152,195,15,439,0,92,22,0.0107296137,1,2001-07-20 15:25:28,7,10,0
184,196,201,954,9,12,83,1.4370277078,249,0,0,0,0,0,0,0,0,0,0,236,160,97,16,9,12,7,8,0,8,249,0,0,0,0,0,0,0,0,0,0,236,160,97,16,9,12,7,8,0,75,468,75,93,118,34,417,0,117,4,0.0356020942,2,2001-07-20 15:30:28,9,10,0
185,220,240,815,5,16,64,2.0064350064,189,0,1,0,0,0,0,0,0,0,0,172,181,97,53,42,14,16,3,9,11,189,0,1,0,0,0,0,0,0,0,0,172,181,97,53,42,14,16,3,9,46,461,59,147,28,18,396,0,55,6,0.0220858896,2,2001-07-20 15:35:28,5,10,0
186,790,849,11987,5,14,349,1.3218444341,1743,1,1,54,1,0,0,0,0,0,0,1179,810,228,87,40,99,41,8,2,13,1743,1,1,54,1,0,0,0,0,0,0,1179,810,228,87,40,99,41,8,2,157,2459,1045,284,7657,1196,3717,3,180,7,0.0997497915,3,2001-07-20 15:40:28,5,9,0
187,2169,2153,12427,5,18,67,1.3167425292,3724,1,2,82,9,2,0,1,0,0,0,3579,1091,821,420,145,134,66,26,3,16,3724,1,2,82,9,2,0,1,0,0,0,3579,1091,821,420,145,134,66,26,3,66,6270,3589,114,789,375,3933,8,227,30,0.0301762292,2,2001-07-20 15:45:28,5,9,0
188,143,243,988,10,13,66,1.5616438356,205,2,4,0,0,0,0,0,0,0,0,298,150,71,36,8,14,12,0,3,11,205,2,4,0,0,0,0,0,0,0,0,298,150,71,36,8,14,12,0,3,74,401,42,220,162,22,371,0,49,7,0.0222672065,1,2001-07-20 15:50:28,3,9,0
189,207,554,2578,4,11,47,1.2673611111,192,0,0,0,0,0,0,0,0,0,0,1138,239,103,35,10,6,2,2,1,9,192,0,0,0,0,0,0,0,0,0,0,1138,239,103,35,10,6,2,2,1,91,1365,45,180,815,27,466,0,76,4,0.0104732351,1,2001-07-20 15:55:28,4,10,0
190,270,219,1086,4,15,78,1.5732087227,185,0,1,0,0,0,0,0,0,0,0,406,203,65,58,18,15,11,1,0,11,185,0,1,0,0,0,0,0,0,0,0,406,203,65,58,18,15,11,1,0,59,592,37,197,87,15,433,0,50,5,0.0138121547,1,2001-07-20 16:00:28,4,10,0
191,429,311,1525,4,14,79,1.3882352941,388,0,0,0,0,0,0,0,0,0,0,542,248,186,33,24,11,12,1,0,8,388,0,0,0,0,0,0,0,0,0,0,542,248,186,33,24,11,12,1,0,224,875,77,190,57,4,527,0,59,36,0.0026229508,1,2001-07-20 16:05:28,4,10,0
192,600,186,1401,8,15,121,1.6450351837,370,0,0,0,0,0,0,0,0,0,0,238,370,163,92,21,11,14,0,0,7,370,0,0,0,0,0,0,0,0,0,0,238,370,163,92,21,11,14,0,0,89,787,114,168,110,14,485,0,60,109,0.0099928622,1,2001-07-20 16:10:28,5,11,0
193,353,280,1238,3,15,96,1.5137533274,268,0,0,0,0,0,0,0,0,0,0,382,264,113,65,26,3,2,1,3,9,268,0,0,0,0,0,0,0,0,0,0,382,264,113,65,26,3,2,1,3,88,678,68,197,95,2,513,0,100,41,0.001614205,1,2001-07-20 16:15:28,3,9,0
194,1198,1217,4535,5,13,345,1.4565668544,605,0,1,0,0,0,0,0,0,0,0,1290,1024,320,88,27,13,1,4,0,11,605,0,1,0,0,0,0,0,0,0,0,1290,1024,320,88,27,13,1,4,0,224,2598,29,177,1115,108,882,3,131,20,0.023804276,2,2001-07-20 16:20:28,5,10,0
195,369,930,2360,10,13,540,1.1745689655,666,0,0,0,0,0,0,0,0,0,0,924,523,117,67,10,9,2,0,2,9,666,0,0,0,0,0,0,0,0,0,0,924,523,117,67,10,9,2,0,2,92,1545,31,112,38,5,468,0,57,13,0.0021186441,1,2001-07-20 16:25:28,4,11,0
196,775,395,1838,7,12,161,1.4192618224,344,5,0,0,0,0,0,0,0,0,0,705,475,124,44,20,12,4,1,0,10,344,5,0,0,0,0,0,0,0,0,0,705,475,124,44,20,12,4,1,0,93,1288,67,125,98,14,517,0,31,4,0.007616975,2,2001-07-20 16:30:28,7,9,0
197,598,641,1912,4,10,156,1.2861753631,336,0,0,0,0,0,0,0,0,0,0,897,503,59,33,17,8,2,4,0,8,336,0,0,0,0,0,0,0,0,0,0,897,503,59,33,17,8,2,4,0,113,1428,59,103,43,5,407,0,77,14,0.0026150628,1,2001-07-20 16:35:28,4,8,0
198,283,486,1205,8,12,51,1.6102325581,164,0,0,0,0,0,0,0,0,0,0,490,180,140,69,18,6,6,1,1,9,164,0,0,0,0,0,0,0,0,0,0,490,180,140,69,18,6,6,1,1,84,865,28,47,125,6,423,0,57,5,0.0049668874,1,2001-07-20 16:40:28,5,10,0
199,398,541,1722,5,12,93,1.5751295337,297,1,0,0,0,0,0,0,0,0,0,528,274,88,87,43,23,5,3,2,10,297,1,0,0,0,0,0,0,0,0,0,528,274,88,87,43,23,5,3,2,147,956,50,105,356,10,468,0,77,7,0.005787037,1,2001-07-20 16:45:28,5,10,0
200,1601,1855,8786,6,13,657,1.6490601212,1180,15,6,0,0,0,0,0,0,0,0,1997,2202,606,231,101,35,8,19,37,11,1180,15,6,0,0,0,0,0,0,0,0,1997,2202,606,231,101,35,8,19,37,150,4811,348,471,2112,141,1720,0,214,35,0.0160391309,2,2001-07-20 16:50:28,6,10,0
201,347,322,1373,4,12,88,1.6124328473,325,5,0,0,0,0,0,0,0,0,0,451,247,109,91,41,28,6,0,0,10,325,5,0,0,0,0,0,0,0,0,0,451,247,109,91,41,28,6,0,0,63,821,142,189,64,16,455,0,99,7,0.0116363636,2,2001-07-20 16:55:28,4,10,0
202,135,198,830,5,12,76,1.4047619048,240,0,0,0,0,0,0,0,0,0,0,232,153,69,26,13,19,1,0,3,9,240,0,0,0,0,0,0,0,0,0,0,232,153,69,26,13,19,1,0,3,123,413,31,113,62,14,394,0,23,0,0.0168471721,2,2001-07-20 17:00:28,5,10,0
203,108,121,568,6,10,53,1.453724605,118,0,0,0,0,0,0,0,0,0,0,140,110,47,15,4,6,0,0,3,9,118,0,0,0,0,0,0,0,0,0,0,140,110,47,15,4,6,0,0,3,32,269,30,59,116,5,296,0,37,4,0.0087719298,1,2001-07-20 17:05:28,6,9,0
204,298,179,946,4,11,74,1.5656324582,192,0,0,0,0,0,0,0,0,0,0,260,226,82,58,5,11,2,1,1,9,192,0,0,0,0,0,0,0,0,0,0,260,226,82,58,5,11,2,1,1,51,580,59,74,97,13,416,0,49,0,0.0137275607,1,2001-07-20 17:10:28,4,10,0
205,244,528,1438,4,12,67,1.8183306056,205,0,0,0,0,0,0,0,0,0,0,405,306,145,101,14,31,12,1,2,9,205,0,0,0,0,0,0,0,0,0,0,405,306,145,101,14,31,12,1,2,56,847,79,173,207,6,467,0,72,1,0.0041695622,2,2001-07-20 17:15:28,4,9,0
206,782,328,1818,2,14,83,2.0067401961,211,0,0,0,0,0,0,0,0,0,0,562,359,129,322,5,21,17,4,2,9,211,0,0,0,0,0,0,0,0,0,0,562,359,129,322,5,21,17,4,2,57,1292,59,141,171,15,445,0,41,6,0.0082508251,2,2001-07-20 17:20:28,2,10,0
207,763,1035,2852,5,10,158,1.9507575758,363,0,0,0,0,0,0,0,0,0,0,872,478,479,385,40,16,7,0,0,7,363,0,0,0,0,0,0,0,0,0,0,872,478,479,385,40,16,7,0,0,98,2022,93,269,147,0,576,0,102,19,0,0,2001-07-20 17:25:28,5,10,0
208,344,402,1398,4,11,98,1.5886287625,255,0,0,0,0,0,0,0,0,0,0,413,296,103,76,40,9,4,0,0,7,255,0,0,0,0,0,0,0,0,0,0,413,296,103,76,40,9,4,0,0,85,685,60,268,114,4,453,0,64,3,0.0028612303,1,2001-07-20 17:30:28,4,8,0
209,232,163,768,2,15,77,1.6839694656,169,0,0,0,1,0,0,0,0,0,0,183,162,62,32,30,4,2,9,1,13,169,0,0,0,1,0,0,0,0,0,0,183,162,62,32,30,4,2,9,1,56,430,27,65,111,9,362,0,27,8,0.01171875,1,2001-07-20 17:35:28,2,10,0
210,152,168,708,3,13,76,1.8178752108,208,1,0,0,0,0,0,0,0,0,0,108,90,77,35,52,12,3,7,0,10,208,1,0,0,0,0,0,0,0,0,0,108,90,77,35,52,12,3,7,0,40,329,87,61,106,25,385,0,36,0,0.0353107345,2,2001-07-20 17:40:28,3,10,0
211,211,212,900,3,15,50,1.5231607629,150,0,0,0,0,0,0,0,0,0,0,289,168,65,27,21,13,1,0,0,7,150,0,0,0,0,0,0,0,0,0,0,289,168,65,27,21,13,1,0,0,39,516,47,82,128,13,402,0,35,12,0.0144444444,2,2001-07-20 17:45:28,3,11,0
212,183,245,828,13,15,32,1.7996987952,139,0,2,0,0,0,0,0,0,0,0,172,208,79,27,13,11,2,4,7,11,139,0,2,0,0,0,0,0,0,0,0,172,208,79,27,13,11,2,4,7,38,464,42,88,157,9,396,0,39,3,0.0108695652,1,2001-07-20 17:50:28,9,9,0
213,265,147,715,9,16,41,2.4548286604,120,11,0,0,0,3,0,0,0,0,0,162,121,93,18,73,12,3,23,3,14,120,11,0,0,0,3,0,0,0,0,0,162,121,93,18,73,12,3,23,3,48,458,27,68,52,16,440,0,42,2,0.0223463687,2,2001-07-20 17:55:28,5,11,0
214,228,351,1133,8,15,101,2.3394994559,250,0,0,0,0,0,0,0,0,0,0,136,174,91,70,132,32,11,23,0,8,250,0,0,0,0,0,0,0,0,0,0,136,174,91,70,132,32,11,23,0,60,570,76,112,174,3,496,0,67,22,0.0026455026,1,2001-07-20 18:00:28,8,10,0
215,270,301,1107,3,18,74,1.9801783944,231,9,2,0,0,1,0,0,0,0,0,306,182,140,52,16,34,10,14,12,14,231,9,2,0,0,1,0,0,0,0,0,306,182,140,52,16,34,10,14,12,62,622,84,167,70,10,480,0,50,13,0.0090334237,2,2001-07-20 18:05:28,3,11,0
216,162,214,1119,13,18,72,1.65583174,324,11,4,0,0,0,0,1,0,0,0,363,120,103,39,43,14,6,9,9,16,324,11,4,0,0,0,0,1,0,0,0,363,120,103,39,43,14,6,9,9,59,644,153,118,61,15,540,0,33,13,0.0134048257,1,2001-07-20 18:10:28,6,11,0
217,490,238,1259,4,19,61,2.4048257373,204,9,12,0,0,0,0,4,0,0,0,281,274,116,91,40,19,19,33,17,16,204,9,12,0,0,0,0,4,0,0,0,281,274,116,91,40,19,19,33,17,42,817,89,110,127,1,740,0,75,10,0.0007942812,1,2001-07-20 18:15:28,4,10,0
218,268,478,1775,8,14,69,2.0857547838,397,4,21,0,0,0,0,4,0,0,0,389,255,116,67,46,25,14,42,31,16,397,4,21,0,0,0,0,4,0,0,0,389,255,116,67,46,25,14,42,31,111,887,153,191,214,37,906,0,42,15,0.0208450704,1,2001-07-20 18:20:28,8,11,0
219,383,364,1883,4,14,136,1.3288915809,517,9,5,1,0,0,0,0,0,0,0,608,290,149,18,17,23,8,3,3,12,517,9,5,1,0,0,0,0,0,0,0,608,290,149,18,17,23,8,3,3,130,1031,206,148,220,24,710,0,85,11,0.012718601,1,2001-07-20 18:25:28,4,11,0
220,189,217,860,5,15,62,1.8357235984,186,5,0,0,0,0,0,0,0,0,0,207,184,96,37,14,11,9,14,4,10,186,5,0,0,0,0,0,0,0,0,0,207,184,96,37,14,11,9,14,4,46,483,60,116,62,9,491,0,67,4,0.0103686636,2,2001-07-20 18:30:28,5,9,0
221,208,238,849,2,13,57,1.6838143036,181,3,0,0,0,0,0,0,0,0,0,269,165,94,35,30,4,11,5,0,10,181,3,0,0,0,0,0,0,0,0,0,269,165,94,35,30,4,11,5,0,36,541,60,103,46,8,436,0,35,11,0.0094228504,1,2001-07-20 18:35:28,2,10,0
222,124,168,726,4,12,38,1.603960396,192,0,0,0,0,0,0,0,0,0,0,169,119,48,18,28,21,8,0,3,9,192,0,0,0,0,0,0,0,0,0,0,169,119,48,18,28,21,8,0,3,45,307,99,117,108,12,389,0,35,6,0.0165289256,1,2001-07-20 18:40:28,4,11,0
223,246,259,1415,5,16,109,1.4417601381,452,1,3,0,0,0,0,0,0,0,0,292,183,100,34,67,9,5,7,6,11,452,1,3,0,0,0,0,0,0,0,0,292,183,100,34,67,9,5,7,6,156,570,139,185,204,25,474,0,101,8,0.0176678445,1,2001-07-20 18:45:28,5,9,0
224,176,224,729,8,12,37,1.4795144158,170,0,0,0,0,0,0,0,0,0,0,229,116,91,35,11,5,1,0,1,9,170,0,0,0,0,0,0,0,0,0,0,229,116,91,35,11,5,1,0,1,77,438,46,61,68,13,308,0,98,11,0.0178326475,1,2001-07-20 18:50:28,8,9,0
225,162,198,927,6,13,24,1.3658536585,339,0,0,0,0,0,0,0,0,0,0,213,98,60,53,39,6,8,4,0,8,339,0,0,0,0,0,0,0,0,0,0,213,98,60,53,39,6,8,4,0,114,398,137,147,66,7,371,0,27,21,0.0075512406,1,2001-07-20 18:55:28,6,9,0
226,282,175,1072,3,16,55,1.4507337526,284,0,0,0,0,0,0,0,0,0,0,302,166,123,33,36,5,1,4,0,8,284,0,0,0,0,0,0,0,0,0,0,302,166,123,33,36,5,1,4,0,43,567,173,116,93,16,447,0,78,48,0.0149253731,1,2001-07-20 19:00:28,3,11,0
227,200,234,1000,5,12,137,1.7038369305,293,0,0,0,0,0,0,0,0,0,0,189,137,107,25,16,35,10,21,1,9,293,0,0,0,0,0,0,0,0,0,0,189,137,107,25,16,35,10,21,1,37,489,82,89,145,8,472,0,26,8,0.008,1,2001-07-20 19:05:28,5,9,0
228,354,164,1096,3,12,84,1.7467911319,190,7,1,0,1,0,0,0,0,0,0,202,332,46,33,23,11,6,1,4,13,190,7,1,0,1,0,0,0,0,0,0,202,332,46,33,23,11,6,1,4,56,595,40,82,205,4,319,0,41,6,0.003649635,1,2001-07-20 19:10:28,3,9,0
229,146,172,804,10,14,47,1.6544240401,170,0,0,0,0,0,0,0,0,0,0,157,123,95,24,7,5,9,2,7,9,170,0,0,0,0,0,0,0,0,0,0,157,123,95,24,7,5,9,2,7,53,313,62,124,199,6,420,0,50,5,0.0074626866,1,2001-07-20 19:15:28,9,10,0
