,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
56,292,323,1283,10,22,81,2.1549019608,216,0,0,0,0,1,0,0,1,1,0,290,167,108,95,76,21,37,7,0,18,216,0,0,0,0,1,0,0,1,1,0,290,167,108,95,76,21,37,7,0,51,652,50,186,222,38,540,0,47,18,0.0296180826,2,2001-07-20 04:50:28,5,9,0
57,396,354,1420,2,15,96,1.9622792937,241,1,2,0,0,0,2,0,0,0,0,365,269,168,86,65,32,8,4,3,15,241,1,2,0,0,0,2,0,0,0,0,365,269,168,86,65,32,8,4,3,68,838,69,175,163,19,670,0,86,48,0.0133802817,2,2001-07-20 04:55:28,2,11,0
58,219,285,1355,5,12,76,1.9487471526,159,1,0,0,1,0,0,0,0,0,0,306,161,109,55,41,23,6,16,0,13,159,1,0,0,1,0,0,0,0,0,0,306,161,109,55,41,23,6,16,0,31,633,50,88,475,85,472,0,70,18,0.0627306273,3,2001-07-20 05:00:28,4,9,0
59,358,266,1226,6,20,55,1.8924418605,161,1,10,1,0,0,0,0,0,0,0,421,174,146,35,48,16,16,1,2,12,161,1,10,1,0,0,0,0,0,0,0,421,174,146,35,48,16,16,1,2,59,752,34,132,171,30,534,0,75,21,0.0244698206,2,2001-07-20 05:05:28,6,11,0
60,237,253,1091,5,11,82,1.4756592292,232,0,0,0,0,0,0,0,0,0,0,329,266,97,24,29,3,5,0,1,9,232,0,0,0,0,0,0,0,0,0,0,329,266,97,24,29,3,5,0,1,58,688,72,86,80,7,428,0,107,39,0.006416132,1,2001-07-20 05:10:28,4,9,0
61,152,186,777,3,14,15,1.7070063694,149,1,0,0,0,0,0,0,0,0,0,184,168,50,21,35,14,2,1,3,10,149,1,0,0,0,0,0,0,0,0,0,184,168,50,21,35,14,2,1,3,71,357,52,133,136,16,369,0,47,9,0.0205920206,3,2001-07-20 05:15:28,3,8,0
62,331,402,1587,2,16,99,1.7307121662,239,6,2,0,0,0,0,0,0,0,0,514,261,204,51,45,16,6,0,4,11,239,6,2,0,0,0,0,0,0,0,0,514,261,204,51,45,16,6,0,4,46,912,69,222,217,31,588,0,97,23,0.0195337114,3,2001-07-20 05:20:28,2,10,0
63,273,252,1035,6,12,100,1.7835990888,193,1,9,0,1,0,0,0,0,0,0,285,184,114,51,19,8,4,7,2,13,193,1,9,0,1,0,0,0,0,0,0,285,184,114,51,19,8,4,7,2,50,563,41,124,139,17,430,0,84,10,0.0164251208,2,2001-07-20 05:25:28,6,11,0
64,287,326,1100,4,13,49,2.0009775171,160,0,3,2,0,0,0,0,0,0,0,385,213,78,69,44,47,13,5,4,12,160,0,3,2,0,0,0,0,0,0,0,385,213,78,69,44,47,13,5,4,42,658,58,216,66,8,477,0,72,10,0.0072727273,2,2001-07-20 05:30:28,4,11,0
65,227,185,787,10,22,56,1.9724896836,173,0,6,10,0,0,0,0,0,2,0,222,135,85,36,40,11,3,2,2,18,173,0,6,10,0,0,0,0,0,2,0,222,135,85,36,40,11,3,2,2,52,481,51,87,47,27,336,0,87,30,0.0343074968,2,2001-07-20 05:35:28,3,10,0
66,353,387,1673,8,15,90,1.711839166,228,1,2,0,0,0,0,0,0,0,0,514,348,141,18,39,22,14,7,9,11,228,1,2,0,0,0,0,0,0,0,0,514,348,141,18,39,22,14,7,9,94,965,31,163,323,34,533,0,92,16,0.0203227735,1,2001-07-20 05:40:28,5,9,0
67,193,195,1054,4,11,65,1.5741935484,194,0,0,0,0,0,0,0,0,0,0,252,174,87,21,23,12,8,4,0,8,194,0,0,0,0,0,0,0,0,0,0,252,174,87,21,23,12,8,4,0,52,475,65,118,265,58,446,0,54,6,0.055028463,3,2001-07-20 05:45:28,4,10,0
68,245,368,1522,5,12,172,1.4711538462,382,0,0,0,0,0,0,0,0,0,0,397,345,125,37,42,9,5,10,0,8,382,0,0,0,0,0,0,0,0,0,0,397,345,125,37,42,9,5,10,0,101,839,94,146,164,23,441,0,79,6,0.0151116951,2,2001-07-20 05:50:28,5,12,0
69,304,221,1341,8,9,179,1.5682624113,308,0,0,0,0,0,0,0,0,0,0,291,270,172,33,41,6,7,0,0,7,308,0,0,0,0,0,0,0,0,0,0,291,270,172,33,41,6,7,0,0,58,724,64,103,165,30,454,0,54,38,0.0223713647,2,2001-07-20 05:55:28,5,8,0
70,305,243,1339,4,13,38,1.7931034483,165,0,0,0,0,0,0,0,0,0,0,349,215,127,75,41,4,5,1,4,9,165,0,0,0,0,0,0,0,0,0,0,349,215,127,75,41,4,5,1,4,63,652,57,176,333,44,505,0,61,28,0.0328603435,3,2001-07-20 06:00:28,4,11,0
71,390,314,1596,7,22,70,1.9618611747,242,6,2,2,0,0,0,0,0,0,2,450,229,126,173,48,13,13,4,1,19,242,6,2,2,0,0,0,0,0,0,2,450,229,126,173,48,13,13,4,1,103,967,60,111,247,51,498,0,87,36,0.0319548872,2,2001-07-20 06:05:28,7,11,0
72,263,344,1250,5,14,102,2.0038572806,181,0,6,6,0,0,0,0,0,0,0,345,193,161,56,48,29,9,2,1,12,181,0,6,6,0,0,0,0,0,0,0,345,193,161,56,48,29,9,2,1,40,761,28,106,187,37,506,0,97,17,0.0296,2,2001-07-20 06:10:28,5,10,0
73,260,333,1191,14,14,74,1.9011627907,204,0,2,4,0,0,0,0,0,0,0,248,327,81,118,30,6,7,5,0,12,204,0,2,4,0,0,0,0,0,0,0,248,327,81,118,30,6,7,5,0,57,757,65,79,147,36,399,0,65,63,0.0302267003,1,2001-07-20 06:15:28,4,9,0
74,285,440,1558,4,16,198,1.861882716,330,1,2,2,0,0,0,0,0,0,0,295,350,78,140,59,18,9,6,6,12,330,1,2,2,0,0,0,0,0,0,0,295,350,78,140,59,18,9,6,6,81,853,44,120,208,40,519,0,65,34,0.0256739409,2,2001-07-20 06:20:28,4,11,0
75,244,243,1310,5,17,78,1.4681978799,388,8,0,0,1,0,0,0,0,0,0,312,244,81,22,38,25,9,1,3,13,388,8,0,0,1,0,0,0,0,0,0,312,244,81,22,38,25,9,1,3,60,590,188,216,145,61,543,0,90,1,0.0465648855,2,2001-07-20 06:25:28,4,9,0
76,235,300,1213,5,20,74,1.7333333333,294,3,3,2,2,0,0,0,0,0,0,297,217,93,118,32,16,3,0,0,13,294,3,3,2,2,0,0,0,0,0,0,297,217,93,118,32,16,3,0,0,46,639,162,159,109,37,438,0,92,15,0.0305028854,2,2001-07-20 06:30:28,4,9,0
77,191,302,1167,4,15,62,1.7326388889,203,0,1,0,0,0,0,0,0,0,0,281,150,125,30,49,19,0,3,3,11,203,0,1,0,0,0,0,0,0,0,0,281,150,125,30,49,19,0,3,3,39,557,87,119,235,27,432,0,54,5,0.0231362468,2,2001-07-20 06:35:28,4,9,0
78,134,187,762,4,13,40,1.8744038156,140,3,2,0,0,0,0,0,0,0,0,189,141,68,23,34,18,8,1,2,11,140,3,2,0,0,0,0,0,0,0,0,189,141,68,23,34,18,8,1,2,53,381,35,120,84,22,348,0,101,30,0.0288713911,4,2001-07-20 06:40:28,4,11,0
79,238,150,907,7,13,72,1.8777070064,174,18,7,0,0,0,0,0,0,0,0,242,166,120,31,15,5,2,5,0,11,174,18,7,0,0,0,0,0,0,0,0,242,166,120,31,15,5,2,5,0,61,519,34,99,100,12,384,0,122,18,0.01323043,1,2001-07-20 06:45:28,6,9,0
80,166,271,1063,12,15,72,1.889261745,214,0,1,1,0,0,0,0,0,0,0,293,170,106,15,21,15,13,36,9,12,214,0,1,1,0,0,0,0,0,0,0,293,170,106,15,21,15,13,36,9,55,578,76,113,154,30,423,0,82,41,0.0282220132,2,2001-07-20 06:50:28,5,9,0
81,263,353,1412,5,15,80,2.0942408377,247,30,10,6,2,0,0,0,0,0,0,385,215,103,67,39,10,11,21,0,13,247,30,10,6,2,0,0,0,0,0,0,385,215,103,67,39,10,11,21,0,34,813,115,104,227,17,460,0,158,11,0.0120396601,1,2001-07-20 06:55:28,3,10,0
82,400,463,2265,3,15,120,1.6077411901,416,8,0,0,1,1,0,0,0,0,0,622,377,117,78,65,20,19,4,3,14,416,8,0,0,1,1,0,0,0,0,0,622,377,117,78,65,20,19,4,3,118,1018,156,319,465,63,649,0,138,51,0.0278145695,2,2001-07-20 07:00:28,3,9,0
83,305,473,1988,5,14,72,1.6833740831,570,7,5,0,0,0,0,0,0,0,0,352,245,221,150,40,17,13,13,3,11,570,7,5,0,0,0,0,0,0,0,0,352,245,221,150,40,17,13,13,3,100,769,321,374,275,31,550,0,112,10,0.0155935614,2,2001-07-20 07:05:28,5,9,0
84,277,205,1117,4,12,107,1.7831858407,259,1,0,0,0,0,0,0,0,0,0,227,171,87,62,69,21,5,0,2,10,259,1,0,0,0,0,0,0,0,0,0,227,171,87,62,69,21,5,0,2,33,573,110,81,209,48,475,0,120,47,0.0429722471,2,2001-07-20 07:10:28,4,9,0
85,336,272,1269,6,11,40,2.0578806768,183,0,0,0,0,0,0,0,0,0,0,338,269,155,53,33,62,19,11,0,8,183,0,0,0,0,0,0,0,0,0,0,338,269,155,53,33,62,19,11,0,67,810,69,137,140,31,466,0,105,72,0.024428684,3,2001-07-20 07:15:28,5,10,0
86,156,120,714,7,12,89,1.2972972973,181,0,0,0,0,0,0,0,0,0,0,229,131,54,20,6,5,2,0,1,9,181,0,0,0,0,0,0,0,0,0,0,229,131,54,20,6,5,2,0,1,38,412,50,40,83,47,297,0,84,50,0.0658263305,3,2001-07-20 07:20:28,7,9,0
87,168,209,772,5,15,71,1.747005988,161,0,0,3,0,0,0,0,0,0,0,213,147,56,26,39,7,14,1,1,12,161,0,0,3,0,0,0,0,0,0,0,213,147,56,26,39,7,14,1,1,31,436,53,77,99,31,400,10,105,24,0.0401554404,2,2001-07-20 07:25:28,5,11,0
88,479,449,4730,4,15,70,2.2127440904,449,8,3,51,0,0,0,0,0,0,0,502,466,163,96,61,93,29,17,8,12,449,8,3,51,0,0,0,0,0,0,0,502,466,163,96,61,93,29,17,8,123,1248,243,262,2667,347,951,20,155,28,0.0733615222,2,2001-07-20 07:30:28,3,13,0
89,1267,673,3350,4,15,125,3.2531516184,412,41,5,4,1,0,0,0,0,0,0,242,684,212,620,365,148,52,122,27,13,412,41,5,4,1,0,0,0,0,0,0,242,684,212,620,365,148,52,122,27,210,2377,62,161,346,101,899,4,137,24,0.0301492537,2,2001-07-20 07:35:28,4,13,0
90,732,1049,3786,5,17,91,2.81627983,795,25,6,2,3,0,0,0,0,0,0,406,306,402,408,317,147,68,129,45,13,795,25,6,2,3,0,0,0,0,0,0,406,306,402,408,317,147,68,129,45,390,1885,219,474,677,59,937,0,137,38,0.0155837295,2,2001-07-20 07:40:28,3,13,0
91,1572,1283,5746,5,20,180,2.7045371387,1349,42,6,4,2,3,2,0,0,0,0,479,1095,616,688,658,251,112,129,30,15,1349,42,6,4,2,3,2,0,0,0,0,479,1095,616,688,658,251,112,129,30,679,3508,305,794,248,67,1076,2,177,67,0.0116602854,2,2001-07-20 07:45:28,5,13,0
92,378,443,2093,4,17,212,2.224671916,436,10,1,3,3,1,2,0,0,0,0,539,241,182,188,159,108,18,6,8,15,436,10,1,3,3,1,2,0,0,0,0,539,241,182,188,159,108,18,6,8,96,1307,96,194,165,39,775,0,81,26,0.0186335404,2,2001-07-20 07:50:28,4,13,0
93,1304,814,4191,7,19,233,2.1092993631,938,17,2,0,2,0,2,0,0,0,0,1033,661,384,304,341,149,43,33,16,15,938,17,2,0,2,0,2,0,0,0,0,1033,661,384,304,341,149,43,33,16,397,2759,282,254,247,32,1120,1,129,56,0.0076354092,2,2001-07-20 07:55:28,7,14,0
94,436,358,1434,5,19,82,1.9529314616,207,4,0,0,0,0,0,0,0,0,0,321,317,185,102,50,21,2,1,1,10,207,4,0,0,0,0,0,0,0,0,0,321,317,185,102,50,21,2,1,1,29,882,68,150,183,34,734,3,74,13,0.0237099024,1,2001-07-20 08:00:28,5,14,0
95,309,415,1340,6,12,70,1.8004926108,256,0,1,0,0,1,0,0,0,0,0,331,316,183,51,42,28,2,3,4,14,256,0,1,0,0,1,0,0,0,0,0,331,316,183,51,42,28,2,3,4,62,774,50,262,62,16,577,0,88,37,0.0119402985,2,2001-07-20 08:05:28,6,10,0
96,246,227,926,4,15,69,1.6782496782,176,1,0,0,0,0,0,0,0,0,0,278,140,106,23,23,13,8,4,5,10,176,1,0,0,0,0,0,0,0,0,0,278,140,106,23,23,13,8,4,5,64,528,34,82,136,27,458,0,73,31,0.0291576674,2,2001-07-20 08:10:28,4,11,0
97,693,835,2691,3,15,127,2.1312584574,361,2,0,0,3,0,0,0,0,0,0,649,517,314,86,164,55,9,29,28,13,361,2,0,0,3,0,0,0,0,0,0,649,517,314,86,164,55,9,29,28,162,1492,63,373,389,27,602,1,91,30,0.0100334448,2,2001-07-20 08:15:28,3,11,0
98,382,409,1629,4,13,127,1.8156682028,301,1,2,0,0,0,0,0,0,0,0,362,291,199,40,62,17,8,8,11,11,301,1,2,0,0,0,0,0,0,0,0,362,291,199,40,62,17,8,8,11,53,899,102,121,293,28,479,0,76,7,0.0171884592,1,2001-07-20 08:20:28,4,10,0
99,239,247,912,8,14,34,2.1843434343,139,0,1,0,0,0,0,0,0,0,0,192,157,139,84,50,10,11,8,1,11,139,0,1,0,0,0,0,0,0,0,0,192,157,139,84,50,10,11,8,1,42,506,58,152,101,35,379,1,78,18,0.038377193,4,2001-07-20 08:25:28,5,10,0
100,270,289,1022,7,14,73,1.8724373576,198,0,0,2,0,0,0,0,0,0,0,241,193,112,68,26,24,4,7,3,12,198,0,0,2,0,0,0,0,0,0,0,241,193,112,68,26,24,4,7,3,65,597,52,91,118,25,526,1,84,19,0.0244618395,2,2001-07-20 08:30:28,7,10,0
101,154,173,694,4,16,60,1.5652892562,146,0,0,0,0,0,0,0,0,0,0,214,134,57,18,15,11,2,5,3,9,146,0,0,0,0,0,0,0,0,0,0,214,134,57,18,15,11,2,5,3,45,382,37,81,83,17,336,0,85,13,0.0244604317,2,2001-07-20 08:35:28,4,11,0
102,231,435,1779,3,14,280,1.3101952278,473,0,0,0,0,0,0,0,0,0,0,372,345,113,18,34,27,1,0,0,7,473,0,0,0,0,0,0,0,0,0,0,372,345,113,18,34,27,1,0,0,66,840,119,78,378,123,632,0,109,35,0.0691399663,1,2001-07-20 08:40:28,3,10,0
103,207,252,1225,5,13,72,1.5961002786,404,4,0,0,0,0,0,0,0,0,0,257,153,78,67,96,6,1,8,3,10,404,4,0,0,0,0,0,0,0,0,0,257,153,78,67,96,6,1,8,3,87,591,198,129,105,37,451,0,76,25,0.0302040816,2,2001-07-20 08:45:28,5,11,0
104,269,199,1072,7,13,152,1.639040349,271,1,1,0,0,0,0,0,0,0,0,251,194,85,40,37,26,3,6,2,11,271,1,1,0,0,0,0,0,0,0,0,251,194,85,40,37,26,3,6,2,43,576,56,90,147,18,444,0,57,13,0.0167910448,2,2001-07-20 08:50:28,7,9,0
105,381,364,1355,5,11,94,1.8481327801,205,0,0,0,0,0,0,0,0,0,0,444,247,148,67,26,37,23,8,0,8,205,0,0,0,0,0,0,0,0,0,0,444,247,148,67,26,37,23,8,0,54,870,46,141,142,49,585,0,62,13,0.0361623616,2,2001-07-20 08:55:28,3,10,0
106,189,221,851,7,12,36,1.9461077844,124,0,0,0,0,0,0,0,0,0,0,210,143,77,59,22,15,8,9,1,9,124,0,0,0,0,0,0,0,0,0,0,210,143,77,59,22,15,8,9,1,35,458,45,94,164,61,413,0,57,40,0.071680376,2,2001-07-20 09:00:28,7,9,0
107,2275,272,4862,7,13,44,1.8957910015,298,0,0,0,0,0,0,0,0,0,0,1181,1042,672,106,75,53,11,7,0,8,298,0,0,0,0,0,0,0,0,0,0,1181,1042,672,106,75,53,11,7,0,104,3015,124,158,1394,82,843,0,223,27,0.0168654875,2,2001-07-20 09:05:28,7,10,0
108,246,298,1205,4,11,90,1.9569536424,212,0,0,0,0,0,0,0,0,0,0,240,166,117,70,59,28,7,5,2,9,212,0,0,0,0,0,0,0,0,0,0,240,166,117,70,59,28,7,5,2,43,591,60,122,277,77,592,0,63,18,0.0639004149,2,2001-07-20 09:10:28,4,11,0
109,493,500,1922,9,13,104,1.8535862478,291,1,0,0,0,0,0,0,0,0,0,406,540,325,57,22,18,6,21,0,10,291,1,0,0,0,0,0,0,0,0,0,406,540,325,57,22,18,6,21,0,84,1227,74,198,198,27,545,0,67,28,0.0140478668,1,2001-07-20 09:15:28,6,10,0
110,364,380,2013,6,12,192,1.3785456421,844,0,0,0,0,0,0,0,0,0,0,427,282,133,105,62,57,22,6,1,9,844,0,0,0,0,0,0,0,0,0,0,427,282,133,105,62,57,22,6,1,490,888,134,235,60,13,730,0,75,16,0.0064580229,1,2001-07-20 09:20:28,5,9,0
111,297,292,2086,6,12,217,0.9794555727,1046,1,0,0,0,0,0,0,0,0,0,409,208,152,94,8,15,6,4,4,10,1046,1,0,0,0,0,0,0,0,0,0,409,208,152,94,8,15,6,4,4,635,831,160,104,124,25,665,0,94,13,0.0119846596,2,2001-07-20 09:25:28,6,9,0
112,280,1009,3944,3,14,716,1.4478873239,1042,0,0,0,0,1,1,0,0,0,0,580,560,438,90,81,27,18,2,0,15,1042,0,0,0,0,1,1,0,0,0,0,580,560,438,90,81,27,18,2,0,265,1310,45,504,1042,38,834,0,62,16,0.0096348884,3,2001-07-20 09:30:28,3,10,0
113,579,543,2445,3,15,93,1.4186279419,535,0,0,0,0,0,0,0,0,0,0,687,408,201,130,20,10,3,1,2,9,535,0,0,0,0,0,0,0,0,0,0,687,408,201,130,20,10,3,1,2,346,1301,60,197,351,79,721,0,130,32,0.0323108384,2,2001-07-20 09:35:28,3,11,0
114,447,372,2113,4,16,68,1.688034188,720,0,7,0,0,0,0,0,0,0,0,396,235,189,117,129,43,18,9,9,11,720,0,7,0,0,0,0,0,0,0,0,396,235,189,117,129,43,18,9,9,599,1051,38,116,238,58,780,0,105,15,0.0274491245,2,2001-07-20 09:40:28,4,12,0
115,204,434,1722,3,15,104,1.6337093563,637,0,1,16,1,0,0,0,0,0,0,306,190,84,135,77,47,5,6,2,13,637,0,1,16,1,0,0,0,0,0,0,306,190,84,135,77,47,5,6,2,478,749,34,142,204,37,659,0,87,11,0.0214866434,2,2001-07-20 09:45:28,3,10,0
116,2470,278,4885,5,13,134,2.1054178916,472,0,1,0,0,0,0,0,0,0,0,1599,665,1239,649,78,34,22,2,1,11,472,0,1,0,0,0,0,0,0,0,0,1599,665,1239,649,78,34,22,2,1,259,4194,56,119,103,25,919,0,113,18,0.0051177073,2,2001-07-20 09:50:28,5,12,0
117,636,1124,3876,3,14,199,1.7439129189,916,0,1,8,0,0,0,0,0,0,0,1001,518,511,378,77,60,14,7,0,12,916,0,1,8,0,0,0,0,0,0,0,1001,518,511,378,77,60,14,7,0,513,2449,167,163,375,134,1226,4,146,29,0.0345538938,2,2001-07-20 09:55:28,3,9,0
118,438,525,3133,4,11,131,1.2417442845,973,1,1,0,0,0,0,0,0,0,0,619,430,145,75,56,30,20,10,2,11,973,1,1,0,0,0,0,0,0,0,0,619,430,145,75,56,30,20,10,2,525,1210,286,210,751,20,889,0,101,21,0.0063836578,1,2001-07-20 10:00:28,4,10,0
119,369,667,2827,4,14,151,1.3759567762,843,0,0,1,0,0,0,0,0,0,0,627,316,198,106,58,41,17,14,0,12,843,0,0,1,0,0,0,0,0,0,0,627,316,198,106,58,41,17,14,0,515,1249,152,154,583,62,887,0,105,17,0.0219158713,2,2001-07-20 10:05:28,4,11,0
120,307,532,2648,3,14,98,1.442945475,463,0,1,1,0,0,0,0,0,0,0,648,406,96,81,41,31,9,0,2,12,463,0,1,1,0,0,0,0,0,0,0,648,406,96,81,41,31,9,0,2,320,1207,32,122,862,181,718,0,90,29,0.0683276708,2,2001-07-20 10:10:28,2,9,0
121,142,167,1213,5,13,62,0.9167420814,609,0,0,0,0,0,0,0,0,0,0,259,109,55,31,20,15,2,2,3,9,609,0,0,0,0,0,0,0,0,0,0,259,109,55,31,20,15,2,2,3,469,411,61,102,84,25,414,0,87,18,0.0206100577,2,2001-07-20 10:15:28,3,10,0
122,437,277,3688,5,16,206,1.2850024913,956,0,0,2,0,0,0,0,0,0,0,440,192,145,141,71,46,11,3,0,12,956,0,0,2,0,0,0,0,0,0,0,440,192,145,141,71,46,11,3,0,603,932,131,135,1676,289,949,0,114,29,0.078362256,2,2001-07-20 10:20:28,5,11,0
123,225,364,1638,5,14,79,1.2944297082,651,0,0,0,1,0,0,0,0,0,0,324,272,98,44,108,9,1,0,0,13,651,0,0,0,1,0,0,0,0,0,0,324,272,98,44,108,9,1,0,0,494,789,61,85,114,15,548,0,99,119,0.0091575092,1,2001-07-20 10:25:28,5,10,0
124,556,442,3323,3,13,187,1.1241109531,1241,0,0,0,0,0,0,0,0,0,0,684,461,259,98,40,20,6,3,0,8,1241,0,0,0,0,0,0,0,0,0,0,684,461,259,98,40,20,6,3,0,512,1320,313,480,502,129,850,0,97,14,0.0387853277,2,2001-07-20 10:30:28,3,11,0
125,273,518,2820,5,15,249,1.4811841445,683,0,0,0,0,0,0,0,0,0,0,548,350,168,76,119,42,7,0,0,7,683,0,0,0,0,0,0,0,0,0,0,548,350,168,76,119,42,7,0,0,176,1192,243,133,805,174,867,1,116,39,0.0617021277,3,2001-07-20 10:35:28,5,10,0
126,192,141,1015,5,12,91,1.2013888889,394,0,0,0,0,0,0,0,0,0,0,217,112,67,18,25,24,3,2,2,9,394,0,0,0,0,0,0,0,0,0,0,217,112,67,18,25,24,3,2,2,246,412,49,66,143,6,381,0,76,49,0.00591133,1,2001-07-20 10:40:28,5,9,0
127,333,277,1681,4,11,123,1.2455711668,756,0,1,0,0,0,0,0,0,0,0,278,240,243,83,19,9,5,2,1,11,756,0,1,0,0,0,0,0,0,0,0,278,240,243,83,19,9,5,2,1,461,799,117,137,39,6,597,0,79,15,0.003569304,2,2001-07-20 10:45:28,4,8,0
128,183,253,1602,4,11,136,1.1075630252,597,0,0,0,0,0,0,0,0,0,0,211,200,101,43,17,9,6,3,3,9,597,0,0,0,0,0,0,0,0,0,0,211,200,101,43,17,9,6,3,3,366,469,73,146,369,84,595,0,64,23,0.0524344569,2,2001-07-20 10:50:28,4,9,0
129,277,273,1492,5,13,89,1.1164772727,684,0,0,0,0,0,0,0,0,0,0,299,186,136,48,36,14,3,2,0,8,684,0,0,0,0,0,0,0,0,0,0,299,186,136,48,36,14,3,2,0,495,620,69,135,63,2,538,0,80,24,0.0013404826,1,2001-07-20 10:55:28,3,9,0
130,209,344,2511,5,16,169,1.3733117234,669,0,0,0,0,0,0,0,0,0,0,434,442,161,50,56,19,15,3,2,9,669,0,0,0,0,0,0,0,0,0,0,434,442,161,50,56,19,15,3,2,409,985,78,210,592,54,606,0,82,263,0.0215053763,3,2001-07-20 11:00:28,5,11,0
131,226,197,1726,4,13,59,1.3153704838,605,0,0,0,0,0,0,0,0,0,0,392,404,93,84,21,18,9,6,1,9,605,0,0,0,0,0,0,0,0,0,0,392,404,93,84,21,18,9,6,1,480,568,51,475,64,17,503,0,74,310,0.0098493627,2,2001-07-20 11:05:28,4,10,0
132,205,249,1831,3,12,132,1.1341600902,764,0,0,0,0,0,0,0,0,0,0,426,412,62,40,33,12,22,2,1,9,764,0,0,0,0,0,0,0,0,0,0,426,412,62,40,33,12,22,2,1,524,937,72,109,51,9,501,0,101,241,0.0049153468,2,2001-07-20 11:10:28,3,10,0
133,328,378,1346,4,12,75,1.775333857,395,0,0,0,3,0,0,0,0,0,0,218,336,82,179,21,23,9,0,7,13,395,0,0,0,3,0,0,0,0,0,0,218,336,82,179,21,23,9,0,7,273,788,34,103,67,10,506,4,84,28,0.0074294205,1,2001-07-20 11:15:28,4,9,0
134,433,416,1845,3,15,116,1.5212355212,545,0,0,0,0,0,0,0,0,0,0,338,319,160,100,66,13,7,3,3,9,545,0,0,0,0,0,0,0,0,0,0,338,319,160,100,66,13,7,3,3,306,875,99,158,242,23,731,0,58,12,0.0124661247,2,2001-07-20 11:20:28,3,9,0
135,453,532,2288,7,13,165,2.0119047619,308,9,3,0,0,0,0,0,0,0,0,290,345,311,67,43,19,24,9,0,11,308,9,3,0,0,0,0,0,0,0,0,290,345,311,67,43,19,24,9,0,64,965,66,168,832,32,620,0,79,89,0.013986014,1,2001-07-20 11:25:28,4,9,0
136,150,170,700,3,13,72,1.6763848397,244,12,0,0,0,0,0,0,0,0,0,148,122,87,34,16,8,10,2,3,10,244,12,0,0,0,0,0,0,0,0,0,148,122,87,34,16,8,10,2,3,77,344,90,103,11,4,357,0,53,20,0.0057142857,2,2001-07-20 11:30:28,3,9,0
137,479,1017,2710,6,12,128,1.954379562,275,0,0,0,0,0,0,0,0,0,0,637,637,390,122,91,26,8,6,0,8,275,0,0,0,0,0,0,0,0,0,0,637,637,390,122,91,26,8,6,0,80,1706,30,248,418,129,850,0,66,41,0.047601476,2,2001-07-20 11:35:28,6,8,0
138,260,271,1056,4,14,64,1.897515528,185,0,0,0,0,0,0,0,0,0,0,261,262,146,61,10,4,17,7,13,9,185,0,0,0,0,0,0,0,0,0,0,261,262,146,61,10,4,17,7,13,39,617,67,179,74,8,495,0,50,102,0.0075757576,2,2001-07-20 11:40:28,4,9,0
139,143,130,587,3,13,76,1.6449704142,160,0,0,0,0,0,0,0,0,0,0,114,122,55,21,8,9,11,7,0,8,160,0,0,0,0,0,0,0,0,0,0,114,122,55,21,8,9,11,7,0,40,300,38,53,74,18,368,0,39,24,0.0306643952,3,2001-07-20 11:45:28,3,9,0
140,418,365,1423,4,12,131,1.6498220641,327,1,0,0,0,0,0,0,0,0,0,463,217,235,134,12,8,5,0,3,10,327,1,0,0,0,0,0,0,0,0,0,463,217,235,134,12,8,5,0,3,90,950,96,138,14,5,505,0,45,8,0.0035137034,2,2001-07-20 11:50:28,4,9,0
141,198,163,743,6,11,43,1.5283018868,212,1,0,0,0,0,0,0,0,0,0,175,144,108,14,20,9,3,2,1,10,212,1,0,0,0,0,0,0,0,0,0,175,144,108,14,20,9,3,2,1,79,384,71,112,45,6,386,0,75,15,0.0080753701,1,2001-07-20 11:55:28,4,8,0
142,809,569,2079,6,13,18,1.8666666667,221,0,0,0,0,0,0,0,0,0,0,621,494,360,106,55,14,4,0,0,7,221,0,0,0,0,0,0,0,0,0,0,621,494,360,106,55,14,4,0,0,141,1462,30,224,200,47,551,0,103,15,0.0226070226,2,2001-07-20 12:00:28,6,10,0
