,announcements,as_path_max,imp_wd_dpath,imp_wd_spath,origin_0_,origin_1_,timestamp,timestamp2
67,3370,14,1714,727,1382,1,2001-09-22 05:47:40,1001137660
68,5912,14,2590,1071,1549,2,2001-09-22 05:52:40,1001137960
69,5993,15,3171,843,1712,49,2001-09-22 05:57:40,1001138260
70,3874,17,2071,695,1185,0,2001-09-22 06:02:40,1001138560
71,4216,13,1423,1113,1382,0,2001-09-22 06:07:40,1001138860
72,3163,14,1798,621,1302,0,2001-09-22 06:12:40,1001139160
73,2967,14,1499,638,1182,0,2001-09-22 06:17:40,1001139460
74,4040,14,2182,795,1810,0,2001-09-22 06:22:40,1001139760
75,4346,15,1563,1124,1383,0,2001-09-22 06:27:40,1001140060
76,4392,16,2082,947,1834,0,2001-09-22 06:32:40,1001140360
77,3325,13,1321,795,1394,0,2001-09-22 06:37:40,1001140660
78,5047,14,2693,1031,1664,0,2001-09-22 06:42:40,1001140960
79,3339,12,1815,578,1584,0,2001-09-22 06:47:40,1001141260
80,2812,15,1179,899,1123,0,2001-09-22 06:52:40,1001141560
81,6149,14,2780,1603,1231,0,2001-09-22 06:57:40,1001141860
82,3714,18,1571,720,1229,0,2001-09-22 07:02:40,1001142160
83,2352,15,1026,510,1121,0,2001-09-22 07:07:40,1001142460
84,3377,15,1395,550,1448,0,2001-09-22 07:12:40,1001142760
85,4591,17,2421,898,1438,0,2001-09-22 07:17:40,1001143060
86,3247,13,1567,473,1233,0,2001-09-22 07:22:40,1001143360
87,2082,14,962,472,1164,0,2001-09-22 07:27:40,1001143660
88,2607,18,1107,628,1116,0,2001-09-22 07:32:40,1001143960
89,3211,13,1280,715,1027,0,2001-09-22 07:37:40,1001144260
90,4171,15,1086,579,1279,0,2001-09-22 07:42:40,1001144560
91,3862,14,1361,961,1253,0,2001-09-22 07:47:40,1001144860
92,3214,16,1590,706,1240,0,2001-09-22 07:52:40,1001145160
93,3057,14,1549,626,1430,0,2001-09-22 07:57:40,1001145460
94,2581,16,1164,614,1255,0,2001-09-22 08:02:40,1001145760
95,3177,12,1478,669,1308,9,2001-09-22 08:07:40,1001146060
96,3542,15,1872,657,1461,3,2001-09-22 08:12:40,1001146360
97,6619,15,2811,1145,1615,0,2001-09-22 08:17:40,1001146660
98,4089,17,1986,782,1187,16,2001-09-22 08:22:40,1001146960
99,4729,14,1592,1080,1854,0,2001-09-22 08:27:40,1001147260
100,3199,16,1665,565,1300,0,2001-09-22 08:32:40,1001147560
101,4892,16,2338,1323,1511,0,2001-09-22 08:37:40,1001147860
102,3209,17,1584,600,1666,1,2001-09-22 08:42:40,1001148160
103,4982,12,2342,765,1229,0,2001-09-22 08:47:40,1001148460
104,5199,13,2024,1352,1502,0,2001-09-22 08:52:40,1001148760
105,6549,15,4107,1361,1955,0,2001-09-22 08:57:40,1001149060
106,5409,14,2623,1136,2352,0,2001-09-22 09:02:40,1001149360
107,2807,13,1062,682,1192,0,2001-09-22 09:07:40,1001149660
108,2320,15,1161,471,1059,0,2001-09-22 09:12:40,1001149960
109,2241,13,796,629,999,0,2001-09-22 09:17:40,1001150260
110,4378,18,2024,916,1310,0,2001-09-22 09:22:40,1001150560
111,2895,16,1350,740,1368,0,2001-09-22 09:27:40,1001150860
112,3035,13,1365,705,1179,0,2001-09-22 09:32:40,1001151160
113,3102,16,1526,544,1230,0,2001-09-22 09:37:40,1001151460
114,2621,15,1501,485,981,0,2001-09-22 09:42:40,1001151760
115,3185,13,1487,654,1545,0,2001-09-22 09:47:40,1001152060
116,2747,16,1448,603,1319,0,2001-09-22 09:52:40,1001152360
117,4496,12,1831,803,1138,0,2001-09-22 09:57:40,1001152660
118,3965,15,1682,931,1501,0,2001-09-22 10:02:40,1001152960
119,3404,15,1754,733,1538,0,2001-09-22 10:07:40,1001153260
120,4048,17,1977,772,1685,0,2001-09-22 10:12:40,1001153560
121,4449,14,1824,951,1547,0,2001-09-22 10:17:40,1001153860
122,3178,17,1512,843,1337,6,2001-09-22 10:22:40,1001154160
123,5720,14,2199,1103,1235,0,2001-09-22 10:27:40,1001154460
124,2128,15,895,548,1134,0,2001-09-22 10:32:40,1001154760
125,2821,19,1489,502,1091,0,2001-09-22 10:37:40,1001155060
126,3982,16,1599,664,1380,0,2001-09-22 10:42:40,1001155360
127,3912,15,2037,818,1456,0,2001-09-22 10:47:40,1001155660
128,3752,13,1901,678,1570,0,2001-09-22 10:52:40,1001155960
129,2729,13,1400,618,1308,1,2001-09-22 10:57:40,1001156260
130,3099,13,1805,616,1313,0,2001-09-22 11:02:40,1001156560
131,3977,14,2236,858,1364,0,2001-09-22 11:07:40,1001156860
132,3510,15,1904,566,1425,3,2001-09-22 11:12:40,1001157160
133,4711,19,2655,628,1984,62,2001-09-22 11:17:40,1001157460
134,3351,14,1654,509,1296,10,2001-09-22 11:22:40,1001157760
135,4649,16,2182,1274,1482,0,2001-09-22 11:27:40,1001158060
136,6056,16,3283,1125,1507,0,2001-09-22 11:32:40,1001158360
137,3106,13,1774,566,1012,0,2001-09-22 11:37:40,1001158660
138,4483,16,2619,599,1303,0,2001-09-22 11:42:40,1001158960
139,1954,13,959,534,892,0,2001-09-22 11:47:40,1001159260
140,4425,14,2012,1001,1128,2,2001-09-22 11:52:40,1001159560
141,2783,12,1190,701,975,0,2001-09-22 11:57:40,1001159860
142,2866,12,1273,718,1075,0,2001-09-22 12:02:40,1001160160
143,3884,12,2225,740,1462,0,2001-09-22 12:07:40,1001160460
144,3672,16,1864,652,1257,0,2001-09-22 12:12:40,1001160760
145,3616,23,2141,661,1446,0,2001-09-22 12:17:40,1001161060
146,2828,12,1379,657,1199,1,2001-09-22 12:22:40,1001161360
147,3187,14,1086,765,1209,0,2001-09-22 12:27:40,1001161660
148,4607,13,1888,1168,1396,0,2001-09-22 12:32:40,1001161960
149,3680,11,1503,852,988,1,2001-09-22 12:37:40,1001162260
150,3024,11,1566,625,903,0,2001-09-22 12:42:40,1001162560
151,2561,13,1505,457,1165,0,2001-09-22 12:47:40,1001162860
152,3468,14,1707,490,939,0,2001-09-22 12:52:40,1001163160
153,1998,13,952,466,848,0,2001-09-22 12:57:40,1001163460
154,3029,12,1437,687,943,0,2001-09-22 13:02:40,1001163760
155,4802,12,2364,962,1361,0,2001-09-22 13:07:40,1001164060
156,2531,12,943,784,1061,0,2001-09-22 13:12:40,1001164360
157,3291,12,1346,720,1084,0,2001-09-22 13:17:40,1001164660
158,3611,16,2025,787,1171,15,2001-09-22 13:22:40,1001164960
159,4695,13,2455,1185,1397,0,2001-09-22 13:27:40,1001165260
160,12345,23,6347,1592,3273,4,2001-09-22 13:32:40,1001165560
161,2659,14,1231,565,912,0,2001-09-22 13:37:40,1001165860
162,4407,16,1843,628,1336,0,2001-09-22 13:42:40,1001166160
163,3608,14,1656,769,1071,0,2001-09-22 13:47:40,1001166460
164,3372,14,1687,729,1204,0,2001-09-22 13:52:40,1001166760
165,2404,11,1006,597,1161,0,2001-09-22 13:57:40,1001167060
166,2579,15,1105,579,1098,0,2001-09-22 14:02:40,1001167360
167,3391,15,1788,786,1229,0,2001-09-22 14:07:40,1001167660
168,2725,15,1631,499,1234,0,2001-09-22 14:12:40,1001167960
169,2198,14,986,525,942,0,2001-09-22 14:17:40,1001168260
170,3647,17,1376,904,1091,0,2001-09-22 14:22:40,1001168560
171,3813,13,1641,774,1390,1,2001-09-22 14:27:40,1001168860
172,3299,13,1248,865,1120,0,2001-09-22 14:32:40,1001169160
173,4895,14,1874,1114,1282,0,2001-09-22 14:37:40,1001169460
174,3523,13,2207,625,1273,0,2001-09-22 14:42:40,1001169760
175,3751,15,1842,1025,1300,0,2001-09-22 14:47:40,1001170060
176,3499,12,1544,736,1256,0,2001-09-22 14:52:40,1001170360
177,4004,16,2477,625,1637,0,2001-09-22 14:57:40,1001170660
178,3831,14,2036,762,1544,0,2001-09-22 15:02:40,1001170960
179,2523,12,1167,645,1079,0,2001-09-22 15:07:40,1001171260
180,4261,12,1772,993,1423,0,2001-09-22 15:12:40,1001171560
181,2398,12,1057,602,923,0,2001-09-22 15:17:40,1001171860
182,3892,11,1691,841,1083,0,2001-09-22 15:22:40,1001172160
183,3385,13,1612,644,1137,0,2001-09-22 15:27:40,1001172460
184,3061,12,1551,797,1098,0,2001-09-22 15:32:40,1001172760
185,3795,14,1676,645,1378,0,2001-09-22 15:37:40,1001173060
186,6585,13,3241,983,1693,0,2001-09-22 15:42:40,1001173360
187,4741,14,1935,1269,1490,0,2001-09-22 15:47:40,1001173660
188,2246,13,1116,500,1023,1,2001-09-22 15:52:40,1001173960
189,2846,17,1405,627,1189,0,2001-09-22 15:57:40,1001174260
190,4262,18,1996,918,1595,0,2001-09-22 16:02:40,1001174560
191,3886,15,2053,856,1179,1,2001-09-22 16:07:40,1001174860
192,7101,19,2439,1783,1661,17,2001-09-22 16:12:40,1001175160
193,7403,16,3807,996,1346,3,2001-09-22 16:17:40,1001175460
194,3436,15,1652,739,1248,0,2001-09-22 16:22:40,1001175760
195,3567,12,1895,700,1380,0,2001-09-22 16:27:40,1001176060
196,4581,16,2720,878,1517,0,2001-09-22 16:32:40,1001176360
197,3908,15,1724,862,1375,0,2001-09-22 16:37:40,1001176660
198,2712,14,1256,639,984,0,2001-09-22 16:42:40,1001176960
199,2796,16,1288,779,1134,0,2001-09-22 16:47:40,1001177260
200,2160,16,956,444,859,0,2001-09-22 16:52:40,1001177560
201,2340,17,816,582,1164,1,2001-09-22 16:57:40,1001177860
202,5322,16,2820,1476,1869,0,2001-09-22 17:02:40,1001178160
203,2795,12,1354,687,1257,0,2001-09-22 17:07:40,1001178460
204,2685,13,1131,632,1109,0,2001-09-22 17:12:40,1001178760
205,2867,15,1400,658,962,0,2001-09-22 17:17:40,1001179060
206,7139,15,3536,1424,1548,0,2001-09-22 17:22:40,1001179360
207,5109,16,2341,1199,1867,0,2001-09-22 17:27:40,1001179660
208,6720,16,3650,1486,1531,0,2001-09-22 17:32:40,1001179960
209,5089,15,2399,1329,1313,0,2001-09-22 17:37:40,1001180260
210,3398,15,1856,733,1463,0,2001-09-22 17:42:40,1001180560
211,2525,15,1184,623,967,0,2001-09-22 17:47:40,1001180860
212,5295,15,1829,1152,1572,13,2001-09-22 17:52:40,1001181160
213,2555,14,1214,669,980,0,2001-09-22 17:57:40,1001181460
214,2940,17,1353,536,982,0,2001-09-22 18:02:40,1001181760
215,2877,14,1269,625,1144,4,2001-09-22 18:07:40,1001182060
216,2484,15,1330,451,875,0,2001-09-22 18:12:40,1001182360
217,2938,15,1441,585,1157,0,2001-09-22 18:17:40,1001182660
218,2129,15,844,457,838,0,2001-09-22 18:22:40,1001182960
219,1712,15,753,452,727,0,2001-09-22 18:27:40,1001183260
220,3903,14,1723,606,1414,0,2001-09-22 18:32:40,1001183560
221,4586,15,2581,792,1047,0,2001-09-22 18:37:40,1001183860
222,2431,20,1237,575,1116,0,2001-09-22 18:42:40,1001184160
223,2712,15,1506,609,1164,0,2001-09-22 18:47:40,1001184460
224,1853,15,925,435,818,0,2001-09-22 18:52:40,1001184760
225,3209,15,1836,803,1362,0,2001-09-22 18:57:40,1001185060
226,2494,15,1233,457,1112,0,2001-09-22 19:02:40,1001185360
227,1816,10,642,547,848,1,2001-09-22 19:07:40,1001185660
228,2418,15,1145,549,1220,0,2001-09-22 19:12:40,1001185960
229,2089,15,1061,403,1056,0,2001-09-22 19:17:40,1001186260
230,4030,11,2384,806,1261,0,2001-09-22 19:22:40,1001186560
231,3350,22,1814,587,1272,0,2001-09-22 19:27:40,1001186860
232,2128,14,1166,403,1081,0,2001-09-22 19:32:40,1001187160
233,4101,14,1761,885,1268,0,2001-09-22 19:37:40,1001187460
234,2315,12,1241,551,824,0,2001-09-22 19:42:40,1001187760
235,3968,13,1920,912,1165,0,2001-09-22 19:47:40,1001188060
236,4440,15,2824,818,1384,0,2001-09-22 19:52:40,1001188360
237,3920,14,2036,716,1205,0,2001-09-22 19:57:40,1001188660
238,3486,15,1341,688,1225,0,2001-09-22 20:02:40,1001188960
239,4487,12,1660,1046,1229,0,2001-09-22 20:07:40,1001189260
240,3856,19,2000,653,1239,0,2001-09-22 20:12:40,1001189560
241,3632,17,1810,676,1162,0,2001-09-22 20:17:40,1001189860
242,2381,15,1241,427,1016,1,2001-09-22 20:22:40,1001190160
243,5282,15,2421,1205,1575,4,2001-09-22 20:27:40,1001190460
244,6222,13,3266,906,1327,20,2001-09-22 20:32:40,1001190760
245,6726,13,4130,1034,1710,0,2001-09-22 20:37:40,1001191060
246,3280,14,1620,542,1213,0,2001-09-22 20:42:40,1001191360
247,3272,16,1604,563,1138,0,2001-09-22 20:47:40,1001191660
248,5668,17,3138,1189,1397,0,2001-09-22 20:52:40,1001191960
249,3394,14,1697,737,1326,0,2001-09-22 20:57:40,1001192260
250,3483,12,1740,602,1369,0,2001-09-22 21:02:40,1001192560
251,7270,13,4322,1468,1629,0,2001-09-22 21:07:40,1001192860
252,2257,12,825,459,843,0,2001-09-22 21:12:40,1001193160
253,1716,14,811,391,835,0,2001-09-22 21:17:40,1001193460
254,2017,12,895,421,1030,0,2001-09-22 21:22:40,1001193760
255,2259,12,1256,468,985,0,2001-09-22 21:27:40,1001194060
256,6438,15,3362,914,2234,20,2001-09-22 21:32:40,1001194360
257,11985,18,4114,1897,3144,2,2001-09-22 21:37:40,1001194660
258,5140,14,2222,802,1656,0,2001-09-22 21:42:40,1001194960
259,1938,15,954,394,994,1,2001-09-22 21:47:40,1001195260
260,2773,12,1531,504,1119,0,2001-09-22 21:52:40,1001195560
261,2981,12,1129,1308,932,1,2001-09-22 21:57:40,1001195860
262,2314,15,1035,613,1100,10,2001-09-22 22:02:40,1001196160
263,4732,14,2687,865,1355,0,2001-09-22 22:07:40,1001196460
264,1904,15,922,445,1158,0,2001-09-22 22:12:40,1001196760
265,2353,12,1174,462,982,0,2001-09-22 22:17:40,1001197060
266,3394,13,1821,574,1300,0,2001-09-22 22:22:40,1001197360
267,8111,17,4159,1143,1906,0,2001-09-22 22:27:40,1001197660
268,4078,18,2177,432,1532,1,2001-09-22 22:32:40,1001197960
269,3900,16,2205,696,1139,0,2001-09-22 22:37:40,1001198260
270,4110,16,2638,476,1574,0,2001-09-22 22:42:40,1001198560
271,4476,17,2899,753,1374,0,2001-09-22 22:47:40,1001198860
272,2710,15,1336,353,1337,0,2001-09-22 22:52:40,1001199160
273,2290,16,1100,434,1211,0,2001-09-22 22:57:40,1001199460
274,3293,15,1413,536,1207,0,2001-09-22 23:02:40,1001199760
275,2276,15,1206,406,1157,0,2001-09-22 23:07:40,1001200060
276,5920,20,2483,1159,2112,1,2001-09-22 23:12:40,1001200360
277,1926,14,865,466,1015,33,2001-09-22 23:17:40,1001200660
278,2007,16,869,517,1072,0,2001-09-22 23:22:40,1001200960
279,1462,12,623,400,834,0,2001-09-22 23:27:40,1001201260
280,1523,14,682,336,759,0,2001-09-22 23:32:40,1001201560
281,1958,14,943,445,732,0,2001-09-22 23:37:40,1001201860
282,2100,13,1166,397,814,0,2001-09-22 23:42:40,1001202160
283,3548,15,1982,640,1206,0,2001-09-22 23:47:40,1001202460
284,3402,15,1819,599,1116,0,2001-09-22 23:52:40,1001202760
285,2722,12,1327,586,1288,0,2001-09-22 23:57:40,1001203060
286,2012,14,1255,380,1128,0,2001-09-23 00:02:40,1001203360
287,7593,16,3710,520,2310,8,2001-09-23 00:07:40,1001203660
288,513,14,186,109,326,0,2001-09-23 00:12:40,1001203960
