,accuracy,epoch,lag,precision_0,recall_0,f1_0
dataset_japan-earthquake_2497_1_rrc06.csv,0.9905555555555556,80.0,20.0,0.9705014749262536,0.8501291989664083,0.90633608815427
dataset_japan-earthquake_2497_5_rrc06.csv,0.9513888888888888,80.0,20.0,0.5238095238095238,1.0,0.6875000000000001
dataset_aws-leak_15547_1_rrc04.csv,0.14763888888888888,80.0,20.0,0.011436855670103092,1.0,0.022615066093326964
dataset_aws-leak_15547_5_rrc04.csv,0.015972222222222218,80.0,20.0,0.01047486033519553,1.0,0.020732550103662747
dataset_aws-leak_34781_1_rrc04.csv,0.9783333333333334,80.0,20.0,0.3111111111111111,0.9859154929577464,0.4729729729729729
dataset_aws-leak_34781_5_rrc04.csv,0.9458333333333332,80.0,20.0,0.16129032258064516,1.0,0.2777777777777777
dataset_nimda_513_1_rrc04.csv,0.6817917956656346,10.0,20.0,1.0,0.06958981612446959,0.1301243057392224
dataset_nimda_513_5_rrc04.csv,0.8623046875,10.0,20.0,1.0,0.6011315417256011,0.7508833922261484
dataset_nimda_559_1_rrc04.csv,0.6936919504643962,10.0,20.0,0.7392996108949417,0.16124469589816126,0.2647468648397585
dataset_nimda_559_5_rrc04.csv,0.75927734375,10.0,20.0,0.5891666666666666,1.0,0.7414787624541164
dataset_nimda_6893_1_rrc04.csv,0.6710526315789473,10.0,20.0,1.0,0.03818953323903819,0.07356948228882833
dataset_nimda_6893_5_rrc04.csv,0.83056640625,10.0,20.0,1.0,0.5091937765205092,0.6747891283973758
dataset_code-red_513_1_rrc04.csv,0.9592208520179372,30.0,20.0,0.6527958387516255,0.9543726235741444,0.7752895752895753
dataset_code-red_513_5_rrc04.csv,0.5527777777777778,30.0,20.0,0.14133333333333334,1.0,0.2476635514018692
dataset_code-red_6893_1_rrc04.csv,0.9737948430493274,30.0,20.0,0.7397454031117398,0.994296577946768,0.8483373884833739
dataset_code-red_6893_5_rrc04.csv,0.6840277777777778,30.0,20.0,0.1889483065953654,1.0,0.31784107946026985
dataset_as9121_13237_1_rrc05.csv,0.3002777777777777,40.0,20.0,0.015438733632988078,1.0,0.030408006158583526
dataset_as9121_13237_5_rrc05.csv,0.2513888888888889,40.0,20.0,0.014625228519195612,1.0,0.028828828828828826
dataset_nimda_513_1_rrc04.csv,0.6758900928792569,60.0,20.0,1.0,0.05233380480905234,0.09946236559139786
dataset_nimda_513_5_rrc04.csv,0.70751953125,60.0,20.0,1.0,0.15275813295615276,0.2650306748466258
dataset_nimda_559_1_rrc04.csv,0.7304566563467493,60.0,20.0,0.7321760694358338,0.3340876944837341,0.4588189588189589
dataset_nimda_559_5_rrc04.csv,0.82958984375,60.0,20.0,0.6937229437229437,0.9066478076379066,0.7860208461066831
dataset_nimda_6893_1_rrc04.csv,0.6599264705882353,60.0,20.0,1.0,0.005657708628005658,0.011251758087201124
dataset_nimda_6893_5_rrc04.csv,0.65576171875,60.0,20.0,1.0,0.002828854314002829,0.005641748942172072
dataset_nimda_513_1_rrc04.csv,0.6705688854489165,90.0,20.0,1.0,0.036775106082036775,0.07094133697135062
dataset_nimda_513_5_rrc04.csv,0.70654296875,90.0,20.0,1.0,0.14992927864214992,0.2607626076260762
dataset_nimda_559_1_rrc04.csv,0.6832430340557275,90.0,20.0,0.6512166859791425,0.15898161244695902,0.2555707139608913
dataset_nimda_559_5_rrc04.csv,0.76904296875,90.0,20.0,0.6751497005988024,0.637906647807638,0.6559999999999999
dataset_nimda_6893_1_rrc04.csv,0.6590557275541795,90.0,20.0,1.0,0.003111739745403112,0.006204173716864073
dataset_nimda_6893_5_rrc04.csv,0.65478515625,90.0,20.0,0.0,0.0,0.0
dataset_aws-leak_15547_1_rrc04.csv,0.13041666666666665,99.0,20.0,0.011212886923562856,1.0,0.02217710448227393
dataset_aws-leak_15547_5_rrc04.csv,0.014583333333333334,99.0,20.0,0.010460251046025104,1.0,0.020703933747412008
dataset_aws-leak_34781_1_rrc04.csv,0.9780555555555556,99.0,20.0,0.30837004405286345,0.9859154929577464,0.4697986577181209
dataset_aws-leak_34781_5_rrc04.csv,0.9444444444444444,99.0,20.0,0.15789473684210525,1.0,0.2727272727272727
dataset_as9121_13237_1_rrc05.csv,0.5786111111111111,90.0,20.0,0.02537744940571796,1.0,0.04949874686716792
dataset_as9121_13237_5_rrc05.csv,0.3770833333333333,90.0,20.0,0.017524644030668127,1.0,0.03444564047362755
