,accuracy,epoch,lag,precision_0,recall_0,f1_0
dataset_aws-leak_15547_1_rrc04.csv,0.9558333333333332,27.0,20.0,0.1741424802110818,0.9295774647887324,0.2933333333333333
dataset_aws-leak_15547_5_rrc04.csv,0.5861111111111111,27.0,20.0,0.02298850574712644,0.9333333333333332,0.04487179487179487
dataset_aws-leak_34781_1_rrc04.csv,0.9858333333333332,27.0,20.0,0.40372670807453415,0.9154929577464788,0.5603448275862069
dataset_aws-leak_34781_5_rrc04.csv,0.9708333333333332,27.0,20.0,0.2127659574468085,0.6666666666666666,0.3225806451612903
dataset_aws-leak_15547_1_rrc04.csv,0.9666666666666668,17.0,20.0,0.21739130434782608,0.9154929577464788,0.35135135135135137
dataset_aws-leak_15547_5_rrc04.csv,0.9111111111111112,17.0,20.0,0.062015503875968984,0.5333333333333333,0.1111111111111111
dataset_aws-leak_34781_1_rrc04.csv,0.9894444444444443,17.0,20.0,0.4806201550387597,0.8732394366197183,0.6200000000000001
dataset_aws-leak_34781_5_rrc04.csv,0.9770833333333332,17.0,20.0,0.15384615384615385,0.26666666666666666,0.1951219512195122
dataset_aws-leak_15547_1_rrc04.csv,0.9906944444444444,15.0,20.0,0.5178571428571429,0.8169014084507042,0.633879781420765
dataset_aws-leak_15547_5_rrc04.csv,0.9708333333333332,15.0,20.0,0.11428571428571427,0.26666666666666666,0.16
dataset_aws-leak_34781_1_rrc04.csv,0.9945833333333334,15.0,20.0,0.6904761904761905,0.8169014084507042,0.7483870967741935
dataset_aws-leak_34781_5_rrc04.csv,0.9763888888888888,15.0,20.0,0.047619047619047616,0.06666666666666668,0.05555555555555555
dataset_aws-leak_15547_1_rrc04.csv,0.18416666666666667,80.0,20.0,0.011942809083263246,1.0,0.02360372340425532
dataset_aws-leak_15547_5_rrc04.csv,0.017361111111111112,80.0,20.0,0.01048951048951049,1.0,0.020761245674740487
dataset_aws-leak_34781_1_rrc04.csv,0.9826388888888888,80.0,20.0,0.359375,0.9718309859154929,0.5247148288973384
dataset_aws-leak_34781_5_rrc04.csv,0.9611111111111112,80.0,20.0,0.2028985507246377,0.9333333333333332,0.33333333333333337
dataset_aws-leak_15547_1_rrc04.csv,0.0375,52.0,20.0,0.010141408370232823,1.0,0.02007918552036199
dataset_aws-leak_15547_5_rrc04.csv,0.015277777777777776,52.0,20.0,0.0104675505931612,1.0,0.02071823204419889
dataset_aws-leak_34781_1_rrc04.csv,0.9309722222222222,52.0,20.0,0.1236749116607774,0.9859154929577464,0.2197802197802198
dataset_aws-leak_34781_5_rrc04.csv,0.9534722222222224,52.0,20.0,0.18292682926829268,1.0,0.30927835051546393
dataset_aws-leak_15547_1_rrc04.csv,0.13777777777777778,59.0,20.0,0.011307533046663482,1.0,0.02236220472440945
dataset_aws-leak_15547_5_rrc04.csv,0.017361111111111112,59.0,20.0,0.01048951048951049,1.0,0.020761245674740487
dataset_aws-leak_34781_1_rrc04.csv,0.9816666666666668,59.0,20.0,0.3467336683417085,0.9718309859154929,0.5111111111111111
dataset_aws-leak_34781_5_rrc04.csv,0.9638888888888888,59.0,20.0,0.2153846153846154,0.9333333333333332,0.3500000000000001
dataset_aws-leak_15547_1_rrc04.csv,0.8319444444444445,7.0,20.0,0.038866396761133605,0.676056338028169,0.07350689127105668
dataset_aws-leak_15547_5_rrc04.csv,0.9055555555555556,7.0,20.0,0.0,0.0,0.0
dataset_aws-leak_34781_1_rrc04.csv,0.9581944444444443,7.0,20.0,0.15976331360946747,0.7605633802816901,0.26405867970660146
dataset_aws-leak_34781_5_rrc04.csv,0.9638888888888888,7.0,20.0,0.0,0.0,0.0
dataset_aws-leak_15547_1_rrc04.csv,0.3170833333333333,33.0,20.0,0.014234161988773057,1.0,0.028068788298082625
dataset_aws-leak_15547_5_rrc04.csv,0.05347222222222222,33.0,20.0,0.010885341074020321,1.0,0.021536252692031584
dataset_aws-leak_34781_1_rrc04.csv,0.9777777777777776,33.0,20.0,0.3039647577092511,0.9718309859154929,0.4630872483221477
dataset_aws-leak_34781_5_rrc04.csv,0.96875,33.0,20.0,0.2222222222222222,0.8,0.3478260869565218
dataset_aws-leak_15547_1_rrc04.csv,0.9066666666666666,1.0,20.0,0.0,0.0,0.0
dataset_aws-leak_15547_5_rrc04.csv,0.95,1.0,20.0,0.0,0.0,0.0
dataset_aws-leak_34781_1_rrc04.csv,0.9344444444444444,1.0,20.0,0.10139165009940357,0.7183098591549296,0.17770034843205576
dataset_aws-leak_34781_5_rrc04.csv,0.9722222222222222,1.0,20.0,0.0,0.0,0.0
dataset_aws-leak_15547_1_rrc04.csv,0.3213888888888889,99.0,20.0,0.01432317934234416,1.0,0.028241845664280032
dataset_aws-leak_15547_5_rrc04.csv,0.02013888888888889,99.0,20.0,0.010518934081346423,1.0,0.02081887578070784
dataset_aws-leak_34781_1_rrc04.csv,0.9847222222222224,99.0,20.0,0.3898305084745763,0.9718309859154929,0.5564516129032258
dataset_aws-leak_34781_5_rrc04.csv,0.9618055555555556,99.0,20.0,0.2058823529411765,0.9333333333333332,0.3373493975903614
dataset_aws-leak_15547_1_rrc04.csv,0.9356944444444444,9.0,20.0,0.10483870967741936,0.7323943661971831,0.1834215167548501
dataset_aws-leak_15547_5_rrc04.csv,0.9277777777777778,9.0,20.0,0.0,0.0,0.0
dataset_aws-leak_34781_1_rrc04.csv,0.9831944444444444,9.0,20.0,0.34177215189873417,0.7605633802816901,0.4716157205240175
