,accuracy,epoch,lag,precision_0,recall_0,f1_0
dataset_slammer_513_1_rrc04.csv,0.8423611111111111,6.0,20.0,0.0,0.0,0.0
dataset_slammer_513_5_rrc04.csv,0.8666666666666667,6.0,20.0,0.9722222222222222,0.15486725663716813,0.2671755725190839
dataset_slammer_559_1_rrc04.csv,0.865,6.0,20.0,1.0,0.13982300884955753,0.2453416149068323
dataset_slammer_559_5_rrc04.csv,0.8847222222222222,6.0,20.0,1.0,0.26548672566371684,0.4195804195804197
dataset_slammer_6893_1_rrc04.csv,0.8477777777777777,6.0,20.0,0.9047619047619048,0.0336283185840708,0.06484641638225258
dataset_slammer_6893_5_rrc04.csv,0.8701388888888889,6.0,20.0,0.975609756097561,0.17699115044247787,0.299625468164794
dataset_slammer_513_1_rrc04.csv,0.8769444444444444,56.0,20.0,0.5620549338758901,0.9778761061946902,0.7138242894056847
dataset_slammer_513_5_rrc04.csv,0.9673611111111112,56.0,20.0,0.8403041825095057,0.9778761061946902,0.9038854805725971
dataset_slammer_559_1_rrc04.csv,0.19291666666666665,56.0,20.0,0.1628007491715891,1.0,0.2800148680460909
dataset_slammer_559_5_rrc04.csv,0.4902777777777778,56.0,20.0,0.2348643006263048,0.9955752212389379,0.3800675675675676
dataset_slammer_6893_1_rrc04.csv,0.7972222222222223,56.0,20.0,0.4318744838976053,0.9256637168141592,0.588963963963964
dataset_slammer_6893_5_rrc04.csv,0.9597222222222224,56.0,20.0,0.8684210526315791,0.8761061946902655,0.8722466960352423
dataset_slammer_513_1_rrc04.csv,0.9393055555555556,59.0,20.0,0.8063660477453581,0.8070796460176991,0.8067226890756302
dataset_slammer_513_5_rrc04.csv,0.9701388888888888,59.0,20.0,0.8893617021276595,0.9247787610619468,0.9067245119305858
dataset_slammer_559_1_rrc04.csv,0.20958333333333332,59.0,20.0,0.16566485852514293,1.0,0.28424097597786435
dataset_slammer_559_5_rrc04.csv,0.5125,59.0,20.0,0.2429805615550756,0.9955752212389379,0.390625
dataset_slammer_6893_1_rrc04.csv,0.8930555555555556,59.0,20.0,0.6176470588235294,0.8362831858407079,0.7105263157894737
dataset_slammer_6893_5_rrc04.csv,0.9541666666666668,59.0,20.0,0.8703703703703703,0.831858407079646,0.8506787330316742
dataset_slammer_513_1_rrc04.csv,0.8430555555555556,4.0,20.0,0.0,0.0,0.0
dataset_slammer_513_5_rrc04.csv,0.8430555555555556,4.0,20.0,0.0,0.0,0.0
dataset_slammer_559_1_rrc04.csv,0.8434722222222222,4.0,20.0,1.0,0.002654867256637168,0.00529567519858782
dataset_slammer_559_5_rrc04.csv,0.8541666666666666,4.0,20.0,1.0,0.07079646017699115,0.13223140495867766
dataset_slammer_6893_1_rrc04.csv,0.8430555555555556,4.0,20.0,0.0,0.0,0.0
dataset_slammer_6893_5_rrc04.csv,0.8430555555555556,4.0,20.0,0.0,0.0,0.0
dataset_slammer_513_1_rrc04.csv,0.4620833333333334,28.0,20.0,0.2258644813112133,1.0,0.36849828795043216
dataset_slammer_513_5_rrc04.csv,0.9618055555555556,28.0,20.0,0.8202247191011236,0.9690265486725664,0.8884381338742393
dataset_slammer_559_1_rrc04.csv,0.3213888888888889,28.0,20.0,0.18783244680851066,1.0,0.3162608452280996
dataset_slammer_559_5_rrc04.csv,0.6173611111111111,28.0,20.0,0.2897800776196636,0.991150442477876,0.4484484484484483
dataset_slammer_6893_1_rrc04.csv,0.3451388888888889,28.0,20.0,0.1931176168464304,0.9982300884955752,0.3236264524458471
dataset_slammer_6893_5_rrc04.csv,0.9645833333333332,28.0,20.0,0.9353233830845772,0.831858407079646,0.8805620608899297
dataset_slammer_513_1_rrc04.csv,0.7883333333333333,15.0,20.0,0.4158119658119657,0.8610619469026549,0.5608069164265129
dataset_slammer_513_5_rrc04.csv,0.9430555555555556,15.0,20.0,0.98,0.6504424778761062,0.7819148936170213
dataset_slammer_559_1_rrc04.csv,0.9006944444444445,15.0,20.0,0.7219251336898396,0.5973451327433629,0.6537530266343825
dataset_slammer_559_5_rrc04.csv,0.9590277777777778,15.0,20.0,1.0,0.7389380530973452,0.8498727735368956
dataset_slammer_6893_1_rrc04.csv,0.8997222222222222,15.0,20.0,0.7786885245901639,0.5044247787610621,0.6122448979591837
dataset_slammer_6893_5_rrc04.csv,0.925,15.0,20.0,0.9916666666666668,0.5265486725663717,0.6878612716763005
dataset_slammer_513_1_rrc04.csv,0.9355555555555556,24.0,20.0,0.9770773638968482,0.6035398230088496,0.7461706783369803
dataset_slammer_513_5_rrc04.csv,0.9458333333333332,24.0,20.0,1.0,0.6548672566371682,0.7914438502673796
dataset_slammer_559_1_rrc04.csv,0.9270833333333334,24.0,20.0,0.8954248366013072,0.6061946902654868,0.7229551451187335
dataset_slammer_559_5_rrc04.csv,0.9777777777777776,24.0,20.0,0.98989898989899,0.8672566371681416,0.9245283018867924
dataset_slammer_6893_1_rrc04.csv,0.9116666666666666,24.0,20.0,1.0,0.4371681415929203,0.6083743842364532
dataset_slammer_6893_5_rrc04.csv,0.9375,24.0,20.0,1.0,0.6017699115044248,0.7513812154696133
dataset_slammer_513_1_rrc04.csv,0.4638888888888889,29.0,20.0,0.22645290581162325,1.0,0.36928104575163395
dataset_slammer_513_5_rrc04.csv,0.9625,29.0,20.0,0.8208955223880597,0.9734513274336284,0.8906882591093117
dataset_slammer_559_1_rrc04.csv,0.24847222222222226,29.0,20.0,0.17275645925699434,1.0,0.29461608655977056
dataset_slammer_559_5_rrc04.csv,0.5875,29.0,20.0,0.2750611246943765,0.9955752212389379,0.4310344827586207
