,announcements,as_path_max,dups,imp_wd,nlri_ann,origin_0,origin_1,timestamp,timestamp2,wd_dups,withdrawals
0,1019,15,22,403,273,259,0,2001-09-16 00:09:19,1000598959,8,133
1,1542,14,113,933,277,315,0,2001-09-16 00:14:19,1000599259,6,580
2,1284,15,115,515,330,262,0,2001-09-16 00:19:19,1000599559,29,111
3,378,14,37,209,88,205,0,2001-09-16 00:24:19,1000599859,20,121
4,1524,14,330,985,247,357,0,2001-09-16 00:29:19,1000600159,17,420
5,478,17,15,174,246,197,0,2001-09-16 00:34:19,1000600459,5,59
6,859,20,23,401,336,242,0,2001-09-16 00:39:19,1000600759,34,106
7,660,14,13,394,205,247,0,2001-09-16 00:44:19,1000601059,16,88
8,1207,16,13,940,279,167,0,2001-09-16 00:49:19,1000601359,5,197
9,794,13,21,572,236,281,0,2001-09-16 00:54:19,1000601659,15,121
10,705,11,146,296,291,240,0,2001-09-16 00:59:19,1000601959,3,85
11,409,12,22,216,122,195,0,2001-09-16 01:04:19,1000602259,8,67
12,570,13,98,364,171,195,0,2001-09-16 01:09:19,1000602559,8,66
13,667,10,112,422,212,196,2,2001-09-16 01:14:19,1000602859,11,80
14,374,13,25,256,115,182,0,2001-09-16 01:19:19,1000603159,14,269
15,1059,10,35,442,392,384,0,2001-09-16 01:24:19,1000603459,27,211
16,596,12,21,401,200,208,0,2001-09-16 01:29:19,1000603759,8,96
17,431,9,19,239,122,169,0,2001-09-16 01:34:19,1000604059,16,72
18,367,10,14,167,118,160,0,2001-09-16 01:39:19,1000604359,3,124
19,1065,14,37,549,439,337,0,2001-09-16 01:44:19,1000604659,305,632
20,1086,14,60,627,271,335,0,2001-09-16 01:49:19,1000604959,8,236
21,1302,16,81,589,428,443,0,2001-09-16 01:54:19,1000605259,23,199
22,778,16,54,462,219,380,0,2001-09-16 01:59:19,1000605559,22,182
23,607,13,18,436,138,270,0,2001-09-16 02:04:19,1000605859,12,105
24,1320,15,16,680,257,286,0,2001-09-16 02:09:19,1000606159,19,455
25,895,15,25,374,362,330,0,2001-09-16 02:14:19,1000606459,12,164
26,686,16,73,424,147,287,0,2001-09-16 02:19:19,1000606759,28,95
27,425,13,25,282,179,182,0,2001-09-16 02:24:19,1000607059,8,90
28,784,10,70,493,195,261,0,2001-09-16 02:29:19,1000607359,0,163
29,436,13,24,254,128,186,0,2001-09-16 02:34:19,1000607659,8,104
30,419,12,44,276,130,193,0,2001-09-16 02:39:19,1000607959,5,77
31,757,14,42,503,195,231,0,2001-09-16 02:44:19,1000608259,12,66
32,762,11,26,389,226,232,0,2001-09-16 02:49:19,1000608559,108,347
33,2242,16,132,1224,392,618,0,2001-09-16 02:54:19,1000608859,216,473
34,2226,17,214,1063,619,436,0,2001-09-16 02:59:19,1000609159,23,394
35,1244,19,74,880,251,393,0,2001-09-16 03:04:19,1000609459,108,485
36,735,16,76,366,251,255,0,2001-09-16 03:09:19,1000609759,17,122
37,542,10,22,324,217,211,0,2001-09-16 03:14:19,1000610059,3,106
38,1232,15,25,260,918,405,0,2001-09-16 03:19:19,1000610359,3,128
39,278,15,30,171,78,165,0,2001-09-16 03:24:19,1000610659,5,52
40,641,15,14,385,185,258,0,2001-09-16 03:29:19,1000610959,5,46
41,381,105,25,218,130,213,0,2001-09-16 03:34:19,1000611259,4,62
42,4941,17,152,2064,1847,1646,0,2001-09-16 03:39:19,1000611559,64,635
43,1553,18,58,1040,417,789,4,2001-09-16 03:44:19,1000611859,30,430
44,1382,16,75,875,444,542,0,2001-09-16 03:49:19,1000612159,49,446
