,announcements,as_path_max,dups,imp_wd,nlri_ann,origin_0,origin_1,timestamp,timestamp2,wd_dups,withdrawals
51,376,12,15,279,119,171,0,2001-09-17 04:24:32,1000700672,3,52
52,790,13,45,470,188,320,0,2001-09-17 04:29:32,1000700972,7,111
53,662,13,37,444,179,290,0,2001-09-17 04:34:32,1000701272,8,137
54,505,12,43,282,146,196,4,2001-09-17 04:39:32,1000701572,3,95
55,1288,17,54,626,339,388,1,2001-09-17 04:44:32,1000701872,11,127
56,808,15,73,521,175,371,0,2001-09-17 04:49:32,1000702172,26,159
57,659,12,56,431,165,254,0,2001-09-17 04:54:32,1000702472,13,131
58,1129,13,77,576,352,402,0,2001-09-17 04:59:32,1000702772,11,102
59,1030,17,63,676,404,365,0,2001-09-17 05:04:32,1000703072,34,208
60,1177,16,68,798,340,345,2,2001-09-17 05:09:32,1000703372,12,196
61,1231,12,48,802,322,365,12,2001-09-17 05:14:32,1000703672,8,148
62,1029,10,118,501,373,374,8,2001-09-17 05:19:32,1000703972,7,247
63,1156,10,60,375,522,298,3,2001-09-17 05:24:32,1000704272,2,187
64,1138,11,126,640,422,358,1,2001-09-17 05:29:32,1000704572,21,282
65,2281,18,84,1308,753,455,5,2001-09-17 05:34:32,1000704872,15,457
66,1899,19,52,889,921,446,1,2001-09-17 05:39:32,1000705172,235,903
67,1840,12,63,924,602,544,2,2001-09-17 05:44:32,1000705472,45,299
68,1188,13,80,595,363,287,4,2001-09-17 05:49:32,1000705772,17,140
69,1615,16,33,915,451,336,2,2001-09-17 05:54:32,1000706072,10,434
70,1253,23,139,821,254,382,0,2001-09-17 05:59:32,1000706372,43,276
71,811,9,40,430,279,302,1,2001-09-17 06:04:32,1000706672,6,106
72,1805,16,22,892,1052,548,0,2001-09-17 06:09:32,1000706972,26,177
73,2510,13,154,1645,399,787,0,2001-09-17 06:14:32,1000707272,34,526
74,1480,17,55,946,354,497,0,2001-09-17 06:19:32,1000707572,48,347
75,1355,16,89,755,307,550,0,2001-09-17 06:24:32,1000707872,47,246
76,1538,17,92,1073,410,560,2,2001-09-17 06:29:32,1000708172,62,367
77,1352,15,26,772,403,446,0,2001-09-17 06:34:32,1000708472,38,242
78,493,15,33,314,139,201,0,2001-09-17 06:39:32,1000708772,5,80
79,1112,15,67,598,462,345,0,2001-09-17 06:44:32,1000709072,4,85
80,1148,15,243,679,338,418,0,2001-09-17 06:49:32,1000709372,193,499
81,808,18,51,479,234,323,0,2001-09-17 06:54:32,1000709672,16,123
82,1181,19,66,769,342,443,2,2001-09-17 06:59:32,1000709972,58,302
83,1518,19,76,860,447,554,0,2001-09-17 07:04:32,1000710272,13,254
84,1161,18,82,790,389,461,0,2001-09-17 07:09:32,1000710572,11,157
85,798,17,55,468,280,299,0,2001-09-17 07:14:32,1000710872,5,88
86,667,13,25,432,267,244,0,2001-09-17 07:19:32,1000711172,5,104
87,621,13,52,379,210,297,0,2001-09-17 07:24:32,1000711472,17,106
88,796,12,28,517,185,400,0,2001-09-17 07:29:32,1000711772,16,106
89,3551,14,188,2678,2571,524,0,2001-09-17 07:34:32,1000712072,1,126
90,2737,12,24,2521,2315,382,0,2001-09-17 07:39:32,1000712372,10,61
91,850,14,70,485,316,383,0,2001-09-17 07:44:32,1000712672,62,213
92,642,14,41,439,144,384,0,2001-09-17 07:49:32,1000712972,20,126
93,1049,15,134,639,293,456,6,2001-09-17 07:54:32,1000713272,25,147
94,705,13,27,516,247,341,0,2001-09-17 07:59:32,1000713572,25,182
95,1047,14,82,550,256,387,0,2001-09-17 08:04:32,1000713872,28,252
96,1631,14,140,1093,354,562,0,2001-09-17 08:09:32,1000714172,6,284
97,2251,15,142,1494,503,429,0,2001-09-17 08:14:32,1000714472,14,246
98,809,11,235,321,295,353,0,2001-09-17 08:19:32,1000714772,6,68
99,1290,14,153,828,456,496,7,2001-09-17 08:24:32,1000715072,62,291
100,1625,12,123,1016,442,572,0,2001-09-17 08:29:32,1000715372,30,201
101,1311,11,126,823,364,467,0,2001-09-17 08:34:32,1000715672,68,228
102,1870,15,107,1314,628,547,0,2001-09-17 08:39:32,1000715972,18,213
103,1030,11,44,718,328,409,0,2001-09-17 08:44:32,1000716272,11,193
104,797,13,29,604,321,283,0,2001-09-17 08:49:32,1000716572,18,124
105,1225,15,62,721,427,460,0,2001-09-17 08:54:32,1000716872,19,314
106,1354,15,99,815,436,390,0,2001-09-17 08:59:32,1000717172,15,241
107,904,16,48,630,263,336,0,2001-09-17 09:04:32,1000717472,26,163
108,2506,16,350,1181,577,528,0,2001-09-17 09:09:32,1000717772,34,617
109,1586,18,45,1014,602,545,0,2001-09-17 09:14:32,1000718072,100,416
110,1435,15,58,906,539,468,0,2001-09-17 09:19:32,1000718372,15,139
111,1330,12,46,826,412,365,0,2001-09-17 09:24:32,1000718672,23,135
112,1696,13,98,1042,421,559,0,2001-09-17 09:29:32,1000718972,37,273
113,1375,17,131,1030,380,470,0,2001-09-17 09:34:32,1000719272,155,388
114,1560,15,111,900,538,622,0,2001-09-17 09:39:32,1000719572,27,315
115,1240,15,119,840,302,431,0,2001-09-17 09:44:32,1000719872,45,283
116,1170,11,64,951,350,435,0,2001-09-17 09:49:32,1000720172,17,142
117,1833,15,74,1150,548,661,7,2001-09-17 09:54:32,1000720472,28,624
118,1416,15,67,815,568,556,0,2001-09-17 09:59:32,1000720772,14,292
119,1141,12,57,832,376,519,0,2001-09-17 10:04:32,1000721072,16,278
120,1420,16,82,1136,425,450,0,2001-09-17 10:09:32,1000721372,25,136
121,1842,14,299,1049,612,593,0,2001-09-17 10:14:32,1000721672,16,420
122,989,15,53,629,325,361,0,2001-09-17 10:19:32,1000721972,2,118
123,1331,14,67,906,485,451,0,2001-09-17 10:24:32,1000722272,24,153
124,1678,15,71,1036,685,637,0,2001-09-17 10:29:32,1000722572,13,356
125,1064,14,59,726,330,435,0,2001-09-17 10:34:32,1000722872,26,232
126,816,13,34,508,266,401,0,2001-09-17 10:39:32,1000723172,8,168
127,1391,13,56,880,469,570,0,2001-09-17 10:44:32,1000723472,29,330
128,738,14,32,509,259,361,0,2001-09-17 10:49:32,1000723772,18,109
129,1089,11,81,612,459,440,0,2001-09-17 10:54:32,1000724072,22,326
130,510,18,29,377,165,306,2,2001-09-17 10:59:32,1000724372,5,100
131,844,12,31,431,400,381,0,2001-09-17 11:04:32,1000724672,15,283
132,1511,14,50,838,591,555,0,2001-09-17 11:09:32,1000724972,207,528
133,1584,13,98,1035,502,470,0,2001-09-17 11:14:32,1000725272,14,292
134,912,13,55,716,271,397,0,2001-09-17 11:19:32,1000725572,8,116
135,635,14,64,484,179,298,0,2001-09-17 11:24:32,1000725872,7,258
136,1218,14,102,755,445,469,0,2001-09-17 11:29:32,1000726172,11,120
137,1726,14,49,1027,829,573,0,2001-09-17 11:34:32,1000726472,9,98
138,1034,18,83,494,375,535,0,2001-09-17 11:39:32,1000726772,15,316
139,717,13,36,484,186,357,0,2001-09-17 11:44:32,1000727072,11,126
140,1039,16,27,847,293,479,0,2001-09-17 11:49:32,1000727372,8,115
141,1205,18,71,922,326,512,0,2001-09-17 11:54:32,1000727672,19,178
142,895,14,112,542,204,347,0,2001-09-17 11:59:32,1000727972,2,108
143,812,14,28,385,334,418,0,2001-09-17 12:04:32,1000728272,8,272
144,743,14,49,492,207,408,0,2001-09-17 12:09:32,1000728572,23,136
145,988,13,52,494,397,408,0,2001-09-17 12:14:32,1000728872,10,265
146,781,13,18,581,261,343,1,2001-09-17 12:19:32,1000729172,12,194
147,1071,13,67,674,278,383,0,2001-09-17 12:24:32,1000729472,20,151
148,1173,18,40,762,250,436,0,2001-09-17 12:29:32,1000729772,17,184
149,814,18,52,497,226,409,0,2001-09-17 12:34:32,1000730072,8,195
150,1698,11,72,920,480,478,0,2001-09-17 12:39:32,1000730372,16,358
151,1022,15,70,681,292,459,0,2001-09-17 12:44:32,1000730672,17,245
152,795,16,82,456,201,356,0,2001-09-17 12:49:32,1000730972,29,348
153,1274,11,40,789,450,466,0,2001-09-17 12:54:32,1000731272,21,133
154,1062,14,77,687,232,418,0,2001-09-17 12:59:32,1000731572,15,166
155,1128,18,117,686,450,457,4,2001-09-17 13:04:32,1000731872,30,334
156,1763,16,87,1094,474,707,1,2001-09-17 13:09:32,1000732172,128,608
157,1785,18,117,1072,455,719,0,2001-09-17 13:14:32,1000732472,130,365
158,1034,18,54,596,393,466,0,2001-09-17 13:19:32,1000732772,50,398
159,1064,17,31,725,312,418,0,2001-09-17 13:24:32,1000733072,17,178
160,1519,17,95,1000,422,431,0,2001-09-17 13:29:32,1000733372,75,370
161,1829,14,83,1244,401,758,0,2001-09-17 13:34:32,1000733672,140,480
162,1499,14,102,938,352,564,0,2001-09-17 13:39:32,1000733972,28,198
163,1088,16,46,784,268,443,0,2001-09-17 13:44:32,1000734272,53,235
164,4830,19,172,2855,690,441,0,2001-09-17 13:49:32,1000734572,363,2007
165,1352,15,67,743,354,418,2,2001-09-17 13:54:32,1000734872,21,323
166,795,15,54,570,275,346,4,2001-09-17 13:59:32,1000735172,54,206
167,1177,17,45,811,468,600,0,2001-09-17 14:04:32,1000735472,9,138
168,1089,14,52,774,369,384,0,2001-09-17 14:09:32,1000735772,14,158
169,1437,17,129,919,372,556,0,2001-09-17 14:14:32,1000736072,22,179
170,2543,19,75,1531,616,574,0,2001-09-17 14:19:32,1000736372,53,281
171,1617,18,154,853,715,526,0,2001-09-17 14:24:32,1000736672,17,267
172,1457,15,96,905,348,499,0,2001-09-17 14:29:32,1000736972,27,276
173,831,13,49,489,223,302,3,2001-09-17 14:34:32,1000737272,5,305
174,1206,14,75,634,297,495,2,2001-09-17 14:39:32,1000737572,12,343
175,1510,15,121,834,588,500,2,2001-09-17 14:44:32,1000737872,24,188
176,1987,18,103,731,795,532,3,2001-09-17 14:49:32,1000738172,393,877
177,2032,15,131,1587,405,545,0,2001-09-17 14:54:32,1000738472,41,220
178,1119,16,114,794,343,399,0,2001-09-17 14:59:32,1000738772,9,603
179,1371,14,66,731,552,414,0,2001-09-17 15:04:32,1000739072,26,264
180,1309,13,137,646,373,417,0,2001-09-17 15:09:32,1000739372,121,275
181,1396,18,45,964,344,553,0,2001-09-17 15:14:32,1000739672,12,139
182,1259,18,42,709,309,418,0,2001-09-17 15:19:32,1000739972,35,171
183,1259,15,78,882,663,463,0,2001-09-17 15:24:32,1000740272,16,162
184,959,14,55,601,235,443,0,2001-09-17 15:29:32,1000740572,15,220
185,943,15,49,630,242,398,0,2001-09-17 15:34:32,1000740872,37,261
186,1037,14,34,475,379,340,0,2001-09-17 15:39:32,1000741172,26,183
187,1313,15,174,728,430,381,0,2001-09-17 15:44:32,1000741472,30,261
188,413,13,27,239,158,198,0,2001-09-17 15:49:32,1000741772,13,75
189,990,16,83,549,284,306,0,2001-09-17 15:54:32,1000742072,5,129
190,1329,12,109,867,270,472,0,2001-09-17 15:59:32,1000742372,24,175
191,3553,14,132,2103,655,899,0,2001-09-17 16:04:32,1000742672,306,1118
192,4657,14,133,3394,703,1023,3,2001-09-17 16:09:32,1000742972,45,229
193,792,28,57,536,206,385,0,2001-09-17 16:14:32,1000743272,19,260
194,2222,28,61,1542,626,581,0,2001-09-17 16:19:32,1000743572,20,219
195,742,13,42,408,229,313,0,2001-09-17 16:24:32,1000743872,18,147
196,1146,14,78,758,284,404,0,2001-09-17 16:29:32,1000744172,12,152
197,1397,13,129,708,369,408,0,2001-09-17 16:34:32,1000744472,89,319
198,1286,18,157,514,710,419,0,2001-09-17 16:39:32,1000744772,8,103
199,1495,18,111,978,306,542,0,2001-09-17 16:44:32,1000745072,33,206
200,792,17,29,521,213,356,0,2001-09-17 16:49:32,1000745372,17,122
201,678,14,91,410,323,294,0,2001-09-17 16:54:32,1000745672,5,91
202,704,15,50,432,213,354,0,2001-09-17 16:59:32,1000745972,44,172
203,2130,15,70,1623,766,627,0,2001-09-17 17:04:32,1000746272,58,401
204,1594,14,96,919,387,518,0,2001-09-17 17:09:32,1000746572,64,351
205,1789,16,259,1128,381,658,0,2001-09-17 17:14:32,1000746872,59,294
206,1134,13,98,758,221,499,0,2001-09-17 17:19:32,1000747172,17,207
207,1809,16,98,1113,409,535,0,2001-09-17 17:24:32,1000747472,21,151
208,757,11,51,498,256,326,0,2001-09-17 17:29:32,1000747772,7,108
209,1853,13,233,1366,869,608,0,2001-09-17 17:34:32,1000748072,86,295
210,1586,14,76,1016,798,472,0,2001-09-17 17:39:32,1000748372,35,348
211,1100,12,106,716,262,478,0,2001-09-17 17:44:32,1000748672,17,249
212,1328,13,115,704,372,395,3,2001-09-17 17:49:32,1000748972,117,597
213,1412,14,163,724,439,517,0,2001-09-17 17:54:32,1000749272,29,292
214,2228,15,236,1397,525,433,0,2001-09-17 17:59:32,1000749572,17,380
215,787,15,46,571,274,327,0,2001-09-17 18:04:32,1000749872,10,161
216,1189,14,80,830,298,498,0,2001-09-17 18:09:32,1000750172,8,162
217,741,15,35,518,251,353,0,2001-09-17 18:14:32,1000750472,9,125
218,1036,17,68,688,292,480,0,2001-09-17 18:19:32,1000750772,13,146
219,1361,16,40,923,443,574,1,2001-09-17 18:24:32,1000751072,20,216
220,581,17,38,391,152,304,0,2001-09-17 18:29:32,1000751372,29,176
221,1155,13,22,585,255,251,0,2001-09-17 18:34:32,1000751672,4,148
222,2959,17,93,2678,2282,583,0,2001-09-17 18:39:32,1000751972,39,223
223,2696,15,29,2506,2297,411,0,2001-09-17 18:44:32,1000752272,14,90
224,1265,15,68,914,329,347,2,2001-09-17 18:49:32,1000752572,36,200
225,842,15,98,582,205,335,0,2001-09-17 18:54:32,1000752872,39,170
226,1169,12,142,690,375,500,0,2001-09-17 18:59:32,1000753172,34,243
227,746,11,25,543,240,302,0,2001-09-17 19:04:32,1000753472,12,87
228,1390,13,134,855,381,472,0,2001-09-17 19:09:32,1000753772,34,278
229,1064,15,44,748,305,446,4,2001-09-17 19:14:32,1000754072,24,193
230,5067,14,357,4235,622,1061,0,2001-09-17 19:19:32,1000754372,597,1043
231,2668,19,149,1878,653,773,0,2001-09-17 19:24:32,1000754672,61,239
232,1198,19,58,797,255,422,1,2001-09-17 19:29:32,1000754972,34,192
233,2454,12,583,611,1909,651,0,2001-09-17 19:34:32,1000755272,13,85
234,751,12,46,496,264,329,0,2001-09-17 19:39:32,1000755572,10,94
235,1967,11,1101,663,1447,500,0,2001-09-17 19:44:32,1000755872,15,102
236,934,13,106,531,324,371,0,2001-09-17 19:49:32,1000756172,22,153
237,762,13,57,536,177,386,0,2001-09-17 19:54:32,1000756472,19,111
238,771,11,58,501,215,345,0,2001-09-17 19:59:32,1000756772,10,144
239,945,12,83,668,218,320,0,2001-09-17 20:04:32,1000757072,12,219
240,1024,14,116,661,281,416,0,2001-09-17 20:09:32,1000757372,22,153
241,1206,12,92,819,226,442,0,2001-09-17 20:14:32,1000757672,18,186
242,692,13,34,488,195,329,0,2001-09-17 20:19:32,1000757972,8,159
243,979,21,60,644,274,487,0,2001-09-17 20:24:32,1000758272,10,182
244,884,14,29,606,247,376,0,2001-09-17 20:29:32,1000758572,11,148
245,712,12,114,423,323,296,0,2001-09-17 20:34:32,1000758872,7,92
246,673,13,35,494,267,288,0,2001-09-17 20:39:32,1000759172,6,87
247,658,13,39,479,225,320,0,2001-09-17 20:44:32,1000759472,10,101
248,646,14,43,432,161,309,0,2001-09-17 20:49:32,1000759772,8,101
249,1546,11,79,1094,414,440,0,2001-09-17 20:54:32,1000760072,37,288
250,990,17,35,657,347,349,0,2001-09-17 20:59:32,1000760372,45,248
251,1332,22,71,1038,302,368,0,2001-09-17 21:04:32,1000760672,15,208
252,1229,22,67,742,350,484,0,2001-09-17 21:09:32,1000760972,22,287
253,1590,24,116,956,461,520,0,2001-09-17 21:14:32,1000761272,14,136
254,1665,14,511,841,858,652,0,2001-09-17 21:19:32,1000761572,13,172
255,720,14,49,481,215,278,0,2001-09-17 21:24:32,1000761872,32,169
256,7039,15,23,3914,3292,1336,2,2001-09-17 21:29:32,1000762172,33,182
257,830,13,33,474,193,324,0,2001-09-17 21:34:32,1000762472,68,260
258,1377,15,92,873,269,436,0,2001-09-17 21:39:32,1000762772,41,215
259,24794,19,165,2105,22636,6690,23,2001-09-17 21:44:32,1000763072,364,4060
260,47391,19,19542,3172,33568,14441,14,2001-09-17 21:49:32,1000763372,1547,2800
261,62497,17,17346,18681,60437,17977,31,2001-09-17 21:54:32,1000763672,30,218
262,934,17,44,744,208,270,4,2001-09-17 21:59:32,1000763972,6,94
263,901,15,80,642,246,373,3,2001-09-17 22:04:32,1000764272,16,254
264,1622,14,61,1130,311,555,14,2001-09-17 22:09:32,1000764572,77,277
265,3755,14,440,2893,909,883,0,2001-09-17 22:14:32,1000764872,94,434
266,1286,15,79,921,332,591,0,2001-09-17 22:19:32,1000765172,9,219
267,678,12,40,408,159,277,4,2001-09-17 22:24:32,1000765472,32,137
268,1082,14,69,810,306,404,0,2001-09-17 22:29:32,1000765772,7,147
269,726,16,52,533,212,377,0,2001-09-17 22:34:32,1000766072,4,146
270,1400,12,103,985,378,543,0,2001-09-17 22:39:32,1000766372,48,332
271,882,14,30,680,229,408,0,2001-09-17 22:44:32,1000766672,21,264
272,695,13,75,393,222,265,0,2001-09-17 22:49:32,1000766972,16,99
273,513,15,34,320,136,224,0,2001-09-17 22:54:32,1000767272,7,72
274,1738,15,192,1247,430,514,0,2001-09-17 22:59:32,1000767572,19,181
275,564,17,47,377,198,268,0,2001-09-17 23:04:32,1000767872,4,191
276,750,15,35,483,220,332,0,2001-09-17 23:09:32,1000768172,10,163
277,609,14,58,385,202,312,0,2001-09-17 23:14:32,1000768472,28,123
278,509,14,41,321,179,196,0,2001-09-17 23:19:32,1000768772,10,148
279,532,21,39,357,129,272,0,2001-09-17 23:24:32,1000769072,12,64
280,509,17,31,364,122,223,0,2001-09-17 23:29:32,1000769372,3,48
281,552,14,45,367,150,292,0,2001-09-17 23:34:32,1000769672,12,109
282,633,18,17,422,262,339,0,2001-09-17 23:39:32,1000769972,15,95
283,828,17,74,515,243,342,0,2001-09-17 23:44:32,1000770272,14,70
284,380,12,27,282,127,245,0,2001-09-17 23:49:32,1000770572,42,154
285,795,14,74,539,173,273,0,2001-09-17 23:54:32,1000770872,5,96
286,724,11,85,494,207,279,0,2001-09-17 23:59:32,1000771172,10,177
287,694,13,50,477,281,310,0,2001-09-18 00:04:32,1000771472,66,248
288,4,9,0,3,4,1,0,2001-09-18 00:09:32,1000771772,0,0
