,announcements,as_path_max,dups,imp_wd,nlri_ann,origin_0,origin_1,timestamp,timestamp2,wd_dups,withdrawals
0,1195,17,35,350,350,325,0,2001-09-18 00:09:46,1000771786,7,108
1,937,12,146,338,387,342,0,2001-09-18 00:14:46,1000772086,7,62
2,1422,13,92,780,383,404,0,2001-09-18 00:19:46,1000772386,9,132
3,563,14,36,195,224,314,0,2001-09-18 00:24:46,1000772686,4,107
4,686,14,13,399,239,302,0,2001-09-18 00:29:46,1000772986,6,97
5,724,14,40,341,247,241,0,2001-09-18 00:34:46,1000773286,1,65
6,1046,15,34,410,482,429,0,2001-09-18 00:39:46,1000773586,3,101
7,431,15,37,193,144,225,0,2001-09-18 00:44:46,1000773886,6,109
8,992,11,50,584,225,252,0,2001-09-18 00:49:46,1000774186,35,191
9,608,13,60,352,120,208,0,2001-09-18 00:54:46,1000774486,62,175
10,740,16,17,329,345,304,4,2001-09-18 00:59:46,1000774786,21,152
11,581,11,40,266,199,300,0,2001-09-18 01:04:46,1000775086,7,155
12,1290,14,47,637,302,484,0,2001-09-18 01:09:46,1000775386,8,147
13,707,14,87,287,211,279,4,2001-09-18 01:14:46,1000775686,16,173
14,456,14,39,239,146,234,0,2001-09-18 01:19:46,1000775986,18,112
15,236,14,34,124,84,163,0,2001-09-18 01:24:46,1000776286,2,62
16,397,14,20,219,108,206,0,2001-09-18 01:29:46,1000776586,2,53
17,298,16,17,156,83,137,0,2001-09-18 01:34:46,1000776886,13,82
18,1145,15,22,761,343,392,0,2001-09-18 01:39:46,1000777186,39,253
19,2448,15,159,1763,272,866,0,2001-09-18 01:44:46,1000777486,77,589
20,1013,14,78,507,341,398,0,2001-09-18 01:49:46,1000777786,37,193
21,488,15,71,251,150,184,0,2001-09-18 01:54:46,1000778086,12,100
22,386,14,34,167,110,219,0,2001-09-18 01:59:46,1000778386,0,58
23,365,12,16,187,144,204,0,2001-09-18 02:04:46,1000778686,1,64
24,654,17,69,259,231,295,0,2001-09-18 02:09:46,1000778986,69,235
25,584,9,33,296,222,275,0,2001-09-18 02:14:46,1000779286,0,96
26,467,14,38,251,170,277,0,2001-09-18 02:19:46,1000779586,9,116
27,377,9,25,193,129,167,0,2001-09-18 02:24:46,1000779886,7,64
28,694,17,28,372,168,301,0,2001-09-18 02:29:46,1000780186,29,145
29,910,16,48,556,171,454,0,2001-09-18 02:34:46,1000780486,29,240
30,486,18,21,271,134,266,0,2001-09-18 02:39:46,1000780786,10,102
31,619,14,26,258,182,256,0,2001-09-18 02:44:46,1000781086,5,132
32,751,13,57,493,178,337,0,2001-09-18 02:49:46,1000781386,11,129
33,564,14,52,372,142,278,0,2001-09-18 02:54:46,1000781686,7,133
34,874,14,49,545,210,357,0,2001-09-18 02:59:46,1000781986,23,178
35,724,12,43,375,218,351,0,2001-09-18 03:04:46,1000782286,11,127
36,1232,16,90,773,182,278,0,2001-09-18 03:09:46,1000782586,48,309
37,475,11,26,288,133,254,0,2001-09-18 03:14:46,1000782886,10,75
38,820,15,59,446,206,417,0,2001-09-18 03:19:46,1000783186,30,159
39,636,14,23,317,179,248,0,2001-09-18 03:24:46,1000783486,3,133
40,739,15,27,366,244,293,0,2001-09-18 03:29:46,1000783786,6,162
41,479,14,32,300,138,220,0,2001-09-18 03:34:46,1000784086,4,93
42,474,12,36,292,118,274,0,2001-09-18 03:39:46,1000784386,10,110
43,538,18,31,388,157,210,0,2001-09-18 03:44:46,1000784686,41,118
44,888,13,16,492,231,241,0,2001-09-18 03:49:46,1000784986,12,107
45,437,10,45,220,98,197,0,2001-09-18 03:54:46,1000785286,4,100
46,296,9,26,153,96,164,0,2001-09-18 03:59:46,1000785586,8,67
47,512,12,31,282,135,238,0,2001-09-18 04:04:46,1000785886,5,111
48,751,15,27,454,224,268,0,2001-09-18 04:09:46,1000786186,16,75
49,561,9,21,288,222,288,0,2001-09-18 04:14:46,1000786486,32,207
50,1635,15,139,937,290,773,0,2001-09-18 04:19:46,1000786786,58,227
51,3715,14,56,556,3107,718,0,2001-09-18 04:24:46,1000787086,108,364
52,630,11,37,349,192,340,0,2001-09-18 04:29:46,1000787386,15,120
53,5067,15,185,4225,3364,1115,0,2001-09-18 04:34:46,1000787686,151,344
54,3950,15,19,590,3361,920,1,2001-09-18 04:39:46,1000787986,19,122
55,3942,15,59,3593,3407,800,1,2001-09-18 04:44:46,1000788286,18,140
56,499,14,80,308,160,214,0,2001-09-18 04:49:46,1000788586,7,126
57,611,15,51,404,160,312,0,2001-09-18 04:54:46,1000788886,9,140
58,698,14,38,479,220,265,0,2001-09-18 04:59:46,1000789186,8,71
59,514,14,28,349,152,260,0,2001-09-18 05:04:46,1000789486,7,67
60,813,13,44,369,327,296,0,2001-09-18 05:09:46,1000789786,16,163
61,1364,14,45,890,548,462,0,2001-09-18 05:14:46,1000790086,153,446
62,1378,14,38,828,435,542,0,2001-09-18 05:19:46,1000790386,48,263
63,1101,14,131,594,262,419,0,2001-09-18 05:24:46,1000790686,105,395
64,692,15,62,347,195,348,0,2001-09-18 05:29:46,1000790986,9,122
65,617,13,29,386,154,313,0,2001-09-18 05:34:46,1000791286,13,116
66,939,14,51,578,242,404,0,2001-09-18 05:39:46,1000791586,18,124
67,1185,14,61,583,304,363,0,2001-09-18 05:44:46,1000791886,5,103
68,1439,14,41,845,549,439,0,2001-09-18 05:49:46,1000792186,22,152
