,announcements,as_path_max,class,dups,imp_wd,nlri_ann,origin_0,origin_1,timestamp,timestamp2,wd_dups,withdrawals
0,694,13,0,31,297,193,243,0,2003-01-23 00:00:08,1043280008,24,170
1,542,12,0,4,269,201,196,0,2003-01-23 00:05:08,1043280308,0,101
2,186,12,0,12,101,80,128,0,2003-01-23 00:10:08,1043280608,2,34
3,307,12,0,7,138,110,149,0,2003-01-23 00:15:08,1043280908,0,79
4,381,16,0,10,210,143,224,0,2003-01-23 00:20:08,1043281208,2,60
5,428,19,0,11,194,173,184,0,2003-01-23 00:25:08,1043281508,0,49
6,361,12,0,3,240,106,145,0,2003-01-23 00:30:08,1043281808,1,130
7,272,14,0,2,164,107,135,0,2003-01-23 00:35:08,1043282108,2,32
8,749,14,0,7,376,224,197,0,2003-01-23 00:40:08,1043282408,1,214
9,617,15,0,5,414,201,147,0,2003-01-23 00:45:08,1043282708,111,264
10,774,16,0,10,496,317,212,0,2003-01-23 00:50:08,1043283008,0,108
11,522,15,0,5,358,172,178,0,2003-01-23 00:55:08,1043283308,1,34
12,1132,13,0,18,572,589,250,0,2003-01-23 01:00:08,1043283608,0,433
13,1246,13,0,11,619,524,237,0,2003-01-23 01:05:08,1043283908,12,259
14,1028,14,0,4,714,422,292,0,2003-01-23 01:10:08,1043284208,63,192
15,820,11,0,4,534,359,194,4,2003-01-23 01:15:08,1043284508,0,150
16,428,13,0,3,235,182,162,0,2003-01-23 01:20:08,1043284808,7,156
17,896,18,0,19,590,324,211,0,2003-01-23 01:25:08,1043285108,30,293
18,715,18,0,5,386,313,120,0,2003-01-23 01:30:08,1043285408,0,133
19,1005,10,0,23,762,497,215,0,2003-01-23 01:35:08,1043285708,185,512
20,1177,12,0,8,731,472,199,0,2003-01-23 01:40:08,1043286008,3,55
21,1062,12,0,13,923,460,237,0,2003-01-23 01:45:08,1043286308,1,405
22,401,11,0,30,256,176,147,0,2003-01-23 01:50:08,1043286608,0,166
23,310,16,0,10,229,156,157,0,2003-01-23 01:55:08,1043286908,1,49
24,1722,12,0,16,954,705,328,2,2003-01-23 02:00:08,1043287208,5,291
25,791,9,0,13,585,201,241,0,2003-01-23 02:05:08,1043287508,0,213
26,577,9,0,32,231,205,212,1,2003-01-23 02:10:08,1043287808,0,92
27,479,17,0,8,298,226,238,1,2003-01-23 02:15:08,1043288108,3,137
28,944,17,0,11,501,372,441,1,2003-01-23 02:20:08,1043288408,23,216
29,551,20,0,10,370,178,211,0,2003-01-23 02:25:08,1043288708,4,122
30,330,14,0,5,206,139,163,0,2003-01-23 02:30:08,1043289008,2,82
31,435,10,0,6,321,135,172,0,2003-01-23 02:35:08,1043289308,15,138
32,289,15,0,8,146,117,123,0,2003-01-23 02:40:08,1043289608,0,74
33,276,12,0,11,153,107,109,0,2003-01-23 02:45:08,1043289908,0,34
34,617,11,0,14,303,181,323,6,2003-01-23 02:50:08,1043290208,0,20
35,459,12,0,6,241,147,180,0,2003-01-23 02:55:08,1043290508,2,34
36,397,20,0,2,239,158,127,0,2003-01-23 03:00:08,1043290808,2,131
37,463,19,0,18,228,224,167,0,2003-01-23 03:05:08,1043291108,1,76
38,338,9,0,27,184,124,109,0,2003-01-23 03:10:08,1043291408,0,64
39,501,16,0,5,337,143,176,0,2003-01-23 03:15:08,1043291708,2,113
40,239,12,0,2,112,100,112,0,2003-01-23 03:20:08,1043292008,0,71
41,282,16,0,10,206,121,112,0,2003-01-23 03:25:08,1043292308,7,59
42,446,11,0,6,299,153,183,0,2003-01-23 03:30:08,1043292608,0,35
43,199,12,0,1,152,64,89,0,2003-01-23 03:35:08,1043292908,0,58
44,1068,15,0,83,703,196,420,0,2003-01-23 03:40:08,1043293208,8,185
45,1322,17,0,52,954,382,356,0,2003-01-23 03:45:08,1043293508,2,263
46,1224,17,0,5,838,445,375,1,2003-01-23 03:50:08,1043293808,0,190
47,1269,16,0,89,1036,440,496,2,2003-01-23 03:55:08,1043294108,7,155
48,970,13,0,10,705,363,481,4,2003-01-23 04:00:08,1043294408,1,128
49,2400,14,0,6,1192,1153,546,0,2003-01-23 04:05:08,1043294708,1,247
50,454,12,0,4,262,162,134,0,2003-01-23 04:10:08,1043295008,1,122
51,347,20,0,2,230,168,162,0,2003-01-23 04:15:08,1043295308,7,82
52,246,20,0,8,169,141,131,0,2003-01-23 04:20:08,1043295608,1,40
53,696,21,0,17,435,172,335,9,2003-01-23 04:25:08,1043295908,2,138
54,620,19,0,5,507,178,215,0,2003-01-23 04:30:08,1043296208,12,150
55,1061,17,0,13,599,290,223,0,2003-01-23 04:35:08,1043296508,7,75
56,421,16,0,9,271,137,195,0,2003-01-23 04:40:08,1043296808,0,83
57,462,15,0,6,337,126,231,0,2003-01-23 04:45:08,1043297108,3,120
58,475,12,0,4,341,146,188,3,2003-01-23 04:50:08,1043297408,1,93
59,500,16,0,28,319,159,224,7,2003-01-23 04:55:08,1043297708,1,89
60,438,14,0,7,254,137,207,0,2003-01-23 05:00:08,1043298008,0,62
61,549,21,0,23,377,286,184,0,2003-01-23 05:05:08,1043298308,0,61
62,683,19,0,46,373,227,288,0,2003-01-23 05:10:08,1043298608,18,303
63,819,21,0,46,439,244,338,0,2003-01-23 05:15:08,1043298908,3,53
64,595,17,0,13,391,189,205,0,2003-01-23 05:20:08,1043299208,0,104
65,437,14,0,15,329,148,187,0,2003-01-23 05:25:08,1043299508,0,45
66,406,10,0,4,213,131,161,0,2003-01-23 05:30:08,1043299808,1,69
67,605,13,0,19,438,207,234,0,2003-01-23 05:35:08,1043300108,2,80
68,631,15,0,3,409,221,188,1,2003-01-23 05:40:08,1043300408,0,140
69,1452,17,0,10,989,335,753,5,2003-01-23 05:45:08,1043300708,0,148
70,461,14,0,23,285,148,195,0,2003-01-23 05:50:08,1043301008,0,59
71,629,11,0,15,406,213,194,0,2003-01-23 05:55:08,1043301308,1,156
72,659,14,0,7,406,238,270,0,2003-01-23 06:00:08,1043301608,0,93
73,1834,23,0,22,1212,623,694,2,2003-01-23 06:05:08,1043301908,73,323
74,491,11,0,27,311,314,174,0,2003-01-23 06:10:08,1043302208,0,35
75,1094,15,0,4,402,486,350,0,2003-01-23 06:15:08,1043302508,3,539
76,1069,17,0,17,544,431,248,0,2003-01-23 06:20:08,1043302808,5,60
77,560,15,0,24,373,182,279,0,2003-01-23 06:25:08,1043303108,0,75
78,800,15,0,29,531,245,325,0,2003-01-23 06:30:08,1043303408,0,94
79,786,15,0,29,396,342,278,0,2003-01-23 06:35:08,1043303708,54,192
80,568,12,0,17,276,360,175,0,2003-01-23 06:40:08,1043304008,1,49
81,323,16,0,2,214,155,156,0,2003-01-23 06:45:08,1043304308,4,55
82,764,15,0,9,431,227,226,0,2003-01-23 06:50:08,1043304608,1,152
83,564,14,0,11,438,241,210,5,2003-01-23 06:55:08,1043304908,0,240
84,667,13,0,39,387,224,256,4,2003-01-23 07:00:08,1043305208,2,161
85,694,13,0,27,426,257,293,0,2003-01-23 07:05:08,1043305508,16,216
86,766,13,0,22,356,250,268,0,2003-01-23 07:10:08,1043305808,2,98
87,634,14,0,22,453,234,228,0,2003-01-23 07:15:08,1043306108,2,78
88,1250,15,0,35,783,530,313,0,2003-01-23 07:20:08,1043306408,2,159
89,1166,15,0,7,845,579,330,0,2003-01-23 07:25:08,1043306708,0,182
90,996,16,0,27,713,425,211,0,2003-01-23 07:30:08,1043307008,1,104
91,943,15,0,2,602,327,261,2,2003-01-23 07:35:08,1043307308,2,136
92,654,15,0,9,498,362,175,0,2003-01-23 07:40:08,1043307608,0,106
93,1333,13,0,83,944,502,261,9,2003-01-23 07:45:08,1043307908,37,149
94,1031,16,0,76,754,322,266,9,2003-01-23 07:50:08,1043308208,2,234
95,585,19,0,22,312,265,197,0,2003-01-23 07:55:08,1043308508,0,89
96,1007,17,0,12,745,381,284,9,2003-01-23 08:00:08,1043308808,1,154
97,1176,18,0,85,521,459,308,5,2003-01-23 08:05:08,1043309108,39,440
98,768,18,0,28,358,305,265,0,2003-01-23 08:10:08,1043309408,5,95
99,407,16,0,10,255,138,167,2,2003-01-23 08:15:08,1043309708,0,58
100,751,18,0,24,432,294,269,0,2003-01-23 08:20:08,1043310008,13,198
101,321,18,0,10,167,179,129,1,2003-01-23 08:25:08,1043310308,0,45
102,369,15,0,9,226,152,197,0,2003-01-23 08:30:08,1043310608,0,64
103,569,19,0,9,245,220,239,0,2003-01-23 08:35:08,1043310908,1,169
104,1249,18,0,6,519,820,286,0,2003-01-23 08:40:08,1043311208,0,54
105,11124,19,0,16,1971,10279,1802,0,2003-01-23 08:45:08,1043311508,3,93
106,421,18,0,5,280,152,187,0,2003-01-23 08:50:08,1043311808,2,107
107,458,18,0,11,243,166,237,0,2003-01-23 08:55:08,1043312108,4,148
108,5669,16,0,238,3928,5050,1069,0,2003-01-23 09:00:08,1043312408,0,337
109,5890,19,0,125,5384,5304,996,10,2003-01-23 09:05:08,1043312708,0,51
110,2165,16,0,26,1031,1684,464,2,2003-01-23 09:10:08,1043313008,4,873
111,2633,18,0,147,1360,1633,506,1,2003-01-23 09:15:08,1043313308,39,596
112,1626,15,0,51,928,779,433,0,2003-01-23 09:20:08,1043313608,3,128
113,11389,18,0,34,10515,10247,1919,0,2003-01-23 09:25:08,1043313908,16,373
114,1603,17,0,32,971,681,551,3,2003-01-23 09:30:08,1043314208,87,466
115,1025,14,0,33,565,330,424,0,2003-01-23 09:35:08,1043314508,0,102
116,946,15,0,8,707,322,429,0,2003-01-23 09:40:08,1043314808,30,130
117,1511,15,0,121,1027,499,560,0,2003-01-23 09:45:08,1043315108,31,302
118,1463,13,0,82,675,670,470,0,2003-01-23 09:50:08,1043315408,22,323
119,1193,15,0,61,690,475,414,0,2003-01-23 09:55:08,1043315708,0,175
120,1297,15,0,30,964,560,441,0,2003-01-23 10:00:08,1043316008,10,300
121,3041,17,0,1049,1251,2118,810,8,2003-01-23 10:05:08,1043316308,1,233
122,667,16,0,9,479,371,305,0,2003-01-23 10:10:08,1043316608,0,156
123,863,15,0,18,543,330,291,2,2003-01-23 10:15:08,1043316908,43,302
124,1258,15,0,12,588,714,408,0,2003-01-23 10:20:08,1043317208,0,99
125,871,12,0,39,600,236,347,0,2003-01-23 10:25:08,1043317508,19,192
126,1533,16,0,34,1258,529,404,0,2003-01-23 10:30:08,1043317808,0,161
127,1040,13,0,14,768,511,366,0,2003-01-23 10:35:08,1043318108,0,141
128,546,15,0,9,401,258,249,0,2003-01-23 10:40:08,1043318408,1,120
129,680,15,0,16,408,256,285,0,2003-01-23 10:45:08,1043318708,0,134
130,837,12,0,20,607,326,266,0,2003-01-23 10:50:08,1043319008,1,156
131,809,14,0,16,559,286,297,0,2003-01-23 10:55:08,1043319308,0,274
132,1192,17,0,42,818,426,456,0,2003-01-23 11:00:08,1043319608,34,195
133,813,12,0,0,471,336,348,7,2003-01-23 11:05:08,1043319908,1,93
134,16151,15,0,15,1757,14431,5007,9,2003-01-23 11:10:08,1043320208,8,14728
135,5016,16,0,12,1064,4178,1728,0,2003-01-23 11:15:08,1043320508,0,173
136,25843,16,0,57,9309,16763,8210,11,2003-01-23 11:20:08,1043320808,11797,16268
137,1351,17,0,26,1009,854,467,0,2003-01-23 11:25:08,1043321108,4,172
138,16720,15,0,39,473,16216,4880,9,2003-01-23 11:30:08,1043321408,10,16079
139,486,12,0,7,352,181,212,0,2003-01-23 11:35:08,1043321708,0,144
140,942,18,0,49,629,313,486,0,2003-01-23 11:40:08,1043322008,3,57
141,397,13,0,4,314,158,171,0,2003-01-23 11:45:08,1043322308,1,116
142,518,16,0,23,322,200,231,0,2003-01-23 11:50:08,1043322608,0,173
143,2530,12,0,73,1009,1484,559,0,2003-01-23 11:55:08,1043322908,0,49
144,622,29,0,19,428,239,332,0,2003-01-23 12:00:08,1043323208,1,86
145,321,11,0,22,211,145,193,0,2003-01-23 12:05:08,1043323508,0,44
146,693,12,0,19,484,175,167,0,2003-01-23 12:10:08,1043323808,1,240
147,1913,12,0,12,1787,900,385,0,2003-01-23 12:15:08,1043324108,0,38
148,480,17,0,6,316,165,184,0,2003-01-23 12:20:08,1043324408,0,73
149,408,16,0,12,293,123,221,0,2003-01-23 12:25:08,1043324708,2,69
150,595,14,0,16,344,334,249,9,2003-01-23 12:30:08,1043325008,1,79
151,706,15,0,12,540,184,263,0,2003-01-23 12:35:08,1043325308,1,81
152,521,15,0,28,294,162,238,0,2003-01-23 12:40:08,1043325608,8,62
153,419,13,0,16,292,146,189,0,2003-01-23 12:45:08,1043325908,21,66
154,357,13,0,30,254,114,163,0,2003-01-23 12:50:08,1043326208,5,104
155,1050,13,0,18,747,370,326,0,2003-01-23 12:55:08,1043326508,1,98
156,465,14,0,65,301,216,233,0,2003-01-23 13:00:08,1043326808,6,33
157,721,16,0,22,475,188,213,0,2003-01-23 13:05:08,1043327108,0,37
158,1159,12,0,31,907,391,226,0,2003-01-23 13:10:08,1043327408,0,84
159,526,11,0,8,427,156,207,0,2003-01-23 13:15:08,1043327708,2,77
160,260,11,0,18,150,108,155,0,2003-01-23 13:20:08,1043328008,3,58
161,521,12,0,12,367,170,198,0,2003-01-23 13:25:08,1043328308,0,70
162,399,16,0,4,311,162,155,0,2003-01-23 13:30:08,1043328608,1,52
163,419,12,0,15,307,148,206,0,2003-01-23 13:35:08,1043328908,1,53
164,473,19,0,23,276,167,230,0,2003-01-23 13:40:08,1043329208,3,80
165,542,20,0,66,384,194,247,0,2003-01-23 13:45:08,1043329508,1,100
166,1305,16,0,49,797,396,338,0,2003-01-23 13:50:08,1043329808,0,89
167,1314,14,0,48,855,323,275,0,2003-01-23 13:55:08,1043330108,12,219
168,878,16,0,11,602,328,406,0,2003-01-23 14:00:08,1043330408,41,236
169,1091,15,0,11,831,428,437,0,2003-01-23 14:05:08,1043330708,59,193
170,1009,15,0,8,895,392,387,0,2003-01-23 14:10:08,1043331008,0,129
171,869,15,0,8,714,337,339,0,2003-01-23 14:15:08,1043331308,1,115
172,351,14,0,10,217,132,172,0,2003-01-23 14:20:08,1043331608,0,67
173,917,17,0,16,484,310,303,0,2003-01-23 14:25:08,1043331908,0,82
174,937,15,0,45,638,494,303,0,2003-01-23 14:30:08,1043332208,6,130
175,983,17,0,109,604,399,304,0,2003-01-23 14:35:08,1043332508,2,168
176,868,16,0,90,525,333,263,0,2003-01-23 14:40:08,1043332808,0,79
177,843,16,0,41,654,300,239,0,2003-01-23 14:45:08,1043333108,0,96
178,1119,14,0,15,801,451,423,0,2003-01-23 14:50:08,1043333408,7,87
179,613,15,0,21,526,245,221,0,2003-01-23 14:55:08,1043333708,0,46
180,479,11,0,24,241,232,200,0,2003-01-23 15:00:08,1043334008,8,87
181,686,12,0,13,483,313,236,0,2003-01-23 15:05:08,1043334308,9,96
182,816,12,0,10,723,399,321,0,2003-01-23 15:10:08,1043334608,0,66
183,618,12,0,11,469,206,259,0,2003-01-23 15:15:08,1043334908,2,60
184,658,14,0,14,389,208,208,0,2003-01-23 15:20:08,1043335208,0,132
185,623,13,0,107,341,288,321,0,2003-01-23 15:25:08,1043335508,1,101
186,706,12,0,7,457,221,259,0,2003-01-23 15:30:08,1043335808,0,242
187,1369,14,0,98,881,458,417,0,2003-01-23 15:35:08,1043336108,5,95
188,911,15,0,32,813,257,235,0,2003-01-23 15:40:08,1043336408,0,46
189,717,16,0,92,491,266,165,0,2003-01-23 15:45:08,1043336708,0,48
190,1117,15,0,16,960,326,275,0,2003-01-23 15:50:08,1043337008,2,218
191,703,16,0,5,507,234,281,0,2003-01-23 15:55:08,1043337308,0,232
192,588,16,0,20,345,197,268,0,2003-01-23 16:00:08,1043337608,0,133
193,704,15,0,31,516,223,293,0,2003-01-23 16:05:08,1043337908,1,82
194,448,16,0,8,305,165,180,0,2003-01-23 16:10:08,1043338208,1,47
195,820,17,0,20,559,293,183,0,2003-01-23 16:15:08,1043338508,4,60
196,709,15,0,39,539,213,251,0,2003-01-23 16:20:08,1043338808,1,127
197,486,11,0,38,312,165,205,0,2003-01-23 16:25:08,1043339108,6,86
198,371,12,0,40,246,156,178,0,2003-01-23 16:30:08,1043339408,1,42
199,382,12,0,26,306,140,139,0,2003-01-23 16:35:08,1043339708,0,147
200,711,14,0,18,529,239,212,0,2003-01-23 16:40:08,1043340008,0,34
201,685,17,0,47,364,337,186,0,2003-01-23 16:45:08,1043340308,6,127
202,1486,15,0,62,877,479,359,0,2003-01-23 16:50:08,1043340608,2,314
203,1484,18,0,39,1086,508,441,2,2003-01-23 16:55:08,1043340908,1,210
204,642,13,0,6,436,215,243,0,2003-01-23 17:00:08,1043341208,0,80
205,1074,21,0,37,522,371,300,0,2003-01-23 17:05:08,1043341508,6,112
206,723,16,0,70,425,346,276,0,2003-01-23 17:10:08,1043341808,1,110
207,452,15,0,3,271,248,165,2,2003-01-23 17:15:08,1043342108,1,41
208,656,15,0,37,471,297,196,1,2003-01-23 17:20:08,1043342408,0,125
209,1080,12,0,46,864,388,282,3,2003-01-23 17:25:08,1043342708,0,145
210,515,12,0,14,338,194,226,0,2003-01-23 17:30:08,1043343008,8,87
211,452,12,0,18,303,182,178,0,2003-01-23 17:35:08,1043343308,0,82
212,656,16,0,47,416,211,221,0,2003-01-23 17:40:08,1043343608,3,123
213,391,18,0,4,279,180,172,0,2003-01-23 17:45:08,1043343908,2,99
214,2914,14,0,41,2136,813,627,5,2003-01-23 17:50:08,1043344208,25,375
215,1624,14,0,27,1253,725,423,0,2003-01-23 17:55:08,1043344508,2,247
216,1136,14,0,17,781,440,412,0,2003-01-23 18:00:08,1043344808,2,104
217,1024,15,0,18,862,440,323,0,2003-01-23 18:05:08,1043345108,9,269
218,1129,14,0,29,816,483,431,0,2003-01-23 18:10:08,1043345408,23,133
219,657,12,0,45,475,185,247,0,2003-01-23 18:15:08,1043345708,0,63
220,518,13,0,8,240,177,204,0,2003-01-23 18:20:08,1043346008,24,279
221,1508,11,0,3,1093,390,303,0,2003-01-23 18:25:08,1043346308,4,375
222,808,10,0,22,555,235,359,2,2003-01-23 18:30:08,1043346608,0,97
223,397,15,0,4,240,165,217,0,2003-01-23 18:35:08,1043346908,1,135
224,1121,15,0,82,625,318,280,0,2003-01-23 18:40:08,1043347208,0,323
225,400,16,0,6,296,125,231,0,2003-01-23 18:45:08,1043347508,0,53
226,2065,14,0,18,1539,916,460,14,2003-01-23 18:50:08,1043347808,1,297
227,959,14,0,17,843,393,269,1,2003-01-23 18:55:08,1043348108,0,68
228,1379,12,0,14,1041,573,298,3,2003-01-23 19:00:08,1043348408,0,97
229,1279,15,0,32,1010,457,363,0,2003-01-23 19:05:08,1043348708,0,170
230,685,16,0,12,505,301,236,0,2003-01-23 19:10:08,1043349008,1,124
231,937,13,0,45,531,348,297,0,2003-01-23 19:15:08,1043349308,2,50
232,571,13,0,6,448,222,262,0,2003-01-23 19:20:08,1043349608,3,93
233,1092,16,0,38,783,504,366,0,2003-01-23 19:25:08,1043349908,3,141
234,1461,17,0,15,1121,321,344,2,2003-01-23 19:30:08,1043350208,20,341
235,1450,16,0,52,906,301,357,0,2003-01-23 19:35:08,1043350508,0,305
236,1339,17,0,13,959,384,399,0,2003-01-23 19:40:08,1043350808,25,285
237,1297,16,0,25,1031,461,388,0,2003-01-23 19:45:08,1043351108,33,275
238,1148,16,0,50,903,453,357,7,2003-01-23 19:50:08,1043351408,0,93
239,852,14,0,40,594,236,263,0,2003-01-23 19:55:08,1043351708,24,145
240,2370,14,0,7,1119,758,425,0,2003-01-23 20:00:08,1043352008,2,127
241,615,15,0,10,433,241,216,0,2003-01-23 20:05:08,1043352308,1,123
242,2607,16,0,31,2411,936,420,2,2003-01-23 20:10:08,1043352608,2,160
243,455,16,0,18,328,231,189,2,2003-01-23 20:15:08,1043352908,1,92
244,283,16,0,8,176,136,161,0,2003-01-23 20:20:08,1043353208,0,62
245,1158,15,0,14,962,401,353,6,2003-01-23 20:25:08,1043353508,3,101
246,735,14,0,14,501,281,261,0,2003-01-23 20:30:08,1043353808,0,94
247,511,10,0,29,374,185,223,0,2003-01-23 20:35:08,1043354108,0,65
248,700,16,0,22,540,245,181,0,2003-01-23 20:40:08,1043354408,25,130
249,1346,16,0,110,1022,275,302,0,2003-01-23 20:45:08,1043354708,0,202
250,1247,20,0,20,931,234,279,0,2003-01-23 20:50:08,1043355008,0,190
251,1400,21,0,35,1175,274,336,0,2003-01-23 20:55:08,1043355308,0,213
252,1266,20,0,41,1052,462,325,2,2003-01-23 21:00:08,1043355608,0,95
253,723,14,0,40,528,308,220,3,2003-01-23 21:05:08,1043355908,0,90
254,462,13,0,10,347,195,161,0,2003-01-23 21:10:08,1043356208,0,65
255,853,14,0,14,707,284,242,0,2003-01-23 21:15:08,1043356508,0,75
256,372,16,0,2,272,194,148,0,2003-01-23 21:20:08,1043356808,0,116
257,1326,20,0,44,1083,547,334,5,2003-01-23 21:25:08,1043357108,4,58
258,1371,18,0,41,944,475,542,0,2003-01-23 21:30:08,1043357408,9,296
259,416,15,0,12,311,150,155,1,2003-01-23 21:35:08,1043357708,1,76
260,1523,14,0,43,893,711,328,1,2003-01-23 21:40:08,1043358008,0,76
261,735,18,0,8,599,412,193,0,2003-01-23 21:45:08,1043358308,3,59
262,2071,17,0,224,1781,795,331,0,2003-01-23 21:50:08,1043358608,0,52
263,1086,14,0,36,879,435,318,3,2003-01-23 21:55:08,1043358908,1,119
264,474,15,0,26,345,202,271,0,2003-01-23 22:00:08,1043359208,2,93
265,1104,9,0,18,972,358,261,4,2003-01-23 22:05:08,1043359508,0,106
266,426,16,0,13,260,170,149,3,2003-01-23 22:10:08,1043359808,2,115
267,999,14,0,7,874,707,234,3,2003-01-23 22:15:08,1043360108,0,103
268,604,12,0,11,460,206,198,0,2003-01-23 22:20:08,1043360408,1,76
269,454,16,0,5,334,170,243,0,2003-01-23 22:25:08,1043360708,0,62
270,992,15,0,16,853,404,279,1,2003-01-23 22:30:08,1043361008,0,107
271,825,15,0,23,643,354,274,2,2003-01-23 22:35:08,1043361308,0,100
272,672,16,0,13,570,225,243,0,2003-01-23 22:40:08,1043361608,0,75
273,242,16,0,4,171,135,138,0,2003-01-23 22:45:08,1043361908,0,38
274,3684,17,0,966,2346,942,588,4,2003-01-23 22:50:08,1043362208,0,319
275,798,17,0,8,641,339,301,0,2003-01-23 22:55:08,1043362508,1,118
276,1461,16,0,15,1181,400,448,0,2003-01-23 23:00:08,1043362808,2,175
277,707,10,0,5,540,274,221,0,2003-01-23 23:05:08,1043363108,1,164
278,550,16,0,33,343,150,237,0,2003-01-23 23:10:08,1043363408,0,35
279,619,16,0,9,541,238,218,0,2003-01-23 23:15:08,1043363708,0,57
280,391,11,0,3,269,153,194,0,2003-01-23 23:20:08,1043364008,3,88
281,646,17,0,12,476,182,283,0,2003-01-23 23:25:08,1043364308,12,108
282,505,14,0,17,352,209,177,0,2003-01-23 23:30:08,1043364608,1,90
283,1083,14,0,45,924,407,284,5,2003-01-23 23:35:08,1043364908,1,57
284,546,12,0,9,395,251,235,0,2003-01-23 23:40:08,1043365208,2,56
285,359,11,0,2,323,116,125,0,2003-01-23 23:45:08,1043365508,5,47
286,254,13,0,44,125,109,112,0,2003-01-23 23:50:08,1043365808,0,36
287,1045,17,0,7,835,682,170,0,2003-01-23 23:55:08,1043366108,2,51
288,413,17,0,9,150,135,208,0,2003-01-24 00:00:09,1043366409,1,77
289,796,14,0,11,379,258,254,0,2003-01-24 00:05:09,1043366709,3,73
290,558,14,0,11,278,274,195,4,2003-01-24 00:10:09,1043367009,14,108
291,513,12,0,13,325,273,211,2,2003-01-24 00:15:09,1043367309,8,86
292,266,18,0,2,153,88,144,0,2003-01-24 00:20:09,1043367609,1,49
293,566,12,0,12,156,361,167,0,2003-01-24 00:25:09,1043367909,1,58
294,1032,14,0,40,864,410,205,3,2003-01-24 00:30:09,1043368209,2,71
295,488,11,0,10,259,193,193,0,2003-01-24 00:35:09,1043368509,2,95
296,690,13,0,13,401,229,183,0,2003-01-24 00:40:09,1043368809,1,80
297,628,12,0,4,499,258,193,4,2003-01-24 00:45:09,1043369109,1,33
298,312,11,0,14,182,153,137,0,2003-01-24 00:50:09,1043369409,2,30
299,416,12,0,14,265,140,133,0,2003-01-24 00:55:09,1043369709,1,90
300,571,11,0,5,226,280,166,0,2003-01-24 01:00:09,1043370009,1,50
301,968,14,0,3,508,463,328,0,2003-01-24 01:05:09,1043370309,0,54
302,200,14,0,2,120,96,111,0,2003-01-24 01:10:09,1043370609,3,62
303,568,13,0,6,460,354,221,0,2003-01-24 01:15:09,1043370909,0,57
304,333,12,0,3,194,128,162,0,2003-01-24 01:20:09,1043371209,0,47
305,481,13,0,19,320,186,168,0,2003-01-24 01:25:09,1043371509,0,56
306,504,12,0,15,391,121,205,2,2003-01-24 01:30:09,1043371809,0,54
307,328,13,0,7,220,89,172,0,2003-01-24 01:35:09,1043372109,3,44
308,159,10,0,10,106,59,82,0,2003-01-24 01:40:09,1043372409,0,26
309,313,15,0,8,179,122,152,0,2003-01-24 01:45:09,1043372709,5,82
310,613,21,0,21,448,389,228,0,2003-01-24 01:50:09,1043373009,0,108
311,352,10,0,17,193,142,121,0,2003-01-24 01:55:09,1043373309,5,91
312,3563,14,0,11,1248,2339,899,0,2003-01-24 02:00:09,1043373609,36,143
313,4006,13,0,30,3651,1923,1215,1,2003-01-24 02:05:09,1043373909,0,64
314,724,11,0,18,531,491,182,0,2003-01-24 02:10:09,1043374209,1,67
315,205,12,0,9,115,104,87,0,2003-01-24 02:15:09,1043374509,8,43
316,367,17,0,9,220,116,148,0,2003-01-24 02:20:09,1043374809,0,52
317,1220,20,0,28,1043,381,327,3,2003-01-24 02:25:09,1043375109,4,133
318,687,20,0,24,495,293,235,1,2003-01-24 02:30:09,1043375409,28,120
319,439,11,0,5,226,199,173,0,2003-01-24 02:35:09,1043375709,7,106
320,604,16,0,10,378,183,242,0,2003-01-24 02:40:09,1043376009,10,177
321,649,19,0,9,389,226,220,0,2003-01-24 02:45:09,1043376309,2,110
322,319,15,0,10,207,135,130,0,2003-01-24 02:50:09,1043376609,0,45
323,413,21,0,8,328,113,157,0,2003-01-24 02:55:09,1043376909,0,70
324,473,19,0,37,300,145,172,0,2003-01-24 03:00:09,1043377209,1,57
325,523,20,0,29,356,183,212,0,2003-01-24 03:05:09,1043377509,0,107
326,564,11,0,36,277,188,160,0,2003-01-24 03:10:09,1043377809,4,119
327,355,12,0,27,232,122,130,2,2003-01-24 03:15:09,1043378109,0,76
328,850,19,0,26,575,190,208,0,2003-01-24 03:20:09,1043378409,1,65
329,430,15,0,10,277,150,191,0,2003-01-24 03:25:09,1043378709,2,73
330,496,12,0,6,333,175,218,0,2003-01-24 03:30:09,1043379009,0,91
331,373,14,0,17,262,128,152,0,2003-01-24 03:35:09,1043379309,1,40
332,1145,14,0,1,976,521,343,0,2003-01-24 03:40:09,1043379609,7,96
333,491,12,0,12,311,179,181,0,2003-01-24 03:45:09,1043379909,8,82
334,518,11,0,15,390,162,193,0,2003-01-24 03:50:09,1043380209,0,74
335,493,14,0,23,238,210,186,0,2003-01-24 03:55:09,1043380509,3,113
336,646,13,0,15,363,204,251,0,2003-01-24 04:00:09,1043380809,23,208
337,578,13,0,10,337,213,195,2,2003-01-24 04:05:09,1043381109,0,47
338,792,11,0,11,538,423,214,0,2003-01-24 04:10:09,1043381409,0,27
339,426,10,0,15,246,159,155,0,2003-01-24 04:15:09,1043381709,0,52
340,701,9,0,6,524,298,212,0,2003-01-24 04:20:09,1043382009,0,122
341,175,13,0,1,133,64,130,0,2003-01-24 04:25:09,1043382309,0,35
342,227,13,0,3,155,94,118,0,2003-01-24 04:30:09,1043382609,0,29
343,670,17,0,13,379,179,248,0,2003-01-24 04:35:09,1043382909,0,53
