,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
250,990,974,3128,3,24,0,581,1.934410339256866,672,1036,1,571,272,128,221,122,7,44,16,20,672,1036,1,571,272,128,221,122,7,44,16,59,2205,2174,31,250,33,628,60,2058,2,263,84,0.01918158567774936,3,2016-04-21 17:45:01,1461260701,3,11,0,264
251,1388,950,4405,8,23,0,859,1.238366788321168,1008,2357,10,623,146,146,45,21,5,2,4,20,1008,2357,10,623,146,146,45,21,5,2,4,103,3142,3097,45,280,21,970,34,2382,0,314,141,0.0077185017026106684,1,2016-04-21 17:55:01,1461261301,8,10,0,511
252,1659,1554,4694,6,19,0,664,1.563741191543882,767,2425,1,588,436,192,144,81,23,6,8,14,767,2425,1,588,436,192,144,81,23,6,8,57,3749,3706,43,213,11,840,61,2364,4,217,141,0.012995313165743502,2,2016-04-21 18:05:01,1461261901,6,11,0,348
253,1153,1294,3702,7,16,0,489,1.3852813852813852,698,2062,18,455,223,103,26,67,29,4,3,13,698,2062,18,455,223,103,26,67,29,4,3,140,2825,2759,66,242,6,661,51,2026,0,263,103,0.013772616797191469,2,2016-04-21 18:15:01,1461262501,7,11,0,350
254,917,909,3388,6,20,0,927,1.2482269503546102,1003,1326,1,628,263,82,17,29,27,7,0,11,1003,1326,1,628,263,82,17,29,27,7,0,50,2241,2219,22,166,4,592,29,1976,0,208,162,0.008559622195985833,1,2016-04-21 18:25:01,1461263101,4,11,0,149
255,1318,1290,3695,5,20,0,649,1.9165989710262656,772,1477,51,403,521,226,49,90,39,6,3,16,772,1477,51,403,521,226,49,90,39,6,3,50,2845,2775,70,149,2,646,46,1952,3,172,132,0.012449255751014885,2,2016-04-21 18:35:01,1461263701,5,11,0,226
256,1183,1008,3314,4,22,0,619,1.5264750378214826,698,1525,4,381,405,82,122,59,26,2,0,13,698,1525,4,381,405,82,122,59,26,2,0,41,2482,2447,35,163,9,623,20,1826,0,106,66,0.0060350030175015095,2,2016-04-21 18:45:01,1461264301,4,11,0,222
257,1460,1408,4058,5,22,0,535,1.7323769478110314,661,1782,6,592,542,232,148,32,10,3,3,12,661,1782,6,592,542,232,148,32,10,3,3,85,3264,3230,34,159,15,650,28,2208,0,177,109,0.006899950714637753,3,2016-04-21 18:55:01,1461264901,5,11,0,228
258,1714,1791,5182,3,22,0,803,1.6261104673619158,921,2238,29,1238,304,135,107,128,26,26,17,18,921,2238,29,1238,304,135,107,128,26,26,17,58,4114,4057,57,203,4,1243,121,2166,3,139,158,0.023350057892705518,2,2016-04-21 19:05:01,1461265501,3,13,0,360
259,1577,1558,4925,5,21,0,745,2.2737828478305158,930,1972,129,449,445,247,220,283,187,10,2,19,930,1972,129,449,445,247,220,283,187,10,2,109,3851,3775,76,204,16,895,40,2234,3,226,270,0.008121827411167513,1,2016-04-21 19:15:01,1461266101,5,11,0,352
