,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
1186,205,198,721,5,19,0,50,1.0471567267683772,158,428,0,111,10,7,2,3,0,1,0,11,158,428,0,111,10,7,2,3,0,1,0,20,536,535,1,115,0,400,4,355,0,0.005547850208044383,1,2015-06-14 02:55:00,1434250500,5,9,0,130
1187,59,40,243,4,34,0,43,2.268595041322314,53,83,3,66,20,2,3,1,1,4,0,32,53,83,3,66,20,2,3,1,1,4,0,3,170,163,7,26,1,156,0,157,0,0.0,0,2015-06-14 03:00:00,1434250800,4,9,0,20
1188,259,202,1423,19,19,0,618,0.8177339901477833,652,557,0,130,47,8,17,3,0,4,1,17,652,557,0,130,47,8,17,3,0,4,1,10,765,742,23,28,2,1005,4,594,0,0.0028109627547435,1,2015-06-14 03:05:00,1434251100,5,9,0,58
1189,168,121,821,5,14,0,129,1.101219512195122,274,365,0,97,15,59,4,3,1,0,2,9,274,365,0,97,15,59,4,3,1,0,2,19,580,541,39,92,1,477,4,382,0,0.0048721071863581,1,2015-06-14 03:10:00,1434251400,5,7,0,153
1190,210,246,1305,3,15,0,107,1.4873563218390804,115,914,0,80,31,125,5,13,17,1,3,17,115,914,0,80,31,125,5,13,17,1,3,3,1101,1096,5,94,0,632,7,428,0,0.005363984674329502,1,2015-06-14 03:15:00,1434251700,3,6,0,45
1191,98,61,356,5,19,0,41,1.5898876404494382,49,167,0,98,25,3,3,2,4,0,2,17,49,167,0,98,25,3,3,2,4,0,2,4,249,245,4,62,0,204,3,237,0,0.008426966292134831,1,2015-06-14 03:20:00,1434252000,5,7,0,37
1192,53,41,322,5,12,0,61,1.3489096573208723,66,155,0,68,17,6,2,1,5,0,0,16,66,155,0,68,17,6,2,1,5,0,0,5,227,227,0,28,1,218,0,187,0,0.0,0,2015-06-14 03:25:00,1434252300,5,7,0,64
1193,82,91,468,10,19,0,35,1.6274089935760172,47,271,0,70,53,2,3,11,1,1,1,11,47,271,0,70,53,2,3,11,1,1,1,4,386,378,8,42,1,284,4,209,0,0.008547008547008548,1,2015-06-14 03:30:00,1434252600,5,8,0,101
1194,41,38,188,9,17,0,39,1.5372340425531914,44,74,1,44,13,5,2,1,0,2,0,13,44,74,1,44,13,5,2,1,0,2,0,4,128,128,0,17,0,97,0,160,0,0.0,0,2015-06-14 03:35:00,1434252900,3,6,0,34
1195,64,45,318,6,19,0,81,1.2681388012618298,86,129,0,82,5,4,3,1,1,4,2,9,86,129,0,82,5,4,3,1,1,4,2,3,214,212,2,19,1,221,3,193,0,0.009433962264150943,1,2015-06-14 03:40:00,1434253200,6,7,0,20
1196,97,171,465,6,19,0,32,2.238709677419355,39,142,0,186,54,12,13,11,1,1,0,32,39,142,0,186,54,12,13,11,1,1,0,6,318,317,1,109,0,330,2,245,0,0.004301075268817204,1,2015-06-14 03:45:00,1434253500,6,8,0,38
1197,55,139,386,5,19,0,50,1.7487046632124352,63,152,0,88,47,12,14,4,3,0,1,17,63,152,0,88,47,12,14,4,3,0,1,11,265,263,2,60,0,258,5,214,0,0.01295336787564767,2,2015-06-14 03:50:00,1434253800,4,8,0,28
1198,1561,123,3326,4,35,0,571,2.244210526315789,578,1733,103,303,133,42,83,208,6,9,50,27,578,1733,103,303,133,42,83,208,6,9,50,3,2675,2671,4,76,1,2000,3,1089,0,0.0009019843656043297,1,2015-06-14 03:55:00,1434254100,4,9,0,114
1199,243,372,734,4,14,0,21,4.189890710382514,28,150,60,50,38,118,247,2,8,0,17,16,28,150,60,50,38,118,247,2,8,0,17,5,678,677,1,28,2,603,2,310,0,0.0027247956403269754,1,2015-06-14 04:00:00,1434254400,4,9,0,45
1200,97,65,314,6,20,0,50,1.801282051282051,58,161,0,57,16,1,1,2,3,0,0,17,58,161,0,57,16,1,1,2,3,0,0,7,244,243,1,11,2,172,11,159,0,0.03503184713375796,2,2015-06-14 04:05:00,1434254700,6,7,0,13
1201,33,66,278,7,19,0,61,1.2949640287769784,70,147,0,33,11,9,3,0,1,0,0,17,70,147,0,33,11,9,3,0,1,0,0,3,182,178,4,32,0,205,12,183,0,0.04316546762589928,1,2015-06-14 04:10:00,1434255000,4,6,0,26
1202,1043,522,2571,4,30,0,307,3.275486381322957,321,1038,90,80,157,34,351,240,105,11,1,16,321,1038,90,80,157,34,351,240,105,11,1,6,2197,2189,8,60,1,1040,39,1104,0,0.015169194865810968,2,2015-06-14 04:15:00,1434255300,4,9,0,293
1203,936,705,2192,6,29,0,58,2.8941122774988592,94,1215,55,205,80,33,151,201,11,10,1,18,94,1215,55,205,80,33,151,201,11,10,1,32,1843,1841,2,258,1,1271,32,860,0,0.0145985401459854,1,2015-06-14 04:20:00,1434255600,6,9,0,83
1204,381,432,1137,4,25,0,83,2.405452946350044,98,553,0,42,155,75,75,74,42,2,18,16,98,553,0,42,155,75,75,74,42,2,18,13,1018,1016,2,23,0,582,1,361,0,0.0008795074758135446,1,2015-06-14 04:25:00,1434255900,4,10,0,40
1205,54,140,571,5,20,0,47,1.9509632224168123,70,356,0,16,6,12,43,61,0,1,2,17,70,356,0,16,6,12,43,61,0,1,2,8,482,468,14,34,0,358,5,213,0,0.008756567425569177,1,2015-06-14 04:30:00,1434256200,5,8,0,35
1206,94,298,588,4,23,0,46,3.04421768707483,64,153,0,130,46,17,65,70,3,29,1,20,64,153,0,130,46,17,65,70,3,29,1,6,489,477,12,47,0,402,1,298,0,0.0017006802721088435,1,2015-06-14 04:35:00,1434256500,4,7,0,24
1207,109,118,440,4,20,0,29,1.9703872437357632,33,253,0,72,21,10,12,21,0,10,3,18,33,253,0,72,21,10,12,21,0,10,3,3,365,364,1,42,1,243,1,240,0,0.002272727272727273,1,2015-06-14 04:40:00,1434256800,4,7,0,53
1208,138,116,516,5,15,0,100,1.501937984496124,130,198,0,110,28,13,8,22,7,0,0,7,130,198,0,110,28,13,8,22,7,0,0,6,371,347,24,39,0,377,17,314,0,0.03294573643410853,2,2015-06-14 04:45:00,1434257100,5,7,0,20
1209,87,101,531,4,19,0,135,1.2003780718336483,144,223,0,91,64,3,0,3,0,1,0,8,144,223,0,91,64,3,0,3,0,1,0,6,373,370,3,15,2,297,3,295,0,0.005649717514124294,1,2015-06-14 04:50:00,1434257400,4,9,0,42
1210,186,219,946,6,16,0,80,1.3495762711864407,187,483,2,182,36,10,8,34,1,1,0,10,187,483,2,182,36,10,8,34,1,1,0,19,727,725,2,118,2,549,42,494,0,0.04439746300211417,2,2015-06-14 04:55:00,1434257700,6,8,0,126
1211,109,132,540,5,19,0,79,1.6425925925925926,88,229,0,65,126,19,6,5,2,0,0,7,88,229,0,65,126,19,6,5,2,0,0,7,426,424,2,28,0,322,7,275,0,0.012962962962962964,2,2015-06-14 05:00:00,1434258000,5,7,0,68
1212,240,195,667,4,16,0,43,1.8153153153153156,48,412,0,124,23,4,16,12,4,1,4,17,48,412,0,124,23,4,16,12,4,1,4,4,596,595,1,23,1,293,3,298,0,0.004497751124437782,1,2015-06-14 05:05:00,1434258300,4,9,0,26
1213,318,139,965,5,18,0,56,1.5388601036269431,120,529,0,191,85,2,6,8,0,16,0,14,120,529,0,191,85,2,6,8,0,16,0,8,852,796,56,49,0,425,23,378,0,0.02383419689119171,1,2015-06-14 05:10:00,1434258600,5,9,0,77
1214,84,122,593,6,13,0,57,1.2613827993254638,168,265,0,94,27,11,13,6,3,6,0,8,168,265,0,94,27,11,13,6,3,6,0,24,387,386,1,125,0,399,0,347,0,0.0,0,2015-06-14 05:15:00,1434258900,6,8,0,262
1215,26,251,439,4,22,0,23,2.1981776765375853,27,216,0,27,92,25,1,48,2,0,0,12,27,216,0,27,92,25,1,48,2,0,0,4,302,302,0,110,0,287,0,182,0,0.0,0,2015-06-14 05:20:00,1434259200,4,8,0,30
1216,302,81,617,4,16,0,26,1.701782820097245,33,334,1,128,94,6,4,0,16,0,0,12,33,334,1,128,94,6,4,0,16,0,0,5,566,564,2,20,0,282,0,231,0,0.0,0,2015-06-14 05:25:00,1434259500,4,9,0,108
1217,69,695,1207,6,16,0,24,4.054681027340513,36,421,0,114,16,9,16,525,4,1,0,15,36,421,0,114,16,9,16,525,4,1,0,8,1038,1034,4,137,0,959,18,520,0,0.014913007456503728,1,2015-06-14 05:30:00,1434259800,6,9,0,105
1218,96,198,838,6,16,0,64,1.4498806682577563,71,567,0,46,122,9,0,14,2,7,0,8,71,567,0,46,122,9,0,14,2,7,0,6,591,590,1,177,0,470,13,426,0,0.015513126491646776,1,2015-06-14 05:35:00,1434260100,5,8,0,110
1219,49,125,390,5,27,0,46,2.239690721649485,57,142,2,75,16,65,3,12,5,7,1,23,57,142,2,75,16,65,3,12,5,7,1,7,281,277,4,54,2,281,7,244,0,0.017948717948717947,1,2015-06-14 05:40:00,1434260400,5,12,0,21
1220,41,76,247,4,19,0,23,2.1376518218623484,29,92,0,78,4,2,2,35,4,0,0,12,29,92,0,78,4,2,2,35,4,0,0,4,191,189,2,29,0,187,1,158,0,0.004048582995951417,1,2015-06-14 05:45:00,1434260700,4,7,0,24
1221,74,15,335,4,12,0,15,1.692537313432836,22,208,6,71,7,2,8,3,1,0,7,10,22,208,6,71,7,2,8,3,1,0,7,2,300,295,5,18,0,207,19,176,0,0.056716417910447764,2,2015-06-14 05:50:00,1434261000,4,6,0,23
1222,60,94,437,4,22,0,44,1.9153318077803203,50,271,3,50,17,13,5,6,4,9,0,20,50,271,3,50,17,13,5,6,4,9,0,1,314,309,5,78,0,240,4,248,0,0.009153318077803205,1,2015-06-14 05:55:00,1434261300,4,9,0,70
1223,256,162,693,6,23,0,74,1.713872832369942,86,398,0,122,19,15,7,13,11,13,1,20,86,398,0,122,19,15,7,13,11,13,1,4,596,588,8,18,1,316,7,342,0,0.010101010101010102,1,2015-06-14 06:00:00,1434261600,6,8,0,49
1224,91,97,365,3,38,0,76,2.069252077562327,80,160,0,40,10,27,2,5,14,11,7,17,80,160,0,40,10,27,2,5,14,11,7,1,245,242,3,39,4,232,6,218,0,0.01643835616438356,2,2015-06-14 06:05:00,1434261900,3,8,0,35
1225,259,228,1460,4,35,0,485,0.8582191780821918,538,683,2,199,19,10,2,4,3,0,0,10,538,683,2,199,19,10,2,4,3,0,0,5,942,894,48,28,0,973,7,528,0,0.004794520547945207,1,2015-06-14 06:10:00,1434262200,4,6,0,39
1226,91,158,546,4,35,0,90,1.3394495412844036,101,262,0,131,31,5,4,5,5,1,0,8,101,262,0,131,31,5,4,5,5,1,0,10,421,421,0,24,1,390,4,287,0,0.007326007326007327,1,2015-06-14 06:15:00,1434262500,4,7,0,38
1227,103,56,372,5,35,0,68,1.4650537634408602,88,176,1,50,12,24,5,13,1,1,1,10,88,176,1,50,12,24,5,13,1,1,1,9,280,269,11,15,0,215,3,274,0,0.008064516129032258,1,2015-06-14 06:20:00,1434262800,5,9,0,26
1228,315,66,892,3,17,0,54,1.9260089686098651,76,526,8,176,30,7,14,14,7,0,0,15,76,526,8,176,30,7,14,14,7,0,0,8,800,786,14,30,0,478,5,563,0,0.005605381165919282,1,2015-06-14 06:25:00,1434263100,3,10,0,107
1229,228,183,623,6,17,0,35,2.4721311475409835,50,283,3,36,68,57,67,4,20,16,3,13,50,283,3,36,68,57,67,4,20,16,3,11,478,474,4,86,13,373,1,262,0,0.0016051364365971107,1,2015-06-14 06:30:00,1434263400,6,8,0,70
1230,114,106,433,4,11,0,55,1.5601851851851851,76,146,0,136,54,11,7,0,1,1,0,8,76,146,0,136,54,11,7,0,1,1,0,9,320,308,12,48,1,258,9,245,0,0.020785219399538105,2,2015-06-14 06:35:00,1434263700,4,10,0,57
1231,62,111,504,5,19,0,133,1.3725099601593624,140,212,2,56,63,10,5,10,1,3,0,10,140,212,2,56,63,10,5,10,1,3,0,3,320,316,4,46,2,338,8,298,0,0.015873015873015872,2,2015-06-14 06:40:00,1434264000,5,8,0,39
1232,123,82,505,3,15,0,31,1.4534653465346534,43,311,1,108,11,9,14,3,4,0,0,12,43,311,1,108,11,9,14,3,4,0,0,4,432,425,7,38,0,286,13,311,0,0.02574257425742574,2,2015-06-14 06:45:00,1434264300,3,9,0,28
1233,157,121,668,5,19,0,43,1.7619760479041915,68,340,0,173,25,23,8,6,12,1,0,13,68,340,0,173,25,23,8,6,12,1,0,8,583,567,16,34,0,472,6,352,0,0.008982035928143712,2,2015-06-14 06:50:00,1434264600,5,8,0,21
1234,254,181,782,5,19,0,43,1.837387964148528,53,337,2,201,158,15,4,3,0,0,0,13,53,337,2,201,158,15,4,3,0,0,0,4,697,691,6,37,1,420,2,380,0,0.0025575447570332483,1,2015-06-14 06:55:00,1434264900,5,10,0,27
1235,196,101,620,4,17,0,61,1.461290322580645,68,398,1,76,31,6,26,7,1,4,2,10,68,398,1,76,31,6,26,7,1,4,2,6,503,502,1,50,0,286,7,313,0,0.011290322580645159,1,2015-06-14 07:00:00,1434265200,4,7,0,32
1236,137,174,520,4,19,0,39,2.7846153846153845,41,138,1,93,48,90,90,2,3,5,8,15,41,138,1,93,48,90,90,2,3,5,8,2,445,445,0,34,0,263,1,258,0,0.0019230769230769234,1,2015-06-14 07:05:00,1434265500,4,8,0,58
1237,245,157,641,4,19,0,65,1.9481946624803768,75,167,0,232,90,30,41,0,1,1,0,8,75,167,0,232,90,30,41,0,1,1,0,9,524,523,1,39,4,389,3,334,0,0.0046801872074883,1,2015-06-14 07:10:00,1434265800,4,8,0,110
1238,168,184,918,5,20,0,69,1.5650273224043716,74,526,0,172,69,28,37,6,2,1,0,8,74,526,0,172,69,28,37,6,2,1,0,4,736,735,1,106,3,619,10,451,0,0.010893246187363837,1,2015-06-14 07:15:00,1434266100,5,8,0,72
1239,98,54,398,5,16,0,47,1.4798994974874369,54,202,1,89,30,12,6,1,2,0,0,11,54,202,1,89,30,12,6,1,2,0,0,4,303,300,3,44,0,239,6,257,0,0.01507537688442211,1,2015-06-14 07:20:00,1434266400,5,8,0,69
1240,147,571,959,6,34,0,32,3.075078206465068,43,275,59,317,95,39,65,7,5,8,0,27,43,275,59,317,95,39,65,7,5,8,0,10,828,827,1,89,0,765,2,353,0,0.0020855057351407717,1,2015-06-14 07:25:00,1434266700,5,7,0,40
1241,137,334,1081,2,30,0,93,2.7252543940795557,104,536,1,163,91,85,10,8,9,2,21,27,104,536,1,163,91,85,10,8,9,2,21,9,898,896,2,81,0,915,2,392,0,0.0018501387604070304,1,2015-06-14 07:30:00,1434267000,2,10,0,56
1242,159,181,672,10,19,0,85,1.5044776119402985,100,365,1,119,42,18,4,13,0,1,0,20,100,365,1,119,42,18,4,13,0,1,0,10,521,516,5,54,2,359,4,294,0,0.005952380952380952,2,2015-06-14 07:35:00,1434267300,4,9,0,44
1243,388,173,872,7,25,0,57,1.81651376146789,71,415,1,234,70,19,5,51,1,0,0,20,71,415,1,234,70,19,5,51,1,0,0,9,774,769,5,32,0,349,3,364,0,0.0034403669724770644,1,2015-06-14 07:40:00,1434267600,6,9,0,43
1244,263,283,748,3,20,0,63,1.4752342704149932,75,338,0,271,49,5,6,1,1,0,0,12,75,338,0,271,49,5,6,1,1,0,0,11,625,624,1,48,1,350,2,312,0,0.00267379679144385,1,2015-06-14 07:45:00,1434267900,3,9,0,54
1245,150,448,1516,4,14,0,91,1.5098944591029024,102,800,0,523,44,5,9,2,23,5,2,15,102,800,0,523,44,5,9,2,23,5,2,10,1332,1332,0,83,0,971,27,567,0,0.017810026385224276,1,2015-06-14 07:50:00,1434268200,4,8,0,88
1246,599,299,1513,4,16,0,89,1.4980158730158732,105,839,0,380,158,9,8,1,6,1,0,12,105,839,0,380,158,9,8,1,6,1,0,12,1367,1363,4,44,1,856,9,586,0,0.005948446794448115,1,2015-06-14 07:55:00,1434268500,4,9,0,77
1247,206,325,1098,4,16,0,73,1.4275296262534185,128,718,0,160,41,6,9,2,5,10,7,16,128,718,0,160,41,6,9,2,5,10,7,52,904,902,2,68,1,709,6,455,0,0.00546448087431694,1,2015-06-14 08:00:00,1434268800,4,7,0,133
1248,229,140,733,7,12,0,35,1.689466484268126,80,414,2,109,46,48,4,1,9,13,0,12,80,414,2,109,46,48,4,1,9,13,0,45,589,589,0,62,2,406,2,364,0,0.002728512960436562,1,2015-06-14 08:05:00,1434269100,6,9,0,121
1249,153,144,682,3,16,0,75,1.4020618556701032,104,338,4,157,65,6,1,1,0,1,0,11,104,338,4,157,65,6,1,1,0,1,0,24,551,546,5,29,3,448,3,367,0,0.00439882697947214,1,2015-06-14 08:10:00,1434269400,3,9,0,89
1250,88,57,628,6,19,0,303,0.9407051282051282,326,151,0,82,38,7,6,2,11,0,0,11,326,151,0,82,38,7,6,2,11,0,0,2,269,249,20,50,4,517,6,261,0,0.009554140127388536,1,2015-06-14 08:15:00,1434269700,4,9,0,43
1251,179,188,693,4,22,0,37,2.384393063583815,43,282,4,165,45,26,54,29,40,1,3,10,43,282,4,165,45,26,54,29,40,1,3,5,618,617,1,32,1,429,1,305,0,0.001443001443001443,1,2015-06-14 08:20:00,1434270000,4,9,0,35
1252,155,92,483,6,17,0,66,1.4492753623188406,91,222,8,112,35,10,3,1,0,1,0,10,91,222,8,112,35,10,3,1,0,1,0,5,372,352,20,40,0,281,4,292,0,0.008281573498964804,1,2015-06-14 08:25:00,1434270300,6,12,0,45
1253,203,498,1053,5,20,0,86,1.5427756653992395,107,555,0,291,51,9,6,5,12,8,5,17,107,555,0,291,51,9,6,5,12,8,5,10,879,868,11,77,1,731,4,447,0,0.003798670465337132,1,2015-06-14 08:30:00,1434270600,5,7,0,73
1254,213,310,1126,7,22,0,313,1.2220248667850802,330,463,0,189,93,34,7,4,0,1,2,12,330,463,0,189,93,34,7,4,0,1,2,7,772,762,10,34,0,785,5,474,0,0.0044404973357015974,1,2015-06-14 08:35:00,1434270900,5,8,0,87
1255,129,128,615,4,22,0,135,1.3267651888341545,151,210,0,175,55,10,5,3,0,0,0,6,151,210,0,175,55,10,5,3,0,0,0,15,380,379,1,79,6,374,0,293,0,0.0,0,2015-06-14 08:40:00,1434271200,4,8,0,84
1256,80,124,366,7,20,0,40,1.9010989010989008,54,97,0,102,68,36,5,0,0,0,2,9,54,97,0,102,68,36,5,0,0,0,2,7,250,243,7,67,2,225,0,245,0,0.0,0,2015-06-14 08:45:00,1434271500,7,7,0,27
1257,231,187,915,5,15,0,78,1.453551912568306,107,409,0,306,69,18,6,0,0,0,0,5,107,409,0,306,69,18,6,0,0,0,0,13,806,790,16,18,0,461,2,430,0,0.0021857923497267764,1,2015-06-14 08:50:00,1434271800,5,10,0,59
1258,119,242,647,7,16,0,39,2.0434108527131785,42,210,8,294,35,32,5,2,4,5,1,15,42,210,8,294,35,32,5,2,4,5,1,2,537,536,1,67,2,431,11,343,0,0.017001545595054096,2,2015-06-14 08:55:00,1434272100,5,10,0,75
1259,66,151,406,3,18,0,24,1.7068965517241383,41,178,0,134,21,20,4,0,0,3,0,12,41,178,0,134,21,20,4,0,0,3,0,17,312,312,0,53,0,276,0,249,0,0.0,0,2015-06-14 09:00:00,1434272400,3,9,0,31
1260,111,129,680,6,22,0,44,1.6044117647058824,55,385,0,182,32,14,0,3,0,0,0,20,55,385,0,182,32,14,0,3,0,0,0,9,565,563,2,62,0,405,0,344,0,0.0,0,2015-06-14 09:05:00,1434272700,5,10,0,58
1261,60,153,513,5,23,0,31,1.2319688109161793,199,144,0,122,32,7,3,1,0,0,0,21,199,144,0,122,32,7,3,1,0,0,0,29,392,253,139,61,0,422,3,217,0,0.005847953216374269,2,2015-06-14 09:10:00,1434273000,5,10,0,40
1262,46,81,223,8,20,0,31,1.84304932735426,34,106,0,49,14,9,3,0,3,0,0,21,34,106,0,49,14,9,3,0,3,0,0,2,156,155,1,34,0,144,0,145,0,0.0,0,2015-06-14 09:15:00,1434273300,5,10,0,24
1263,84,51,323,6,11,0,43,1.3467492260061922,46,166,0,80,19,10,1,0,1,0,0,7,46,166,0,80,19,10,1,0,1,0,0,2,237,236,1,41,0,206,6,206,0,0.018575851393188854,2,2015-06-14 09:20:00,1434273600,6,7,0,25
1264,391,228,964,5,20,0,84,1.5337487019730012,98,461,0,340,12,18,4,24,1,0,2,16,98,461,0,340,12,18,4,24,1,0,2,13,834,834,0,32,1,570,16,368,0,0.016597510373443983,2,2015-06-14 09:25:00,1434273900,4,10,0,51
1265,111,203,473,5,15,0,34,1.6194503171247356,42,178,0,191,47,11,3,1,0,0,0,6,42,178,0,191,47,11,3,1,0,0,0,4,390,387,3,45,0,312,3,246,0,0.0063424947145877385,1,2015-06-14 09:30:00,1434274200,5,10,0,45
1266,56,76,303,4,15,0,36,1.462046204620462,41,144,0,87,16,5,5,4,0,1,0,8,41,144,0,87,16,5,5,4,0,1,0,5,220,220,0,42,0,183,0,226,0,0.0,0,2015-06-14 09:35:00,1434274500,4,10,0,38
1267,152,61,421,5,21,0,38,1.838479809976247,49,177,4,89,76,8,8,6,1,0,0,12,49,177,4,89,76,8,8,6,1,0,0,7,339,335,4,37,0,270,0,227,0,0.0,0,2015-06-14 09:40:00,1434274800,5,7,0,69
1268,125,101,523,6,22,0,60,2.5802707930367506,105,181,1,140,20,2,3,24,1,0,0,20,105,181,1,140,20,2,3,24,1,0,0,41,394,390,4,22,6,334,1,257,0,0.0019120458891013386,1,2015-06-14 09:45:00,1434275100,6,10,0,19
1269,86,103,440,4,15,0,48,1.542141230068337,72,222,4,91,29,6,4,0,1,1,6,11,72,222,4,91,29,6,4,0,1,1,6,11,351,338,13,29,1,277,1,271,0,0.002272727272727273,1,2015-06-14 09:50:00,1434275400,4,9,0,48
1270,212,140,588,4,17,0,26,1.7610921501706485,39,289,0,126,79,20,28,3,1,0,1,9,39,289,0,126,79,20,28,3,1,0,1,11,535,533,2,14,2,398,1,288,0,0.0017006802721088435,1,2015-06-14 09:55:00,1434275700,4,8,0,51
1271,251,246,1007,14,16,0,80,1.8589870903674284,94,373,2,305,169,25,22,7,2,0,2,14,94,373,2,305,169,25,22,7,2,0,2,2,887,876,11,38,0,559,2,499,0,0.00198609731876862,1,2015-06-14 10:00:00,1434276000,5,9,0,77
1272,137,87,396,4,20,0,61,1.4393939393939394,64,215,0,62,19,20,8,7,0,0,0,12,64,215,0,62,19,20,8,7,0,0,0,3,302,302,0,30,0,281,13,236,0,0.03282828282828283,2,2015-06-14 10:05:00,1434276300,4,10,0,29
1273,213,202,921,7,23,0,60,1.4560260586319218,199,380,0,229,83,14,4,4,0,0,0,20,199,380,0,229,83,14,4,4,0,0,0,3,833,697,136,25,0,555,14,411,0,0.015200868621064059,1,2015-06-14 10:10:00,1434276600,4,10,0,45
1274,88,51,269,4,20,0,19,1.7723880597014925,29,102,0,98,16,12,5,0,3,1,1,18,29,102,0,98,16,12,5,0,3,1,1,7,220,218,2,22,1,180,8,183,0,0.02973977695167286,1,2015-06-14 10:15:00,1434276900,4,8,0,31
1275,116,71,438,3,16,0,45,1.925754060324826,54,158,0,152,15,1,4,42,2,2,0,17,54,158,0,152,15,1,4,42,2,2,0,2,348,341,7,36,7,283,9,265,0,0.02054794520547945,2,2015-06-14 10:20:00,1434277200,3,10,0,33
1276,97,103,481,6,20,0,75,1.4532224532224531,86,291,5,60,9,10,5,5,0,1,0,12,86,291,5,60,9,10,5,5,0,1,0,8,349,347,2,49,0,274,2,198,0,0.004158004158004158,1,2015-06-14 10:25:00,1434277500,6,9,0,40
1277,62,77,440,5,22,0,47,1.6136363636363635,61,216,0,86,61,0,2,4,0,5,0,17,61,216,0,86,61,0,2,4,0,5,0,9,349,344,5,35,0,257,3,235,0,0.006818181818181818,1,2015-06-14 10:30:00,1434277800,5,8,0,77
1278,203,30,483,5,22,0,72,2.182572614107884,81,249,0,83,7,3,1,8,0,1,6,12,81,249,0,83,7,3,1,8,0,1,6,6,379,377,2,25,1,281,3,249,0,0.006185567010309278,1,2015-06-14 10:35:00,1434278100,5,8,0,24
1279,159,234,866,3,17,0,67,2.4065040650406506,84,427,4,167,72,8,5,1,9,5,0,17,84,427,4,167,72,8,5,1,9,5,0,12,738,734,4,44,5,527,4,364,0,0.0046189376443418004,1,2015-06-14 10:40:00,1434278400,3,8,0,96
1280,123,99,477,4,17,0,86,2.473684210526316,90,214,2,100,13,3,1,7,11,0,0,17,90,214,2,100,13,3,1,7,11,0,0,4,346,346,0,39,2,299,1,233,0,0.0020964360587002093,1,2015-06-14 10:45:00,1434278700,4,8,0,64
1281,119,85,416,4,14,0,33,1.3301204819277108,40,245,0,103,11,14,1,0,1,0,0,7,40,245,0,103,11,14,1,0,1,0,0,6,326,325,1,50,1,241,1,183,0,0.002403846153846154,1,2015-06-14 10:50:00,1434279000,4,8,0,22
1282,115,68,920,6,18,0,188,1.0815217391304348,193,597,4,70,43,5,2,1,1,1,0,15,193,597,4,70,43,5,2,1,1,1,0,3,705,703,2,24,0,319,3,312,0,0.003260869565217391,1,2015-06-14 10:55:00,1434279300,6,8,0,30
1283,100,51,570,6,22,0,107,1.4471830985915493,122,328,0,46,42,7,4,2,4,3,0,17,122,328,0,46,42,7,4,2,4,3,0,2,422,411,11,37,2,300,4,268,0,0.007017543859649123,1,2015-06-14 11:00:00,1434279600,5,8,0,42
1284,76,131,346,4,15,0,24,1.7147147147147148,43,111,0,142,11,7,4,11,3,1,0,8,43,111,0,142,11,7,4,11,3,1,0,14,285,280,5,10,13,228,0,193,0,0.0,0,2015-06-14 11:05:00,1434279900,4,10,0,41
1285,118,34,371,9,14,0,58,1.3162162162162163,68,207,0,28,54,8,1,3,1,0,0,7,68,207,0,28,54,8,1,3,1,0,0,6,267,263,4,39,1,210,3,222,0,0.008086253369272238,1,2015-06-14 11:10:00,1434280200,3,9,0,34
1286,72,87,335,5,11,0,53,1.546268656716418,63,132,1,78,43,12,0,2,1,3,0,10,63,132,1,78,43,12,0,2,1,3,0,8,232,230,2,42,0,190,3,210,0,0.008955223880597015,1,2015-06-14 11:15:00,1434280500,5,7,0,33
1287,115,75,423,5,23,0,40,1.8368794326241136,55,194,0,106,17,14,11,5,13,5,0,16,55,194,0,106,17,14,11,5,13,5,0,8,351,345,6,24,0,211,2,253,0,0.0047281323877068565,1,2015-06-14 11:20:00,1434280800,5,7,0,48
1288,98,62,426,5,15,0,60,1.471830985915493,73,168,0,148,19,2,5,4,7,0,0,7,73,168,0,148,19,2,5,4,7,0,0,10,319,316,3,37,0,240,8,236,0,0.018779342723004692,1,2015-06-14 11:25:00,1434281100,5,10,0,37
1289,160,122,636,6,20,0,68,1.322327044025157,74,368,4,152,34,1,0,0,1,2,0,10,74,368,4,152,34,1,0,0,1,2,0,5,512,512,0,51,0,338,0,277,0,0.0,0,2015-06-14 11:30:00,1434281400,6,8,0,62
1290,57,83,351,4,17,0,36,1.5057142857142858,56,159,1,80,35,6,10,2,1,0,0,10,56,159,1,80,35,6,10,2,1,0,0,16,266,262,4,32,1,225,3,212,0,0.008547008547008548,1,2015-06-14 11:35:00,1434281700,4,9,0,38
