,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
350,0,0,3,6,4,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,2,0,0,0,0.0,0,2001-10-06 01:23:18,1002331398,5,4,0,16
351,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 01:28:18,1002331698,0,0,0,0
352,0,0,10,6,9,0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,2,0,0,0,0.0,0,2001-10-06 01:33:18,1002331998,3,5,0,15
353,0,0,1,3,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-06 01:38:18,1002332298,6,3,0,3
354,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 01:43:18,1002332598,0,0,0,0
355,0,0,3,11,9,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,1,0,0.0,0,2001-10-06 01:48:18,1002332898,6,5,0,1
356,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 01:53:18,1002333198,4,2,0,1
357,0,65,66,3,9,0,0,4.924242424242424,1,0,0,0,0,0,65,0,0,0,5,1,0,0,0,0,0,65,0,0,0,1,0,0,0,65,0,66,0,5,0,0,0,0.0,0,2001-10-06 01:58:18,1002333498,3,5,0,1
358,1,1,3,8,9,0,0,3.333333333333333,1,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,2,0,3,0,0,0,0.0,0,2001-10-06 02:03:18,1002333798,4,5,0,1
359,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 02:08:18,1002334098,0,0,0,0
360,0,1,2,13,10,0,0,2.5,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0.0,0,2001-10-06 02:13:18,1002334398,10,7,0,1
361,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 02:18:18,1002334698,0,0,0,7
362,1,0,7,8,8,0,0,0.42857142857142855,6,0,0,0,1,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,5,1,1,0,1,0,7,0,3,0,0,0,0.0,0,2001-10-06 02:23:18,1002334998,5,5,0,2
363,0,1,27,9,9,0,0,0.1111111111111111,26,0,0,0,1,0,0,0,0,0,3,26,0,0,0,1,0,0,0,0,0,26,1,1,0,0,0,27,0,6,0,0,0,0.0,0,2001-10-06 02:28:18,1002335298,5,5,0,4
364,0,0,36,7,10,0,5,0.2222222222222222,7,2,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,4,2,2,0,27,27,10,12,0,2,0,0.2777777777777778,2,2001-10-06 02:33:18,1002335598,6,7,0,1
365,0,0,7,6,6,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,7,0,3,0,0,0,0.0,0,2001-10-06 02:38:18,1002335898,2,3,0,33
366,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 02:43:18,1002336198,0,0,0,0
367,0,0,1,9,9,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 02:48:18,1002336498,10,5,0,2
368,2,0,2,10,7,0,0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0.0,0,2001-10-06 02:53:18,1002336798,9,6,0,0
369,0,2,2,9,6,0,0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0.0,0,2001-10-06 02:58:18,1002337098,7,5,0,2
370,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 03:03:18,1002337398,0,0,0,0
371,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 03:08:18,1002337698,0,0,0,0
372,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 03:13:18,1002337998,0,0,1,1
373,0,0,9,3,3,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,2,0,0,0,0.0,0,2001-10-06 03:18:18,1002338298,3,3,0,9
374,0,1,3,8,6,0,0,3.333333333333333,2,0,1,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,2,0,0,0,0.0,0,2001-10-06 03:23:18,1002338598,6,5,0,2
375,0,0,1,9,9,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 03:28:18,1002338898,10,5,0,1
376,0,0,2,8,9,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0,2001-10-06 03:33:18,1002339198,6,5,0,1
377,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 03:38:18,1002339498,0,0,0,0
378,0,0,2,13,9,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0,2001-10-06 03:43:18,1002339798,7,5,0,0
379,0,0,1,6,6,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 03:48:18,1002340098,6,3,0,1
380,0,0,2,9,6,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0,2001-10-06 03:53:18,1002340398,7,5,0,12
381,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 03:58:18,1002340698,0,0,0,0
382,0,0,10,3,3,0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,1,0,0,0,0.0,0,2001-10-06 04:03:18,1002340998,3,3,0,0
383,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 04:08:18,1002341298,0,0,0,0
384,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 04:13:18,1002341598,0,0,0,0
385,1,14,16,6,13,0,0,2.875,1,0,0,0,14,1,0,0,0,0,4,1,0,0,0,14,1,0,0,0,0,1,6,6,0,9,0,16,0,4,0,0,0,0.0,0,2001-10-06 04:18:18,1002341898,5,5,0,30
386,14,1,37,9,9,0,0,1.2432432432432432,22,0,0,0,14,1,0,0,0,0,4,22,0,0,0,14,1,0,0,0,0,22,15,15,0,0,0,37,0,5,0,2,0,0.0,0,2001-10-06 04:23:18,1002342198,5,5,0,1
387,0,0,1,3,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 04:28:18,1002342498,6,3,0,2
388,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 04:33:18,1002342798,0,0,0,0
389,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 04:38:18,1002343098,0,0,0,7
390,0,0,34,10,10,0,12,0.0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,22,1,8,0,0,0,0.029411764705882356,1,2001-10-06 04:43:18,1002343398,7,7,0,15
391,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 04:48:18,1002343698,0,0,0,0
392,0,0,2,10,9,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0,2001-10-06 04:53:18,1002343998,4,5,0,1
393,0,0,1,9,9,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 04:58:18,1002344298,10,5,0,2
394,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 05:03:18,1002344598,0,0,0,0
395,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 05:08:18,1002344898,0,0,0,0
396,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 05:13:18,1002345198,0,0,1,1
397,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-06 05:18:18,1002345498,6,3,0,1
398,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 05:23:18,1002345798,0,0,1,1
399,0,0,1,9,9,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 05:28:18,1002346098,10,5,0,0
400,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 05:33:18,1002346398,0,0,0,0
401,0,0,4,11,10,0,3,0.0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0.0,0,2001-10-06 05:38:18,1002346698,4,4,0,1
402,0,0,2,5,4,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0.5,1,2001-10-06 05:43:18,1002346998,6,4,0,2
403,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 05:48:18,1002347298,0,0,0,0
404,0,0,3,6,4,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,0,0,0,0.3333333333333333,1,2001-10-06 05:53:18,1002347598,5,4,0,4
405,0,0,4,4,5,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,3,0,0,0,0.0,0,2001-10-06 05:58:18,1002347898,4,5,0,1
406,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 06:03:18,1002348198,0,0,0,0
407,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 06:08:18,1002348498,0,0,0,0
408,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-06 06:13:18,1002348798,6,3,0,1
409,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 06:18:18,1002349098,0,0,0,2
410,0,0,2,9,6,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0.0,0,2001-10-06 06:23:18,1002349398,7,5,0,0
411,0,0,1,4,4,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2001-10-06 06:28:18,1002349698,4,2,0,1
412,4,0,4,16,12,0,0,1.0,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0.0,0,2001-10-06 06:33:18,1002349998,6,5,1,6
413,0,0,5,5,4,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,0,0,0.0,0,2001-10-06 06:38:18,1002350298,4,4,0,3
414,0,0,2,6,4,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0.0,0,2001-10-06 06:43:18,1002350598,6,4,0,0
415,0,1,4,8,9,0,0,1.6666666666666667,2,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,4,1,4,0,0,0,0.25,1,2001-10-06 06:48:18,1002350898,4,4,0,1
416,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 06:53:18,1002351198,0,0,0,1
417,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 06:58:18,1002351498,0,0,0,1
418,28,0,29,9,9,0,0,4.827586206896552,1,0,0,0,0,0,28,0,0,0,5,1,0,0,0,0,0,28,0,0,0,1,0,0,0,28,0,29,1,2,0,0,0,0.03448275862068965,1,2001-10-06 07:03:18,1002351798,4,4,0,44
419,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 07:08:18,1002352098,0,0,0,0
420,0,0,8,3,6,0,4,0.0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,5,0,1,0,0.0,0,2001-10-06 07:13:18,1002352398,3,5,0,2
421,0,0,1,3,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 07:18:18,1002352698,6,3,0,1
422,0,0,2,9,7,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0.0,0,2001-10-06 07:23:18,1002352998,6,4,0,2
423,1,1,4,4,8,0,0,0.5,2,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,3,0,3,0,1,0,0.0,0,2001-10-06 07:28:18,1002353298,4,5,0,3
424,0,0,6,4,4,0,2,0.0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2,5,0,0,0,0.3333333333333333,2,2001-10-06 07:33:18,1002353598,4,4,0,3
425,0,0,9,3,3,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,0,0,0,0.0,0,2001-10-06 07:38:18,1002353898,3,3,0,9
426,0,0,12,3,3,0,0,0.0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,1,0,0,0,0.0,0,2001-10-06 07:43:18,1002354198,3,3,0,17
427,0,0,8,6,6,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,2,0,0.0,0,2001-10-06 07:48:18,1002354498,5,5,0,3
428,0,0,2,8,6,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0.0,0,2001-10-06 07:53:18,1002354798,5,4,0,9
429,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-06 07:58:18,1002355098,6,3,0,0
430,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 08:03:18,1002355398,0,0,0,0
431,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 08:08:18,1002355698,0,0,0,0
432,0,0,1,6,6,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 08:13:18,1002355998,10,5,0,0
433,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 08:18:18,1002356298,0,0,0,0
434,0,0,5,7,6,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0.0,0,2001-10-06 08:23:18,1002356598,3,3,0,18
435,0,0,30,6,7,0,5,0.0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,25,0,17,0,1,0,0.0,0,2001-10-06 08:28:18,1002356898,3,4,0,8
436,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 08:33:18,1002357198,0,0,0,1
437,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,2001-10-06 08:38:18,1002357498,6,3,0,0
438,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 08:43:18,1002357798,0,0,0,0
439,0,0,1,2,2,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 08:48:18,1002358098,4,2,0,1
440,0,0,1,10,10,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 08:53:18,1002358398,14,7,0,0
441,1,0,1,9,9,0,0,5.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 08:58:18,1002358698,10,5,0,1
442,0,0,2,7,5,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0.5,1,2001-10-06 09:03:18,1002358998,6,4,0,5
443,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 09:08:18,1002359298,0,0,0,0
444,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 09:13:18,1002359598,0,0,0,0
445,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 09:18:18,1002359898,0,0,0,1
446,0,0,8,2,2,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,2,0,0,0,0.125,1,2001-10-06 09:23:18,1002360198,2,2,0,8
447,0,0,9,3,3,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,2,3,0,0,0,0.2222222222222222,2,2001-10-06 09:28:18,1002360498,3,3,1,9
448,0,0,3,6,4,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0.0,0,2001-10-06 09:33:18,1002360798,5,4,0,3
449,0,0,1,8,8,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 09:38:18,1002361098,10,5,0,5
450,0,0,4,4,3,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0.0,0,2001-10-06 09:43:18,1002361398,3,3,0,1
451,12,0,43,5,7,0,0,0.2790697674418605,31,12,0,0,0,0,0,0,0,0,1,31,12,0,0,0,0,0,0,0,0,30,0,0,0,13,0,43,0,5,0,3,0,0.0,0,2001-10-06 09:48:18,1002361698,5,5,0,44
452,0,0,2,6,4,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,1.0,2,2001-10-06 09:53:18,1002361998,6,4,0,0
453,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 09:58:18,1002362298,0,0,0,0
454,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 10:03:18,1002362598,0,0,0,0
455,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 10:08:18,1002362898,0,0,0,0
456,0,0,16,2,2,0,0,0.0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,4,0,0,0,0.0,0,2001-10-06 10:13:18,1002363198,2,2,0,16
457,0,0,12,4,5,0,0,0.0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,12,0,5,0,0,0,0.0,0,2001-10-06 10:18:18,1002363498,4,5,0,12
458,0,0,2,8,8,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0,2001-10-06 10:23:18,1002363798,6,4,0,0
459,0,0,2,5,4,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0,2001-10-06 10:28:18,1002364098,6,4,0,10
460,0,0,17,2,3,0,0,0.0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,6,0,0,0,0.0,0,2001-10-06 10:33:18,1002364398,2,3,0,10
461,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 10:38:18,1002364698,0,0,0,0
462,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2001-10-06 10:43:18,1002364998,0,0,0,1
463,0,0,1,6,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2001-10-06 10:48:18,1002365298,6,3,0,1
